Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																														
Дата голосования: 18.09.2016																																																														
																																																														
Наименование Избирательной комиссии:    Татышлинская																																																														
																																																														
Сводная таблица итогов голосования по федеральному избирательному округу																																																														
																																																														
		Сумма	УИК №2912	УИК №2913	УИК №2914	УИК №2915	УИК №2916	УИК №2917	УИК №2918	УИК №2919	УИК №2920	УИК №2921	УИК №2922	УИК №2923	УИК №2924	УИК №2925	УИК №2926	УИК №2927	УИК №2928	УИК №2929	УИК №2930	УИК №2931	УИК №2932	УИК №2933	УИК №2934	УИК №2935	УИК №2936	УИК №2937	УИК №2938	УИК №2939	УИК №2940	УИК №2941	УИК №2942	УИК №2943	УИК №2944	УИК №2945	УИК №2946	УИК №2947	УИК №2948	УИК №2949	УИК №2950	УИК №2951	УИК №2952	УИК №2953	УИК №2954	УИК №2955	УИК №2956	УИК №2957	УИК №2958	УИК №2959	УИК №2960	УИК №2961	УИК №2962									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	186	3	0	4	4	0	2	0	3	0	3	3	2	2	5	3	3	3	0	10	15	5	12	10	6	3	0	4	4	0	3	3	5	3	4	4	2	2	2	6	3	3	2	5	2	3	7	4	4	4	3	3									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	71	0	0	3	4	0	0	0	0	0	0	3	1	0	5	0	1	0	0	3	15	1	5	7	0	1	0	1	0	0	2	0	2	0	1	2	0	0	0	2	0	0	0	0	0	2	7	0	1	1	0	1									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	51	0	0	3	1	1	0	2	3	3	0	0	1	0	2	2	1	1	1	0	3	0	0	0	2	1	1	1	0	0	1	0	1	0	2	1	3	1	2	1	1	2	0	1	0	0	1	3	2	0	0	0									
14	Число погашенных неиспользованных открепительных удостоверений	115	3	0	1	0	0	2	0	3	0	3	0	1	2	0	3	2	3	0	7	0	4	7	3	6	2	0	3	4	0	1	3	3	3	3	2	2	2	2	4	3	3	2	5	2	1	0	4	3	3	3	2									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	14	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	3	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																														
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	369	8	0	7	1	0	0	0	0	3	8	11	1	0	1	9	1	9	3	31	18	15	37	24	2	0	0	11	12	1	10	7	16	6	7	11	4	3	0	6	0	0	0	16	5	10	7	9	21	10	3	5									
		2.04%	2.63%	0.00%	2.44%	0.21%	0.00%	0.00%	0.00%	0.00%	4.17%	3.43%	3.12%	0.78%	0.00%	0.20%	2.68%	0.43%	2.95%	3.53%	2.60%	1.35%	3.15%	2.97%	2.33%	0.44%	0.00%	0.00%	2.76%	2.73%	1.59%	2.67%	2.82%	2.94%	2.76%	1.58%	2.73%	2.53%	1.92%	0.00%	0.99%	0.00%	0.00%	0.00%	3.22%	2.63%	2.79%	1.02%	2.25%	6.33%	3.00%	1.56%	2.99%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	207	0	0	3	12	0	11	0	5	4	0	38	2	2	13	0	4	0	0	0	5	0	0	19	6	8	1	0	0	0	0	0	0	0	0	0	17	4	0	8	0	0	0	0	0	0	23	3	19	0	0	0									
		1.15%	0.00%	0.00%	1.05%	2.56%	0.00%	5.67%	0.00%	2.14%	5.56%	0.00%	10.76%	1.56%	1.94%	2.59%	0.00%	1.70%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	1.84%	1.32%	4.32%	1.75%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	10.76%	2.56%	0.00%	1.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	3.37%	0.75%	5.72%	0.00%	0.00%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	135	0	4	2	1	0	5	0	7	1	0	0	2	0	6	0	1	0	0	0	3	0	0	17	2	0	2	0	0	1	0	0	0	2	5	0	0	0	0	41	0	0	0	0	0	0	6	2	25	0	0	0									
		0.75%	0.00%	6.67%	0.70%	0.21%	0.00%	2.58%	0.00%	2.99%	1.39%	0.00%	0.00%	1.56%	0.00%	1.20%	0.00%	0.43%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	1.65%	0.44%	0.00%	3.51%	0.00%	0.00%	1.59%	0.00%	0.00%	0.00%	0.92%	1.13%	0.00%	0.00%	0.00%	0.00%	6.81%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.88%	0.50%	7.53%	0.00%	0.00%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	10779	188	41	178	395	110	140	34	103	43	150	221	112	98	420	282	165	189	52	739	854	294	775	59	393	145	49	248	284	40	233	154	336	135	302	247	100	124	74	14	146	163	89	308	122	277	438	245	27	195	145	104									
		59.66%	61.84%	68.33%	62.02%	84.40%	79.71%	72.16%	21.12%	44.02%	59.72%	64.38%	62.61%	87.50%	95.15%	83.67%	83.93%	70.21%	61.97%	61.18%	61.94%	64.26%	61.76%	62.25%	5.72%	86.18%	78.38%	85.96%	62.16%	64.69%	63.49%	62.30%	62.10%	61.76%	62.21%	68.02%	61.29%	63.29%	79.49%	70.48%	2.33%	67.28%	66.53%	68.99%	61.97%	64.21%	77.37%	64.13%	61.25%	8.13%	58.56%	75.52%	62.28%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	25	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	1	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	4	1	9	0	0	0									
		0.14%	0.00%	0.00%	0.70%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.54%	1.75%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	1.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.59%	0.25%	2.71%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	19	0	0	2	0	0	4	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	0	0	0	0									
		0.11%	0.00%	0.00%	0.70%	0.00%	0.00%	2.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.78%	0.00%	0.20%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.17%	0.25%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3972	71	10	66	24	21	27	112	111	8	54	79	8	1	43	21	36	70	19	261	289	110	284	518	26	14	3	92	94	14	86	58	124	50	75	91	36	3	20	228	47	57	29	114	41	47	41	87	108	76	30	38									
		21.99%	23.36%	16.67%	22.99%	5.13%	15.22%	13.92%	69.57%	47.44%	11.11%	23.18%	22.38%	6.25%	0.97%	8.57%	6.25%	15.32%	22.95%	22.35%	21.88%	21.75%	23.11%	22.81%	50.19%	5.70%	7.57%	5.26%	23.06%	21.41%	22.22%	22.99%	23.39%	22.79%	23.04%	16.89%	22.58%	22.78%	1.92%	19.05%	37.87%	21.66%	23.27%	22.48%	22.94%	21.58%	13.13%	6.00%	21.75%	32.53%	22.82%	15.63%	22.75%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	1	0	0	0	0									
		0.04%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.59%	0.25%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	28	0	0	0	2	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8	0	0	0	0	0	0	11	1	0	0	0	0									
		0.15%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	0.43%	1.39%	0.00%	0.00%	0.78%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.64%	0.00%	1.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.61%	0.25%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	42	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	27	0	0	0	0	0	0	4	2	5	0	0	0									
		0.23%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	4.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.59%	0.50%	1.51%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	56	1	0	3	1	0	0	0	0	4	0	0	0	0	1	0	2	1	0	0	5	1	0	15	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	8	0	0	0	0	0	0	7	1	5	0	0	0									
		0.31%	0.33%	0.00%	1.05%	0.21%	0.00%	0.00%	0.00%	0.00%	5.56%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.85%	0.33%	0.00%	0.00%	0.38%	0.21%	0.00%	1.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	1.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.02%	0.25%	1.51%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2045	33	4	20	30	7	6	15	7	3	18	0	1	2	14	17	17	33	9	150	133	53	137	307	16	13	0	44	45	7	41	27	60	24	47	45	0	8	10	251	24	25	11	54	20	17	36	40	102	36	8	18									
		11.32%	10.86%	6.67%	6.97%	6.41%	5.07%	3.09%	9.32%	2.99%	4.17%	7.73%	0.00%	0.78%	1.94%	2.79%	5.06%	7.23%	10.82%	10.59%	12.57%	10.01%	11.13%	11.00%	29.75%	3.51%	7.03%	0.00%	11.03%	10.25%	11.11%	10.96%	10.89%	11.03%	11.06%	10.59%	11.17%	0.00%	5.13%	9.52%	41.69%	11.06%	10.20%	8.53%	10.87%	10.53%	4.75%	5.27%	10.00%	30.72%	10.81%	4.17%	10.78%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	47	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	26	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	9	0	0	0									
		0.26%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	1.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	2.52%	0.00%	0.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.59%	0.50%	2.71%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	167	3	0	3	0	0	1	0	0	0	3	4	0	0	3	2	3	3	2	12	1	3	7	37	5	2	1	4	4	0	4	2	5	0	5	4	0	1	1	5	0	0	0	5	2	7	8	5	2	3	3	2									
		0.92%	0.99%	0.00%	1.05%	0.00%	0.00%	0.52%	0.00%	0.00%	0.00%	1.29%	1.13%	0.00%	0.00%	0.60%	0.60%	1.28%	0.98%	2.35%	1.01%	0.08%	0.63%	0.56%	3.59%	1.10%	1.08%	1.75%	1.00%	0.91%	0.00%	1.07%	0.81%	0.92%	0.00%	1.13%	0.99%	0.00%	0.64%	0.95%	0.83%	0.00%	0.00%	0.00%	1.01%	1.05%	1.96%	1.17%	1.25%	0.60%	0.90%	1.56%	1.20%									
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
