Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																												
Дата голосования: 18.09.2016																																												
																																												
Наименование Избирательной комиссии:    Зарайская																																												
																																												
Сводная таблица итогов голосования по федеральному избирательному округу																																												
																																												
		Сумма	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692									
		2.50%	0.55%	5.08%	2.61%	3.77%	4.18%	2.48%	1.85%	2.49%	3.56%	1.41%	2.75%	1.58%	1.73%	3.58%	2.50%	1.78%	1.90%	1.06%	4.29%	1.89%	1.64%	1.76%	2.82%	3.04%	0.61%	3.80%	1.85%	4.43%	1.18%	2.53%	2.73%	3.02%	2.15%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	335	11	6	12	13	8	5	2	7	19	5	12	9	10	11	12	18	4	17	14	7	18	10	15	17	5	4	23	4	3	5	11	6	12									
		2.52%	6.04%	2.54%	2.84%	2.58%	2.39%	2.07%	0.46%	2.49%	3.22%	2.35%	2.20%	2.84%	4.33%	3.58%	2.31%	3.20%	0.95%	3.62%	2.86%	1.47%	2.95%	2.93%	2.35%	2.87%	1.52%	1.27%	3.88%	2.53%	0.89%	1.26%	1.88%	2.59%	3.23%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6393	83	99	173	231	140	111	201	138	241	103	260	150	108	151	234	248	180	223	209	294	285	170	367	277	203	149	309	92	194	219	258	105	188									
		48.16%	45.60%	41.95%	40.99%	45.83%	41.79%	45.87%	46.53%	49.11%	40.85%	48.36%	47.62%	47.32%	46.75%	49.19%	45.09%	44.05%	42.86%	47.45%	42.74%	61.89%	46.72%	49.85%	57.43%	46.79%	61.89%	47.15%	52.11%	58.23%	57.40%	55.30%	44.03%	45.26%	50.54%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	121	3	5	1	1	5	3	14	3	12	3	3	2	3	2	1	8	4	7	4	2	1	3	2	8	3	0	6	0	1	2	6	1	2									
		0.91%	1.65%	2.12%	0.24%	0.20%	1.49%	1.24%	3.24%	1.07%	2.03%	1.41%	0.55%	0.63%	1.30%	0.65%	0.19%	1.42%	0.95%	1.49%	0.82%	0.42%	0.16%	0.88%	0.31%	1.35%	0.91%	0.00%	1.01%	0.00%	0.30%	0.51%	1.02%	0.43%	0.54%									
24	"6. Политическая партия ""Гражданская Платформа"""	30	1	3	0	3	1	1	3	1	0	1	0	0	0	0	1	2	0	1	1	0	2	1	3	1	0	0	1	1	0	1	1	0	0									
		0.23%	0.55%	1.27%	0.00%	0.60%	0.30%	0.41%	0.69%	0.36%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.19%	0.36%	0.00%	0.21%	0.20%	0.00%	0.33%	0.29%	0.47%	0.17%	0.00%	0.00%	0.17%	0.63%	0.00%	0.25%	0.17%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2056	24	46	64	83	49	39	60	44	100	34	65	42	35	40	67	80	59	70	87	55	104	60	95	102	67	51	102	20	60	58	111	41	42									
		15.49%	13.19%	19.49%	15.17%	16.47%	14.63%	16.12%	13.89%	15.66%	16.95%	15.96%	11.90%	13.25%	15.15%	13.03%	12.91%	14.21%	14.05%	14.89%	17.79%	11.58%	17.05%	17.60%	14.87%	17.23%	20.43%	16.14%	17.20%	12.66%	17.75%	14.65%	18.94%	17.67%	11.29%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	51	0	0	1	6	1	0	2	2	2	4	4	0	0	0	3	4	1	1	3	1	5	0	4	0	1	2	0	0	0	0	3	1	0									
		0.38%	0.00%	0.00%	0.24%	1.19%	0.30%	0.00%	0.46%	0.71%	0.34%	1.88%	0.73%	0.00%	0.00%	0.00%	0.58%	0.71%	0.24%	0.21%	0.61%	0.21%	0.82%	0.00%	0.63%	0.00%	0.30%	0.63%	0.00%	0.00%	0.00%	0.00%	0.51%	0.43%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	130	6	1	6	3	4	6	4	2	11	1	10	1	1	2	3	7	10	4	3	1	10	3	5	1	1	6	3	2	4	1	3	2	3									
		0.98%	3.30%	0.42%	1.42%	0.60%	1.19%	2.48%	0.93%	0.71%	1.86%	0.47%	1.83%	0.32%	0.43%	0.65%	0.58%	1.24%	2.38%	0.85%	0.61%	0.21%	1.64%	0.88%	0.78%	0.17%	0.30%	1.90%	0.51%	1.27%	1.18%	0.25%	0.51%	0.86%	0.81%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	22	2	0	0	1	0	0	5	0	2	0	0	0	0	2	0	1	0	0	1	0	0	0	1	0	0	2	0	2	0	0	0	2	1									
		0.17%	1.10%	0.00%	0.00%	0.20%	0.00%	0.00%	1.16%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.65%	0.00%	0.18%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.63%	0.00%	1.27%	0.00%	0.00%	0.00%	0.86%	0.27%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	159	0	4	9	9	6	0	12	10	7	1	3	5	4	5	4	12	2	8	4	2	5	1	6	9	1	8	6	0	3	5	3	2	3									
		1.20%	0.00%	1.69%	2.13%	1.79%	1.79%	0.00%	2.78%	3.56%	1.19%	0.47%	0.55%	1.58%	1.73%	1.63%	0.77%	2.13%	0.48%	1.70%	0.82%	0.42%	0.82%	0.29%	0.94%	1.52%	0.30%	2.53%	1.01%	0.00%	0.89%	1.26%	0.51%	0.86%	0.81%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2547	42	35	114	90	71	46	93	44	116	39	130	75	55	69	119	121	111	98	98	41	118	66	86	107	28	49	92	28	45	72	120	40	89									
		19.19%	23.08%	14.83%	27.01%	17.86%	21.19%	19.01%	21.53%	15.66%	19.66%	18.31%	23.81%	23.66%	23.81%	22.48%	22.93%	21.49%	26.43%	20.85%	20.04%	8.63%	19.34%	19.35%	13.46%	18.07%	8.54%	15.51%	15.51%	17.72%	13.31%	18.18%	20.48%	17.24%	23.92%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	44	0	0	3	2	3	2	2	0	3	1	2	1	0	0	1	3	2	4	0	1	3	1	2	0	0	1	1	1	1	0	1	1	2									
		0.33%	0.00%	0.00%	0.71%	0.40%	0.90%	0.83%	0.46%	0.00%	0.51%	0.47%	0.37%	0.32%	0.00%	0.00%	0.19%	0.53%	0.48%	0.85%	0.00%	0.21%	0.49%	0.29%	0.31%	0.00%	0.00%	0.32%	0.17%	0.63%	0.30%	0.00%	0.17%	0.43%	0.54%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	344	2	9	10	13	5	7	5	11	13	8	13	13	5	7	19	25	8	12	12	15	18	11	6	16	7	17	18	1	5	4	16	5	8									
		2.59%	1.10%	3.81%	2.37%	2.58%	1.49%	2.89%	1.16%	3.91%	2.20%	3.76%	2.38%	4.10%	2.16%	2.28%	3.66%	4.44%	1.90%	2.55%	2.45%	3.16%	2.95%	3.23%	0.94%	2.70%	2.13%	5.38%	3.04%	0.63%	1.48%	1.01%	2.73%	2.16%	2.15%									
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
