Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																											
Дата голосования: 04.12.2011																											
																											
"Наименование Избирательной комиссии:    Архангельск, Исакогорская "																											
																											
Сводная таблица результатов выборов																											
																											
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20					
		19.46%	19.85%	24.25%	16.60%	16.45%	20.72%	24.84%	18.33%	21.34%	27.08%	18.31%	18.58%	20.32%	19.84%	20.82%	24.36%	17.53%	19.90%	16.51%	17.56%	17.41%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	132	3	5	1	12	7	7	12	9	3	7	10	5	9	3	5	4	9	10	8	3					
		1.18%	1.15%	1.66%	0.20%	1.28%	1.33%	1.11%	1.12%	1.37%	0.89%	1.91%	1.57%	0.80%	1.17%	0.82%	1.82%	1.59%	2.24%	1.15%	0.91%	0.58%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1916	33	60	95	181	92	82	165	94	42	77	123	111	147	73	35	41	77	149	150	89					
		17.14%	12.60%	19.93%	18.55%	19.34%	17.49%	13.06%	15.43%	14.33%	12.50%	21.04%	19.37%	17.76%	19.07%	20.00%	12.73%	16.33%	19.15%	17.21%	17.10%	17.21%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	479	2	11	37	65	33	30	49	16	8	11	28	30	20	15	9	15	16	33	37	14					
		4.29%	0.76%	3.65%	7.23%	6.94%	6.27%	4.78%	4.58%	2.44%	2.38%	3.01%	4.41%	4.80%	2.59%	4.11%	3.27%	5.98%	3.98%	3.81%	4.22%	2.71%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3881	89	91	146	305	169	216	381	218	119	115	219	219	267	120	101	103	139	341	332	191					
		34.73%	33.97%	30.23%	28.52%	32.59%	32.13%	34.39%	35.64%	33.23%	35.42%	31.42%	34.49%	35.04%	34.63%	32.88%	36.73%	41.04%	34.58%	39.38%	37.86%	36.94%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	82	2	5	6	4	4	3	7	5	1	2	6	6	4	1	5	1	2	8	4	6					
		0.73%	0.76%	1.66%	1.17%	0.43%	0.76%	0.48%	0.65%	0.76%	0.30%	0.55%	0.94%	0.96%	0.52%	0.27%	1.82%	0.40%	0.50%	0.92%	0.46%	1.16%					
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
