Выборы Президента Российской Федерации																																																						
																																																						
"Наименование Избирательной комиссии:    Смоленск, Промышленная"																																																						
																																																						
Итоги голосования 																																																						
																																																						
		Сумма	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749					
11	Число полученных открепительных  удостоверений	1265	40	84	66	60	20	40	20	40	20	30	20	20	20	20	20	20	20	20	20	20	30	20	20	20	20	30	20	20	20	20	20	30	35	20	30	20	20	20	15	20	30	60	30	20	15	20	20					
12	Число выданных открепительных удостоверений	744	32	54	37	45	9	16	14	27	14	17	12	8	10	12	14	18	16	15	9	12	15	8	12	9	13	23	14	18	16	7	15	21	22	16	10	9	9	9	2	15	13	45	12	7	8	2	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	547	17	8	17	14	6	75	9	11	20	11	11	7	3	10	10	5	12	8	14	6	9	5	12	9	5	7	7	8	17	4	28	7	12	13	8	12	6	11	4	17	7	28	4	4	9	15	5					
14	Число неиспользованных открепительных удостоверений	521	8	30	29	15	11	24	6	13	6	13	8	12	10	8	6	2	4	5	11	8	15	12	8	11	7	7	6	2	4	13	5	9	13	4	20	11	11	11	13	5	17	15	18	13	7	18	17					
15	"Число открепительных удостоверений, выданных в ТИК"	5	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																						
18	. Глазьев Сергей Юрьевич	3037	54	66	67	93	120	45	63	89	74	59	67	61	19	43	85	86	69	84	87	56	108	67	73	65	58	82	36	95	70	54	75	100	46	87	73	61	67	50	18	59	82	70	53	29	17	36	19					
		5.16%	5.18%	5.44%	6.42%	6.49%	7.93%	3.47%	5.28%	6.34%	5.61%	4.42%	4.79%	4.54%	2.41%	4.45%	6.20%	6.04%	4.76%	5.63%	6.04%	4.07%	6.43%	5.31%	5.77%	5.91%	5.28%	5.69%	3.96%	6.23%	4.16%	4.35%	4.82%	6.25%	6.49%	5.59%	4.66%	4.71%	4.59%	4.35%	2.76%	4.43%	5.04%	4.80%	5.74%	3.35%	2.93%	4.22%	3.07%					
19	. Малышкин Олег Александрович	1254	16	19	19	23	36	15	30	31	27	29	47	21	22	19	27	21	32	19	26	22	44	29	31	19	28	37	15	36	45	34	33	32	11	22	33	27	31	42	10	35	36	26	21	27	16	16	17					
		2.13%	1.53%	1.57%	1.82%	1.60%	2.38%	1.16%	2.51%	2.21%	2.05%	2.17%	3.36%	1.56%	2.78%	1.97%	1.97%	1.47%	2.21%	1.27%	1.80%	1.60%	2.62%	2.30%	2.45%	1.73%	2.55%	2.57%	1.65%	2.36%	2.68%	2.74%	2.12%	2.00%	1.55%	1.41%	2.11%	2.09%	2.12%	3.66%	1.53%	2.63%	2.21%	1.78%	2.28%	3.12%	2.75%	1.87%	2.75%					
20	. Миронов Сергей Михайлович	522	7	8	9	15	40	14	13	8	10	15	29	13	9	8	14	13	10	14	9	10	15	10	4	11	9	9	13	13	14	6	10	10	5	16	10	14	13	7	9	11	7	13	4	7	3	4	7					
		0.89%	0.67%	0.66%	0.86%	1.05%	2.64%	1.08%	1.09%	0.57%	0.76%	1.12%	2.07%	0.97%	1.14%	0.83%	1.02%	0.91%	0.69%	0.94%	0.62%	0.73%	0.89%	0.79%	0.32%	1.00%	0.82%	0.62%	1.43%	0.85%	0.83%	0.48%	0.64%	0.62%	0.71%	1.03%	0.64%	1.08%	0.89%	0.61%	1.38%	0.83%	0.43%	0.89%	0.43%	0.81%	0.52%	0.47%	1.13%					
21	. Путин Владимир Владимирович	37503	638	768	608	880	907	939	717	826	893	797	903	818	557	652	838	860	887	927	905	886	1051	790	770	674	692	900	604	970	1083	817	1039	991	514	1014	1038	882	916	729	440	846	1063	968	583	584	378	584	377					
		63.73%	61.17%	63.31%	58.24%	61.37%	59.95%	72.51%	60.05%	58.87%	67.65%	59.70%	64.55%	60.82%	70.51%	67.49%	61.08%	60.35%	61.17%	62.13%	62.80%	64.44%	62.56%	62.60%	60.87%	61.33%	63.02%	62.41%	66.52%	63.65%	64.39%	65.83%	66.73%	61.94%	72.50%	65.13%	66.28%	68.16%	62.74%	63.45%	67.38%	63.56%	65.33%	66.44%	63.16%	67.51%	65.06%	68.38%	61.00%					
22	. Хакамада Ирина Муцуовна	2753	83	81	56	76	74	66	45	62	47	54	68	46	42	38	61	76	64	71	55	49	72	64	61	44	46	62	44	54	59	62	71	107	22	98	68	47	67	37	16	90	120	74	47	46	18	27	16					
		4.68%	7.96%	6.68%	5.36%	5.30%	4.89%	5.10%	3.77%	4.42%	3.56%	4.04%	4.86%	3.42%	5.32%	3.93%	4.45%	5.33%	4.41%	4.76%	3.82%	3.56%	4.29%	5.07%	4.82%	4.00%	4.19%	4.30%	4.85%	3.54%	3.51%	5.00%	4.56%	6.69%	3.10%	6.29%	4.34%	3.63%	4.59%	3.22%	2.45%	6.76%	7.38%	5.08%	5.09%	5.32%	3.10%	3.16%	2.59%					
23	. Харитонов Николай Михайлович	10203	185	193	209	266	245	136	264	335	205	294	161	319	80	152	259	298	302	286	291	270	289	223	247	192	190	265	130	261	304	181	224	238	71	209	255	201	279	226	126	215	216	223	167	114	98	157	152					
		17.34%	17.74%	15.91%	20.02%	18.55%	16.19%	10.50%	22.11%	23.88%	15.53%	22.02%	11.51%	23.72%	10.13%	15.73%	18.88%	20.91%	20.83%	19.17%	20.19%	19.64%	17.20%	17.67%	19.53%	17.47%	17.30%	18.38%	14.32%	17.13%	18.07%	14.59%	14.39%	14.88%	10.01%	13.42%	16.28%	15.53%	19.11%	19.67%	19.30%	16.15%	13.28%	15.31%	18.09%	13.18%	16.87%	18.38%	24.60%					
																																																						
24	Против всех	3175	52	59	70	74	79	75	50	39	57	82	93	67	58	48	82	68	73	75	61	78	83	71	66	85	68	83	61	84	99	78	92	118	38	104	82	58	75	51	22	70	95	80	41	50	28	28	25					
		5.39%	4.99%	4.86%	6.70%	5.16%	5.22%	5.79%	4.19%	2.78%	4.32%	6.14%	6.65%	4.98%	7.34%	4.97%	5.98%	4.77%	5.03%	5.03%	4.23%	5.67%	4.94%	5.63%	5.22%	7.73%	6.19%	5.76%	6.72%	5.51%	5.89%	6.29%	5.91%	7.38%	5.36%	6.68%	5.24%	4.48%	5.14%	4.44%	3.37%	5.26%	5.84%	5.49%	4.44%	5.78%	4.82%	3.28%	4.05%					
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
