Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																															
Дата голосования: 04.12.2011																																																															
																																																															
Наименование Избирательной комиссии:    Серпуховская городская																																																															
																																																															
Сводная таблица результатов выборов																																																															
																																																															
		Сумма	УИК №2714	УИК №2715	УИК №2716	УИК №2717	УИК №2718	УИК №2719	УИК №2720	УИК №2721	УИК №2722	УИК №2723	УИК №2724	УИК №2725	УИК №2726	УИК №2727	УИК №2728	УИК №2729	УИК №2730	УИК №2731	УИК №2732	УИК №2733	УИК №2734	УИК №2735	УИК №2736	УИК №2737	УИК №2738	УИК №2739	УИК №2740	УИК №2741	УИК №2742	УИК №2743	УИК №2744	УИК №2745	УИК №2746	УИК №2747	УИК №2748	УИК №2749	УИК №2750	УИК №2751	УИК №2752	УИК №2753	УИК №2754	УИК №2755	УИК №2756	УИК №2757	УИК №2758	УИК №2759	УИК №2760	УИК №2761	УИК №2762	УИК №2763	УИК №2764	УИК №2765	УИК №2766	УИК №2767	УИК №2768	УИК №2769					
14	Число погашенных неиспользованных открепительных удостоверений	246	3	5	6	6	5	0	0	7	2	5	0	0	5	7	1	0	17	5	4	1	1	2	4	8	4	0	2	5	2	10	10	6	6	8	0	6	1	7	4	1	6	3	6	1	3	2	17	0	2	3	10	2	1	24	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	27	0	0	0	0	0	1	0	1	1	2	0	1	2	0	0	0	0	0	0	0	2	0	1	0	1	1	2	0	0	0	0	1	2	0	0	0	2	0	1	4	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
17	Число утраченных избирательных бюллетеней	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																															
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	9306	160	100	72	52	153	103	126	147	213	178	164	239	73	107	211	133	150	92	178	168	131	128	215	245	151	167	228	179	106	217	241	150	227	223	201	173	225	151	180	268	229	116	210	237	261	197	187	140	180	140	269	192	146	80	59	38					
		17.86%	15.43%	17.33%	12.12%	12.38%	16.68%	15.08%	18.10%	17.42%	17.82%	17.33%	16.14%	18.85%	17.51%	14.23%	20.61%	17.23%	16.56%	23.00%	21.29%	19.49%	19.85%	17.20%	17.04%	19.01%	18.26%	17.88%	17.00%	17.18%	15.47%	21.25%	17.66%	17.94%	20.51%	18.48%	20.10%	20.64%	20.38%	17.04%	20.20%	19.90%	23.20%	16.25%	17.81%	21.29%	21.32%	21.02%	17.61%	15.95%	17.87%	18.45%	19.09%	18.93%	14.48%	6.28%	13.75%	7.84%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	7416	162	92	105	78	134	92	90	149	167	171	129	126	66	90	116	123	151	47	107	134	83	113	202	160	99	126	163	136	98	126	164	110	126	162	138	92	156	123	107	163	155	97	154	144	152	157	147	112	126	103	186	124	141	395	67	180					
		14.23%	15.62%	15.94%	17.68%	18.57%	14.61%	13.47%	12.93%	17.65%	13.97%	16.65%	12.70%	9.94%	15.83%	11.97%	11.33%	15.93%	16.67%	11.75%	12.80%	15.55%	12.58%	15.19%	16.01%	12.41%	11.97%	13.49%	12.16%	13.05%	14.31%	12.34%	12.01%	13.16%	11.38%	13.42%	13.80%	10.98%	14.13%	13.88%	12.01%	12.10%	15.70%	13.59%	13.06%	12.94%	12.42%	16.76%	13.84%	12.76%	12.51%	13.57%	13.20%	12.23%	13.99%	31.00%	15.62%	37.11%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	673	17	5	5	3	12	8	12	8	17	18	10	21	3	8	12	14	11	5	8	10	8	7	13	14	10	17	18	23	5	9	15	6	17	15	10	6	25	6	8	15	15	4	12	13	8	12	17	9	8	7	18	17	28	37	8	6					
		1.29%	1.64%	0.87%	0.84%	0.71%	1.31%	1.17%	1.72%	0.95%	1.42%	1.75%	0.98%	1.66%	0.72%	1.06%	1.17%	1.81%	1.21%	1.25%	0.96%	1.16%	1.21%	0.94%	1.03%	1.09%	1.21%	1.82%	1.34%	2.21%	0.73%	0.88%	1.10%	0.72%	1.54%	1.24%	1.00%	0.72%	2.26%	0.68%	0.90%	1.11%	1.52%	0.56%	1.02%	1.17%	0.65%	1.28%	1.60%	1.03%	0.79%	0.92%	1.28%	1.68%	2.78%	2.90%	1.86%	1.24%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	17209	375	190	200	147	318	217	213	272	425	340	342	526	143	269	314	260	288	113	255	284	234	244	344	363	248	304	509	373	237	365	480	276	380	392	274	298	381	298	291	453	273	263	380	319	381	287	391	336	335	245	456	353	426	371	124	34					
		33.03%	36.16%	32.93%	33.67%	35.00%	34.68%	31.77%	30.60%	32.23%	35.56%	33.11%	33.66%	41.48%	34.29%	35.77%	30.66%	33.68%	31.79%	28.25%	30.50%	32.95%	35.45%	32.80%	27.26%	28.16%	29.99%	32.55%	37.96%	35.80%	34.60%	35.75%	35.16%	33.01%	34.33%	32.48%	27.40%	35.56%	34.51%	33.63%	32.66%	33.63%	27.66%	36.83%	32.23%	28.66%	31.13%	30.63%	36.82%	38.27%	33.27%	32.28%	32.36%	34.81%	42.26%	29.12%	28.90%	7.01%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2261	29	26	37	10	30	34	20	23	62	39	39	75	15	38	36	44	37	22	36	32	16	17	43	35	48	52	42	46	27	49	89	62	67	53	45	30	33	50	41	83	60	32	65	48	53	34	41	43	42	49	63	31	49	19	10	10					
		4.34%	2.80%	4.51%	6.23%	2.38%	3.27%	4.98%	2.87%	2.73%	5.19%	3.80%	3.84%	5.91%	3.60%	5.05%	3.52%	5.70%	4.08%	5.50%	4.31%	3.71%	2.42%	2.28%	3.41%	2.72%	5.80%	5.57%	3.13%	4.41%	3.94%	4.80%	6.52%	7.42%	6.05%	4.39%	4.50%	3.58%	2.99%	5.64%	4.60%	6.16%	6.08%	4.48%	5.51%	4.31%	4.33%	3.63%	3.86%	4.90%	4.17%	6.46%	4.47%	3.06%	4.86%	1.49%	2.33%	2.06%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	13364	255	149	153	116	231	205	207	222	267	237	292	241	102	206	286	177	251	98	231	208	159	208	409	439	246	246	339	256	188	216	342	203	247	311	287	202	250	222	234	321	229	177	324	298	325	213	238	208	272	186	352	256	186	338	142	161					
		25.65%	24.59%	25.82%	25.76%	27.62%	25.19%	30.01%	29.74%	26.30%	22.34%	23.08%	28.74%	19.01%	24.46%	27.39%	27.93%	22.93%	27.70%	24.50%	27.63%	24.13%	24.09%	27.96%	32.41%	34.06%	29.75%	26.34%	25.28%	24.57%	27.45%	21.16%	25.05%	24.28%	22.31%	25.77%	28.70%	24.11%	22.64%	25.06%	26.26%	23.83%	23.20%	24.79%	27.48%	26.77%	26.55%	22.73%	22.41%	23.69%	27.01%	24.51%	24.98%	25.25%	18.45%	26.53%	33.10%	33.20%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	479	10	6	5	5	10	3	10	3	16	15	5	11	1	9	7	7	5	6	5	6	8	5	12	10	9	3	10	8	9	13	9	2	12	10	11	12	11	9	6	10	9	3	6	15	11	10	8	8	7	3	25	14	12	15	5	4					
		0.92%	0.96%	1.04%	0.84%	1.19%	1.09%	0.44%	1.44%	0.36%	1.34%	1.46%	0.49%	0.87%	0.24%	1.20%	0.68%	0.91%	0.55%	1.50%	0.60%	0.70%	1.21%	0.67%	0.95%	0.78%	1.09%	0.32%	0.75%	0.77%	1.31%	1.27%	0.66%	0.24%	1.08%	0.83%	1.10%	1.43%	0.99%	1.02%	0.67%	0.74%	0.91%	0.42%	0.51%	1.35%	0.90%	1.07%	0.75%	0.91%	0.70%	0.40%	1.77%	1.38%	1.19%	1.18%	1.17%	0.82%					
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
