Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																				
Дата голосования: 02.12.2007																																																																				
																																																																				
"Наименование Избирательной комиссии:    Оренбург, Ленинская"																																																																				
																																																																				
Сводная таблица результатов выборов																																																																				
																																																																				
		Сумма	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046	УИК №1047	УИК №1048	УИК №1049	УИК №1050	УИК №1051	УИК №1052	УИК №1053	УИК №1054	УИК №1055	УИК №1056	УИК №1057	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №1062	УИК №1063	УИК №1064	УИК №1065	УИК №1066	УИК №1067	УИК №1068	УИК №1069	УИК №1070	УИК №1071	УИК №1072	УИК №1073	УИК №1074	УИК №1075	УИК №1076	УИК №1082	УИК №1826					
14	Число погашенных неиспользованных открепительных удостоверений	135	2	7	16	4	0	4	0	3	0	3	0	0	4	4	0	0	0	0	6	9	1	3	0	0	1	1	0	0	0	1	8	0	0	0	1	0	0	0	4	11	5	2	5	5	2	0	0	0	5	0	4	4	1	0	1	0	0	8	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	25	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	2	0	4	2	0	0	0	3	0	0	0	0	0	0	2	1	0	0	0	0	0	1	1	0	2	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																				
18	1.Политическая партия «Аграрная партия России»	1660	18	14	46	8	41	36	33	60	28	50	36	26	30	25	27	27	27	17	17	22	39	31	15	31	36	20	31	30	35	28	24	30	29	29	40	38	31	48	31	21	23	28	3	17	18	27	22	23	22	16	12	20	32	28	30	38	21	46	0	15	14					
		2.33%	1.88%	1.86%	2.14%	2.13%	2.08%	2.31%	2.44%	4.26%	2.19%	3.43%	2.52%	1.78%	2.22%	1.85%	2.17%	1.90%	2.30%	2.20%	1.76%	2.02%	2.90%	2.44%	1.65%	2.79%	3.27%	1.69%	2.16%	2.29%	2.18%	2.39%	2.18%	2.55%	2.13%	2.27%	2.96%	2.72%	2.18%	3.22%	2.90%	2.66%	2.37%	3.04%	0.87%	1.18%	3.16%	2.70%	1.92%	2.47%	3.19%	1.44%	1.26%	3.13%	2.32%	1.84%	2.05%	2.69%	1.57%	3.85%	0.00%	2.49%	1.63%					
19	2.Всероссийская политическая партия «Гражданская Сила»	959	10	7	36	0	28	15	19	11	13	16	25	23	14	16	19	14	19	9	9	12	21	9	8	15	9	22	21	25	28	19	20	19	19	28	24	25	28	18	20	25	25	15	9	15	6	14	22	20	5	17	4	3	12	13	7	8	14	3	0	17	12					
		1.35%	1.04%	0.93%	1.68%	0.00%	1.42%	0.96%	1.41%	0.78%	1.02%	1.10%	1.75%	1.58%	1.03%	1.18%	1.53%	0.99%	1.62%	1.17%	0.93%	1.10%	1.56%	0.71%	0.88%	1.35%	0.82%	1.86%	1.46%	1.91%	1.74%	1.62%	1.82%	1.62%	1.40%	2.19%	1.77%	1.79%	1.97%	1.21%	1.87%	3.17%	2.57%	1.63%	2.62%	1.04%	1.05%	1.40%	1.92%	2.15%	0.73%	1.53%	0.42%	0.47%	0.87%	0.85%	0.48%	0.57%	1.05%	0.25%	0.00%	2.82%	1.40%					
20	3.Политическая партия «Демократическая партия России»	103	1	1	7	0	3	2	0	0	2	5	0	2	1	1	4	1	5	1	0	2	0	2	0	1	2	0	0	0	1	3	0	2	2	3	2	6	2	2	5	1	2	0	2	3	0	3	3	1	0	1	1	1	0	2	3	1	2	1	0	5	0					
		0.14%	0.10%	0.13%	0.33%	0.00%	0.15%	0.13%	0.00%	0.00%	0.16%	0.34%	0.00%	0.14%	0.07%	0.07%	0.32%	0.07%	0.43%	0.13%	0.00%	0.18%	0.00%	0.16%	0.00%	0.09%	0.18%	0.00%	0.00%	0.00%	0.06%	0.26%	0.00%	0.17%	0.15%	0.24%	0.15%	0.43%	0.14%	0.13%	0.47%	0.13%	0.21%	0.00%	0.58%	0.21%	0.00%	0.30%	0.26%	0.11%	0.00%	0.09%	0.11%	0.16%	0.00%	0.13%	0.21%	0.07%	0.15%	0.08%	0.00%	0.83%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	9214	90	81	194	28	176	181	151	231	195	244	220	170	233	212	219	128	153	82	125	146	168	187	133	170	96	189	209	196	182	161	128	131	172	162	217	210	207	219	134	112	118	189	30	101	110	172	149	137	97	113	117	81	171	186	171	186	165	150	18	15	96					
		12.95%	9.38%	10.77%	9.04%	7.45%	8.93%	11.62%	11.18%	16.41%	15.28%	16.75%	15.41%	11.67%	17.22%	15.68%	17.63%	9.03%	13.04%	10.64%	12.95%	13.42%	12.49%	14.74%	14.63%	15.29%	8.73%	16.02%	14.54%	14.98%	11.34%	13.75%	11.63%	11.14%	12.63%	12.70%	16.04%	15.01%	14.59%	14.71%	12.55%	14.21%	12.14%	20.50%	8.75%	6.99%	19.30%	17.18%	13.00%	14.73%	14.08%	10.16%	12.33%	12.68%	12.38%	12.23%	11.71%	13.16%	12.32%	12.56%	5.81%	2.49%	11.20%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	1253	24	2	65	1	40	42	25	23	26	21	21	19	22	18	14	10	22	16	8	18	12	28	19	25	14	13	23	24	34	31	22	23	25	23	32	20	22	36	24	19	29	17	9	13	19	16	21	19	12	30	17	17	22	17	25	29	20	1	0	7	7					
		1.76%	2.50%	0.27%	3.03%	0.27%	2.03%	2.70%	1.85%	1.63%	2.04%	1.44%	1.47%	1.30%	1.63%	1.33%	1.13%	0.71%	1.88%	2.08%	0.83%	1.65%	0.89%	2.21%	2.09%	2.25%	1.27%	1.10%	1.60%	1.83%	2.12%	2.65%	1.99%	1.96%	1.84%	1.80%	2.37%	1.43%	1.55%	2.42%	2.25%	2.41%	2.98%	1.84%	2.62%	0.90%	3.33%	1.60%	1.83%	2.04%	1.74%	2.70%	1.79%	2.66%	1.59%	1.12%	1.71%	2.05%	1.49%	0.08%	0.00%	1.16%	0.82%					
23	6.Политическая партия «Партия социальной справедливости»	206	3	0	7	2	10	3	1	11	2	6	3	4	7	1	6	4	4	2	0	2	4	2	2	5	3	4	1	5	6	4	4	3	6	4	3	5	5	5	5	2	4	3	2	4	0	2	1	3	2	3	0	1	4	5	2	1	6	1	1	5	0					
		0.29%	0.31%	0.00%	0.33%	0.53%	0.51%	0.19%	0.07%	0.78%	0.16%	0.41%	0.21%	0.27%	0.52%	0.07%	0.48%	0.28%	0.34%	0.26%	0.00%	0.18%	0.30%	0.16%	0.22%	0.45%	0.27%	0.34%	0.07%	0.38%	0.37%	0.34%	0.36%	0.26%	0.44%	0.31%	0.22%	0.36%	0.35%	0.34%	0.47%	0.25%	0.41%	0.33%	0.58%	0.28%	0.00%	0.20%	0.09%	0.32%	0.29%	0.27%	0.00%	0.16%	0.29%	0.33%	0.14%	0.07%	0.45%	0.08%	0.32%	0.83%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	7379	96	56	183	34	206	189	172	153	98	133	141	160	113	135	122	191	102	58	97	112	125	130	89	93	95	110	125	113	193	118	123	101	106	130	125	117	146	139	99	80	105	85	37	254	48	86	145	105	66	127	83	64	112	144	179	142	133	131	13	269	143					
		10.37%	10.00%	7.45%	8.53%	9.04%	10.46%	12.14%	12.73%	10.87%	7.68%	9.13%	9.87%	10.98%	8.35%	9.99%	9.82%	13.47%	8.70%	7.52%	10.05%	10.29%	9.29%	10.24%	9.79%	8.36%	8.64%	9.32%	8.70%	8.64%	12.02%	10.08%	11.17%	8.59%	7.78%	10.19%	9.24%	8.36%	10.29%	9.34%	9.27%	10.15%	10.80%	9.22%	10.79%	17.59%	8.42%	8.59%	12.65%	11.29%	9.58%	11.42%	8.75%	10.02%	8.11%	9.47%	12.26%	10.05%	9.93%	10.97%	4.19%	44.68%	16.69%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	6870	68	38	183	26	192	164	141	153	132	161	182	146	166	140	121	78	80	86	87	102	160	123	102	149	97	136	157	123	156	99	139	150	152	119	125	155	163	174	96	77	103	103	34	90	53	102	126	77	65	105	80	64	130	134	107	106	138	70	5	33	47					
		9.65%	7.08%	5.05%	8.53%	6.91%	9.75%	10.53%	10.44%	10.87%	10.34%	11.05%	12.75%	10.02%	12.27%	10.36%	9.74%	5.50%	6.82%	11.15%	9.02%	9.38%	11.90%	9.69%	11.22%	13.40%	8.82%	11.53%	10.93%	9.40%	9.72%	8.45%	12.62%	12.76%	11.16%	9.33%	9.24%	11.08%	11.49%	11.69%	8.99%	9.77%	10.60%	11.17%	9.91%	6.23%	9.30%	10.19%	10.99%	8.28%	9.43%	9.44%	8.43%	10.02%	9.41%	8.81%	7.33%	7.50%	10.31%	5.86%	1.61%	5.48%	5.48%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	1975	26	139	55	6	31	35	31	36	39	30	37	38	32	31	37	15	21	20	22	22	38	38	20	22	13	26	48	49	35	28	26	33	38	29	52	46	49	42	24	22	37	49	24	37	24	45	22	28	14	67	15	10	41	21	20	35	43	20	4	9	29					
		2.78%	2.71%	18.48%	2.56%	1.60%	1.57%	2.25%	2.29%	2.56%	3.06%	2.06%	2.59%	2.61%	2.37%	2.29%	2.98%	1.06%	1.79%	2.59%	2.28%	2.02%	2.83%	2.99%	2.20%	1.98%	1.18%	2.20%	3.34%	3.75%	2.18%	2.39%	2.36%	2.81%	2.79%	2.27%	3.84%	3.29%	3.45%	2.82%	2.25%	2.79%	3.81%	5.31%	6.99%	2.56%	4.21%	4.50%	1.92%	3.01%	2.03%	6.03%	1.58%	1.56%	2.97%	1.38%	1.37%	2.48%	3.21%	1.68%	1.29%	1.50%	3.38%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	39213	591	403	1284	267	1180	847	744	682	686	741	719	828	684	738	652	909	705	462	567	608	728	663	498	553	709	623	775	701	869	647	561	636	762	722	677	713	723	725	599	403	482	399	181	879	271	501	592	489	388	596	604	371	812	918	864	839	770	753	261	171	488					
		55.11%	61.56%	53.59%	59.86%	71.01%	59.90%	54.40%	55.07%	48.44%	53.76%	50.86%	50.35%	56.83%	50.55%	54.59%	52.50%	64.10%	60.10%	59.92%	58.76%	55.88%	54.13%	52.25%	54.79%	49.73%	64.45%	52.80%	53.93%	53.59%	54.14%	55.25%	50.95%	54.08%	55.95%	56.58%	50.04%	50.96%	50.95%	48.69%	56.09%	51.14%	49.59%	43.28%	52.77%	60.87%	47.54%	50.05%	51.66%	52.58%	56.31%	53.60%	63.65%	58.06%	58.80%	60.36%	59.18%	59.38%	57.51%	63.07%	84.19%	28.41%	56.94%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	1629	29	5	71	1	53	30	24	36	45	34	35	31	39	25	13	31	22	15	21	33	42	35	18	33	12	27	33	36	58	19	41	37	41	22	41	48	35	66	20	16	33	24	7	15	15	26	30	14	14	21	6	3	33	27	34	17	16	6	2	4	9					
		2.29%	3.02%	0.66%	3.31%	0.27%	2.69%	1.93%	1.78%	2.56%	3.53%	2.33%	2.45%	2.13%	2.88%	1.85%	1.05%	2.19%	1.88%	1.95%	2.18%	3.03%	3.12%	2.76%	1.98%	2.97%	1.09%	2.29%	2.30%	2.75%	3.61%	1.62%	3.72%	3.15%	3.01%	1.72%	3.03%	3.43%	2.47%	4.43%	1.87%	2.03%	3.40%	2.60%	2.04%	1.04%	2.63%	2.60%	2.62%	1.51%	2.03%	1.89%	0.63%	0.47%	2.39%	1.78%	2.33%	1.20%	1.19%	0.50%	0.65%	0.66%	1.05%					
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
