Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																								
Дата голосования: 04.12.2011																																																								
																																																								
Наименование Избирательной комиссии:    Мичуринская городская																																																								
																																																								
Сводная таблица результатов выборов																																																								
																																																								
		Сумма	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289					
		1.13%	0.21%	0.92%	1.65%	2.21%	2.75%	0.00%	1.46%	0.73%	0.20%	0.15%	0.53%	0.53%	1.36%	0.76%	0.36%	1.23%	1.72%	1.38%	0.73%	0.84%	2.40%	1.52%	2.64%	0.17%	1.94%	0.89%	1.04%	1.73%	0.88%	1.54%	0.85%	0.59%	0.88%	2.14%	1.19%	0.91%	0.18%	1.67%	1.34%	0.13%	1.79%	1.51%	1.22%	0.39%	0.72%	1.13%	0.27%	0.59%	11.11%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	35030	748	632	551	615	731	731	1165	521	857	1085	755	425	801	687	449	505	741	788	685	868	814	690	815	1296	1109	1059	799	1056	901	622	405	681	444	433	543	516	766	1086	286	548	640	701	560	572	914	720	878	820	16					
		70.61%	79.57%	72.73%	65.05%	54.33%	71.67%	80.95%	77.46%	76.39%	87.63%	79.66%	80.49%	75.62%	72.55%	74.11%	80.32%	77.93%	66.99%	60.57%	71.06%	72.64%	69.75%	74.92%	58.09%	71.60%	65.04%	67.07%	64.18%	70.40%	60.71%	63.99%	57.20%	66.96%	77.89%	61.86%	71.83%	58.70%	68.09%	72.50%	63.98%	69.90%	76.19%	70.38%	68.29%	74.97%	73.24%	74.07%	80.48%	80.47%	29.63%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	129	0	3	1	3	5	0	1	3	2	2	0	1	2	5	0	0	2	3	2	5	8	1	5	1	8	5	1	22	2	2	0	2	0	3	2	3	0	2	2	4	2	0	3	2	1	3	2	2	1					
		0.26%	0.00%	0.35%	0.12%	0.27%	0.49%	0.00%	0.07%	0.44%	0.20%	0.15%	0.00%	0.18%	0.18%	0.54%	0.00%	0.00%	0.18%	0.23%	0.21%	0.42%	0.69%	0.11%	0.36%	0.06%	0.47%	0.32%	0.08%	1.47%	0.13%	0.21%	0.00%	0.20%	0.00%	0.43%	0.26%	0.34%	0.00%	0.13%	0.45%	0.51%	0.24%	0.00%	0.37%	0.26%	0.08%	0.31%	0.18%	0.20%	1.85%					
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
