Выборы Президента Российской Федерации																																																							
																																																							
Наименование Избирательной комиссии:    Псковская																																																							
																																																							
Итоги голосования 																																																							
																																																							
		Сумма	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	140	3	14	2	2	1	8	4	0	2	2	6	5	0	0	3	1	3	2	0	1	0	0	4	1	4	3	2	4	3	1	0	2	3	1	7	0	1	5	6	1	3	15	0	6	0	3	4	2					
14	Число неиспользованных открепительных удостоверений	633	1	0	5	0	0	18	19	6	15	1	8	6	16	8	8	8	22	6	2	5	3	3	22	26	15	4	2	2	6	3	2	22	13	4	17	7	15	19	24	4	6	215	11	20	4	5	3	2					
15	"Число открепительных удостоверений, выданных в ТИК"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																							
18	. Глазьев Сергей Юрьевич	376	5	1	2	1	5	13	12	10	15	0	4	4	25	5	6	4	18	1	2	1	0	0	37	21	12	5	0	5	0	3	0	5	2	2	7	2	5	40	16	1	5	34	7	20	8	2	1	2					
		2.09%	1.52%	0.66%	0.97%	0.42%	2.84%	2.31%	2.05%	2.38%	2.81%	0.00%	1.30%	1.65%	4.24%	2.34%	1.90%	1.22%	2.07%	0.43%	1.67%	0.51%	0.00%	0.00%	3.94%	2.30%	2.44%	2.46%	0.00%	3.55%	0.00%	3.06%	0.00%	0.79%	0.51%	1.38%	1.38%	0.90%	2.58%	3.09%	1.97%	0.70%	3.68%	2.27%	1.98%	3.06%	5.63%	0.79%	0.37%	1.37%					
19	. Малышкин Олег Александрович	263	2	0	3	5	2	4	14	6	11	0	8	1	7	2	4	1	8	11	3	5	3	3	25	6	13	5	1	4	6	0	0	5	5	1	3	3	3	22	5	2	3	27	3	12	2	3	1	0					
		1.46%	0.61%	0.00%	1.45%	2.12%	1.14%	0.71%	2.40%	1.43%	2.06%	0.00%	2.61%	0.41%	1.19%	0.93%	1.27%	0.30%	0.92%	4.68%	2.50%	2.53%	1.82%	1.61%	2.67%	0.66%	2.64%	2.46%	1.59%	2.84%	2.56%	0.00%	0.00%	0.79%	1.27%	0.69%	0.59%	1.35%	1.55%	1.70%	0.62%	1.40%	2.21%	1.80%	0.85%	1.84%	1.41%	1.19%	0.37%	0.00%					
20	. Миронов Сергей Михайлович	157	5	1	2	4	9	3	4	5	4	0	3	1	8	1	3	4	6	1	0	0	0	1	5	6	4	0	0	0	5	3	1	8	5	1	4	3	2	7	5	0	3	10	4	11	2	1	1	1					
		0.87%	1.52%	0.66%	0.97%	1.69%	5.11%	0.53%	0.68%	1.19%	0.75%	0.00%	0.98%	0.41%	1.36%	0.47%	0.95%	1.22%	0.69%	0.43%	0.00%	0.00%	0.00%	0.54%	0.53%	0.66%	0.81%	0.00%	0.00%	0.00%	2.14%	3.06%	1.45%	1.26%	1.27%	0.69%	0.79%	1.35%	1.03%	0.54%	0.62%	0.00%	2.21%	0.67%	1.13%	1.68%	1.41%	0.40%	0.37%	0.68%					
21	. Путин Владимир Владимирович	14047	281	134	172	194	137	447	431	300	392	81	251	204	445	176	236	269	686	158	100	164	135	177	657	696	376	160	51	116	198	65	59	502	313	122	380	193	155	961	618	101	104	1248	293	479	100	214	227	89					
		77.99%	85.41%	88.16%	83.09%	82.20%	77.84%	79.54%	73.80%	71.43%	73.41%	90.00%	81.76%	83.95%	75.42%	82.24%	74.68%	81.76%	78.94%	67.23%	83.33%	82.83%	81.82%	95.16%	70.04%	76.15%	76.42%	78.82%	80.95%	82.27%	84.62%	66.33%	85.51%	78.93%	79.64%	84.14%	75.10%	86.55%	79.90%	74.15%	76.11%	70.63%	76.47%	83.26%	83.00%	73.35%	70.42%	84.92%	84.39%	60.96%					
22	. Хакамада Ирина Муцуовна	433	4	1	1	5	1	12	20	11	13	0	8	1	10	1	7	5	22	6	4	0	8	2	22	20	17	11	1	3	9	4	1	17	14	2	14	4	6	42	27	2	0	36	2	13	10	5	6	3					
		2.40%	1.22%	0.66%	0.48%	2.12%	0.57%	2.14%	3.42%	2.62%	2.43%	0.00%	2.61%	0.41%	1.69%	0.47%	2.22%	1.52%	2.53%	2.55%	3.33%	0.00%	4.85%	1.08%	2.35%	2.19%	3.46%	5.42%	1.59%	2.13%	3.85%	4.08%	1.45%	2.67%	3.56%	1.38%	2.77%	1.79%	3.09%	3.24%	3.33%	1.40%	0.00%	2.40%	0.57%	1.99%	7.04%	1.98%	2.23%	2.05%					
23	. Харитонов Николай Михайлович	2283	31	14	25	23	20	71	82	75	69	7	31	26	79	26	54	41	110	57	11	28	16	3	158	132	59	17	9	12	14	19	8	88	46	14	80	13	20	185	120	33	20	88	39	95	19	23	29	44					
		12.67%	9.42%	9.21%	12.08%	9.75%	11.36%	12.63%	14.04%	17.86%	12.92%	7.78%	10.10%	10.70%	13.39%	12.15%	17.09%	12.46%	12.66%	24.26%	9.17%	14.14%	9.70%	1.61%	16.84%	14.44%	11.99%	8.37%	14.29%	8.51%	5.98%	19.39%	11.59%	13.84%	11.70%	9.66%	15.81%	5.83%	10.31%	14.27%	14.78%	23.08%	14.71%	5.87%	11.05%	14.55%	13.38%	9.13%	10.78%	30.14%					
																																																							
24	Против всех	329	1	0	2	3	1	8	14	9	27	1	2	5	10	1	5	2	13	1	0	0	2	0	30	22	7	2	0	0	2	2	0	7	6	2	14	5	2	32	13	3	0	43	4	12	1	3	3	7					
		1.83%	0.30%	0.00%	0.97%	1.27%	0.57%	1.42%	2.40%	2.14%	5.06%	1.11%	0.65%	2.06%	1.69%	0.47%	1.58%	0.61%	1.50%	0.43%	0.00%	0.00%	1.21%	0.00%	3.20%	2.41%	1.42%	0.99%	0.00%	0.00%	0.85%	2.04%	0.00%	1.10%	1.53%	1.38%	2.77%	2.24%	1.03%	2.47%	1.60%	2.10%	0.00%	2.87%	1.13%	1.84%	0.70%	1.19%	1.12%	4.79%					
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
