Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																									
Дата голосования: 18.09.2016																																									
																																									
Наименование Избирательной комиссии:    Красноармейская																																									
																																									
Сводная таблица итогов голосования по федеральному избирательному округу																																									
																																									
		Сумма	УИК №1601	УИК №1602	УИК №1603	УИК №1604	УИК №1605	УИК №1606	УИК №1607	УИК №1608	УИК №1609	УИК №1610	УИК №1611	УИК №1612	УИК №1613	УИК №1614	УИК №1615	УИК №1616	УИК №1617	УИК №1618	УИК №1619	УИК №1620	УИК №1621	УИК №1622	УИК №1623	УИК №1624	УИК №1625	УИК №1626	УИК №1627	УИК №1628	УИК №1629	УИК №1630									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	74	8	3	4	2	0	1	5	2	2	1	0	0	2	1	2	0	0	0	2	0	1	0	9	2	1	1	12	4	6	3									
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	31	6	3	7	7	0	0	0	1	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	38	6	11	8	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0									
		0.34%	0.70%	1.39%	0.97%	1.04%	0.62%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.75%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	89	14	17	20	21	1	0	0	0	0	1	0	0	0	0	1	0	0	2	0	2	0	0	5	0	0	1	0	0	0	4									
		0.79%	1.63%	2.15%	2.41%	2.43%	0.62%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.63%	0.00%	1.83%	0.00%	0.00%	0.46%	0.00%	0.00%	1.02%	0.00%	0.00%	0.00%	0.60%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	43	10	6	7	18	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0									
		0.38%	1.17%	0.76%	0.84%	2.08%	0.62%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.92%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9808	562	513	487	531	83	224	311	230	112	366	165	170	91	413	291	342	336	312	622	82	164	79	1088	191	103	97	480	429	273	661									
		87.00%	65.50%	65.02%	58.75%	61.39%	51.23%	96.97%	99.04%	99.14%	99.12%	99.19%	98.80%	98.84%	98.91%	99.04%	97.98%	97.99%	99.41%	98.11%	97.49%	75.23%	97.62%	100.00%	99.09%	95.98%	94.50%	98.98%	99.38%	99.31%	97.15%	99.10%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	21	4	3	5	6	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.19%	0.47%	0.38%	0.60%	0.69%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.67%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	3	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.03%	0.12%	0.00%	0.12%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	474	87	106	115	130	8	1	1	0	1	2	0	1	0	1	0	2	1	1	8	3	0	0	1	2	2	0	0	0	0	1									
		4.20%	10.14%	13.43%	13.87%	15.03%	4.94%	0.43%	0.32%	0.00%	0.88%	0.54%	0.00%	0.58%	0.00%	0.24%	0.00%	0.57%	0.30%	0.31%	1.25%	2.75%	0.00%	0.00%	0.09%	1.01%	1.83%	0.00%	0.00%	0.00%	0.00%	0.15%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	20	5	3	5	2	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0									
		0.18%	0.58%	0.38%	0.60%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.29%	0.30%	0.00%	0.00%	1.83%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	17	5	7	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0									
		0.15%	0.58%	0.89%	0.48%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.02%	0.00%	0.13%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	11	0	4	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.10%	0.00%	0.51%	0.48%	0.23%	0.62%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	421	102	61	99	100	4	3	2	2	0	0	2	1	1	1	2	2	0	1	5	11	0	0	0	4	3	0	3	3	8	1									
		3.73%	11.89%	7.73%	11.94%	11.56%	2.47%	1.30%	0.64%	0.86%	0.00%	0.00%	1.20%	0.58%	1.09%	0.24%	0.67%	0.57%	0.00%	0.31%	0.78%	10.09%	0.00%	0.00%	0.00%	2.01%	2.75%	0.00%	0.62%	0.69%	2.85%	0.15%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	7	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0									
		0.06%	0.23%	0.38%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	135	32	25	38	24	1	0	0	0	0	0	0	0	0	0	0	2	0	0	3	3	2	0	3	2	0	0	0	0	0	0									
		1.20%	3.73%	3.17%	4.58%	2.77%	0.62%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.57%	0.00%	0.00%	0.47%	2.75%	1.19%	0.00%	0.27%	1.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
