Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																								
Дата голосования: 18.09.2016																																																								
																																																								
Наименование Избирательной комиссии:    Ленинская																																																								
																																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																																								
																																																								
		Сумма	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №795	УИК №796	УИК №797	УИК №798									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	84	2	0	1	0	4	4	1	3	4	1	5	0	0	5	1	7	3	2	2	6	2	5	0	1	2	1	2	0	2	0	2	1	2	0	1	4	2	1	4	0	1	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																								
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	366	0	15	17	5	8	5	10	14	16	10	3	2	12	4	3	25	16	13	7	6	0	6	11	0	0	0	14	12	2	17	0	11	14	17	9	23	15	6	5	12	0	0	0	1	0									
		0.62%	0.00%	0.73%	1.10%	0.42%	0.73%	0.23%	0.51%	0.62%	1.27%	0.77%	0.18%	0.17%	0.70%	0.24%	0.17%	1.22%	0.88%	0.75%	0.65%	0.51%	0.00%	0.37%	1.04%	0.00%	0.00%	0.00%	1.22%	1.14%	0.19%	1.07%	0.00%	1.16%	1.35%	0.88%	0.94%	0.84%	1.83%	0.59%	0.39%	0.98%	0.00%	0.00%	0.00%	1.64%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	431	0	25	16	8	0	10	18	0	19	25	2	2	7	8	5	32	22	19	10	16	0	7	15	0	1	1	22	11	3	17	0	8	22	14	8	23	6	11	12	5	0	0	0	0	1									
		0.73%	0.00%	1.22%	1.04%	0.68%	0.00%	0.45%	0.92%	0.00%	1.50%	1.91%	0.12%	0.17%	0.41%	0.48%	0.28%	1.57%	1.21%	1.10%	0.93%	1.36%	0.00%	0.43%	1.42%	0.00%	0.10%	0.14%	1.91%	1.04%	0.28%	1.07%	0.00%	0.85%	2.12%	0.73%	0.83%	0.84%	0.73%	1.09%	0.95%	0.41%	0.00%	0.00%	0.00%	0.00%	0.53%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	332	0	16	14	3	1	8	8	0	9	14	1	0	9	12	4	18	3	23	10	10	0	4	6	1	3	3	9	13	10	20	0	14	12	10	7	17	13	10	0	17	0	0	0	0	0									
		0.56%	0.00%	0.78%	0.91%	0.25%	0.09%	0.36%	0.41%	0.00%	0.71%	1.07%	0.06%	0.00%	0.52%	0.73%	0.22%	0.88%	0.17%	1.33%	0.93%	0.85%	0.00%	0.25%	0.57%	0.09%	0.31%	0.41%	0.78%	1.23%	0.93%	1.26%	0.00%	1.48%	1.16%	0.52%	0.73%	0.62%	1.59%	0.99%	0.00%	1.38%	0.00%	0.00%	0.00%	0.00%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	43456	1324	1537	988	954	859	1816	1516	1848	789	689	1271	991	1256	1291	1293	1358	1296	1110	805	701	1142	1258	797	901	695	582	678	674	830	1131	1092	526	632	1396	686	2014	447	751	976	812	1365	111	32	59	177									
		73.59%	89.28%	75.27%	63.95%	80.51%	78.02%	81.99%	77.82%	81.88%	62.42%	52.76%	77.93%	85.50%	72.94%	78.05%	71.36%	66.54%	71.29%	64.39%	74.95%	59.51%	78.06%	77.99%	75.26%	82.13%	72.62%	80.17%	58.85%	63.83%	77.28%	71.45%	91.00%	55.60%	60.95%	72.48%	71.31%	73.99%	54.65%	74.43%	76.91%	66.12%	85.31%	95.69%	100.00%	96.72%	93.16%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	228	0	10	12	5	0	2	10	0	5	4	1	1	2	0	5	29	8	20	5	7	0	3	5	0	4	1	5	10	1	7	0	8	5	9	10	12	9	3	0	9	0	0	0	0	1									
		0.39%	0.00%	0.49%	0.78%	0.42%	0.00%	0.09%	0.51%	0.00%	0.40%	0.31%	0.06%	0.09%	0.12%	0.00%	0.28%	1.42%	0.44%	1.16%	0.47%	0.59%	0.00%	0.19%	0.47%	0.00%	0.42%	0.14%	0.43%	0.95%	0.09%	0.44%	0.00%	0.85%	0.48%	0.47%	1.04%	0.44%	1.10%	0.30%	0.00%	0.73%	0.00%	0.00%	0.00%	0.00%	0.53%									
24	"6. Политическая партия ""Гражданская Платформа"""	47	0	1	2	2	0	7	1	0	1	0	0	0	0	0	5	7	1	3	0	0	0	2	2	1	1	2	0	2	0	2	0	0	2	0	0	1	2	0	0	0	0	0	0	0	0									
		0.08%	0.00%	0.05%	0.13%	0.17%	0.00%	0.32%	0.05%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.34%	0.06%	0.17%	0.00%	0.00%	0.00%	0.12%	0.19%	0.09%	0.10%	0.28%	0.00%	0.19%	0.00%	0.13%	0.00%	0.00%	0.19%	0.00%	0.00%	0.04%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	4934	20	165	188	57	102	201	98	133	144	161	146	53	141	129	167	217	142	253	121	121	131	139	89	59	95	35	133	95	84	141	48	132	155	155	78	175	90	50	113	138	35	2	0	0	3									
		8.35%	1.35%	8.08%	12.17%	4.81%	9.26%	9.07%	5.03%	5.89%	11.39%	12.33%	8.95%	4.57%	8.19%	7.80%	9.22%	10.63%	7.81%	14.68%	11.27%	10.27%	8.95%	8.62%	8.40%	5.38%	9.93%	4.82%	11.55%	8.99%	7.82%	8.91%	4.00%	13.95%	14.95%	8.05%	8.11%	6.43%	11.00%	4.96%	8.90%	11.24%	2.19%	1.72%	0.00%	0.00%	1.58%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	231	0	8	15	0	1	7	3	0	5	10	2	0	11	0	4	19	5	20	5	8	0	1	3	0	0	3	6	10	1	15	0	2	6	9	5	25	9	8	0	5	0	0	0	0	0									
		0.39%	0.00%	0.39%	0.97%	0.00%	0.09%	0.32%	0.15%	0.00%	0.40%	0.77%	0.12%	0.00%	0.64%	0.00%	0.22%	0.93%	0.28%	1.16%	0.47%	0.68%	0.00%	0.06%	0.28%	0.00%	0.00%	0.41%	0.52%	0.95%	0.09%	0.95%	0.00%	0.21%	0.58%	0.47%	0.52%	0.92%	1.10%	0.79%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	334	0	15	12	6	0	8	5	4	9	15	9	2	4	0	1	16	13	6	7	11	0	1	6	2	7	3	15	11	1	14	0	8	8	12	13	41	31	2	6	10	0	0	0	0	0									
		0.57%	0.00%	0.73%	0.78%	0.51%	0.00%	0.36%	0.26%	0.18%	0.71%	1.15%	0.55%	0.17%	0.23%	0.00%	0.06%	0.78%	0.72%	0.35%	0.65%	0.93%	0.00%	0.06%	0.57%	0.18%	0.73%	0.41%	1.30%	1.04%	0.09%	0.88%	0.00%	0.85%	0.77%	0.62%	1.35%	1.51%	3.79%	0.20%	0.47%	0.81%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	56	0	1	0	1	0	9	1	0	1	1	1	1	1	0	0	6	17	1	0	1	0	2	1	0	0	0	2	0	1	1	0	0	0	4	0	1	1	1	0	0	0	0	0	0	0									
		0.09%	0.00%	0.05%	0.00%	0.08%	0.00%	0.41%	0.05%	0.00%	0.08%	0.08%	0.06%	0.09%	0.06%	0.00%	0.00%	0.29%	0.94%	0.06%	0.00%	0.08%	0.00%	0.12%	0.09%	0.00%	0.00%	0.00%	0.17%	0.00%	0.09%	0.06%	0.00%	0.00%	0.00%	0.21%	0.00%	0.04%	0.12%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	557	0	15	11	3	8	12	15	6	8	15	8	1	12	3	16	16	130	29	7	13	0	11	9	13	15	3	13	17	2	16	0	9	6	2	11	25	15	12	8	25	17	0	0	0	0									
		0.94%	0.00%	0.73%	0.71%	0.25%	0.73%	0.54%	0.77%	0.27%	0.63%	1.15%	0.49%	0.09%	0.70%	0.18%	0.88%	0.78%	7.15%	1.68%	0.65%	1.10%	0.00%	0.68%	0.85%	1.19%	1.57%	0.41%	1.13%	1.61%	0.19%	1.01%	0.00%	0.95%	0.58%	0.10%	1.14%	0.92%	1.83%	1.19%	0.63%	2.04%	1.06%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	4242	108	142	139	77	62	91	108	124	129	189	99	68	136	91	120	133	2	117	62	165	88	89	51	58	64	50	151	103	70	101	48	131	112	156	74	227	106	110	78	115	92	3	0	0	3									
		7.18%	7.28%	6.95%	8.99%	6.50%	5.63%	4.11%	5.54%	5.49%	10.21%	14.47%	6.07%	5.87%	7.90%	5.50%	6.62%	6.52%	0.11%	6.79%	5.77%	14.01%	6.02%	5.52%	4.82%	5.29%	6.69%	6.89%	13.11%	9.75%	6.52%	6.38%	4.00%	13.85%	10.80%	8.10%	7.69%	8.34%	12.96%	10.90%	6.15%	9.36%	5.75%	2.59%	0.00%	0.00%	1.58%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	300	0	8	9	0	0	15	7	3	3	3	1	0	9	5	5	6	140	4	3	6	0	3	2	0	3	1	4	9	0	9	0	7	1	6	4	3	4	5	5	2	5	0	0	0	0									
		0.51%	0.00%	0.39%	0.58%	0.00%	0.00%	0.68%	0.36%	0.13%	0.24%	0.23%	0.06%	0.00%	0.52%	0.30%	0.28%	0.29%	7.70%	0.23%	0.28%	0.51%	0.00%	0.19%	0.19%	0.00%	0.31%	0.14%	0.35%	0.85%	0.00%	0.57%	0.00%	0.74%	0.10%	0.31%	0.42%	0.11%	0.49%	0.50%	0.39%	0.16%	0.31%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2992	28	58	101	39	57	24	92	107	98	145	84	35	112	86	148	129	0	106	32	97	102	87	57	59	60	33	83	70	69	81	12	61	61	119	41	94	56	39	64	75	86	0	0	0	5									
		5.07%	1.89%	2.84%	6.54%	3.29%	5.18%	1.08%	4.72%	4.74%	7.75%	11.10%	5.15%	3.02%	6.50%	5.20%	8.17%	6.32%	0.00%	6.15%	2.98%	8.23%	6.97%	5.39%	5.38%	5.38%	6.27%	4.55%	7.20%	6.63%	6.42%	5.12%	1.00%	6.45%	5.88%	6.18%	4.26%	3.45%	6.85%	3.87%	5.04%	6.11%	5.38%	0.00%	0.00%	0.00%	2.63%									
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
