Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																				
Дата голосования: 18.09.2016																																				
																																				
Наименование Избирательной комиссии:    Курчатовская																																				
																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																				
																																				
		Сумма	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	41	1	0	2	11	3	3	3	3	4	2	1	3	0	0	1	0	0	0	0	0	4	0	0	0	0									
		0.61%	0.35%	0.00%	0.51%	2.39%	0.60%	0.79%	0.67%	0.70%	0.85%	0.57%	0.18%	0.86%	0.00%	0.00%	0.60%	0.00%	0.00%	0.00%	0.00%	0.00%	1.68%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	3	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.22%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	40	1	1	2	3	7	2	1	1	4	2	2	2	0	0	0	3	2	0	0	0	4	1	0	2	0									
		0.59%	0.35%	0.28%	0.51%	0.65%	1.40%	0.52%	0.22%	0.23%	0.85%	0.57%	0.37%	0.57%	0.00%	0.00%	0.00%	2.21%	1.64%	0.00%	0.00%	0.00%	1.68%	0.78%	0.00%	0.85%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	795	44	51	51	46	67	32	49	40	49	44	50	38	14	18	22	15	16	8	26	10	28	12	14	34	17									
		11.74%	15.49%	14.21%	13.08%	10.00%	13.37%	8.38%	10.86%	9.28%	10.47%	12.54%	9.16%	10.92%	15.56%	12.95%	13.25%	11.03%	13.11%	11.76%	19.55%	12.50%	11.76%	9.38%	14.00%	14.47%	10.24%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	46	1	1	0	2	3	7	7	1	1	4	6	2	0	0	0	1	2	0	1	1	2	0	3	1	0									
		0.68%	0.35%	0.28%	0.00%	0.43%	0.60%	1.83%	1.55%	0.23%	0.21%	1.14%	1.10%	0.57%	0.00%	0.00%	0.00%	0.74%	1.64%	0.00%	0.75%	1.25%	0.84%	0.00%	3.00%	0.43%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	408	6	14	28	17	25	10	26	23	32	50	93	15	0	4	4	5	0	1	3	2	2	26	2	3	17									
		6.02%	2.11%	3.90%	7.18%	3.70%	4.99%	2.62%	5.76%	5.34%	6.84%	14.25%	17.03%	4.31%	0.00%	2.88%	2.41%	3.68%	0.00%	1.47%	2.26%	2.50%	0.84%	20.31%	2.00%	1.28%	10.24%									
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
