Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																	
Дата голосования: 18.09.2016																																																	
																																																	
Наименование Избирательной комиссии:    Маслянинская																																																	
																																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																																	
																																																	
		Сумма	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744									
		1.52%	4.08%	2.94%	0.44%	1.74%	0.38%	0.00%	1.20%	3.70%	0.58%	1.20%	0.00%	0.00%	1.81%	0.00%	1.25%	1.15%	0.00%	2.13%	0.99%	0.00%	0.55%	2.20%	2.56%	1.85%	0.00%	0.00%	1.67%	0.95%	1.39%	1.60%	2.91%	1.49%	1.71%	2.07%	1.76%	4.35%	0.75%	1.11%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	272	4	2	2	1	7	1	4	3	4	15	2	1	4	4	7	2	4	4	9	2	8	5	7	3	5	5	2	2	16	14	19	10	22	23	7	10	23	9									
		2.69%	2.04%	2.94%	0.89%	0.87%	2.67%	2.94%	1.61%	3.70%	1.16%	6.02%	2.27%	3.23%	1.21%	2.38%	2.19%	2.30%	4.65%	4.26%	4.46%	2.33%	2.22%	1.57%	2.56%	5.56%	1.95%	4.24%	3.33%	0.95%	2.47%	2.48%	3.25%	3.72%	3.14%	3.66%	1.23%	3.62%	4.29%	2.51%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	144	4	0	3	2	2	1	4	0	5	10	1	1	6	2	2	0	0	3	2	0	9	1	6	0	4	0	2	7	5	15	4	1	6	10	7	2	8	9									
		1.43%	2.04%	0.00%	1.33%	1.74%	0.76%	2.94%	1.61%	0.00%	1.45%	4.02%	1.14%	3.23%	1.81%	1.19%	0.63%	0.00%	0.00%	3.19%	0.99%	0.00%	2.49%	0.31%	2.20%	0.00%	1.56%	0.00%	3.33%	3.33%	0.77%	2.66%	0.68%	0.37%	0.86%	1.59%	1.23%	0.72%	1.49%	2.51%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4871	91	40	122	67	150	23	150	39	208	121	45	19	238	75	186	38	56	65	107	67	160	162	143	32	150	69	31	82	285	236	235	101	288	268	213	110	245	154									
		48.23%	46.43%	58.82%	54.22%	58.26%	57.25%	67.65%	60.24%	48.15%	60.12%	48.59%	51.14%	61.29%	71.90%	44.64%	58.13%	43.68%	65.12%	69.15%	52.97%	77.91%	44.32%	50.94%	52.38%	59.26%	58.37%	58.47%	51.67%	39.05%	44.05%	41.84%	40.24%	37.55%	41.14%	42.68%	37.50%	39.86%	45.71%	42.90%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	52	1	1	1	0	1	0	2	1	0	3	0	0	3	0	0	0	0	0	0	0	3	2	1	0	1	0	0	0	5	5	6	4	5	3	2	0	1	1									
		0.51%	0.51%	1.47%	0.44%	0.00%	0.38%	0.00%	0.80%	1.23%	0.00%	1.20%	0.00%	0.00%	0.91%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.83%	0.63%	0.37%	0.00%	0.39%	0.00%	0.00%	0.00%	0.77%	0.89%	1.03%	1.49%	0.71%	0.48%	0.35%	0.00%	0.19%	0.28%									
24	"6. Политическая партия ""Гражданская Платформа"""	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	2	0	1	2	1	0	1	0									
		0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.34%	0.00%	0.14%	0.32%	0.18%	0.00%	0.19%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3035	64	11	71	21	70	5	51	18	82	61	30	7	46	54	71	24	15	14	49	8	129	97	57	15	60	33	12	78	167	160	198	86	245	232	269	111	196	118									
		30.05%	32.65%	16.18%	31.56%	18.26%	26.72%	14.71%	20.48%	22.22%	23.70%	24.50%	34.09%	22.58%	13.90%	32.14%	22.19%	27.59%	17.44%	14.89%	24.26%	9.30%	35.73%	30.50%	20.88%	27.78%	23.35%	27.97%	20.00%	37.14%	25.81%	28.37%	33.90%	31.97%	35.00%	36.94%	47.36%	40.22%	36.57%	32.87%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	34	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	1	0	5	0	0	0	7	0	0	2	2	0	2	1	5	3									
		0.34%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.40%	0.00%	3.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.31%	0.37%	0.00%	1.95%	0.00%	0.00%	0.00%	1.08%	0.00%	0.00%	0.74%	0.29%	0.00%	0.35%	0.36%	0.93%	0.84%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	42	0	0	1	0	2	0	3	1	1	1	0	0	1	0	4	0	0	0	0	0	0	0	1	0	0	0	0	2	9	2	5	3	3	0	0	1	2	0									
		0.42%	0.00%	0.00%	0.44%	0.00%	0.76%	0.00%	1.20%	1.23%	0.29%	0.40%	0.00%	0.00%	0.30%	0.00%	1.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.95%	1.39%	0.35%	0.86%	1.12%	0.43%	0.00%	0.00%	0.36%	0.37%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	15	0	0	0	0	0	0	1	0	1	1	0	0	0	0	2	0	1	0	0	0	0	0	2	0	0	0	0	0	1	1	0	2	0	1	0	0	2	0									
		0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.29%	0.40%	0.00%	0.00%	0.00%	0.00%	0.63%	0.00%	1.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.73%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.18%	0.00%	0.74%	0.00%	0.16%	0.00%	0.00%	0.37%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	59	0	0	0	0	0	0	0	2	0	3	1	0	0	1	1	0	0	0	0	0	1	1	3	0	2	0	0	0	12	13	8	2	4	0	1	2	1	1									
		0.58%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.47%	0.00%	1.20%	1.14%	0.00%	0.00%	0.60%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.31%	1.10%	0.00%	0.78%	0.00%	0.00%	0.00%	1.85%	2.30%	1.37%	0.74%	0.57%	0.00%	0.18%	0.72%	0.19%	0.28%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	978	17	11	17	18	24	4	22	10	26	20	8	0	17	18	24	20	8	3	20	4	30	30	31	2	21	6	5	25	94	81	65	44	72	53	40	12	33	43									
		9.68%	8.67%	16.18%	7.56%	15.65%	9.16%	11.76%	8.84%	12.35%	7.51%	8.03%	9.09%	0.00%	5.14%	10.71%	7.50%	22.99%	9.30%	3.19%	9.90%	4.65%	8.31%	9.43%	11.36%	3.70%	8.17%	5.08%	8.33%	11.90%	14.53%	14.36%	11.13%	16.36%	10.29%	8.44%	7.04%	4.35%	6.16%	11.98%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	38	0	1	0	0	0	0	1	0	0	1	0	0	2	0	2	1	0	0	0	0	1	3	0	0	2	0	1	1	6	1	7	0	2	3	0	1	2	0									
		0.38%	0.00%	1.47%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.40%	0.00%	0.00%	0.60%	0.00%	0.63%	1.15%	0.00%	0.00%	0.00%	0.00%	0.28%	0.94%	0.00%	0.00%	0.78%	0.00%	1.67%	0.48%	0.93%	0.18%	1.20%	0.00%	0.29%	0.48%	0.00%	0.36%	0.37%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	179	2	0	1	3	0	0	3	1	9	3	1	2	1	3	8	0	0	1	6	0	9	5	4	0	2	1	2	4	16	18	6	6	23	11	6	7	6	9									
		1.77%	1.02%	0.00%	0.44%	2.61%	0.00%	0.00%	1.20%	1.23%	2.60%	1.20%	1.14%	6.45%	0.30%	1.79%	2.50%	0.00%	0.00%	1.06%	2.97%	0.00%	2.49%	1.57%	1.47%	0.00%	0.78%	0.85%	3.33%	1.90%	2.47%	3.19%	1.03%	2.23%	3.29%	1.75%	1.06%	2.54%	1.12%	2.51%									
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
