Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																														
Дата голосования: 18.09.2016																														
																														
Наименование Избирательной комиссии:    Нагорская																														
																														
Сводная таблица итогов голосования по федеральному избирательному округу																														
																														
		Сумма	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	26	7	0	3	4	1	0	0	0	0	0	0	0	1	5	1	0	0	1	3									
		0.66%	1.43%	0.00%	0.80%	1.02%	0.88%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.78%	1.26%	0.52%	0.00%	0.00%	0.92%	0.63%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	562	75	50	49	50	9	14	16	22	9	3	22	11	20	50	18	15	18	7	104									
		14.19%	15.27%	19.46%	13.14%	12.76%	7.96%	11.86%	7.96%	10.05%	18.75%	6.38%	15.17%	11.11%	15.63%	12.56%	9.28%	18.75%	24.00%	6.42%	21.94%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	10	0	2	1	2	0	1	0	0	0	0	0	2	0	1	0	0	0	1	0									
		0.25%	0.00%	0.78%	0.27%	0.51%	0.00%	0.85%	0.00%	0.00%	0.00%	0.00%	0.00%	2.02%	0.00%	0.25%	0.00%	0.00%	0.00%	0.92%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	323	58	16	74	26	7	2	10	12	2	3	10	9	9	24	16	4	5	14	22									
		8.15%	11.81%	6.23%	19.84%	6.63%	6.19%	1.69%	4.98%	5.48%	4.17%	6.38%	6.90%	9.09%	7.03%	6.03%	8.25%	5.00%	6.67%	12.84%	4.64%									
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
