Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																				
Дата голосования: 07.12.2003 0:00:00																																																				
																																																				
Наименование Избирательной комиссии:    Корочанская 																																																				
																																																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																				
																																																				
		Сумма	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	944	75	78	26	49	8	35	20	7	18	22	6	30	49	10	19	37	8	17	14	10	12	14	17	5	26	20	21	11	8	8	2	7	10	58	13	52	17	10	7	5	24	21	2	32	4					
		4.62%	6.31%	6.41%	4.46%	4.74%	3.21%	11.18%	3.04%	2.70%	4.5%	11.39%	2.58%	2.87%	4.57%	3.27%	6.18%	6.31%	2.87%	6.20%	3.60%	5.0%	3.77%	3.94%	2.84%	2.03%	3.11%	6.15%	5.80%	2.57%	4.10%	4.10%	2.0%	3.84%	3.58%	4.94%	4.69%	6.59%	4.12%	3.01%	2.52%	2.24%	6.13%	10.44%	1.42%	3.94%	2.23%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	293	26	20	12	11	3	0	5	5	2	7	3	10	15	2	3	5	2	5	1	7	6	2	3	1	5	13	8	3	3	2	0	1	2	26	3	16	4	2	3	4	1	2	3	14	22					
		1.43%	2.19%	1.64%	2.06%	1.06%	1.20%	0.0%	0.76%	1.93%	0.5%	3.62%	1.29%	0.95%	1.40%	0.65%	0.97%	0.85%	0.71%	1.82%	0.25%	3.5%	1.88%	0.56%	0.50%	0.40%	0.59%	4.0%	2.20%	0.70%	1.53%	1.02%	0.0%	0.54%	0.71%	2.21%	1.08%	2.03%	0.97%	0.60%	1.08%	1.79%	0.25%	0.99%	2.14%	1.72%	12.29%					
22	"5. ""За Русь Святую"""	149	15	8	1	7	2	3	4	0	3	2	0	12	3	3	3	3	2	0	2	2	4	3	6	1	6	2	2	2	0	1	2	6	3	9	2	4	5	0	1	5	0	2	1	7	0					
		0.73%	1.26%	0.65%	0.17%	0.67%	0.80%	0.95%	0.60%	0.0%	0.75%	1.03%	0.0%	1.15%	0.28%	0.98%	0.97%	0.51%	0.71%	0.0%	0.51%	1.0%	1.25%	0.84%	1.00%	0.40%	0.71%	0.61%	0.55%	0.46%	0.0%	0.51%	2.0%	3.29%	1.07%	0.76%	0.72%	0.50%	1.21%	0.0%	0.36%	2.24%	0.0%	0.99%	0.71%	0.86%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	66	7	1	1	1	1	0	0	2	1	2	1	3	0	2	3	4	0	1	0	1	0	0	3	0	1	0	4	1	1	1	0	0	3	5	0	4	1	1	1	2	1	0	1	4	1					
		0.32%	0.58%	0.08%	0.17%	0.09%	0.40%	0.0%	0.0%	0.77%	0.25%	1.03%	0.43%	0.28%	0.0%	0.65%	0.97%	0.68%	0.0%	0.36%	0.0%	0.5%	0.0%	0.0%	0.50%	0.0%	0.11%	0.0%	1.10%	0.23%	0.51%	0.51%	0.0%	0.0%	1.07%	0.42%	0.0%	0.50%	0.24%	0.30%	0.36%	0.89%	0.25%	0.0%	0.71%	0.49%	0.55%					
24	"7. ""Новый курс - Автомобильная Россия"""	185	16	9	8	13	2	0	5	3	0	5	1	15	5	4	6	5	2	2	3	0	4	2	3	0	8	9	2	0	0	1	0	0	4	21	1	13	3	0	1	1	1	0	1	6	0					
		0.90%	1.34%	0.74%	1.37%	1.25%	0.80%	0.0%	0.76%	1.15%	0.0%	2.59%	0.43%	1.43%	0.46%	1.31%	1.95%	0.85%	0.71%	0.72%	0.77%	0.0%	1.25%	0.56%	0.50%	0.0%	0.95%	2.76%	0.55%	0.0%	0.0%	0.51%	0.0%	0.0%	1.43%	1.79%	0.36%	1.64%	0.72%	0.0%	0.36%	0.44%	0.25%	0.0%	0.71%	0.73%	0.0%					
25	"8. ""Народно-республиканская партия России"""	50	3	0	2	1	2	1	2	2	1	0	0	1	2	0	2	1	2	0	0	3	4	1	1	0	3	0	0	0	1	1	0	0	0	1	0	3	4	0	1	2	0	0	0	3	0					
		0.24%	0.25%	0.0%	0.34%	0.09%	0.80%	0.31%	0.30%	0.77%	0.25%	0.0%	0.0%	0.09%	0.18%	0.0%	0.65%	0.17%	0.71%	0.0%	0.0%	1.5%	1.25%	0.28%	0.16%	0.0%	0.35%	0.0%	0.0%	0.0%	0.51%	0.51%	0.0%	0.0%	0.0%	0.08%	0.0%	0.38%	0.97%	0.0%	0.36%	0.89%	0.0%	0.0%	0.0%	0.36%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	56	3	5	1	0	0	0	2	2	2	0	0	5	2	1	3	0	0	0	0	3	1	0	2	0	2	2	0	0	1	1	1	0	1	5	1	4	0	0	0	1	0	0	0	5	0					
		0.27%	0.25%	0.41%	0.17%	0.0%	0.0%	0.0%	0.30%	0.77%	0.5%	0.0%	0.0%	0.47%	0.18%	0.32%	0.97%	0.0%	0.0%	0.0%	0.0%	1.5%	0.31%	0.0%	0.33%	0.0%	0.23%	0.61%	0.0%	0.0%	0.51%	0.51%	1.0%	0.0%	0.35%	0.42%	0.36%	0.50%	0.0%	0.0%	0.0%	0.44%	0.0%	0.0%	0.0%	0.61%	0.0%					
27	"10. ""Аграрная партия России"""	3556	102	64	47	168	22	9	273	105	45	32	26	146	193	57	23	136	63	57	114	64	39	153	99	59	146	15	55	112	22	38	12	19	30	127	37	141	41	104	91	34	33	66	19	282	36					
		17.43%	8.59%	5.26%	8.07%	16.26%	8.83%	2.87%	41.61%	40.54%	11.25%	16.58%	11.20%	14.01%	18.03%	18.68%	7.49%	23.20%	22.66%	20.80%	29.38%	32.0%	12.26%	43.09%	16.55%	23.98%	17.50%	4.61%	15.19%	26.22%	11.28%	19.48%	12.0%	10.43%	10.75%	10.82%	13.35%	17.89%	9.95%	31.32%	32.85%	15.24%	8.43%	32.83%	13.57%	34.72%	20.11%					
28	"11. ""Истинные патриоты России"""	99	2	1	0	2	1	2	2	0	3	0	2	3	1	0	1	3	2	2	1	1	2	0	2	4	1	1	9	1	0	6	1	0	0	1	0	0	0	0	0	0	38	1	0	2	1					
		0.48%	0.16%	0.08%	0.0%	0.19%	0.40%	0.63%	0.30%	0.0%	0.75%	0.0%	0.86%	0.28%	0.09%	0.0%	0.32%	0.51%	0.71%	0.72%	0.25%	0.5%	0.62%	0.0%	0.33%	1.62%	0.11%	0.30%	2.48%	0.23%	0.0%	3.07%	1.0%	0.0%	0.0%	0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	9.71%	0.49%	0.0%	0.24%	0.55%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	267	16	7	8	12	10	2	2	1	7	1	2	16	8	7	3	7	9	2	10	1	6	10	5	1	13	4	4	13	2	3	3	1	4	13	7	19	4	3	4	6	4	1	3	3	0					
		1.30%	1.34%	0.57%	1.37%	1.16%	4.01%	0.63%	0.30%	0.38%	1.75%	0.51%	0.86%	1.53%	0.74%	2.29%	0.97%	1.19%	3.23%	0.72%	2.57%	0.5%	1.88%	2.81%	0.83%	0.40%	1.55%	1.23%	1.10%	3.04%	1.02%	1.53%	3.0%	0.54%	1.43%	1.10%	2.52%	2.41%	0.97%	0.90%	1.44%	2.69%	1.02%	0.49%	2.14%	0.36%	0.0%					
30	"13. ""Демократическая партия России"""	74	3	7	1	1	1	0	3	1	0	1	0	3	6	1	1	5	2	1	4	0	0	0	1	0	2	2	2	1	1	0	0	0	1	2	5	4	0	0	5	0	0	1	2	4	0					
		0.36%	0.25%	0.57%	0.17%	0.09%	0.40%	0.0%	0.45%	0.38%	0.0%	0.51%	0.0%	0.28%	0.56%	0.32%	0.32%	0.85%	0.71%	0.36%	1.03%	0.0%	0.0%	0.0%	0.16%	0.0%	0.23%	0.61%	0.55%	0.23%	0.51%	0.0%	0.0%	0.0%	0.35%	0.17%	1.80%	0.50%	0.0%	0.0%	1.80%	0.0%	0.0%	0.49%	1.42%	0.49%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	48	1	1	1	2	2	0	0	2	1	1	2	3	4	0	1	3	0	0	3	0	1	0	0	0	1	0	1	2	1	1	1	0	0	1	1	2	0	0	2	1	0	0	3	2	1					
		0.23%	0.08%	0.08%	0.17%	0.19%	0.80%	0.0%	0.0%	0.77%	0.25%	0.51%	0.86%	0.28%	0.37%	0.0%	0.32%	0.51%	0.0%	0.0%	0.77%	0.0%	0.31%	0.0%	0.0%	0.0%	0.11%	0.0%	0.27%	0.46%	0.51%	0.51%	1.0%	0.0%	0.0%	0.08%	0.36%	0.25%	0.0%	0.0%	0.72%	0.44%	0.0%	0.0%	2.14%	0.24%	0.55%					
32	"15. ""Партия СЛОН"""	34	0	4	1	2	0	0	1	0	1	1	0	0	0	0	0	1	0	1	1	0	1	1	3	0	1	0	0	0	0	0	0	1	0	3	0	5	1	0	2	0	0	1	0	0	2					
		0.16%	0.0%	0.32%	0.17%	0.19%	0.0%	0.0%	0.15%	0.0%	0.25%	0.51%	0.0%	0.0%	0.0%	0.0%	0.0%	0.17%	0.0%	0.36%	0.25%	0.0%	0.31%	0.28%	0.50%	0.0%	0.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.54%	0.0%	0.25%	0.0%	0.63%	0.24%	0.0%	0.72%	0.0%	0.0%	0.49%	0.0%	0.0%	1.11%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1431	113	93	76	81	27	45	33	7	32	17	14	68	69	12	19	22	9	19	20	5	19	9	34	11	58	50	27	41	8	5	7	13	9	96	21	43	31	15	16	18	30	8	20	46	15					
		7.01%	9.51%	7.64%	13.05%	7.84%	10.84%	14.37%	5.03%	2.70%	8.0%	8.80%	6.03%	6.52%	6.44%	3.93%	6.18%	3.75%	3.23%	6.93%	5.15%	2.5%	5.97%	2.53%	5.68%	4.47%	6.95%	15.38%	7.45%	9.60%	4.10%	2.56%	7.0%	7.14%	3.22%	8.18%	7.58%	5.45%	7.52%	4.51%	5.77%	8.07%	7.67%	3.98%	14.28%	5.66%	8.37%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	70	0	4	1	2	1	2	1	2	1	1	1	4	6	1	0	3	1	2	4	1	4	2	3	0	1	1	0	1	1	2	2	3	1	1	0	2	0	2	0	2	1	1	0	1	1					
		0.34%	0.0%	0.32%	0.17%	0.19%	0.40%	0.63%	0.15%	0.77%	0.25%	0.51%	0.43%	0.38%	0.56%	0.32%	0.0%	0.51%	0.35%	0.72%	1.03%	0.5%	1.25%	0.56%	0.50%	0.0%	0.11%	0.30%	0.0%	0.23%	0.51%	1.02%	2.0%	1.64%	0.35%	0.08%	0.0%	0.25%	0.0%	0.60%	0.0%	0.89%	0.25%	0.49%	0.0%	0.12%	0.55%					
35	"18. ""ЛДПР"""	2371	133	176	64	121	24	30	69	16	33	24	38	220	166	72	35	48	34	16	51	12	35	40	76	34	58	50	52	37	14	7	15	16	35	113	25	74	50	41	29	25	33	20	22	81	7					
		11.62%	11.20%	14.47%	10.99%	11.71%	9.63%	9.58%	10.51%	6.17%	8.25%	12.43%	16.37%	21.11%	15.51%	23.60%	11.40%	8.19%	12.23%	5.83%	13.14%	6.0%	11.00%	11.26%	12.70%	13.82%	6.95%	15.38%	14.36%	8.66%	7.17%	3.58%	15.0%	8.79%	12.54%	9.63%	9.02%	9.39%	12.13%	12.34%	10.46%	11.21%	8.43%	9.95%	15.71%	9.97%	3.91%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	448	35	42	17	20	9	1	11	5	11	1	5	23	23	9	7	14	6	10	11	2	10	2	6	4	17	2	9	10	5	9	4	2	3	19	17	16	9	3	5	4	7	4	1	15	3					
		2.19%	2.94%	3.45%	2.92%	1.93%	3.61%	0.31%	1.67%	1.93%	2.75%	0.51%	2.15%	2.20%	2.14%	2.95%	2.28%	2.38%	2.15%	3.64%	2.83%	1.0%	3.14%	0.56%	1.00%	1.62%	2.03%	0.61%	2.48%	2.34%	2.56%	4.61%	4.0%	1.09%	1.07%	1.61%	6.13%	2.03%	2.18%	0.90%	1.80%	1.79%	1.79%	1.99%	0.71%	1.84%	1.67%					
37	"20. ""Политическая партия ""Единая Россия"""	4715	316	334	184	240	65	86	98	52	119	22	48	234	284	45	95	115	52	57	71	33	69	57	133	70	207	73	83	72	79	49	25	59	97	298	54	194	96	47	43	38	112	19	18	131	42					
		23.12%	26.62%	27.46%	31.61%	23.23%	26.10%	27.47%	14.93%	20.07%	29.75%	11.39%	20.68%	22.45%	26.54%	14.75%	30.94%	19.62%	18.70%	20.80%	18.29%	16.5%	21.69%	16.05%	22.24%	28.45%	24.82%	22.46%	22.92%	16.86%	40.51%	25.12%	25.0%	32.41%	34.76%	25.40%	19.49%	24.61%	23.30%	14.15%	15.52%	17.04%	28.64%	9.45%	12.85%	16.13%	23.46%					
38	"21. ""Российская Конституционно-демократическая партия"""	41	0	3	0	3	1	2	1	1	3	0	1	3	2	0	1	0	2	1	0	1	2	0	0	0	1	1	0	1	0	0	0	0	0	1	1	1	0	0	2	0	0	2	0	3	1					
		0.20%	0.0%	0.24%	0.0%	0.29%	0.40%	0.63%	0.15%	0.38%	0.75%	0.0%	0.43%	0.28%	0.18%	0.0%	0.32%	0.0%	0.71%	0.36%	0.0%	0.5%	0.62%	0.0%	0.0%	0.0%	0.11%	0.30%	0.0%	0.23%	0.0%	0.0%	0.0%	0.0%	0.0%	0.08%	0.36%	0.12%	0.0%	0.0%	0.72%	0.0%	0.0%	0.99%	0.0%	0.36%	0.55%					
39	"22. ""Развитие предпринимательства"""	44	3	3	2	0	0	0	4	1	1	0	0	0	0	2	0	2	1	1	0	0	1	0	1	0	3	1	0	2	0	1	0	0	0	7	1	0	1	0	0	1	0	0	1	4	0					
		0.21%	0.25%	0.24%	0.34%	0.0%	0.0%	0.0%	0.60%	0.38%	0.25%	0.0%	0.0%	0.0%	0.0%	0.65%	0.0%	0.34%	0.35%	0.36%	0.0%	0.0%	0.31%	0.0%	0.16%	0.0%	0.35%	0.30%	0.0%	0.46%	0.0%	0.51%	0.0%	0.0%	0.0%	0.59%	0.36%	0.0%	0.24%	0.0%	0.0%	0.44%	0.0%	0.0%	0.71%	0.49%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	3568	219	245	75	202	44	73	72	20	68	31	63	149	153	51	58	126	47	51	40	28	54	35	136	32	204	47	38	78	31	48	19	38	49	261	51	105	112	68	48	32	68	38	19	110	32					
		17.49%	18.44%	20.14%	12.88%	19.55%	17.67%	23.32%	10.97%	7.72%	17.0%	16.06%	27.15%	14.29%	14.29%	16.72%	18.89%	21.50%	16.90%	18.61%	10.30%	14.0%	16.98%	9.85%	22.74%	13.00%	24.46%	14.46%	10.49%	18.26%	15.89%	24.61%	19.0%	20.87%	17.56%	22.25%	18.41%	13.32%	27.18%	20.48%	17.32%	14.34%	17.39%	18.90%	13.57%	13.54%	17.87%					
																																																				
41	Против всех	679	44	59	21	36	8	8	17	6	19	3	2	44	29	5	8	14	8	10	11	8	9	11	18	8	25	12	12	12	4	1	3	9	16	43	15	31	15	11	4	15	16	3	6	16	4					
		3.32%	3.70%	4.85%	3.60%	3.48%	3.21%	2.55%	2.59%	2.31%	4.75%	1.55%	0.86%	4.22%	2.71%	1.63%	2.60%	2.38%	2.87%	3.64%	2.83%	4.0%	2.83%	3.09%	3.01%	3.25%	2.99%	3.69%	3.31%	2.81%	2.05%	0.51%	3.0%	4.94%	5.73%	3.66%	5.41%	3.93%	3.64%	3.31%	1.44%	6.72%	4.09%	1.49%	4.28%	1.97%	2.23%					
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
