Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																			
Дата голосования: 04.12.2011																																																																			
																																																																			
Наименование Избирательной комиссии:    Курская																																																																			
																																																																			
Сводная таблица результатов выборов																																																																			
																																																																			
		Сумма	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	741	6	20	3	3	5	5	3	5	3	3	3	6	19	7	26	8	5	35	15	7	75	45	50	60	3	3	8	15	3	25	8	3	10	15	3	10	3	5	20	3	3	10	3	5	5	3	5	22	25	3	3	8	5	5	3	15	30	15	16	3					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	517	5	17	0	3	4	2	1	5	3	0	0	2	19	7	23	8	3	18	13	3	68	32	41	45	1	3	5	14	0	24	5	2	7	7	0	3	1	5	15	1	2	7	3	1	1	1	2	9	15	0	2	8	5	1	1	3	21	4	16	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	663	9	17	2	11	6	1	9	12	9	3	15	5	9	14	5	10	15	7	7	6	25	22	55	37	8	5	8	7	4	92	3	7	6	23	8	7	4	9	24	4	6	6	4	6	3	2	5	6	19	4	1	11	2	10	9	21	4	3	8	3					
14	Число погашенных неиспользованных открепительных удостоверений	224	1	3	3	0	1	3	2	0	0	3	3	4	0	0	3	0	2	17	2	4	7	13	9	15	2	0	3	1	3	1	3	1	3	8	3	7	2	0	5	2	1	3	0	4	4	2	3	13	10	3	1	0	0	4	2	12	9	11	0	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																			
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3333	32	84	9	30	34	9	18	21	40	17	23	31	107	56	80	84	33	157	73	40	178	152	73	119	33	23	39	78	33	135	18	28	49	59	30	41	6	36	91	19	17	79	21	34	14	19	23	96	76	7	37	98	108	70	55	41	77	110	123	10					
		14.83%	21.48%	14.07%	5.92%	13.64%	17.09%	12.16%	14.88%	9.55%	15.56%	18.48%	7.67%	15.74%	19.38%	17.72%	15.84%	21.99%	12.99%	21.54%	12.37%	16.60%	14.32%	12.53%	18.25%	11.84%	13.04%	13.22%	13.83%	13.27%	8.05%	15.70%	10.65%	14.58%	15.61%	14.15%	8.70%	13.53%	7.32%	8.72%	14.06%	9.64%	8.33%	17.91%	15.91%	15.53%	7.18%	16.81%	10.80%	17.14%	14.21%	8.75%	18.50%	16.70%	19.89%	13.97%	15.71%	15.02%	16.56%	23.11%	18.72%	11.90%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	3049	12	57	11	28	19	14	7	18	17	2	39	35	94	39	72	51	28	79	78	22	202	198	56	253	33	30	54	74	75	153	33	26	26	54	15	34	8	37	59	24	22	53	13	33	30	17	23	58	51	5	22	94	68	75	38	44	62	70	96	9					
		13.56%	8.05%	9.55%	7.24%	12.73%	9.55%	18.92%	5.79%	8.18%	6.61%	2.17%	13.00%	17.77%	17.03%	12.34%	14.26%	13.35%	11.02%	10.84%	13.22%	9.13%	16.25%	16.32%	14.00%	25.17%	13.04%	17.24%	19.15%	12.59%	18.29%	17.79%	19.53%	13.54%	8.28%	12.95%	4.35%	11.22%	9.76%	8.96%	9.12%	12.18%	10.78%	12.02%	9.85%	15.07%	15.38%	15.04%	10.80%	10.36%	9.53%	6.25%	11.00%	16.01%	12.52%	14.97%	10.86%	16.12%	13.33%	14.71%	14.61%	10.71%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	299	2	8	3	1	0	0	0	1	4	2	4	3	7	4	7	1	4	5	12	8	23	25	2	15	4	4	2	6	0	14	0	2	3	10	2	6	0	4	4	2	5	5	2	2	1	1	3	2	15	0	3	4	6	8	1	6	7	10	10	4					
		1.33%	1.34%	1.34%	1.97%	0.45%	0.00%	0.00%	0.00%	0.45%	1.56%	2.17%	1.33%	1.52%	1.27%	1.27%	1.39%	0.26%	1.57%	0.69%	2.03%	3.32%	1.85%	2.06%	0.50%	1.49%	1.58%	2.30%	0.71%	1.02%	0.00%	1.63%	0.00%	1.04%	0.96%	2.40%	0.58%	1.98%	0.00%	0.97%	0.62%	1.02%	2.45%	1.13%	1.52%	0.91%	0.51%	0.88%	1.41%	0.36%	2.80%	0.00%	1.50%	0.68%	1.10%	1.60%	0.29%	2.20%	1.51%	2.10%	1.52%	4.76%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	3902	16	141	19	25	33	4	23	32	26	15	32	23	122	96	96	50	39	128	104	52	223	188	56	140	31	17	58	135	61	157	34	35	68	88	37	33	3	77	146	19	35	81	22	46	15	9	40	144	99	11	21	111	94	66	86	42	97	65	125	11					
		17.36%	10.74%	23.62%	12.50%	11.36%	16.58%	5.41%	19.01%	14.55%	10.12%	16.30%	10.67%	11.68%	22.10%	30.38%	19.01%	13.09%	15.35%	17.56%	17.63%	21.58%	17.94%	15.50%	14.00%	13.93%	12.25%	9.77%	20.57%	22.96%	14.88%	18.26%	20.12%	18.23%	21.66%	21.10%	10.72%	10.89%	3.66%	18.64%	22.57%	9.64%	17.16%	18.37%	16.67%	21.00%	7.69%	7.96%	18.78%	25.71%	18.50%	13.75%	10.50%	18.91%	17.31%	13.17%	24.57%	15.38%	20.86%	13.66%	19.03%	13.10%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	382	1	14	3	1	3	0	1	0	3	1	4	3	8	7	7	6	4	21	13	2	28	31	9	15	1	2	1	3	2	21	1	5	8	11	0	0	2	5	6	4	3	5	0	2	0	1	3	10	9	1	4	9	5	11	2	9	14	14	22	1					
		1.70%	0.67%	2.35%	1.97%	0.45%	1.51%	0.00%	0.83%	0.00%	1.17%	1.09%	1.33%	1.52%	1.45%	2.22%	1.39%	1.57%	1.57%	2.88%	2.20%	0.83%	2.25%	2.56%	2.25%	1.49%	0.40%	1.15%	0.35%	0.51%	0.49%	2.44%	0.59%	2.60%	2.55%	2.64%	0.00%	0.00%	2.44%	1.21%	0.93%	2.03%	1.47%	1.13%	0.00%	0.91%	0.00%	0.88%	1.41%	1.79%	1.68%	1.25%	2.00%	1.53%	0.92%	2.20%	0.57%	3.30%	3.01%	2.94%	3.35%	1.19%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	11062	84	284	107	133	103	45	66	148	160	50	191	99	203	111	237	179	146	327	300	107	563	594	197	439	147	97	123	278	231	370	82	88	157	190	261	184	61	247	328	124	117	213	74	99	132	64	115	236	279	54	112	259	251	220	163	128	198	195	264	48					
		49.20%	56.38%	47.57%	70.39%	60.45%	51.76%	60.81%	54.55%	67.27%	62.26%	54.35%	63.67%	50.25%	36.78%	35.13%	46.93%	46.86%	57.48%	44.86%	50.85%	44.40%	45.29%	48.97%	49.25%	43.68%	58.10%	55.75%	43.62%	47.28%	56.34%	43.02%	48.52%	45.83%	50.00%	45.56%	75.65%	60.73%	74.39%	59.81%	50.70%	62.94%	57.35%	48.30%	56.06%	45.21%	67.69%	56.64%	53.99%	42.14%	52.15%	67.50%	56.00%	44.12%	46.22%	43.91%	46.57%	46.89%	42.58%	40.97%	40.18%	57.14%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	114	1	0	0	0	3	0	3	0	1	0	3	2	3	1	3	4	0	2	4	0	9	10	2	10	2	1	0	2	0	3	0	4	1	1	0	0	0	1	3	3	2	0	0	1	1	0	0	0	1	0	0	6	4	1	1	0	3	5	6	1					
		0.51%	0.67%	0.00%	0.00%	0.00%	1.51%	0.00%	2.48%	0.00%	0.39%	0.00%	1.00%	1.02%	0.54%	0.32%	0.59%	1.05%	0.00%	0.27%	0.68%	0.00%	0.72%	0.82%	0.50%	0.99%	0.79%	0.57%	0.00%	0.34%	0.00%	0.35%	0.00%	2.08%	0.32%	0.24%	0.00%	0.00%	0.00%	0.24%	0.46%	1.52%	0.98%	0.00%	0.00%	0.46%	0.51%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	1.02%	0.74%	0.20%	0.29%	0.00%	0.65%	1.05%	0.91%	1.19%					
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
