Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																														
Дата голосования: 18.09.2016																																														
																																														
Наименование Избирательной комиссии:    Михайловская																																														
																																														
Сводная таблица итогов голосования по федеральному избирательному округу																																														
																																														
		Сумма	УИК №1701	УИК №1702	УИК №1703	УИК №1704	УИК №1705	УИК №1706	УИК №1707	УИК №1708	УИК №1709	УИК №1710	УИК №1711	УИК №1712	УИК №1713	УИК №1714	УИК №1715	УИК №1716	УИК №1717	УИК №1718	УИК №1719	УИК №1720	УИК №1721	УИК №1722	УИК №1723	УИК №1724	УИК №1725	УИК №1726	УИК №1727	УИК №1728	УИК №1729	УИК №1730	УИК №1731	УИК №1732	УИК №1733	УИК №1734	УИК №1735									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	51	0	1	1	4	1	0	0	2	5	0	0	0	0	0	4	5	6	3	5	0	1	0	1	2	1	0	0	1	2	1	1	4	0	0	0									
		0.46%	0.00%	0.26%	0.16%	0.71%	0.18%	0.00%	0.00%	1.10%	0.99%	0.00%	0.00%	0.00%	0.00%	0.00%	0.72%	0.77%	0.95%	0.51%	1.16%	0.00%	0.27%	0.00%	0.47%	1.68%	0.16%	0.00%	0.00%	1.54%	0.79%	1.25%	1.54%	0.72%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	347	24	15	21	16	6	6	1	9	10	2	1	2	7	2	15	21	29	30	19	1	21	3	13	2	15	9	7	1	7	0	0	20	1	8	3									
		3.10%	3.04%	3.90%	3.29%	2.83%	1.10%	3.33%	0.93%	4.97%	1.98%	1.80%	1.54%	0.77%	2.36%	2.22%	2.70%	3.25%	4.61%	5.07%	4.40%	0.28%	5.60%	2.17%	6.13%	1.68%	2.41%	3.81%	3.07%	1.54%	2.78%	0.00%	0.00%	3.60%	0.79%	4.97%	12.00%									
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
