Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																														
Дата голосования: 18.09.2016																														
																														
Наименование Избирательной комиссии:    Усольская																														
																														
Сводная таблица итогов голосования по федеральному избирательному округу																														
																														
		Сумма	УИК №3901	УИК №3902	УИК №3903	УИК №3904	УИК №3905	УИК №3906	УИК №3907	УИК №3908	УИК №3909	УИК №3910	УИК №3911	УИК №3912	УИК №3913	УИК №3914	УИК №3915	УИК №3916	УИК №3917	УИК №3918	УИК №3919									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																														
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	43	3	0	8	0	2	3	6	0	1	5	3	2	2	1	1	3	1	1	1									
		1.22%	1.24%	0.00%	3.33%	0.00%	0.88%	1.86%	2.20%	0.00%	1.33%	1.99%	3.06%	0.40%	2.70%	1.25%	1.22%	0.63%	0.70%	0.95%	0.85%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	82	6	0	6	0	7	2	10	6	0	6	0	12	4	0	2	14	3	1	3									
		2.33%	2.48%	0.00%	2.50%	0.00%	3.10%	1.24%	3.66%	3.14%	0.00%	2.39%	0.00%	2.42%	5.41%	0.00%	2.44%	2.95%	2.10%	0.95%	2.56%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	102	10	1	4	5	8	6	6	2	2	6	2	16	0	2	1	21	4	2	4									
		2.90%	4.13%	0.91%	1.67%	6.25%	3.54%	3.73%	2.20%	1.05%	2.67%	2.39%	2.04%	3.23%	0.00%	2.50%	1.22%	4.43%	2.80%	1.90%	3.42%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	1940	119	65	135	47	120	74	147	111	43	113	62	271	43	54	57	273	81	67	58									
		55.16%	49.17%	59.09%	56.25%	58.75%	53.10%	45.96%	53.85%	58.12%	57.33%	45.02%	63.27%	54.75%	58.11%	67.50%	69.51%	57.59%	56.64%	63.81%	49.57%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	21	3	0	1	0	1	1	1	1	0	1	0	6	0	0	0	2	1	2	1									
		0.60%	1.24%	0.00%	0.42%	0.00%	0.44%	0.62%	0.37%	0.52%	0.00%	0.40%	0.00%	1.21%	0.00%	0.00%	0.00%	0.42%	0.70%	1.90%	0.85%									
24	"6. Политическая партия ""Гражданская Платформа"""	5	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1									
		0.14%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%	0.40%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.85%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	497	39	12	36	12	25	32	41	17	8	55	8	79	6	6	9	65	14	11	22									
		14.13%	16.12%	10.91%	15.00%	15.00%	11.06%	19.88%	15.02%	8.90%	10.67%	21.91%	8.16%	15.96%	8.11%	7.50%	10.98%	13.71%	9.79%	10.48%	18.80%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	19	1	0	1	1	0	2	2	1	0	1	1	3	1	0	1	0	0	0	4									
		0.54%	0.41%	0.00%	0.42%	1.25%	0.00%	1.24%	0.73%	0.52%	0.00%	0.40%	1.02%	0.61%	1.35%	0.00%	1.22%	0.00%	0.00%	0.00%	3.42%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	32	4	3	1	0	5	2	7	0	0	1	1	3	1	0	0	2	0	1	1									
		0.91%	1.65%	2.73%	0.42%	0.00%	2.21%	1.24%	2.56%	0.00%	0.00%	0.40%	1.02%	0.61%	1.35%	0.00%	0.00%	0.42%	0.00%	0.95%	0.85%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	6	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	1	1	0	0									
		0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	1.33%	0.40%	0.00%	0.00%	0.00%	1.25%	0.00%	0.21%	0.70%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	34	2	1	4	3	3	3	4	2	0	4	0	4	0	0	1	1	0	0	2									
		0.97%	0.83%	0.91%	1.67%	3.75%	1.33%	1.86%	1.47%	1.05%	0.00%	1.59%	0.00%	0.81%	0.00%	0.00%	1.22%	0.21%	0.00%	0.00%	1.71%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	345	34	15	27	5	24	13	30	29	6	27	9	37	4	7	6	42	11	8	11									
		9.81%	14.05%	13.64%	11.25%	6.25%	10.62%	8.07%	10.99%	15.18%	8.00%	10.76%	9.18%	7.47%	5.41%	8.75%	7.32%	8.86%	7.69%	7.62%	9.40%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	11	2	0	1	1	0	1	0	1	0	1	1	0	1	0	0	2	0	0	0									
		0.31%	0.83%	0.00%	0.42%	1.25%	0.00%	0.62%	0.00%	0.52%	0.00%	0.40%	1.02%	0.00%	1.35%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	276	14	9	13	4	26	13	15	18	14	18	7	43	2	8	3	34	23	5	7									
		7.85%	5.79%	8.18%	5.42%	5.00%	11.50%	8.07%	5.49%	9.42%	18.67%	7.17%	7.14%	8.69%	2.70%	10.00%	3.66%	7.17%	16.08%	4.76%	5.98%									
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
