Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																							
Дата голосования: 02.12.2007																																																																							
																																																																							
Наименование Избирательной комиссии:    ТИК Дзержинского района г.Перми																																																																							
																																																																							
Сводная таблица результатов выборов																																																																							
																																																																							
		Сумма	УИК №2801	УИК №2802	УИК №2803	УИК №2804	УИК №2805	УИК №2806	УИК №2807	УИК №2808	УИК №2809	УИК №2810	УИК №2811	УИК №2812	УИК №2813	УИК №2814	УИК №2815	УИК №2816	УИК №2817	УИК №2818	УИК №2819	УИК №2820	УИК №2821	УИК №2822	УИК №2823	УИК №2824	УИК №2825	УИК №2826	УИК №2827	УИК №2828	УИК №2829	УИК №2830	УИК №2831	УИК №2832	УИК №2833	УИК №2834	УИК №2835	УИК №2836	УИК №2837	УИК №2838	УИК №2839	УИК №2840	УИК №2841	УИК №2842	УИК №2843	УИК №2844	УИК №2845	УИК №2846	УИК №2847	УИК №2848	УИК №2849	УИК №2850	УИК №2851	УИК №2852	УИК №2853	УИК №2854	УИК №2855	УИК №2856	УИК №2857	УИК №2858	УИК №2859	УИК №2860	УИК №2861	УИК №2862	УИК №2863	УИК №2864					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	2735	54	33	44	31	30	32	41	38	37	37	30	40	35	40	40	43	33	25	45	47	300	41	38	46	40	51	45	48	45	56	52	41	46	43	44	41	43	45	45	46	40	35	50	50	47	40	39	41	43	36	44	44	44	45	46	0	0	0	40	47	43	0	50	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	2185	52	33	44	31	30	14	41	38	37	32	23	27	32	34	40	40	26	19	43	29	300	33	32	18	23	46	42	30	16	38	50	17	32	39	42	23	25	38	16	20	34	27	20	23	34	40	38	29	37	36	41	34	40	41	35	0	0	0	27	47	29	0	28	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	1592	8	6	14	15	19	6	11	22	5	8	11	11	19	17	20	41	4	8	16	13	38	9	9	5	23	25	18	10	8	18	6	16	7	14	9	7	21	7	38	7	10	9	7	4	31	45	12	20	32	88	13	17	4	6	13	54	63	160	4	15	6	12	14	384					
14	Число погашенных неиспользованных открепительных удостоверений	550	2	0	0	0	0	18	0	0	0	5	7	13	3	6	0	3	7	6	2	18	0	8	6	28	17	5	3	18	29	18	2	24	14	4	2	18	18	7	29	26	6	8	30	27	13	0	1	12	6	0	3	10	4	4	11	0	0	0	13	0	14	0	22	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	10	2	0	3	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																							
18	1.Политическая партия «Аграрная партия России»	2006	46	28	30	47	35	21	32	36	23	30	26	20	25	32	53	31	30	33	28	38	10	37	44	54	24	32	44	48	40	40	50	39	61	31	43	40	22	56	39	37	32	38	43	36	26	8	23	24	23	16	28	33	34	37	25	14	11	13	16	18	31	5	20	17					
		3.20%	3.36%	2.45%	2.48%	4.25%	3.09%	2.92%	3.62%	3.84%	2.80%	3.51%	2.64%	2.17%	3.11%	3.62%	3.70%	2.78%	4.10%	3.62%	2.67%	3.24%	1.66%	4.07%	5.19%	5.16%	2.91%	2.73%	4.43%	4.24%	4.05%	3.18%	4.14%	4.04%	4.77%	2.79%	3.39%	3.62%	2.16%	4.84%	3.71%	2.92%	2.91%	3.53%	4.47%	3.94%	1.92%	0.69%	1.85%	2.82%	2.75%	2.11%	2.90%	3.25%	3.00%	3.06%	2.39%	8.70%	8.21%	2.60%	2.23%	1.64%	2.54%	2.43%	1.74%	4.13%					
19	2.Всероссийская политическая партия «Гражданская Сила»	1423	31	29	41	21	30	23	16	19	17	21	19	35	9	19	44	48	18	28	42	25	17	33	16	31	18	39	19	21	20	18	30	23	37	27	42	32	17	30	25	25	26	35	16	14	14	26	19	18	9	6	12	21	20	11	13	4	2	8	10	31	28	1	16	8					
		2.27%	2.26%	2.54%	3.39%	1.90%	2.65%	3.20%	1.81%	2.03%	2.07%	2.46%	1.93%	3.80%	1.12%	2.15%	3.07%	4.31%	2.46%	3.07%	4.00%	2.13%	2.82%	3.63%	1.89%	2.96%	2.18%	3.32%	1.91%	1.86%	2.03%	1.43%	2.48%	2.38%	2.89%	2.43%	3.31%	2.89%	1.67%	2.59%	2.38%	1.98%	2.36%	3.25%	1.66%	1.53%	1.03%	2.24%	1.53%	2.12%	1.08%	0.79%	1.24%	2.07%	1.77%	0.91%	1.24%	2.48%	1.49%	1.60%	1.39%	2.83%	2.30%	0.49%	1.39%	1.94%					
20	3.Политическая партия «Демократическая партия России»	124	7	2	2	2	1	0	2	2	3	1	0	3	2	1	1	0	2	1	2	5	4	3	4	2	2	3	0	0	1	2	0	5	2	3	3	7	1	2	1	3	5	1	1	2	2	1	0	0	1	2	2	2	2	2	1	0	0	2	1	5	3	0	1	1					
		0.20%	0.51%	0.18%	0.17%	0.18%	0.09%	0.00%	0.23%	0.21%	0.36%	0.12%	0.00%	0.33%	0.25%	0.11%	0.07%	0.00%	0.27%	0.11%	0.19%	0.43%	0.66%	0.33%	0.47%	0.19%	0.24%	0.26%	0.00%	0.00%	0.10%	0.16%	0.00%	0.52%	0.16%	0.27%	0.24%	0.63%	0.10%	0.17%	0.10%	0.24%	0.45%	0.09%	0.10%	0.22%	0.15%	0.09%	0.00%	0.00%	0.12%	0.26%	0.21%	0.20%	0.18%	0.17%	0.10%	0.00%	0.00%	0.40%	0.14%	0.46%	0.25%	0.00%	0.09%	0.24%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	7458	173	131	153	146	112	98	138	98	80	98	108	121	109	167	209	167	99	125	161	198	38	117	130	126	111	88	108	158	126	141	173	152	180	161	162	118	113	126	160	143	147	160	106	101	99	104	127	69	75	54	85	107	127	104	104	32	13	46	68	106	155	17	101	29					
		11.91%	12.63%	11.47%	12.63%	13.20%	9.89%	13.63%	15.63%	10.45%	9.73%	11.48%	10.95%	13.14%	13.56%	18.87%	14.57%	14.99%	13.54%	13.71%	15.33%	16.87%	6.30%	12.86%	15.33%	12.03%	13.45%	7.50%	10.87%	13.96%	12.77%	11.21%	14.32%	15.75%	14.06%	14.50%	12.77%	10.67%	11.10%	10.89%	15.22%	11.30%	13.36%	14.84%	11.02%	11.05%	7.30%	8.97%	10.21%	8.11%	8.97%	7.12%	8.82%	10.53%	11.21%	8.61%	9.92%	19.88%	9.70%	9.20%	9.48%	9.68%	12.72%	8.25%	8.78%	7.04%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	2227	51	33	46	54	49	17	42	29	23	39	33	46	25	58	71	91	47	45	55	59	53	37	18	39	17	29	26	32	32	42	48	24	49	35	39	40	26	50	46	54	51	52	20	22	31	27	32	21	15	13	24	28	33	20	40	2	1	12	12	31	43	7	34	7					
		3.56%	3.72%	2.89%	3.80%	4.88%	4.32%	2.36%	4.76%	3.09%	2.80%	4.57%	3.35%	4.99%	3.11%	6.55%	4.95%	8.17%	6.43%	4.93%	5.24%	5.03%	8.79%	4.07%	2.12%	3.72%	2.06%	2.47%	2.62%	2.83%	3.24%	3.34%	3.97%	2.49%	3.83%	3.15%	3.07%	3.62%	2.55%	4.32%	4.38%	4.27%	4.64%	4.82%	2.08%	2.41%	2.28%	2.33%	2.57%	2.47%	1.79%	1.72%	2.49%	2.76%	2.91%	1.66%	3.82%	1.24%	0.75%	2.40%	1.67%	2.83%	3.53%	3.40%	2.96%	1.70%					
23	6.Политическая партия «Партия социальной справедливости»	166	1	5	2	2	1	2	4	4	0	6	0	0	1	1	1	6	2	1	2	2	3	3	5	4	2	4	2	2	3	3	5	4	4	3	5	4	2	5	4	2	2	2	4	0	5	4	6	3	2	2	1	1	0	1	5	0	0	1	3	4	1	0	7	0					
		0.27%	0.07%	0.44%	0.17%	0.18%	0.09%	0.28%	0.45%	0.43%	0.00%	0.70%	0.00%	0.00%	0.12%	0.11%	0.07%	0.54%	0.27%	0.11%	0.19%	0.17%	0.50%	0.33%	0.59%	0.38%	0.24%	0.34%	0.20%	0.18%	0.30%	0.24%	0.41%	0.41%	0.31%	0.27%	0.39%	0.36%	0.20%	0.43%	0.38%	0.16%	0.18%	0.19%	0.42%	0.00%	0.37%	0.34%	0.48%	0.35%	0.24%	0.26%	0.10%	0.10%	0.00%	0.08%	0.48%	0.00%	0.00%	0.20%	0.42%	0.37%	0.08%	0.00%	0.61%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	7848	159	136	138	111	184	90	113	115	93	93	118	89	66	99	158	128	94	86	124	115	91	105	99	125	102	155	144	159	130	152	167	115	131	126	154	129	126	141	119	129	133	135	119	122	199	188	166	103	132	138	128	141	98	179	158	8	31	48	105	182	148	42	157	80					
		12.53%	11.61%	11.91%	11.40%	10.04%	16.24%	12.52%	12.80%	12.26%	11.31%	10.89%	11.97%	9.66%	8.21%	11.19%	11.02%	11.49%	12.86%	9.43%	11.81%	9.80%	15.09%	11.54%	11.67%	11.94%	12.36%	13.20%	14.49%	14.05%	13.17%	12.08%	13.82%	11.92%	10.23%	11.35%	12.14%	11.66%	12.38%	12.19%	11.32%	10.20%	12.09%	12.52%	12.37%	13.35%	14.66%	16.21%	13.34%	12.10%	15.79%	18.21%	13.28%	13.88%	8.65%	14.82%	15.08%	4.97%	23.13%	9.60%	14.64%	16.62%	12.14%	20.39%	13.65%	19.42%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	4201	105	72	84	79	74	48	54	58	68	60	70	62	70	78	107	99	38	62	74	87	53	71	85	72	53	104	62	73	70	92	82	66	73	83	88	90	75	79	60	86	77	63	69	74	69	61	72	47	49	27	50	47	49	62	62	14	7	26	56	68	94	8	59	25					
		6.71%	7.66%	6.30%	6.94%	7.14%	6.53%	6.68%	6.12%	6.18%	8.27%	7.03%	7.10%	6.73%	8.71%	8.81%	7.46%	8.89%	5.20%	6.80%	7.05%	7.41%	8.79%	7.80%	10.02%	6.88%	6.42%	8.86%	6.24%	6.45%	7.09%	7.31%	6.79%	6.84%	5.70%	7.48%	6.93%	8.14%	7.37%	6.83%	5.71%	6.80%	7.00%	5.84%	7.17%	8.10%	5.08%	5.26%	5.79%	5.52%	5.86%	3.56%	5.19%	4.63%	4.32%	5.13%	5.92%	8.70%	5.22%	5.20%	7.81%	6.21%	7.71%	3.88%	5.13%	6.07%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	745	13	14	15	10	14	5	8	12	4	11	12	12	21	15	16	13	13	8	15	16	10	14	12	9	7	17	10	15	17	9	11	10	14	14	15	17	17	20	12	11	15	8	14	9	11	7	14	6	8	4	15	13	10	13	17	4	2	6	8	16	18	3	12	4					
		1.19%	0.95%	1.23%	1.24%	0.90%	1.24%	0.70%	0.91%	1.28%	0.49%	1.29%	1.22%	1.30%	2.61%	1.69%	1.12%	1.17%	1.78%	0.88%	1.43%	1.36%	1.66%	1.54%	1.42%	0.86%	0.85%	1.45%	1.01%	1.33%	1.72%	0.72%	0.91%	1.04%	1.09%	1.26%	1.18%	1.54%	1.67%	1.73%	1.14%	0.87%	1.36%	0.74%	1.46%	0.98%	0.81%	0.60%	1.13%	0.71%	0.96%	0.53%	1.56%	1.28%	0.88%	1.08%	1.62%	2.48%	1.49%	1.20%	1.12%	1.46%	1.48%	1.46%	1.04%	0.97%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	33736	717	637	646	595	581	381	431	521	474	463	561	477	433	371	692	450	330	482	484	576	281	458	401	537	458	660	542	579	501	708	596	490	668	592	675	582	586	579	557	709	560	533	535	499	863	698	739	524	493	470	572	585	711	743	595	80	59	322	415	604	640	111	697	227					
		53.88%	52.34%	55.78%	53.34%	53.80%	51.28%	52.99%	48.81%	55.54%	57.66%	54.22%	56.90%	51.79%	53.86%	41.92%	48.26%	40.39%	45.14%	52.85%	46.10%	49.06%	46.60%	50.33%	47.29%	51.29%	55.52%	56.22%	54.53%	51.15%	50.76%	56.28%	49.34%	50.78%	52.19%	53.33%	53.19%	52.62%	57.56%	50.04%	52.99%	56.05%	50.91%	49.44%	55.61%	54.60%	63.60%	60.17%	59.41%	61.57%	58.97%	62.01%	59.34%	57.58%	62.75%	61.51%	56.77%	49.69%	44.03%	64.40%	57.88%	55.16%	52.50%	53.88%	60.61%	55.10%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	1901	49	39	42	32	40	21	31	31	26	25	29	40	26	36	82	71	42	34	52	48	21	29	25	37	22	24	21	36	36	36	34	20	43	25	32	34	26	50	19	43	37	40	22	25	25	29	31	21	17	10	19	24	36	22	16	1	6	10	8	15	38	6	29	5					
		3.04%	3.58%	3.42%	3.47%	2.89%	3.53%	2.92%	3.51%	3.30%	3.16%	2.93%	2.94%	4.34%	3.23%	4.07%	5.72%	6.37%	5.75%	3.73%	4.95%	4.09%	3.48%	3.19%	2.95%	3.53%	2.67%	2.04%	2.11%	3.18%	3.65%	2.86%	2.81%	2.07%	3.36%	2.25%	2.52%	3.07%	2.55%	4.32%	1.81%	3.40%	3.36%	3.71%	2.29%	2.74%	1.84%	2.50%	2.49%	2.47%	2.03%	1.32%	1.97%	2.36%	3.18%	1.82%	1.53%	0.62%	4.48%	2.00%	1.12%	1.37%	3.12%	2.91%	2.52%	1.21%					
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
