Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																
Дата голосования: 02.12.2007																																																																
																																																																
Наименование Избирательной комиссии:    Чебоксарская																																																																
																																																																
Сводная таблица результатов выборов																																																																
																																																																
		Сумма	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	2734	95	45	25	35	50	35	50	40	60	35	40	30	15	40	20	59	60	25	25	40	25	85	70	70	50	52	30	65	45	40	25	35	45	20	10	70	115	20	45	29	40	20	30	74	90	65	150	45	40	50	20	95	25	30	100	50	40					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	2350	86	27	1	7	50	34	47	21	46	35	19	20	15	20	4	59	60	16	25	38	25	74	59	65	50	52	30	65	43	31	25	33	27	13	7	60	115	5	35	19	17	20	30	58	90	65	150	37	40	49	20	95	10	30	97	50	29					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	910	6	2	6	116	6	6	6	11	11	9	4	12	4	5	2	26	36	4	5	9	11	52	55	30	47	11	6	62	16	13	2	9	22	4	5	16	17	6	51	11	6	1	16	10	12	7	26	12	6	13	11	14	7	8	14	10	5					
14	Число погашенных неиспользованных открепительных удостоверений	384	9	18	24	28	0	1	3	19	14	0	21	10	0	20	16	0	0	9	0	2	0	11	11	5	0	0	0	0	2	9	0	2	18	7	3	10	0	15	10	10	23	0	0	16	0	0	0	8	0	1	0	0	15	0	3	0	11					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	25	2	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	1	3	2	3	0	1	0	0	0	0	0	0	0	1	1	1	0	1	2	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																
18	1.Политическая партия «Аграрная партия России»	526	22	13	4	8	16	4	8	16	6	5	20	12	1	11	4	15	4	3	3	4	4	21	30	31	19	8	3	13	6	11	1	4	14	3	11	8	6	2	18	6	8	1	2	6	10	5	17	8	7	8	2	12	2	5	24	10	1					
		1.74%	3.50%	2.75%	1.61%	1.79%	3.08%	1.20%	1.49%	4.34%	0.99%	1.58%	4.26%	3.67%	0.82%	2.92%	2.34%	1.36%	0.66%	1.14%	1.12%	1.35%	1.57%	1.39%	2.02%	2.30%	1.35%	1.48%	1.02%	1.57%	1.32%	1.64%	0.45%	1.02%	2.72%	1.51%	3.16%	1.92%	0.79%	1.31%	2.13%	1.03%	2.12%	0.55%	1.08%	1.44%	1.44%	1.07%	1.62%	1.48%	1.61%	1.35%	0.53%	1.57%	0.72%	2.29%	2.42%	1.54%	0.43%					
19	2.Всероссийская политическая партия «Гражданская Сила»	120	2	1	1	3	3	1	0	0	0	0	2	1	0	0	0	6	5	0	2	0	0	11	6	9	6	3	1	2	1	2	1	0	4	0	1	1	5	0	3	2	4	0	1	1	8	0	4	4	2	2	1	2	0	0	5	1	0					
		0.40%	0.32%	0.21%	0.40%	0.67%	0.58%	0.30%	0.00%	0.00%	0.00%	0.00%	0.43%	0.31%	0.00%	0.00%	0.00%	0.54%	0.82%	0.00%	0.75%	0.00%	0.00%	0.73%	0.40%	0.67%	0.43%	0.56%	0.34%	0.24%	0.22%	0.30%	0.45%	0.00%	0.78%	0.00%	0.29%	0.24%	0.66%	0.00%	0.36%	0.34%	1.06%	0.00%	0.54%	0.24%	1.15%	0.00%	0.38%	0.74%	0.46%	0.34%	0.26%	0.26%	0.00%	0.00%	0.50%	0.15%	0.00%					
20	3.Политическая партия «Демократическая партия России»	31	0	1	0	0	2	0	0	0	2	1	0	0	0	0	2	2	1	0	0	2	0	0	0	3	1	1	0	0	0	1	0	0	0	0	1	2	1	0	1	0	0	0	0	1	1	0	0	0	1	0	0	1	0	1	1	1	0					
		0.10%	0.00%	0.21%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.33%	0.32%	0.00%	0.00%	0.00%	0.00%	1.17%	0.18%	0.16%	0.00%	0.00%	0.67%	0.00%	0.00%	0.00%	0.22%	0.07%	0.19%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.29%	0.48%	0.13%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.24%	0.14%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.13%	0.00%	0.46%	0.10%	0.15%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	3495	84	48	26	76	51	35	53	33	80	36	45	33	13	42	22	153	67	23	31	34	35	215	216	179	187	54	47	92	43	94	13	25	60	15	64	57	44	17	84	71	50	17	23	45	71	74	101	55	29	95	36	87	27	18	84	68	18					
		11.59%	13.38%	10.15%	10.48%	17.04%	9.81%	10.54%	9.87%	8.94%	13.31%	11.36%	9.57%	10.09%	10.66%	11.14%	12.87%	13.85%	11.00%	8.75%	11.57%	11.45%	13.78%	14.24%	14.52%	13.28%	13.26%	10.02%	15.93%	11.10%	9.45%	13.99%	5.88%	6.38%	11.65%	7.54%	18.39%	13.70%	5.78%	11.11%	9.95%	12.16%	13.23%	9.39%	12.43%	10.82%	10.20%	15.78%	9.62%	10.19%	6.67%	15.99%	9.52%	11.39%	9.71%	8.26%	8.46%	10.49%	7.76%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	74	0	2	0	2	1	0	2	1	2	1	2	0	0	0	0	1	3	1	0	1	0	7	4	3	3	2	1	1	1	0	0	0	1	0	0	0	1	0	1	4	0	2	1	3	3	0	3	1	1	1	1	2	1	0	2	4	1					
		0.25%	0.00%	0.42%	0.00%	0.45%	0.19%	0.00%	0.37%	0.27%	0.33%	0.32%	0.43%	0.00%	0.00%	0.00%	0.00%	0.09%	0.49%	0.38%	0.00%	0.34%	0.00%	0.46%	0.27%	0.22%	0.21%	0.37%	0.34%	0.12%	0.22%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.13%	0.00%	0.12%	0.68%	0.00%	1.10%	0.54%	0.72%	0.43%	0.00%	0.29%	0.19%	0.23%	0.17%	0.26%	0.26%	0.36%	0.00%	0.20%	0.62%	0.43%					
23	6.Политическая партия «Партия социальной справедливости»	51	1	1	0	0	0	0	0	0	2	1	0	0	1	0	0	1	2	0	0	1	0	7	4	2	3	2	3	0	0	0	0	0	0	0	1	0	4	0	2	0	0	1	1	4	0	0	0	0	0	2	0	2	0	0	0	3	0					
		0.17%	0.16%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.32%	0.00%	0.00%	0.82%	0.00%	0.00%	0.09%	0.33%	0.00%	0.00%	0.34%	0.00%	0.46%	0.27%	0.15%	0.21%	0.37%	1.02%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.53%	0.00%	0.24%	0.00%	0.00%	0.55%	0.54%	0.96%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.26%	0.00%	0.00%	0.00%	0.46%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	2602	37	59	27	38	54	37	51	30	40	17	14	29	7	30	17	88	46	19	17	16	21	157	127	141	124	67	22	39	40	52	18	43	48	17	36	35	44	23	71	45	32	14	12	35	90	34	108	37	30	47	24	59	31	26	110	49	21					
		8.63%	5.89%	12.47%	10.89%	8.52%	10.38%	11.14%	9.50%	8.13%	6.66%	5.36%	2.98%	8.87%	5.74%	7.96%	9.94%	7.96%	7.55%	7.22%	6.34%	5.39%	8.27%	10.40%	8.53%	10.46%	8.79%	12.43%	7.46%	4.70%	8.79%	7.74%	8.14%	10.97%	9.32%	8.54%	10.34%	8.41%	5.78%	15.03%	8.41%	7.71%	8.47%	7.73%	6.49%	8.41%	12.93%	7.25%	10.29%	6.85%	6.90%	7.91%	6.35%	7.72%	11.15%	11.93%	11.08%	7.56%	9.05%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2696	50	33	20	49	35	26	78	27	46	17	18	21	3	26	8	153	78	12	11	25	18	175	150	142	146	27	24	49	30	66	15	39	45	10	22	33	42	23	55	79	30	14	16	43	59	36	127	56	25	46	22	45	34	16	81	92	28					
		8.94%	7.96%	6.98%	8.06%	10.99%	6.73%	7.83%	14.53%	7.32%	7.65%	5.36%	3.83%	6.42%	2.46%	6.90%	4.68%	13.85%	12.81%	4.56%	4.10%	8.42%	7.09%	11.59%	10.08%	10.53%	10.35%	5.01%	8.14%	5.91%	6.59%	9.82%	6.79%	9.95%	8.74%	5.03%	6.32%	7.93%	5.52%	15.03%	6.52%	13.53%	7.94%	7.73%	8.65%	10.34%	8.48%	7.68%	12.10%	10.37%	5.75%	7.74%	5.82%	5.89%	12.23%	7.34%	8.16%	14.20%	12.07%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	338	4	8	3	6	6	3	8	3	4	3	1	5	1	2	2	18	12	1	0	1	3	16	18	21	15	5	4	8	4	10	2	4	3	3	3	4	6	1	10	7	5	1	1	6	6	4	17	5	3	7	6	5	7	5	9	9	4					
		1.12%	0.64%	1.69%	1.21%	1.35%	1.15%	0.90%	1.49%	0.81%	0.67%	0.95%	0.21%	1.53%	0.82%	0.53%	1.17%	1.63%	1.97%	0.38%	0.00%	0.34%	1.18%	1.06%	1.21%	1.56%	1.06%	0.93%	1.36%	0.97%	0.88%	1.49%	0.90%	1.02%	0.58%	1.51%	0.86%	0.96%	0.79%	0.65%	1.18%	1.20%	1.32%	0.55%	0.54%	1.44%	0.86%	0.85%	1.62%	0.93%	0.69%	1.18%	1.59%	0.65%	2.52%	2.29%	0.91%	1.39%	1.72%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	19642	414	302	156	257	337	219	329	249	410	232	359	220	96	260	110	651	377	203	202	210	166	879	907	801	861	354	183	613	319	421	169	272	331	143	205	272	553	79	591	364	245	126	124	262	437	309	658	363	329	379	283	523	170	146	657	398	157					
		65.11%	65.92%	63.85%	62.90%	57.62%	64.81%	65.96%	61.27%	67.48%	68.22%	73.19%	76.38%	67.28%	78.69%	68.97%	64.33%	58.91%	61.90%	77.19%	75.37%	70.71%	65.35%	58.21%	60.95%	59.42%	61.06%	65.68%	62.03%	73.94%	70.11%	62.65%	76.47%	69.39%	64.27%	71.86%	58.91%	65.38%	72.67%	51.63%	70.02%	62.33%	64.81%	69.61%	67.03%	62.98%	62.79%	65.88%	62.67%	67.22%	75.63%	63.80%	74.87%	68.46%	61.15%	66.97%	66.16%	61.42%	67.67%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	129	5	0	1	2	0	2	0	1	1	2	0	2	0	2	2	9	1	0	0	1	2	4	8	8	8	2	1	7	1	5	1	1	1	1	0	1	3	3	4	1	1	3	0	0	3	1	4	7	2	3	1	5	1	1	1	2	1					
		0.43%	0.80%	0.00%	0.40%	0.45%	0.00%	0.60%	0.00%	0.27%	0.17%	0.63%	0.00%	0.61%	0.00%	0.53%	1.17%	0.81%	0.16%	0.00%	0.00%	0.34%	0.79%	0.26%	0.54%	0.59%	0.57%	0.37%	0.34%	0.84%	0.22%	0.74%	0.45%	0.26%	0.19%	0.50%	0.00%	0.24%	0.39%	1.96%	0.47%	0.17%	0.26%	1.66%	0.00%	0.00%	0.43%	0.21%	0.38%	1.30%	0.46%	0.51%	0.26%	0.65%	0.36%	0.46%	0.10%	0.31%	0.43%					
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
