Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																
Дата голосования: 04.12.2011																																																																
																																																																
Наименование Избирательной комиссии:    Чебоксарская																																																																
																																																																
Сводная таблица результатов выборов																																																																
																																																																
		Сумма	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987					
		45.15%	42.38%	52.07%	34.29%	40.92%	46.46%	49.54%	41.57%	44.92%	42.16%	65.76%	76.06%	48.99%	58.12%	43.06%	44.38%	35.56%	38.82%	43.38%	46.52%	54.41%	50.67%	39.48%	39.98%	33.92%	44.16%	36.51%	46.04%	51.44%	52.74%	38.22%	45.96%	50.89%	52.33%	53.43%	44.96%	47.42%	47.13%	42.86%	41.00%	45.29%	47.88%	52.51%	52.78%	36.68%	49.08%	46.62%	47.17%	48.12%	52.02%	39.11%	47.74%	51.37%	49.30%	46.75%	41.87%	49.43%	52.52%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	92	1	0	0	1	1	2	4	1	2	1	1	1	0	0	0	3	1	2	1	1	0	8	5	4	8	4	1	0	0	1	2	0	2	2	1	2	3	0	2	2	2	1	3	1	2	0	5	0	0	1	0	1	1	0	1	3	1					
		0.32%	0.19%	0.00%	0.00%	0.24%	0.21%	0.62%	0.77%	0.31%	0.39%	0.34%	0.21%	0.34%	0.00%	0.00%	0.00%	0.30%	0.17%	0.91%	0.37%	0.38%	0.00%	0.63%	0.39%	0.32%	0.64%	0.73%	0.29%	0.00%	0.00%	0.15%	0.85%	0.00%	0.39%	0.98%	0.29%	0.52%	0.47%	0.00%	0.24%	0.32%	0.53%	0.56%	1.67%	0.26%	0.31%	0.00%	0.51%	0.00%	0.00%	0.18%	0.00%	0.12%	0.35%	0.00%	0.10%	0.43%	0.42%					
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
