Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																
Дата голосования: 02.12.2007																																																
																																																
Наименование Избирательной комиссии:    Тутаевская																																																
																																																
Сводная таблица результатов выборов																																																
																																																
		Сумма	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832					
		0.77%	0.36%	0.13%	1.31%	0.31%	0.61%	1.41%	0.57%	0.73%	1.20%	1.07%	0.97%	1.14%	0.62%	0.50%	1.35%	0.45%	0.56%	0.92%	0.82%	0.78%	0.29%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	1.01%	1.88%	0.61%	1.04%	0.62%	0.70%	0.41%	0.00%	0.45%	0.00%	0.00%	1.09%					
20	3.Политическая партия «Демократическая партия России»	19	0	0	1	0	1	0	0	2	0	0	0	0	2	0	1	0	2	0	2	0	0	0	1	0	0	0	0	0	1	2	1	0	1	0	0	0	0	0	1	1	0					
		0.07%	0.00%	0.00%	0.11%	0.00%	0.10%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.09%	0.00%	0.19%	0.00%	0.18%	0.00%	0.00%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.75%	0.17%	0.10%	0.00%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	0.31%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2784	69	42	71	89	125	127	117	82	123	104	118	112	100	74	89	73	117	87	97	113	14	12	14	30	8	12	16	9	11	90	139	172	172	46	14	15	12	11	12	18	28					
		9.67%	8.37%	5.53%	7.75%	9.08%	12.74%	11.20%	11.14%	8.51%	11.34%	11.09%	11.47%	10.61%	8.84%	7.33%	8.01%	8.17%	10.90%	8.02%	8.83%	9.78%	4.00%	3.37%	6.83%	8.20%	4.12%	6.12%	7.80%	6.12%	8.27%	7.54%	14.51%	17.57%	16.27%	9.50%	4.90%	6.20%	9.02%	4.93%	5.66%	5.61%	10.22%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	135	2	2	4	9	6	3	3	2	10	10	7	5	1	2	3	6	4	5	11	4	0	0	2	0	0	0	1	1	1	3	7	5	6	0	9	0	0	0	1	0	0					
		0.47%	0.24%	0.26%	0.44%	0.92%	0.61%	0.26%	0.29%	0.21%	0.92%	1.07%	0.68%	0.47%	0.09%	0.20%	0.27%	0.67%	0.37%	0.46%	1.00%	0.35%	0.00%	0.00%	0.98%	0.00%	0.00%	0.00%	0.49%	0.68%	0.75%	0.25%	0.73%	0.51%	0.57%	0.00%	3.15%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	81	0	2	1	1	1	5	1	1	0	0	3	2	1	5	1	2	4	2	3	1	1	1	0	31	0	0	0	1	1	3	3	1	2	0	0	0	0	0	0	1	0					
		0.28%	0.00%	0.26%	0.11%	0.10%	0.10%	0.44%	0.10%	0.10%	0.00%	0.00%	0.29%	0.19%	0.09%	0.50%	0.09%	0.22%	0.37%	0.18%	0.27%	0.09%	0.29%	0.28%	0.00%	8.47%	0.00%	0.00%	0.00%	0.68%	0.75%	0.25%	0.31%	0.10%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	3726	96	92	93	118	110	141	153	99	142	124	133	152	166	146	145	110	150	150	144	164	31	39	17	29	27	28	18	23	11	193	152	129	148	44	28	29	18	22	27	54	31					
		12.94%	11.65%	12.11%	10.15%	12.04%	11.21%	12.43%	14.57%	10.27%	13.09%	13.22%	12.93%	14.39%	14.68%	14.46%	13.05%	12.32%	13.98%	13.82%	13.11%	14.19%	8.86%	10.96%	8.29%	7.92%	13.92%	14.29%	8.78%	15.65%	8.27%	16.18%	15.87%	13.18%	14.00%	9.09%	9.79%	11.98%	13.53%	9.87%	12.74%	16.82%	11.31%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	3596	95	90	152	148	166	158	140	143	130	127	136	107	139	111	122	131	181	144	127	172	41	24	17	0	16	11	17	9	19	150	118	109	127	68	28	18	7	26	16	37	19					
		12.49%	11.53%	11.84%	16.59%	15.10%	16.92%	13.93%	13.33%	14.83%	11.98%	13.54%	13.22%	10.13%	12.29%	10.99%	10.98%	14.67%	16.87%	13.27%	11.57%	14.88%	11.71%	6.74%	8.29%	0.00%	8.25%	5.61%	8.29%	6.12%	14.29%	12.57%	12.32%	11.13%	12.02%	14.05%	9.79%	7.44%	5.26%	11.66%	7.55%	11.53%	6.93%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	184	4	5	8	3	0	1	7	7	10	5	5	3	4	15	8	9	6	4	6	7	2	3	1	5	1	6	1	0	0	8	7	2	8	5	1	5	0	0	4	4	4					
		0.64%	0.49%	0.66%	0.87%	0.31%	0.00%	0.09%	0.67%	0.73%	0.92%	0.53%	0.49%	0.28%	0.35%	1.49%	0.72%	1.01%	0.56%	0.37%	0.55%	0.61%	0.57%	0.84%	0.49%	1.37%	0.52%	3.06%	0.49%	0.00%	0.00%	0.67%	0.73%	0.20%	0.76%	1.03%	0.35%	2.07%	0.00%	0.00%	1.89%	1.25%	1.46%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	16650	532	488	521	577	524	651	566	570	613	534	567	621	670	614	692	531	559	628	646	629	231	250	140	228	117	120	138	81	79	670	474	515	532	297	170	169	95	127	132	176	176					
		57.84%	64.56%	64.21%	56.88%	58.88%	53.41%	57.41%	53.90%	59.13%	56.50%	56.93%	55.10%	58.81%	59.24%	60.79%	62.29%	59.46%	52.10%	57.88%	58.83%	54.41%	66.00%	70.22%	68.29%	62.30%	60.31%	61.22%	67.32%	55.10%	59.40%	56.16%	49.48%	52.60%	50.33%	61.36%	59.44%	69.83%	71.43%	56.95%	62.26%	54.83%	64.23%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	254	4	6	10	9	7	8	14	19	12	8	9	12	12	11	7	3	12	14	23	15	1	2	1	1	0	1	0	1	0	4	8	7	8	0	1	0	0	1	1	1	1					
		0.88%	0.49%	0.79%	1.09%	0.92%	0.71%	0.71%	1.33%	1.97%	1.11%	0.85%	0.87%	1.14%	1.06%	1.09%	0.63%	0.34%	1.12%	1.29%	2.09%	1.30%	0.29%	0.56%	0.49%	0.27%	0.00%	0.51%	0.00%	0.68%	0.00%	0.34%	0.84%	0.72%	0.76%	0.00%	0.35%	0.00%	0.00%	0.45%	0.47%	0.31%	0.36%					
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
