Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																																	
Дата голосования: 18.09.2016																																																																	
																																																																	
Наименование Избирательной комиссии:    Новотроицкая городская																																																																	
																																																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																																																	
																																																																	
		Сумма	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	330	5	5	6	8	7	8	7	7	6	6	6	5	6	5	6	6	6	6	6	6	6	10	6	6	7	5	10	10	6	6	6	6	10	6	6	6	5	5	4	7	5	5	5	5	5	5	5	5	5	5	7	5	5	7									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	101	0	0	2	2	2	7	3	1	2	3	0	4	4	5	1	4	1	1	3	3	1	2	1	0	2	2	6	2	4	1	0	0	1	2	2	2	1	1	2	2	0	0	2	0	2	2	1	0	0	0	6	4	1	1									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	53	3	0	2	2	1	0	5	1	0	1	2	0	0	2	0	0	0	1	3	0	1	0	2	0	2	0	2	1	1	3	0	0	2	1	0	0	1	0	0	0	0	2	1	0	2	0	1	2	2	2	1	1	0	0									
14	Число погашенных неиспользованных открепительных удостоверений	229	5	5	4	6	5	1	4	6	4	3	6	1	2	0	5	2	5	5	3	3	5	8	5	6	5	3	4	8	2	5	6	6	9	4	4	4	4	4	2	5	5	5	3	5	3	3	4	5	5	5	1	1	4	6									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	79	1	2	0	1	2	0	0	1	2	0	4	1	0	2	2	1	2	0	3	1	3	2	1	1	1	1	0	2	0	0	3	1	3	1	1	0	0	3	1	4	1	3	1	2	0	0	1	13	0	0	1	1	0	3									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																	
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	363	2	4	3	7	9	7	16	0	6	10	6	2	6	6	4	7	8	3	10	7	6	10	3	6	15	4	13	12	8	4	5	7	17	4	8	12	5	7	4	8	8	12	7	7	1	6	7	3	1	0	11	5	6	8									
		1.36%	0.74%	1.58%	0.73%	1.26%	2.02%	1.34%	2.67%	0.00%	1.10%	1.89%	1.50%	0.42%	0.96%	1.18%	0.76%	1.23%	1.45%	0.50%	1.53%	1.32%	1.06%	1.27%	0.49%	1.20%	2.26%	0.75%	1.61%	1.32%	1.43%	0.75%	0.85%	1.26%	2.19%	1.22%	1.76%	2.88%	1.36%	2.36%	1.74%	1.29%	2.29%	2.98%	1.91%	2.27%	0.41%	1.20%	1.38%	0.96%	0.95%	0.00%	1.76%	0.97%	1.63%	1.16%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	752	7	6	11	15	15	8	10	17	21	12	10	13	10	8	15	11	17	17	15	11	11	29	22	22	18	14	9	22	16	19	13	12	19	10	17	8	15	6	7	23	22	9	4	8	12	27	21	14	4	8	20	15	12	15									
		2.82%	2.59%	2.37%	2.68%	2.70%	3.36%	1.53%	1.67%	3.15%	3.87%	2.27%	2.50%	2.73%	1.61%	1.58%	2.85%	1.93%	3.09%	2.84%	2.30%	2.07%	1.95%	3.69%	3.59%	4.39%	2.71%	2.61%	1.11%	2.42%	2.86%	3.55%	2.21%	2.16%	2.45%	3.06%	3.74%	1.92%	4.07%	2.03%	3.04%	3.71%	6.29%	2.23%	1.09%	2.60%	4.92%	5.39%	4.15%	4.47%	3.81%	4.15%	3.19%	2.91%	3.26%	2.18%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	732	9	10	13	14	15	19	17	14	20	15	9	6	20	13	20	13	12	12	21	14	21	24	14	11	14	17	27	19	15	10	20	24	29	8	13	16	9	9	5	11	6	12	6	5	7	10	12	7	0	2	17	15	10	21									
		2.74%	3.33%	3.95%	3.16%	2.52%	3.36%	3.63%	2.83%	2.60%	3.68%	2.84%	2.25%	1.26%	3.21%	2.56%	3.80%	2.28%	2.18%	2.00%	3.22%	2.63%	3.72%	3.06%	2.29%	2.20%	2.11%	3.17%	3.34%	2.09%	2.68%	1.87%	3.41%	4.32%	3.73%	2.45%	2.86%	3.84%	2.44%	3.04%	2.17%	1.77%	1.71%	2.98%	1.63%	1.62%	2.87%	1.99%	2.37%	2.24%	0.00%	1.04%	2.72%	2.91%	2.72%	3.06%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9667	109	91	138	215	135	192	226	193	179	165	135	154	241	207	178	220	221	250	224	183	239	266	195	182	273	205	288	345	202	224	232	203	299	98	145	135	115	99	75	231	126	131	123	97	99	223	191	93	37	84	210	190	120	236									
		36.20%	40.37%	35.97%	33.58%	38.67%	30.27%	36.71%	37.67%	35.81%	32.97%	31.19%	33.75%	32.29%	38.68%	40.83%	33.84%	38.66%	40.11%	41.74%	34.36%	34.40%	42.30%	33.89%	31.86%	36.33%	41.18%	38.25%	35.64%	37.91%	36.07%	41.87%	39.52%	36.51%	38.48%	29.97%	31.94%	32.37%	31.17%	33.45%	32.61%	37.26%	36.00%	32.51%	33.51%	31.49%	40.57%	44.51%	37.75%	29.71%	35.24%	43.52%	33.55%	36.82%	32.61%	34.35%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	200	3	3	3	10	6	6	2	3	3	1	5	6	6	5	0	3	6	4	2	3	0	4	3	2	4	7	15	8	6	3	1	3	6	18	3	3	1	0	0	3	3	4	3	1	0	1	4	0	0	1	2	4	2	5									
		0.75%	1.11%	1.19%	0.73%	1.80%	1.35%	1.15%	0.33%	0.56%	0.55%	0.19%	1.25%	1.26%	0.96%	0.99%	0.00%	0.53%	1.09%	0.67%	0.31%	0.56%	0.00%	0.51%	0.49%	0.40%	0.60%	1.31%	1.86%	0.88%	1.07%	0.56%	0.17%	0.54%	0.77%	5.50%	0.66%	0.72%	0.27%	0.00%	0.00%	0.48%	0.86%	0.99%	0.82%	0.32%	0.00%	0.20%	0.79%	0.00%	0.00%	0.52%	0.32%	0.78%	0.54%	0.73%									
24	"6. Политическая партия ""Гражданская Платформа"""	51	0	0	3	2	1	0	4	1	1	4	2	1	1	1	0	0	0	3	2	1	1	0	0	0	1	0	0	3	1	0	0	0	2	1	0	2	0	1	1	1	0	2	1	0	0	3	1	0	0	0	0	0	1	2									
		0.19%	0.00%	0.00%	0.73%	0.36%	0.22%	0.00%	0.67%	0.19%	0.18%	0.76%	0.50%	0.21%	0.16%	0.20%	0.00%	0.00%	0.00%	0.50%	0.31%	0.19%	0.18%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.33%	0.18%	0.00%	0.00%	0.00%	0.26%	0.31%	0.00%	0.48%	0.00%	0.34%	0.43%	0.16%	0.00%	0.50%	0.27%	0.00%	0.00%	0.60%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.29%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	5445	55	33	96	117	97	111	103	104	101	117	82	100	140	101	104	109	97	122	121	101	99	149	112	96	104	111	166	175	103	117	120	123	153	91	106	109	88	55	52	141	68	93	65	70	48	94	120	103	17	39	119	94	78	156									
		20.39%	20.37%	13.04%	23.36%	21.04%	21.75%	21.22%	17.17%	19.29%	18.60%	22.12%	20.50%	20.96%	22.47%	19.92%	19.77%	19.16%	17.60%	20.37%	18.56%	18.98%	17.52%	18.98%	18.30%	19.16%	15.69%	20.71%	20.54%	19.23%	18.39%	21.87%	20.44%	22.12%	19.69%	27.83%	23.35%	26.14%	23.85%	18.58%	22.61%	22.74%	19.43%	23.08%	17.71%	22.73%	19.67%	18.76%	23.72%	32.91%	16.19%	20.21%	19.01%	18.22%	21.20%	22.71%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	222	0	3	5	4	3	1	2	6	2	5	1	9	3	3	3	5	8	2	7	3	5	7	5	7	5	4	13	13	5	5	10	2	7	4	3	1	2	1	6	2	1	2	2	2	0	5	1	2	3	0	6	10	1	5									
		0.83%	0.00%	1.19%	1.22%	0.72%	0.67%	0.19%	0.33%	1.11%	0.37%	0.95%	0.25%	1.89%	0.48%	0.59%	0.57%	0.88%	1.45%	0.33%	1.07%	0.56%	0.88%	0.89%	0.82%	1.40%	0.75%	0.75%	1.61%	1.43%	0.89%	0.93%	1.70%	0.36%	0.90%	1.22%	0.66%	0.24%	0.54%	0.34%	2.61%	0.32%	0.29%	0.50%	0.54%	0.65%	0.00%	0.99%	0.20%	0.64%	2.86%	0.00%	0.96%	1.94%	0.27%	0.73%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	306	2	3	8	14	7	3	16	10	5	2	3	6	9	5	5	6	2	6	10	2	7	10	5	6	10	2	18	6	4	5	8	9	6	6	5	2	4	2	7	3	5	2	2	0	1	6	6	1	1	0	13	8	3	9									
		1.15%	0.74%	1.19%	1.95%	2.52%	1.57%	0.57%	2.67%	1.86%	0.92%	0.38%	0.75%	1.26%	1.44%	0.99%	0.95%	1.05%	0.36%	1.00%	1.53%	0.38%	1.24%	1.27%	0.82%	1.20%	1.51%	0.37%	2.23%	0.66%	0.71%	0.93%	1.36%	1.62%	0.77%	1.83%	1.10%	0.48%	1.08%	0.68%	3.04%	0.48%	1.43%	0.50%	0.54%	0.00%	0.41%	1.20%	1.19%	0.32%	0.95%	0.00%	2.08%	1.55%	0.82%	1.31%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	56	0	0	0	2	1	3	2	1	2	4	3	1	0	0	2	0	1	1	1	0	0	2	2	1	2	0	3	2	1	0	1	2	0	2	1	1	1	0	0	1	1	0	0	1	3	1	0	2	1	0	1	0	0	0									
		0.21%	0.00%	0.00%	0.00%	0.36%	0.22%	0.57%	0.33%	0.19%	0.37%	0.76%	0.75%	0.21%	0.00%	0.00%	0.38%	0.00%	0.18%	0.17%	0.15%	0.00%	0.00%	0.25%	0.33%	0.20%	0.30%	0.00%	0.37%	0.22%	0.18%	0.00%	0.17%	0.36%	0.00%	0.61%	0.22%	0.24%	0.27%	0.00%	0.00%	0.16%	0.29%	0.00%	0.00%	0.32%	1.23%	0.20%	0.00%	0.64%	0.95%	0.00%	0.16%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	400	8	5	8	6	8	8	17	7	9	2	5	9	6	8	10	8	9	7	11	11	7	13	9	10	15	8	15	10	7	7	10	11	19	1	5	2	1	2	4	5	3	10	6	4	3	5	9	5	1	2	13	6	2	8									
		1.50%	2.96%	1.98%	1.95%	1.08%	1.79%	1.53%	2.83%	1.30%	1.66%	0.38%	1.25%	1.89%	0.96%	1.58%	1.90%	1.41%	1.63%	1.17%	1.69%	2.07%	1.24%	1.66%	1.47%	1.99%	2.26%	1.49%	1.86%	1.10%	1.25%	1.31%	1.70%	1.98%	2.45%	0.31%	1.10%	0.48%	0.27%	0.68%	1.74%	0.81%	0.86%	2.48%	1.63%	1.30%	1.23%	0.99%	1.78%	1.60%	0.95%	1.04%	2.08%	1.16%	0.54%	1.16%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	4781	43	60	71	96	82	105	89	100	108	122	98	104	115	80	90	86	96	93	120	81	97	143	136	87	101	94	134	141	97	70	88	77	111	55	101	76	63	59	42	123	73	78	96	82	50	69	83	48	25	35	114	98	67	129									
		17.91%	15.93%	23.72%	17.27%	17.27%	18.39%	20.08%	14.83%	18.55%	19.89%	23.06%	24.50%	21.80%	18.46%	15.78%	17.11%	15.11%	17.42%	15.53%	18.40%	15.23%	17.17%	18.22%	22.22%	17.37%	15.23%	17.54%	16.58%	15.49%	17.32%	13.08%	14.99%	13.85%	14.29%	16.82%	22.25%	18.23%	17.07%	19.93%	18.26%	19.84%	20.86%	19.35%	26.16%	26.62%	20.49%	13.77%	16.40%	15.34%	23.81%	18.13%	18.21%	18.99%	18.21%	18.78%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	214	3	2	3	3	3	4	2	2	6	3	2	1	5	3	4	13	3	1	5	4	3	4	3	4	5	5	16	7	8	3	6	1	7	1	2	2	4	5	0	4	3	4	4	1	3	5	3	4	1	1	6	9	3	5									
		0.80%	1.11%	0.79%	0.73%	0.54%	0.67%	0.76%	0.33%	0.37%	1.10%	0.57%	0.50%	0.21%	0.80%	0.59%	0.76%	2.28%	0.54%	0.17%	0.77%	0.75%	0.53%	0.51%	0.49%	0.80%	0.75%	0.93%	1.98%	0.77%	1.43%	0.56%	1.02%	0.18%	0.90%	0.31%	0.44%	0.48%	1.08%	1.69%	0.00%	0.65%	0.86%	0.99%	1.09%	0.32%	1.23%	0.99%	0.59%	1.28%	0.95%	0.52%	0.96%	1.74%	0.82%	0.73%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2623	16	25	34	37	47	45	76	58	61	47	33	53	44	48	70	54	54	57	79	86	51	88	88	52	68	49	67	121	60	56	57	73	82	17	36	36	47	29	20	51	19	30	38	21	12	28	29	21	9	15	70	50	44	65									
		9.82%	5.93%	9.88%	8.27%	6.65%	10.54%	8.60%	12.67%	10.76%	11.23%	8.88%	8.25%	11.11%	7.06%	9.47%	13.31%	9.49%	9.80%	9.52%	12.12%	16.17%	9.03%	11.21%	14.38%	10.38%	10.26%	9.14%	8.29%	13.30%	10.71%	10.47%	9.71%	13.13%	10.55%	5.20%	7.93%	8.63%	12.74%	9.80%	8.70%	8.23%	5.43%	7.44%	10.35%	6.82%	4.92%	5.59%	5.73%	6.71%	8.57%	7.77%	11.18%	9.69%	11.96%	9.46%									
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
