Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																					
Дата голосования: 07.12.2003 0:00:00																					
																					
Наименование Избирательной комиссии:    Верхошижемская																					
																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																					
																					
		Сумма	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141					
18	"1. ""ЕДИНЕНИЕ"""	78	5	14	8	1	5	8	4	2	2	4	8	8	2	7					
		1.48%	0.58%	1.90%	1.47%	0.59%	2.95%	3.92%	1.48%	0.62%	0.76%	1.32%	2.19%	1.55%	0.73%	2.54%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	59	13	8	7	2	2	3	1	5	2	3	2	7	4	0					
		1.12%	1.51%	1.08%	1.28%	1.18%	1.18%	1.47%	0.37%	1.56%	0.76%	0.99%	0.54%	1.35%	1.47%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	196	29	29	8	6	3	12	22	17	8	8	14	17	14	9					
		3.72%	3.38%	3.94%	1.47%	3.55%	1.77%	5.88%	8.17%	5.32%	3.04%	2.65%	3.83%	3.30%	5.14%	3.27%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	106	17	16	11	8	1	6	7	6	3	6	12	4	4	5					
		2.01%	1.98%	2.17%	2.02%	4.73%	0.59%	2.94%	2.60%	1.88%	1.14%	1.99%	3.28%	0.77%	1.47%	1.81%					
22	"5. ""За Русь Святую"""	31	4	1	4	5	3	0	1	1	0	2	3	4	2	1					
		0.58%	0.46%	0.13%	0.73%	2.95%	1.77%	0.0%	0.37%	0.31%	0.0%	0.66%	0.82%	0.77%	0.73%	0.36%					
23	"6. ""Объединенная Российская партия ""Русь"""	21	1	0	2	1	0	2	2	2	1	0	4	4	1	1					
		0.39%	0.11%	0.0%	0.36%	0.59%	0.0%	0.98%	0.74%	0.62%	0.38%	0.0%	1.09%	0.77%	0.36%	0.36%					
24	"7. ""Новый курс - Автомобильная Россия"""	20	2	2	5	2	1	0	1	1	0	1	2	0	2	1					
		0.38%	0.23%	0.27%	0.92%	1.18%	0.59%	0.0%	0.37%	0.31%	0.0%	0.33%	0.54%	0.0%	0.73%	0.36%					
25	"8. ""Народно-республиканская партия России"""	13	1	2	2	1	0	0	0	1	2	2	0	0	0	2					
		0.24%	0.11%	0.27%	0.36%	0.59%	0.0%	0.0%	0.0%	0.31%	0.76%	0.66%	0.0%	0.0%	0.0%	0.72%					
26	"9. ""Российская экологическая партия ""Зеленые"""	17	2	2	4	0	2	0	0	1	2	2	0	2	0	0					
		0.32%	0.23%	0.27%	0.73%	0.0%	1.18%	0.0%	0.0%	0.31%	0.76%	0.66%	0.0%	0.38%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	715	81	64	66	7	29	27	35	40	58	21	68	71	84	64					
		13.60%	9.45%	8.70%	12.15%	4.14%	17.15%	13.23%	13.01%	12.53%	22.05%	6.97%	18.63%	13.78%	30.88%	23.27%					
28	"11. ""Истинные патриоты России"""	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1					
		0.03%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.33%	0.0%	0.0%	0.0%	0.36%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	54	7	5	4	4	0	1	2	5	1	3	3	11	2	6					
		1.02%	0.81%	0.68%	0.73%	2.36%	0.0%	0.49%	0.74%	1.56%	0.38%	0.99%	0.82%	2.13%	0.73%	2.18%					
30	"13. ""Демократическая партия России"""	15	2	1	2	0	2	0	0	1	0	2	3	0	1	1					
		0.28%	0.23%	0.13%	0.36%	0.0%	1.18%	0.0%	0.0%	0.31%	0.0%	0.66%	0.82%	0.0%	0.36%	0.36%					
31	"14. ""Великая Россия - Евразийский Союз"""	15	1	1	4	2	1	0	0	0	1	1	1	3	0	0					
		0.28%	0.11%	0.13%	0.73%	1.18%	0.59%	0.0%	0.0%	0.0%	0.38%	0.33%	0.27%	0.58%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	8	0	1	2	0	0	0	0	0	0	1	0	3	0	1					
		0.15%	0.0%	0.13%	0.36%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.33%	0.0%	0.58%	0.0%	0.36%					
33	"16. ""Родина"" (народно-патриотический союз)"""	236	41	46	33	8	5	7	11	11	16	9	15	20	2	12					
		4.49%	4.78%	6.25%	6.07%	4.73%	2.95%	3.43%	4.08%	3.44%	6.08%	2.99%	4.10%	3.88%	0.73%	4.36%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	26	1	1	2	2	3	2	3	2	0	7	1	2	0	0					
		0.49%	0.11%	0.13%	0.36%	1.18%	1.77%	0.98%	1.11%	0.62%	0.0%	2.32%	0.27%	0.38%	0.0%	0.0%					
35	"18. ""ЛДПР"""	704	125	103	88	13	24	37	24	49	22	40	48	63	35	33					
		13.39%	14.58%	14.01%	16.20%	7.69%	14.20%	18.13%	8.92%	15.36%	8.36%	13.28%	13.15%	12.23%	12.86%	12.0%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	110	17	19	9	7	1	9	6	4	3	11	7	13	0	4					
		2.09%	1.98%	2.58%	1.65%	4.14%	0.59%	4.41%	2.23%	1.25%	1.14%	3.65%	1.91%	2.52%	0.0%	1.45%					
37	"20. ""Политическая партия ""Единая Россия"""	2177	404	316	239	78	67	67	91	124	99	144	135	229	91	93					
		41.41%	47.14%	42.99%	44.01%	46.15%	39.64%	32.84%	33.82%	38.87%	37.64%	47.84%	36.98%	44.46%	33.45%	33.81%					
38	"21. ""Российская Конституционно-демократическая партия"""	8	0	3	3	0	0	0	0	0	0	0	0	2	0	0					
		0.15%	0.0%	0.40%	0.55%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.38%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	18	6	3	3	0	0	0	0	3	1	1	0	1	0	0					
		0.34%	0.70%	0.40%	0.55%	0.0%	0.0%	0.0%	0.0%	0.94%	0.38%	0.33%	0.0%	0.19%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	392	71	71	16	7	9	13	45	25	28	23	18	30	17	19					
		7.45%	8.28%	9.65%	2.94%	4.14%	5.32%	6.37%	16.72%	7.83%	10.64%	7.64%	4.93%	5.82%	6.24%	6.90%					
																					
41	Против всех	120	15	12	11	13	4	3	3	16	8	2	8	10	8	7					
		2.28%	1.75%	1.63%	2.02%	7.69%	2.36%	1.47%	1.11%	5.01%	3.04%	0.66%	2.19%	1.94%	2.94%	2.54%					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
