Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																											
Дата голосования: 18.09.2016																																											
																																											
Наименование Избирательной комиссии:    Ряжская																																											
																																											
Сводная таблица итогов голосования по федеральному избирательному округу																																											
																																											
		Сумма	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	232	6	9	7	10	5	14	6	4	7	9	6	8	13	40	8	4	1	4	2	5	4	0	3	11	4	4	4	5	15	7	3	4									
		1.99%	1.61%	1.72%	1.11%	1.88%	1.37%	2.32%	1.07%	0.79%	1.13%	1.63%	0.99%	1.92%	2.77%	5.72%	1.73%	2.26%	0.63%	2.70%	1.52%	2.65%	3.25%	0.00%	1.54%	3.50%	1.13%	1.46%	2.42%	1.90%	2.44%	2.86%	1.95%	4.55%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	237	4	9	7	21	8	13	16	16	13	4	4	10	11	5	11	0	4	1	1	1	2	1	0	1	7	1	3	5	54	2	2	0									
		2.04%	1.08%	1.72%	1.11%	3.95%	2.20%	2.16%	2.86%	3.16%	2.09%	0.72%	0.66%	2.40%	2.34%	0.72%	2.38%	0.00%	2.53%	0.68%	0.76%	0.53%	1.63%	0.90%	0.00%	0.32%	1.97%	0.36%	1.82%	1.90%	8.79%	0.82%	1.30%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7827	218	353	455	317	206	436	347	311	446	397	475	207	270	426	282	113	129	100	105	124	86	82	170	226	272	228	115	211	391	172	97	60									
		67.36%	58.60%	67.62%	72.34%	59.70%	56.59%	72.31%	62.08%	61.46%	71.70%	71.92%	78.25%	49.76%	57.45%	60.94%	60.91%	63.84%	81.65%	67.57%	79.55%	65.61%	69.92%	73.87%	87.18%	71.97%	76.62%	83.21%	69.70%	80.23%	63.68%	70.20%	62.99%	68.18%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	59	3	2	1	3	4	1	5	1	5	0	2	1	4	7	3	0	0	0	0	1	1	1	1	3	1	3	0	1	2	2	1	0									
		0.51%	0.81%	0.38%	0.16%	0.56%	1.10%	0.17%	0.89%	0.20%	0.80%	0.00%	0.33%	0.24%	0.85%	1.00%	0.65%	0.00%	0.00%	0.00%	0.00%	0.53%	0.81%	0.90%	0.51%	0.96%	0.28%	1.09%	0.00%	0.38%	0.33%	0.82%	0.65%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	12	1	2	1	2	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0									
		0.10%	0.27%	0.38%	0.16%	0.38%	0.00%	0.00%	0.18%	0.20%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.61%	0.00%	0.00%	0.41%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1462	80	76	90	73	49	48	47	53	59	64	72	77	63	99	70	33	12	13	15	18	14	15	7	40	33	16	20	25	114	27	31	9									
		12.58%	21.51%	14.56%	14.31%	13.75%	13.46%	7.96%	8.41%	10.47%	9.49%	11.59%	11.86%	18.51%	13.40%	14.16%	15.12%	18.64%	7.59%	8.78%	11.36%	9.52%	11.38%	13.51%	3.59%	12.74%	9.30%	5.84%	12.12%	9.51%	18.57%	11.02%	20.13%	10.23%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	29	0	3	1	2	1	0	4	1	4	5	2	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0									
		0.25%	0.00%	0.57%	0.16%	0.38%	0.27%	0.00%	0.72%	0.20%	0.64%	0.91%	0.33%	0.00%	0.00%	0.14%	0.00%	0.56%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.38%	0.16%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	54	2	3	2	0	2	3	4	2	4	5	0	1	1	2	8	1	0	1	0	1	0	0	0	3	1	0	1	0	2	2	3	0									
		0.46%	0.54%	0.57%	0.32%	0.00%	0.55%	0.50%	0.72%	0.40%	0.64%	0.91%	0.00%	0.24%	0.21%	0.29%	1.73%	0.56%	0.00%	0.68%	0.00%	0.53%	0.00%	0.00%	0.00%	0.96%	0.28%	0.00%	0.61%	0.00%	0.33%	0.82%	1.95%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	5	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1									
		0.04%	0.27%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.90%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.14%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	77	4	1	1	4	4	7	14	3	4	7	5	3	3	2	9	1	0	0	2	1	0	0	0	0	2	0	0	0	0	0	0	0									
		0.66%	1.08%	0.19%	0.16%	0.75%	1.10%	1.16%	2.50%	0.59%	0.64%	1.27%	0.82%	0.72%	0.64%	0.29%	1.94%	0.56%	0.00%	0.00%	1.52%	0.53%	0.00%	0.00%	0.00%	0.00%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1067	33	37	39	57	52	53	67	81	47	48	33	70	77	78	37	9	9	29	5	24	9	11	8	22	25	14	15	13	24	17	13	11									
		9.18%	8.87%	7.09%	6.20%	10.73%	14.29%	8.79%	11.99%	16.01%	7.56%	8.70%	5.44%	16.83%	16.38%	11.16%	7.99%	5.08%	5.70%	19.59%	3.79%	12.70%	7.32%	9.91%	4.10%	7.01%	7.04%	5.11%	9.09%	4.94%	3.91%	6.94%	8.44%	12.50%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	28	0	1	0	2	1	0	10	2	2	1	1	1	0	3	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0									
		0.24%	0.00%	0.19%	0.00%	0.38%	0.27%	0.00%	1.79%	0.40%	0.32%	0.18%	0.16%	0.24%	0.00%	0.43%	0.00%	0.56%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.82%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	286	7	13	11	16	13	15	24	19	17	9	3	29	19	27	17	9	1	0	1	5	1	0	5	1	3	4	1	1	7	5	2	1									
		2.46%	1.88%	2.49%	1.75%	3.01%	3.57%	2.49%	4.29%	3.75%	2.73%	1.63%	0.49%	6.97%	4.04%	3.86%	3.67%	5.08%	0.63%	0.00%	0.76%	2.65%	0.81%	0.00%	2.56%	0.32%	0.85%	1.46%	0.61%	0.38%	1.14%	2.04%	1.30%	1.14%									
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
