Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																				
Дата голосования: 02.12.2007																																																				
																																																				
Наименование Избирательной комиссии:    Горьковская																																																				
																																																				
Сводная таблица результатов выборов																																																				
																																																				
		Сумма	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	650	5	5	5	30	30	5	5	5	5	30	30	30	30	30	5	5	5	10	5	5	5	30	5	30	5	5	30	5	41	9	30	5	60	5	5	30	5	5	5	30	5	5	5	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	496	5	5	3	6	10	1	5	0	5	30	23	24	28	24	5	5	5	10	1	5	0	13	0	27	2	5	25	1	41	9	30	5	54	5	1	30	0	5	1	29	0	4	1	5	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	139	0	0	3	1	1	3	2	2	1	1	22	9	9	5	4	3	3	2	1	1	4	2	1	6	1	1	6	1	5	3	6	2	1	2	2	4	1	1	1	4	3	3	2	3	1					
14	Число погашенных неиспользованных открепительных удостоверений	154	0	0	2	24	20	4	0	5	0	0	7	6	2	6	0	0	0	0	4	0	5	17	5	3	3	0	5	4	0	0	0	0	6	0	4	0	5	0	4	1	5	1	4	0	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																				
18	1.Политическая партия «Аграрная партия России»	395	3	1	4	20	13	0	16	0	2	32	10	14	4	22	7	3	2	2	0	3	0	4	2	32	5	4	22	4	21	1	32	10	11	1	7	22	4	2	0	26	5	6	3	5	8					
		2.89%	1.55%	0.97%	2.05%	2.50%	2.08%	0.00%	7.77%	0.00%	1.74%	5.71%	1.32%	1.66%	0.57%	2.99%	2.46%	1.58%	1.55%	1.23%	0.00%	3.85%	0.00%	0.92%	1.71%	6.82%	7.04%	2.40%	3.88%	4.12%	3.08%	1.32%	5.66%	6.21%	3.09%	0.93%	4.86%	3.97%	2.41%	1.92%	0.00%	3.86%	2.33%	2.20%	2.65%	3.05%	4.08%					
19	2.Всероссийская политическая партия «Гражданская Сила»	45	0	1	0	0	0	0	2	0	0	1	5	5	5	3	0	0	1	0	0	0	0	3	0	3	0	0	1	0	5	0	0	1	1	1	0	1	0	0	0	2	0	0	0	0	4					
		0.33%	0.00%	0.97%	0.00%	0.00%	0.00%	0.00%	0.97%	0.00%	0.00%	0.18%	0.66%	0.59%	0.72%	0.41%	0.00%	0.00%	0.78%	0.00%	0.00%	0.00%	0.00%	0.69%	0.00%	0.64%	0.00%	0.00%	0.18%	0.00%	0.73%	0.00%	0.00%	0.62%	0.28%	0.93%	0.00%	0.18%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	2.04%					
20	3.Политическая партия «Демократическая партия России»	20	0	0	0	2	0	0	0	0	0	4	2	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	3	0	1	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0					
		0.15%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.71%	0.26%	0.00%	0.14%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.85%	0.00%	0.00%	0.60%	0.53%	0.00%	0.15%	0.00%	0.35%	0.62%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1359	11	19	19	44	80	5	9	3	7	50	100	90	65	73	24	20	37	16	5	10	1	54	24	24	9	55	36	7	61	1	32	26	23	2	8	36	9	10	5	158	26	34	8	7	16					
		9.93%	5.67%	18.45%	9.74%	5.50%	12.80%	3.07%	4.37%	3.33%	6.09%	8.93%	13.23%	10.65%	9.30%	9.91%	8.45%	10.53%	28.68%	9.88%	5.62%	12.82%	1.11%	12.47%	20.51%	5.12%	12.68%	32.93%	6.35%	7.22%	8.96%	1.32%	5.66%	16.15%	6.46%	1.87%	5.56%	6.50%	5.42%	9.62%	4.72%	23.48%	12.09%	12.45%	7.08%	4.27%	8.16%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	132	0	2	3	18	2	0	0	0	0	13	11	7	12	3	4	1	0	0	0	0	0	1	0	8	0	2	9	2	3	0	4	2	4	2	2	2	2	0	0	3	1	3	0	0	6					
		0.96%	0.00%	1.94%	1.54%	2.25%	0.32%	0.00%	0.00%	0.00%	0.00%	2.32%	1.46%	0.83%	1.72%	0.41%	1.41%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	1.71%	0.00%	1.20%	1.59%	2.06%	0.44%	0.00%	0.71%	1.24%	1.12%	1.87%	1.39%	0.36%	1.20%	0.00%	0.00%	0.45%	0.47%	1.10%	0.00%	0.00%	3.06%					
23	6.Политическая партия «Партия социальной справедливости»	20	0	0	2	0	2	0	3	0	0	5	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0					
		0.15%	0.00%	0.00%	1.03%	0.00%	0.32%	0.00%	1.46%	0.00%	0.00%	0.89%	0.13%	0.00%	0.14%	0.14%	0.00%	0.00%	0.78%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.29%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1022	17	0	10	58	52	1	17	5	2	56	53	74	56	71	24	11	10	1	3	7	7	32	4	41	4	11	49	5	80	6	22	15	25	3	8	32	12	9	6	52	16	27	7	7	14					
		7.47%	8.76%	0.00%	5.13%	7.25%	8.32%	0.61%	8.25%	5.56%	1.74%	10.00%	7.01%	8.76%	8.01%	9.63%	8.45%	5.79%	7.75%	0.62%	3.37%	8.97%	7.78%	7.39%	3.42%	8.74%	5.63%	6.59%	8.64%	5.15%	11.75%	7.89%	3.89%	9.32%	7.02%	2.80%	5.56%	5.78%	7.23%	8.65%	5.66%	7.73%	7.44%	9.89%	6.19%	4.27%	7.14%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	675	5	1	14	34	44	1	4	1	1	31	50	60	30	55	12	9	5	4	1	3	2	13	4	19	8	10	39	0	37	5	27	11	12	7	7	34	3	2	2	20	15	10	6	10	7					
		4.93%	2.58%	0.97%	7.18%	4.25%	7.04%	0.61%	1.94%	1.11%	0.87%	5.54%	6.61%	7.10%	4.29%	7.46%	4.23%	4.74%	3.88%	2.47%	1.12%	3.85%	2.22%	3.00%	3.42%	4.05%	11.27%	5.99%	6.88%	0.00%	5.43%	6.58%	4.78%	6.83%	3.37%	6.54%	4.86%	6.14%	1.81%	1.92%	1.89%	2.97%	6.98%	3.66%	5.31%	6.10%	3.57%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	70	0	1	2	6	7	1	1	0	0	5	2	3	2	3	6	0	1	0	1	0	0	1	0	6	0	0	5	1	3	0	2	4	1	1	0	0	0	0	0	3	2	0	0	0	0					
		0.51%	0.00%	0.97%	1.03%	0.75%	1.12%	0.61%	0.49%	0.00%	0.00%	0.89%	0.26%	0.36%	0.29%	0.41%	2.11%	0.00%	0.78%	0.00%	1.12%	0.00%	0.00%	0.23%	0.00%	1.28%	0.00%	0.00%	0.88%	1.03%	0.44%	0.00%	0.35%	2.48%	0.28%	0.93%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.93%	0.00%	0.00%	0.00%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	9704	157	75	137	575	414	151	148	81	102	361	517	583	514	489	199	141	71	139	78	54	79	318	81	332	45	82	398	76	448	59	437	89	267	88	111	407	130	81	89	403	149	191	86	134	138					
		70.91%	80.93%	72.82%	70.26%	71.88%	66.24%	92.64%	71.84%	90.00%	88.70%	64.46%	68.39%	68.99%	73.53%	66.35%	70.07%	74.21%	55.04%	85.80%	87.64%	69.23%	87.78%	73.44%	69.23%	70.79%	63.38%	49.10%	70.19%	78.35%	65.79%	77.63%	77.35%	55.28%	75.00%	82.24%	77.08%	73.47%	78.31%	77.88%	83.96%	59.88%	69.30%	69.96%	76.11%	81.71%	70.41%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	47	0	0	3	4	1	0	0	0	0	2	0	6	2	2	0	0	0	0	0	0	0	4	0	0	0	0	3	0	4	0	3	2	2	0	1	3	1	0	0	1	1	1	0	1	0					
		0.34%	0.00%	0.00%	1.54%	0.50%	0.16%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.71%	0.29%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.92%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.59%	0.00%	0.53%	1.24%	0.56%	0.00%	0.69%	0.54%	0.60%	0.00%	0.00%	0.15%	0.47%	0.37%	0.00%	0.61%	0.00%					
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
