Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																						
Дата голосования: 02.12.2007																						
																						
Наименование Избирательной комиссии:    Шаховская																						
																						
Сводная таблица результатов выборов																						
																						
		Сумма	УИК №3129	УИК №3130	УИК №3131	УИК №3132	УИК №3133	УИК №3134	УИК №3135	УИК №3136	УИК №3137	УИК №3138	УИК №3139	УИК №3140	УИК №3141	УИК №3142	УИК №3143					
20	3.Политическая партия «Демократическая партия России»	12	3	3	0	2	0	0	1	0	0	0	0	0	1	0	2					
		0.11%	0.28%	0.28%	0.00%	0.19%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%	0.35%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1174	152	138	175	116	65	60	63	40	15	28	54	85	86	45	52					
		11.19%	14.30%	13.06%	16.51%	11.26%	14.35%	11.76%	10.05%	7.98%	4.93%	5.37%	9.87%	10.64%	8.44%	10.56%	9.11%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	96	21	13	17	10	0	4	2	7	4	1	4	4	5	2	2					
		0.92%	1.98%	1.23%	1.60%	0.97%	0.00%	0.78%	0.32%	1.40%	1.32%	0.19%	0.73%	0.50%	0.49%	0.47%	0.35%					
23	6.Политическая партия «Партия социальной справедливости»	22	3	2	0	0	1	3	5	1	0	0	2	1	2	0	2					
		0.21%	0.28%	0.19%	0.00%	0.00%	0.22%	0.59%	0.80%	0.20%	0.00%	0.00%	0.37%	0.13%	0.20%	0.00%	0.35%					
24	7.Политическая партия «Либерально-демократическая партия России»	949	94	96	76	107	57	40	47	46	16	32	58	73	109	38	60					
		9.05%	8.84%	9.08%	7.17%	10.39%	12.58%	7.84%	7.50%	9.18%	5.26%	6.14%	10.60%	9.14%	10.70%	8.92%	10.51%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	803	88	91	92	84	36	49	36	39	22	17	41	56	87	25	40					
		7.66%	8.28%	8.61%	8.68%	8.16%	7.95%	9.61%	5.74%	7.78%	7.24%	3.26%	7.50%	7.01%	8.54%	5.87%	7.01%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	108	20	8	7	14	7	7	8	2	4	2	3	3	15	2	6					
		1.03%	1.88%	0.76%	0.66%	1.36%	1.55%	1.37%	1.28%	0.40%	1.32%	0.38%	0.55%	0.38%	1.47%	0.47%	1.05%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	6593	609	618	617	620	237	316	429	340	227	416	354	537	641	286	346					
		62.86%	57.29%	58.47%	58.21%	60.19%	52.32%	61.96%	68.42%	67.86%	74.67%	79.85%	64.72%	67.21%	62.90%	67.14%	60.60%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	100	8	14	14	15	12	1	2	2	2	3	5	7	9	0	6					
		0.95%	0.75%	1.32%	1.32%	1.46%	2.65%	0.20%	0.32%	0.40%	0.66%	0.58%	0.91%	0.88%	0.88%	0.00%	1.05%					
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
