Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																																							
Дата голосования: 02.12.2007																																																																																							
																																																																																							
Наименование Избирательной комиссии:    Искитимская																																																																																							
																																																																																							
Сводная таблица результатов выборов																																																																																							
																																																																																							
		Сумма	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327					
		9.77%	11.80%	12.27%	14.46%	12.90%	13.88%	18.14%	13.24%	11.11%	10.78%	12.94%	11.26%	9.43%	8.08%	4.39%	8.53%	6.62%	5.26%	7.44%	9.40%	6.30%	5.24%	6.72%	7.36%	9.48%	12.21%	8.22%	11.41%	9.68%	4.67%	6.29%	4.38%	4.23%	7.65%	2.25%	8.33%	10.32%	7.04%	11.36%	8.85%	1.42%	10.67%	3.33%	7.04%	5.30%	5.07%	1.11%	13.66%	12.02%	6.47%	12.09%	8.73%	8.55%	5.13%	8.15%	10.34%	13.99%	15.22%	7.41%	7.18%	5.65%	6.32%	1.68%	9.96%	8.99%	6.57%	4.49%	9.81%	13.16%	7.26%	8.85%	7.04%	7.91%	10.39%	2.90%	3.31%	7.83%	10.63%	19.11%	8.38%	8.76%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2578	109	104	89	139	112	103	85	117	105	94	80	29	37	16	14	6	12	9	35	46	13	4	29	14	4	1	1	1	27	39	1	1	41	0	5	3	34	4	1	7	73	10	5	13	36	1	10	5	25	84	49	27	15	92	28	12	10	78	45	8	3	11	59	19	19	6	42	10	9	5	18	27	29	40	6	26	3	6	36	7					
		7.46%	10.72%	10.55%	10.14%	11.56%	12.24%	7.66%	9.45%	12.38%	12.57%	10.40%	8.92%	4.48%	4.98%	4.68%	3.62%	4.41%	5.26%	4.19%	5.14%	5.17%	6.19%	2.99%	4.75%	3.02%	2.33%	1.37%	0.67%	1.08%	3.82%	6.82%	0.63%	0.28%	10.12%	0.00%	2.45%	2.38%	7.25%	4.55%	0.88%	4.96%	16.94%	6.67%	7.04%	8.61%	7.02%	1.11%	6.21%	2.73%	6.74%	7.69%	10.19%	6.41%	19.23%	9.87%	5.68%	3.50%	4.35%	8.25%	7.18%	6.45%	3.16%	9.24%	5.88%	7.12%	5.67%	6.74%	5.08%	3.29%	5.03%	2.21%	8.45%	5.77%	7.00%	14.49%	4.96%	7.83%	1.88%	3.82%	9.42%	2.55%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	237	3	8	8	15	3	10	4	5	5	7	7	6	4	1	0	3	0	2	9	7	1	0	2	3	0	1	2	0	13	3	0	2	0	0	0	1	2	0	1	2	1	0	0	2	9	1	2	2	1	9	3	1	3	6	6	1	1	6	2	0	2	0	3	0	3	0	7	2	1	3	2	5	4	0	3	2	0	0	3	1					
		0.69%	0.29%	0.81%	0.91%	1.25%	0.33%	0.74%	0.44%	0.53%	0.60%	0.77%	0.78%	0.93%	0.54%	0.29%	0.00%	2.21%	0.00%	0.93%	1.32%	0.79%	0.48%	0.00%	0.33%	0.65%	0.00%	1.37%	1.34%	0.00%	1.84%	0.52%	0.00%	0.56%	0.00%	0.00%	0.00%	0.79%	0.43%	0.00%	0.88%	1.42%	0.23%	0.00%	0.00%	1.32%	1.75%	1.11%	1.24%	1.09%	0.27%	0.82%	0.62%	0.24%	3.85%	0.64%	1.22%	0.29%	0.43%	0.63%	0.32%	0.00%	2.11%	0.00%	0.30%	0.00%	0.90%	0.00%	0.85%	0.66%	0.56%	1.33%	0.94%	1.07%	0.97%	0.00%	2.48%	0.60%	0.00%	0.00%	0.79%	0.36%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	22208	586	566	493	673	497	755	470	536	491	537	557	433	520	284	277	101	164	156	400	589	134	91	396	316	103	62	117	81	443	375	129	302	285	72	164	90	336	58	94	106	207	120	52	94	375	64	105	132	279	701	311	291	45	594	332	254	158	604	387	97	72	56	628	166	259	63	525	206	132	162	136	318	249	209	87	238	115	72	267	207					
		64.27%	57.62%	57.40%	56.15%	55.99%	54.32%	56.13%	52.28%	56.72%	58.80%	59.40%	62.10%	66.92%	69.99%	83.04%	71.58%	74.26%	71.93%	72.56%	58.74%	66.25%	63.81%	67.91%	64.81%	68.10%	59.88%	84.93%	78.52%	87.10%	62.66%	65.56%	80.63%	85.07%	70.37%	80.90%	80.39%	71.43%	71.64%	65.91%	83.19%	75.18%	48.03%	80.00%	73.24%	62.25%	73.10%	71.11%	65.22%	72.13%	75.20%	64.19%	64.66%	69.12%	57.69%	63.73%	67.34%	74.05%	68.70%	63.92%	61.72%	78.23%	75.79%	47.06%	62.55%	62.17%	77.31%	70.79%	63.56%	67.76%	73.74%	71.68%	63.85%	67.95%	60.14%	75.72%	71.90%	71.69%	71.88%	45.86%	69.90%	75.55%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	206	8	10	7	10	7	13	11	11	7	9	15	2	2	0	1	1	0	1	8	0	0	1	5	1	0	0	0	1	6	5	2	2	1	0	0	2	0	1	0	0	0	0	1	2	2	0	2	0	2	5	2	0	0	5	0	2	0	7	0	0	1	1	1	0	1	0	5	0	0	0	3	4	4	0	2	1	1	1	0	1					
		0.60%	0.79%	1.01%	0.80%	0.83%	0.77%	0.97%	1.22%	1.16%	0.84%	0.99%	1.67%	0.31%	0.27%	0.00%	0.26%	0.74%	0.00%	0.47%	1.17%	0.00%	0.00%	0.75%	0.82%	0.22%	0.00%	0.00%	0.00%	1.08%	0.85%	0.87%	1.25%	0.56%	0.25%	0.00%	0.00%	1.59%	0.00%	1.14%	0.00%	0.00%	0.00%	0.00%	1.41%	1.32%	0.39%	0.00%	1.24%	0.00%	0.54%	0.46%	0.42%	0.00%	0.00%	0.54%	0.00%	0.58%	0.00%	0.74%	0.00%	0.00%	1.05%	0.84%	0.10%	0.00%	0.30%	0.00%	0.61%	0.00%	0.00%	0.00%	1.41%	0.85%	0.97%	0.00%	1.65%	0.30%	0.63%	0.64%	0.00%	0.36%					
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
