Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																									
Дата голосования: 07.12.2003 0:00:00																									
																									
Наименование Избирательной комиссии:    Шарьинская городская																									
																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																									
																									
		Сумма	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672					
		0.87%	0.58%	1.00%	0.87%	1.24%	1.08%	1.00%	0.47%	1.35%	0.94%	0.99%	0.66%	1.05%	0.80%	0.70%	0.35%	0.42%	0.67%	1.04%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	272	3	23	26	21	11	4	1	5	8	13	28	51	14	10	13	15	15	11					
		1.88%	0.43%	1.77%	1.74%	1.73%	1.49%	0.80%	0.47%	0.96%	1.89%	1.85%	2.64%	3.85%	1.25%	1.76%	1.54%	2.11%	2.51%	2.30%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	341	16	33	34	42	20	20	9	14	7	14	22	28	22	14	16	17	6	7					
		2.36%	2.34%	2.55%	2.27%	3.47%	2.72%	4.03%	4.28%	2.70%	1.65%	1.99%	2.08%	2.11%	1.97%	2.46%	1.90%	2.40%	1.00%	1.46%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	710	33	66	92	69	26	9	6	24	22	33	50	94	57	29	36	28	20	16					
		4.91%	4.83%	5.10%	6.15%	5.71%	3.53%	1.81%	2.85%	4.63%	5.21%	4.70%	4.73%	7.10%	5.12%	5.11%	4.27%	3.95%	3.35%	3.34%					
22	"5. ""За Русь Святую"""	83	6	6	2	4	7	6	1	9	3	4	8	5	8	4	1	2	6	1					
		0.57%	0.87%	0.46%	0.13%	0.33%	0.95%	1.20%	0.47%	1.73%	0.71%	0.57%	0.75%	0.37%	0.71%	0.70%	0.11%	0.28%	1.00%	0.20%					
23	"6. ""Объединенная Российская партия ""Русь"""	33	4	1	7	0	1	0	0	0	2	3	3	2	2	1	2	1	3	1					
		0.22%	0.58%	0.07%	0.46%	0.0%	0.13%	0.0%	0.0%	0.0%	0.47%	0.42%	0.28%	0.15%	0.17%	0.17%	0.23%	0.14%	0.50%	0.20%					
24	"7. ""Новый курс - Автомобильная Россия"""	76	3	5	4	5	5	2	0	3	2	3	8	7	8	3	7	5	5	1					
		0.52%	0.43%	0.38%	0.26%	0.41%	0.68%	0.40%	0.0%	0.57%	0.47%	0.42%	0.75%	0.52%	0.71%	0.52%	0.83%	0.70%	0.83%	0.20%					
25	"8. ""Народно-республиканская партия России"""	16	2	0	1	0	1	2	0	0	2	1	1	1	1	0	2	1	1	0					
		0.11%	0.29%	0.0%	0.06%	0.0%	0.13%	0.40%	0.0%	0.0%	0.47%	0.14%	0.09%	0.07%	0.08%	0.0%	0.23%	0.14%	0.16%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	25	1	1	2	3	1	1	0	3	0	0	1	3	0	3	2	1	1	2					
		0.17%	0.14%	0.07%	0.13%	0.24%	0.13%	0.20%	0.0%	0.57%	0.0%	0.0%	0.09%	0.22%	0.0%	0.52%	0.23%	0.14%	0.16%	0.41%					
27	"10. ""Аграрная партия России"""	738	37	72	80	50	30	19	16	44	18	41	57	71	51	23	32	52	25	20					
		5.11%	5.42%	5.56%	5.35%	4.14%	4.08%	3.83%	7.61%	8.49%	4.26%	5.84%	5.39%	5.36%	4.58%	4.05%	3.80%	7.34%	4.19%	4.18%					
28	"11. ""Истинные патриоты России"""	5	0	1	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0					
		0.03%	0.0%	0.07%	0.0%	0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.07%	0.0%	0.35%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	313	18	18	35	26	17	7	3	8	11	21	21	29	23	9	22	13	17	15					
		2.16%	2.63%	1.39%	2.34%	2.15%	2.31%	1.41%	1.42%	1.54%	2.60%	2.99%	1.98%	2.19%	2.06%	1.58%	2.61%	1.83%	2.85%	3.13%					
30	"13. ""Демократическая партия России"""	16	1	0	2	2	1	2	1	0	0	1	1	1	1	2	0	0	1	0					
		0.11%	0.14%	0.0%	0.13%	0.16%	0.13%	0.40%	0.47%	0.0%	0.0%	0.14%	0.09%	0.07%	0.08%	0.35%	0.0%	0.0%	0.16%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	22	1	2	3	4	3	1	0	2	0	0	0	3	0	1	0	2	0	0					
		0.15%	0.14%	0.15%	0.20%	0.33%	0.40%	0.20%	0.0%	0.38%	0.0%	0.0%	0.0%	0.22%	0.0%	0.17%	0.0%	0.28%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	9	1	0	0	0	1	0	0	1	1	1	4	0	0	0	0	0	0	0					
		0.06%	0.14%	0.0%	0.0%	0.0%	0.13%	0.0%	0.0%	0.19%	0.23%	0.14%	0.37%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1975	93	149	226	141	89	57	21	84	51	87	180	218	176	75	126	56	88	58					
		13.67%	13.63%	11.52%	15.12%	11.68%	12.10%	11.49%	10.0%	16.21%	12.08%	12.41%	17.02%	16.47%	15.82%	13.22%	14.96%	7.90%	14.76%	12.13%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	25	0	1	2	1	2	1	0	0	2	1	4	1	1	1	1	4	3	0					
		0.17%	0.0%	0.07%	0.13%	0.08%	0.27%	0.20%	0.0%	0.0%	0.47%	0.14%	0.37%	0.07%	0.08%	0.17%	0.11%	0.56%	0.50%	0.0%					
35	"18. ""ЛДПР"""	2098	96	208	223	160	96	81	23	51	76	100	110	163	176	90	137	128	100	80					
		14.52%	14.07%	16.08%	14.92%	13.25%	13.06%	16.33%	10.95%	9.84%	18.00%	14.26%	10.40%	12.32%	15.82%	15.87%	16.27%	18.07%	16.77%	16.73%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	337	9	43	22	29	19	17	7	13	12	16	20	33	31	13	14	19	12	8					
		2.33%	1.31%	3.32%	1.47%	2.40%	2.58%	3.42%	3.33%	2.50%	2.84%	2.28%	1.89%	2.49%	2.78%	2.29%	1.66%	2.68%	2.01%	1.67%					
37	"20. ""Политическая партия ""Единая Россия"""	4882	232	441	482	413	266	169	88	171	153	243	343	390	368	200	301	237	190	195					
		33.80%	34.01%	34.10%	32.26%	34.21%	36.19%	34.07%	41.90%	33.01%	36.25%	34.66%	32.45%	29.47%	33.09%	35.27%	35.74%	33.47%	31.87%	40.79%					
38	"21. ""Российская Конституционно-демократическая партия"""	28	1	2	6	4	0	3	0	0	0	1	3	1	2	1	1	3	0	0					
		0.19%	0.14%	0.15%	0.40%	0.33%	0.0%	0.60%	0.0%	0.0%	0.0%	0.14%	0.28%	0.07%	0.17%	0.17%	0.11%	0.42%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	33	1	2	1	1	2	0	0	2	2	1	5	2	3	2	5	2	1	1					
		0.22%	0.14%	0.15%	0.06%	0.08%	0.27%	0.0%	0.0%	0.38%	0.47%	0.14%	0.47%	0.15%	0.26%	0.35%	0.59%	0.28%	0.16%	0.20%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1656	84	155	155	152	92	70	25	61	35	77	134	159	119	52	81	82	79	44					
		11.46%	12.31%	11.98%	10.37%	12.59%	12.51%	14.11%	11.90%	11.77%	8.29%	10.98%	12.67%	12.01%	10.70%	9.17%	9.61%	11.58%	13.25%	9.20%					
																									
41	Против всех	491	33	41	66	41	26	17	5	11	9	25	38	41	35	23	27	31	16	6					
		3.40%	4.83%	3.17%	4.41%	3.39%	3.53%	3.42%	2.38%	2.12%	2.13%	3.56%	3.59%	3.09%	3.14%	4.05%	3.20%	4.37%	2.68%	1.25%					
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
