Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																				
Дата голосования: 02.12.2007																																																				
																																																				
Наименование Избирательной комиссии:    Морозовская районная																																																				
																																																				
Сводная таблица результатов выборов																																																				
																																																				
		Сумма	УИК №1083	УИК №1084	УИК №1085	УИК №1086	УИК №1088	УИК №1089	УИК №1090	УИК №1091	УИК №1092	УИК №1093	УИК №1094	УИК №1095	УИК №1096	УИК №1097	УИК №1098	УИК №1099	УИК №1100	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1148	УИК №1243	УИК №2539	УИК №2540					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	650	20	20	20	20	20	20	20	20	40	20	20	35	20	10	10	10	10	10	15	10	10	10	10	10	10	10	20	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	321	15	8	11	15	8	13	10	5	30	12	11	28	17	9	1	1	6	0	12	0	2	6	1	6	5	4	20	0	0	0	7	5	4	1	4	10	0	4	10	8	0	6	5	0	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	158	8	2	7	11	9	33	0	2	2	9	6	3	12	4	1	3	1	0	12	0	0	1	2	1	0	1	2	0	0	1	1	2	4	2	2	2	0	2	3	1	2	3	1	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	329	5	12	9	5	12	7	10	15	10	8	9	7	3	1	9	9	4	10	3	10	8	4	9	4	5	6	0	10	10	10	3	5	6	9	6	0	10	6	0	2	10	14	15	10	9					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																				
18	1.Политическая партия «Аграрная партия России»	310	0	14	12	4	11	5	6	10	19	16	15	17	7	4	3	3	2	1	17	2	6	0	2	8	2	12	2	0	0	1	20	12	12	7	2	20	5	1	6	1	2	0	16	3	2					
		1.17%	0.00%	1.39%	1.14%	0.45%	1.31%	0.64%	0.49%	0.79%	1.11%	1.33%	1.16%	1.73%	0.57%	0.56%	0.77%	0.67%	0.56%	1.49%	2.81%	0.68%	4.08%	0.00%	0.95%	2.43%	0.85%	4.49%	0.36%	0.00%	0.00%	1.19%	4.91%	2.49%	2.13%	2.26%	0.53%	3.51%	2.53%	0.32%	0.70%	0.28%	0.47%	0.00%	2.04%	3.85%	1.16%					
19	2.Всероссийская политическая партия «Гражданская Сила»	88	2	3	3	7	4	1	4	6	6	6	13	12	6	0	0	1	0	0	2	0	0	1	0	1	0	0	0	0	0	0	4	0	0	1	0	1	0	0	1	0	0	0	3	0	0					
		0.33%	0.20%	0.30%	0.28%	0.78%	0.48%	0.13%	0.33%	0.47%	0.35%	0.50%	1.01%	1.22%	0.49%	0.00%	0.00%	0.22%	0.00%	0.00%	0.33%	0.00%	0.00%	0.30%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.98%	0.00%	0.00%	0.32%	0.00%	0.18%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	14	0	2	0	1	0	0	1	0	1	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0					
		0.05%	0.00%	0.20%	0.00%	0.11%	0.00%	0.00%	0.08%	0.00%	0.06%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.57%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2138	108	102	106	87	150	45	144	137	91	100	138	145	120	46	26	15	6	1	27	21	4	25	9	16	10	15	24	1	1	3	17	12	24	11	14	56	8	4	38	11	15	110	88	2	5					
		8.07%	10.93%	10.16%	10.04%	9.72%	17.92%	5.80%	11.80%	10.81%	5.32%	8.30%	10.70%	14.78%	9.79%	6.41%	6.67%	3.37%	1.68%	1.49%	4.46%	7.17%	2.72%	7.42%	4.29%	4.86%	4.24%	5.62%	4.36%	0.93%	1.79%	3.57%	4.18%	2.49%	4.26%	3.55%	3.69%	9.82%	4.04%	1.28%	4.43%	3.13%	3.51%	11.51%	11.22%	2.56%	2.89%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	25	2	0	0	2	2	0	1	0	2	1	0	3	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	1	0	0	0	3	0	0					
		0.09%	0.20%	0.00%	0.00%	0.22%	0.24%	0.00%	0.08%	0.00%	0.12%	0.08%	0.00%	0.31%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.51%	0.00%	0.12%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	33	1	0	4	1	1	0	3	0	1	2	2	4	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	2	1	1	0	0	0	0	1	2	1	0					
		0.12%	0.10%	0.00%	0.38%	0.11%	0.12%	0.00%	0.25%	0.00%	0.06%	0.17%	0.16%	0.41%	0.08%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.32%	0.53%	0.18%	0.51%	0.00%	0.00%	0.00%	0.00%	0.10%	0.26%	1.28%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1189	7	32	42	36	58	32	86	38	147	45	22	110	45	12	5	14	11	2	39	11	4	6	2	24	6	17	4	1	2	2	35	10	23	7	4	42	6	0	29	16	0	70	81	1	3					
		4.49%	0.71%	3.19%	3.98%	4.02%	6.93%	4.12%	7.05%	2.99%	8.59%	3.73%	1.71%	11.21%	3.67%	1.67%	1.28%	3.15%	3.08%	2.99%	6.44%	3.75%	2.72%	1.78%	0.95%	7.29%	2.54%	6.37%	0.73%	0.93%	3.57%	2.38%	8.60%	2.07%	4.08%	2.26%	1.06%	7.37%	3.03%	0.00%	3.38%	4.56%	0.00%	7.32%	10.33%	1.28%	1.73%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	913	8	27	22	28	81	49	105	37	68	58	14	152	3	8	1	10	8	0	21	2	0	0	5	12	3	5	8	1	3	1	18	15	5	10	8	23	0	0	3	0	5	0	83	0	3					
		3.44%	0.81%	2.69%	2.08%	3.13%	9.68%	6.31%	8.61%	2.92%	3.97%	4.81%	1.09%	15.49%	0.24%	1.11%	0.26%	2.25%	2.24%	0.00%	3.47%	0.68%	0.00%	0.00%	2.38%	3.65%	1.27%	1.87%	1.45%	0.93%	5.36%	1.19%	4.42%	3.11%	0.89%	3.23%	2.11%	4.04%	0.00%	0.00%	0.35%	0.00%	1.17%	0.00%	10.59%	0.00%	1.73%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	116	1	3	5	1	9	1	5	9	9	1	1	15	2	1	2	0	1	0	0	2	0	0	0	4	1	0	4	0	1	0	5	1	2	2	3	3	0	0	0	3	5	10	4	0	0					
		0.44%	0.10%	0.30%	0.47%	0.11%	1.08%	0.13%	0.41%	0.71%	0.53%	0.08%	0.08%	1.53%	0.16%	0.14%	0.51%	0.00%	0.28%	0.00%	0.00%	0.68%	0.00%	0.00%	0.00%	1.22%	0.42%	0.00%	0.73%	0.00%	1.79%	0.00%	1.23%	0.21%	0.35%	0.65%	0.79%	0.53%	0.00%	0.00%	0.00%	0.85%	1.17%	1.05%	0.51%	0.00%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	21475	850	813	855	718	511	634	852	1013	1350	974	1072	502	1025	647	351	401	325	63	492	250	133	304	192	260	213	218	501	105	49	77	299	431	488	270	342	422	177	305	778	318	399	764	503	71	158					
		81.02%	86.03%	80.98%	80.97%	80.22%	61.05%	81.70%	69.84%	79.95%	78.86%	80.83%	83.10%	51.17%	83.61%	90.11%	90.00%	90.11%	91.04%	94.03%	81.19%	85.32%	90.48%	90.21%	91.43%	79.03%	90.25%	81.65%	91.09%	97.22%	87.50%	91.67%	73.46%	89.42%	86.52%	87.10%	90.24%	74.04%	89.39%	97.76%	90.68%	90.60%	93.44%	79.92%	64.16%	91.03%	91.33%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	94	3	7	6	4	7	2	5	8	10	2	6	7	8	0	0	0	1	0	6	0	0	1	0	3	0	0	0	0	0	0	2	0	0	1	2	1	0	1	0	0	0	0	0	0	1					
		0.35%	0.30%	0.70%	0.57%	0.45%	0.84%	0.26%	0.41%	0.63%	0.58%	0.17%	0.47%	0.71%	0.65%	0.00%	0.00%	0.00%	0.28%	0.00%	0.99%	0.00%	0.00%	0.30%	0.00%	0.91%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.49%	0.00%	0.00%	0.32%	0.53%	0.18%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.58%					
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
