Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																			
Дата голосования: 18.09.2016																																			
																																			
Наименование Избирательной комиссии:    Любимская																																			
																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																			
																																			
		Сумма	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512									
		0.60%	0.55%	0.63%	0.32%	0.69%	0.00%	0.69%	0.00%	1.26%	0.00%	0.00%	0.00%	0.00%	0.47%	0.80%	0.00%	0.00%	0.00%	3.49%	1.57%	0.00%	0.00%	0.80%	2.08%	0.89%									
24	"6. Политическая партия ""Гражданская Платформа"""	17	0	1	3	0	1	1	0	0	1	0	0	0	0	1	1	3	2	0	0	2	0	1	0	0									
		0.34%	0.00%	0.21%	0.97%	0.00%	0.25%	0.35%	0.00%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	0.20%	1.39%	2.42%	1.44%	0.00%	0.00%	2.35%	0.00%	0.40%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1121	53	99	100	118	90	91	32	63	33	8	13	16	45	123	16	33	27	10	25	23	21	38	21	23									
		22.42%	29.28%	20.80%	32.36%	20.31%	22.67%	31.49%	28.07%	19.87%	16.26%	10.00%	22.03%	16.84%	21.13%	24.45%	22.22%	26.61%	19.42%	11.63%	19.69%	27.06%	22.83%	15.20%	21.88%	20.54%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	27	1	3	0	6	3	1	1	0	0	0	0	0	1	7	1	0	0	0	0	0	0	1	0	2									
		0.54%	0.55%	0.63%	0.00%	1.03%	0.76%	0.35%	0.88%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	1.39%	1.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	1.79%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	25	1	4	3	4	1	2	1	2	0	0	1	0	1	2	1	0	0	0	2	0	0	0	0	0									
		0.50%	0.55%	0.84%	0.97%	0.69%	0.25%	0.69%	0.88%	0.63%	0.00%	0.00%	1.69%	0.00%	0.47%	0.40%	1.39%	0.00%	0.00%	0.00%	1.57%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	9	0	1	0	0	1	1	0	0	2	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0									
		0.18%	0.00%	0.21%	0.00%	0.00%	0.25%	0.35%	0.00%	0.00%	0.99%	0.00%	0.00%	1.05%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.79%	0.00%	1.09%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	44	3	4	5	4	9	4	1	0	1	0	4	2	1	1	0	2	0	0	0	0	1	2	0	0									
		0.88%	1.66%	0.84%	1.62%	0.69%	2.27%	1.38%	0.88%	0.00%	0.49%	0.00%	6.78%	2.11%	0.47%	0.20%	0.00%	1.61%	0.00%	0.00%	0.00%	0.00%	1.09%	0.80%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	799	16	70	46	118	71	44	6	45	27	8	3	11	42	153	11	10	25	10	14	10	2	27	17	13									
		15.98%	8.84%	14.71%	14.89%	20.31%	17.88%	15.22%	5.26%	14.20%	13.30%	10.00%	5.08%	11.58%	19.72%	30.42%	15.28%	8.06%	17.99%	11.63%	11.02%	11.76%	2.17%	10.80%	17.71%	11.61%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	8	1	1	0	0	2	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0									
		0.16%	0.55%	0.21%	0.00%	0.00%	0.50%	0.00%	0.88%	0.32%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.79%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	163	5	22	11	32	22	10	7	5	5	5	2	1	6	10	1	2	3	0	4	1	2	4	3	0									
		3.26%	2.76%	4.62%	3.56%	5.51%	5.54%	3.46%	6.14%	1.58%	2.46%	6.25%	3.39%	1.05%	2.82%	1.99%	1.39%	1.61%	2.16%	0.00%	3.15%	1.18%	2.17%	1.60%	3.13%	0.00%									
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
