Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																							
Дата голосования: 02.12.2007																																							
																																							
Наименование Избирательной комиссии:    Сланцевская																																							
																																							
Сводная таблица результатов выборов																																							
																																							
		Сумма	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837					
		0.11%	0.00%	0.15%	0.00%	0.00%	0.27%	0.14%	0.00%	0.00%	0.00%	0.00%	0.15%	0.12%	0.39%	0.12%	0.00%	0.00%	0.12%	0.00%	0.24%	0.00%	0.15%	0.00%	0.00%	0.48%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2355	51	83	34	14	110	77	119	127	90	86	86	92	113	132	112	94	105	118	110	59	58	95	114	79	59	1	26	65	7	4	28	7					
		12.38%	10.28%	12.12%	9.69%	6.54%	14.61%	11.13%	14.97%	16.98%	12.31%	13.29%	12.63%	11.15%	14.56%	16.06%	15.45%	13.15%	12.54%	14.06%	13.45%	11.11%	8.53%	14.82%	15.04%	12.60%	6.73%	0.72%	7.90%	13.46%	1.66%	5.80%	11.20%	9.59%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	152	1	4	3	0	10	7	2	9	12	6	5	9	11	6	6	9	4	3	5	4	9	8	3	2	4	2	1	2	4	0	1	0					
		0.80%	0.20%	0.58%	0.85%	0.00%	1.33%	1.01%	0.25%	1.20%	1.64%	0.93%	0.73%	1.09%	1.42%	0.73%	0.83%	1.26%	0.48%	0.36%	0.61%	0.75%	1.32%	1.25%	0.40%	0.32%	0.46%	1.44%	0.30%	0.41%	0.95%	0.00%	0.40%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	38	1	1	2	0	1	1	3	1	2	2	0	0	2	1	4	1	0	3	1	1	2	1	4	0	0	0	1	2	1	0	0	0					
		0.20%	0.20%	0.15%	0.57%	0.00%	0.13%	0.14%	0.38%	0.13%	0.27%	0.31%	0.00%	0.00%	0.26%	0.12%	0.55%	0.14%	0.00%	0.36%	0.12%	0.19%	0.29%	0.16%	0.53%	0.00%	0.00%	0.00%	0.30%	0.41%	0.24%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	2163	61	116	40	24	87	59	87	79	96	66	76	90	86	75	69	85	103	121	94	81	86	74	94	54	91	18	36	35	45	6	26	3					
		11.37%	12.30%	16.93%	11.40%	11.21%	11.55%	8.53%	10.94%	10.56%	13.13%	10.20%	11.16%	10.91%	11.08%	9.12%	9.52%	11.89%	12.31%	14.42%	11.49%	15.25%	12.65%	11.54%	12.40%	8.61%	10.38%	12.95%	10.94%	7.25%	10.66%	8.70%	10.40%	4.11%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2733	23	85	35	28	107	139	143	123	115	97	108	109	130	128	103	115	106	125	105	79	94	123	137	114	94	20	37	38	35	12	18	8					
		14.36%	4.64%	12.41%	9.97%	13.08%	14.21%	20.09%	17.99%	16.44%	15.73%	14.99%	15.86%	13.21%	16.75%	15.57%	14.21%	16.08%	12.66%	14.90%	12.84%	14.88%	13.82%	19.19%	18.07%	18.18%	10.72%	14.39%	11.25%	7.87%	8.29%	17.39%	7.20%	10.96%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	138	6	1	4	0	5	1	5	4	7	6	1	7	5	3	7	5	8	8	11	8	6	9	5	5	1	3	4	1	1	0	0	1					
		0.73%	1.21%	0.15%	1.14%	0.00%	0.66%	0.14%	0.63%	0.53%	0.96%	0.93%	0.15%	0.85%	0.64%	0.36%	0.97%	0.70%	0.96%	0.95%	1.34%	1.51%	0.88%	1.40%	0.66%	0.80%	0.11%	2.16%	1.22%	0.21%	0.24%	0.00%	0.00%	1.37%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	10386	331	364	218	138	388	370	405	367	363	342	366	468	387	409	385	372	465	414	430	276	401	292	350	325	574	85	209	317	312	45	166	52					
		54.58%	66.73%	53.14%	62.11%	64.49%	51.53%	53.47%	50.94%	49.06%	49.66%	52.86%	53.74%	56.73%	49.87%	49.76%	53.10%	52.03%	55.56%	49.34%	52.57%	51.98%	58.97%	45.55%	46.17%	51.83%	65.45%	61.15%	63.53%	65.63%	73.93%	65.22%	66.40%	71.23%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	164	3	7	3	4	9	7	1	9	7	3	4	10	7	12	6	4	6	13	10	2	3	12	7	6	6	0	0	1	0	0	1	1					
		0.86%	0.60%	1.02%	0.85%	1.87%	1.20%	1.01%	0.13%	1.20%	0.96%	0.46%	0.59%	1.21%	0.90%	1.46%	0.83%	0.56%	0.72%	1.55%	1.22%	0.38%	0.44%	1.87%	0.92%	0.96%	0.68%	0.00%	0.00%	0.21%	0.00%	0.00%	0.40%	1.37%					
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
