Выборы Президента Российской Федерации																																																																															
																																																																															
"Наименование Избирательной комиссии:    Челябинск, Курчатовская"																																																																															
																																																																															
Итоги голосования 																																																																															
																																																																															
		Сумма	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657					
12	Число выданных открепительных удостоверений	1387	14	15	18	15	9	11	29	14	21	12	16	14	20	13	14	11	12	17	17	20	25	10	39	27	22	25	24	16	11	16	19	25	24	25	27	13	14	27	17	7	9	22	12	15	15	12	17	15	19	15	22	20	20	18	19	12	20	14	26	16	3	0	29	35	21	20	24	35	23	19	3	112					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	945	8	18	13	17	17	14	12	15	11	5	13	8	12	15	14	7	8	14	12	17	15	23	12	19	12	12	20	13	11	6	7	10	13	27	20	13	11	19	5	5	20	9	12	22	16	6	7	11	25	23	17	6	14	10	18	4	7	9	14	9	12	8	15	10	7	24	18	17	20	21	11	0					
14	Число неиспользованных открепительных удостоверений	1143	16	25	22	15	21	19	11	26	19	18	24	16	10	17	16	19	18	13	13	20	15	30	1	13	18	15	16	24	29	14	21	5	6	15	13	17	16	13	13	23	21	8	18	15	25	18	13	15	21	15	8	10	20	12	11	28	20	16	4	24	17	20	11	15	9	10	6	5	7	11	17	18					
15	"Число открепительных удостоверений, выданных в ТИК"	108	0	0	2	1	2	2	4	0	0	1	2	2	1	0	2	1	0	5	3	1	6	0	3	1	0	3	6	3	1	2	1	1	3	1	2	1	1	3	1	0	0	1	1	3	4	1	0	3	0	3	1	3	5	1	1	1	2	0	1	1	1	0	1	3	0	0	1	0	1	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																															
18	. Глазьев Сергей Юрьевич	3821	48	53	58	32	44	41	64	68	32	35	36	57	58	53	38	43	39	50	45	68	52	69	69	63	58	71	62	57	83	53	67	42	49	81	72	67	43	85	51	50	56	37	41	51	44	58	74	51	71	37	44	63	61	66	41	61	62	42	50	55	19	28	54	82	57	51	49	64	54	52	8	32					
		4.58%	4.58%	3.96%	4.76%	3.67%	4.30%	3.79%	4.61%	4.78%	3.15%	4.13%	3.18%	5.21%	4.88%	5.05%	3.95%	4.27%	4.33%	4.17%	4.49%	5.35%	4.22%	4.64%	4.58%	4.34%	4.23%	5.35%	4.65%	4.05%	6.03%	4.53%	4.63%	3.61%	4.01%	5.48%	5.37%	5.66%	4.46%	5.87%	4.38%	7.65%	6.57%	5.40%	4.35%	4.57%	3.53%	5.12%	6.43%	4.45%	5.04%	3.48%	3.77%	5.47%	4.74%	5.33%	3.82%	4.89%	4.63%	4.18%	5.33%	4.34%	3.80%	6.02%	3.89%	5.08%	4.60%	3.84%	4.26%	4.38%	4.36%	4.90%	2.75%	2.09%					
19	. Малышкин Олег Александрович	1793	18	27	29	20	17	14	40	19	23	26	26	13	11	17	31	28	27	30	20	39	25	29	23	31	26	38	46	31	18	34	30	25	19	30	33	20	14	19	22	19	21	20	27	25	26	19	33	22	18	26	16	20	20	19	23	18	29	24	19	43	15	14	32	25	32	28	26	39	49	13	13	32					
		2.15%	1.72%	2.02%	2.38%	2.30%	1.66%	1.29%	2.88%	1.33%	2.26%	3.07%	2.30%	1.19%	0.93%	1.62%	3.22%	2.78%	3.00%	2.50%	1.99%	3.07%	2.03%	1.95%	1.53%	2.14%	1.90%	2.86%	3.45%	2.20%	1.31%	2.91%	2.07%	2.15%	1.55%	2.03%	2.46%	1.69%	1.45%	1.31%	1.89%	2.91%	2.46%	2.92%	2.86%	2.24%	2.08%	1.68%	2.87%	1.92%	1.28%	2.45%	1.37%	1.74%	1.56%	1.53%	2.14%	1.44%	2.17%	2.39%	2.03%	3.39%	3.00%	3.01%	2.31%	1.55%	2.58%	2.11%	2.26%	2.67%	3.95%	1.22%	4.47%	2.09%					
20	. Миронов Сергей Михайлович	851	10	14	7	13	11	11	15	24	15	8	5	9	14	15	8	10	6	7	7	14	11	11	18	21	11	13	9	6	14	10	17	8	9	18	7	8	8	16	10	5	7	5	14	11	12	10	19	21	10	9	15	11	16	17	12	9	21	7	13	8	5	3	18	14	11	16	15	20	24	13	1	11					
		1.02%	0.95%	1.05%	0.57%	1.49%	1.08%	1.02%	1.08%	1.69%	1.47%	0.94%	0.44%	0.82%	1.18%	1.43%	0.83%	0.99%	0.67%	0.58%	0.70%	1.10%	0.89%	0.74%	1.20%	1.45%	0.80%	0.98%	0.67%	0.43%	1.02%	0.85%	1.17%	0.69%	0.74%	1.22%	0.52%	0.68%	0.83%	1.11%	0.86%	0.76%	0.82%	0.73%	1.48%	0.99%	0.96%	0.88%	1.65%	1.83%	0.71%	0.85%	1.29%	0.95%	1.24%	1.37%	1.12%	0.72%	1.57%	0.70%	1.39%	0.63%	1.00%	0.65%	1.30%	0.87%	0.89%	1.20%	1.30%	1.37%	1.94%	1.22%	0.34%	0.72%					
21	. Путин Владимир Владимирович	57225	709	934	820	630	698	730	942	987	701	569	842	740	808	686	649	672	623	792	690	850	843	1005	991	960	936	884	910	909	876	782	960	789	861	995	899	802	664	966	803	417	555	466	632	726	849	747	760	756	989	737	805	787	899	840	720	833	913	702	643	924	341	313	1004	1163	846	950	818	1031	849	774	204	1325					
		68.52%	67.65%	69.81%	67.27%	72.33%	68.23%	67.41%	67.87%	69.31%	68.93%	67.10%	74.45%	67.58%	68.01%	65.40%	67.46%	66.73%	69.22%	66.06%	68.79%	66.82%	68.48%	67.63%	65.85%	66.16%	68.27%	66.62%	68.22%	64.65%	63.66%	66.84%	66.34%	67.90%	70.46%	67.28%	67.04%	67.74%	68.81%	66.76%	68.93%	63.76%	65.06%	68.03%	67.02%	65.11%	68.03%	65.99%	66.09%	66.03%	70.14%	69.40%	68.98%	68.32%	69.91%	67.85%	67.10%	66.80%	68.19%	69.92%	68.55%	72.93%	68.20%	67.31%	72.39%	72.10%	68.23%	71.48%	71.13%	70.62%	68.52%	72.88%	70.10%	86.38%					
22	. Хакамада Ирина Муцуовна	5308	71	68	81	52	55	77	103	84	54	54	54	83	73	67	53	57	44	87	44	82	69	101	95	95	87	73	83	96	91	88	118	91	71	104	90	77	50	112	75	43	63	54	57	64	68	92	84	94	109	64	91	95	90	84	102	92	81	81	68	45	28	17	60	71	76	89	76	82	75	65	16	23					
		6.36%	6.77%	5.08%	6.64%	5.97%	5.38%	7.11%	7.42%	5.90%	5.31%	6.37%	4.77%	7.58%	6.14%	6.39%	5.51%	5.66%	4.89%	7.26%	4.39%	6.45%	5.61%	6.80%	6.31%	6.55%	6.35%	5.50%	6.22%	6.83%	6.61%	7.52%	8.15%	7.83%	5.81%	7.03%	6.71%	6.50%	5.18%	7.74%	6.44%	6.57%	7.39%	7.88%	6.04%	5.74%	5.45%	8.13%	7.30%	8.21%	7.73%	6.03%	7.80%	8.25%	7.00%	6.79%	9.51%	7.38%	6.05%	8.07%	7.25%	3.55%	5.60%	3.66%	4.33%	4.40%	6.13%	6.70%	6.61%	5.62%	6.05%	6.12%	5.50%	1.50%					
23	. Харитонов Николай Михайлович	9844	126	175	155	69	139	143	163	148	118	105	111	143	160	160	120	144	119	166	146	150	177	183	242	206	174	191	145	211	196	129	175	148	153	177	156	156	140	161	139	87	112	64	117	169	166	132	128	136	142	117	134	120	120	117	100	153	149	103	106	119	76	74	114	170	147	123	94	129	123	97	36	51					
		11.79%	12.02%	13.08%	12.72%	7.92%	13.59%	13.20%	11.74%	10.39%	11.60%	12.38%	9.81%	13.06%	13.47%	15.25%	12.47%	14.30%	13.22%	13.84%	14.56%	11.79%	14.38%	12.31%	16.08%	14.20%	12.69%	14.39%	10.87%	15.01%	14.24%	11.03%	12.09%	12.74%	12.52%	11.97%	11.63%	13.18%	14.51%	11.13%	11.93%	13.30%	13.13%	9.34%	12.41%	15.16%	13.30%	11.66%	11.13%	11.88%	10.07%	11.02%	11.48%	10.42%	9.33%	9.45%	9.32%	12.27%	11.13%	10.26%	11.30%	9.39%	15.20%	15.91%	8.22%	10.54%	11.85%	9.26%	8.17%	8.84%	9.93%	9.13%	12.37%	3.32%					
																																																																															
24	Против всех	4022	60	55	46	41	54	56	55	87	65	41	49	44	50	44	50	45	34	59	45	56	41	72	64	67	73	48	67	80	85	65	72	49	47	65	71	46	42	75	59	25	35	33	45	56	71	65	49	65	65	60	57	51	75	83	64	68	80	41	33	59	12	10	84	71	66	62	64	90	52	39	12	56					
		4.82%	5.73%	4.11%	3.77%	4.71%	5.28%	5.17%	3.96%	6.11%	6.39%	4.83%	4.33%	4.02%	4.21%	4.19%	5.20%	4.47%	3.78%	4.92%	4.49%	4.40%	3.33%	4.85%	4.25%	4.62%	5.32%	3.62%	5.02%	5.69%	6.18%	5.56%	4.98%	4.22%	3.85%	4.39%	5.29%	3.89%	4.35%	5.18%	5.06%	3.82%	4.10%	4.82%	4.77%	5.02%	5.69%	5.74%	4.26%	5.68%	4.61%	5.65%	4.88%	4.43%	5.83%	6.70%	5.96%	5.45%	5.97%	4.08%	3.52%	4.66%	2.40%	2.15%	6.06%	4.40%	5.32%	4.67%	5.57%	6.16%	4.20%	3.67%	4.12%	3.65%					
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
