Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																		
Дата голосования: 18.09.2016																																																		
																																																		
Наименование Избирательной комиссии:    Козловская																																																		
																																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																																		
																																																		
		Сумма	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	360	8	8	10	10	5	9	6	15	10	11	5	2	12	5	6	12	16	6	15	12	5	6	13	5	10	12	10	5	5	15	8	7	15	16	15	9	10	4	7									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	347	8	7	9	9	3	9	3	15	10	11	5	2	12	5	6	12	16	6	15	11	5	6	13	5	10	12	10	5	1	15	8	7	15	16	15	9	10	4	7									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	97	1	2	2	3	6	8	1	3	4	1	2	0	6	3	1	4	5	1	12	4	1	2	2	1	2	2	1	2	1	0	1	6	1	0	0	3	2	0	1									
14	Число погашенных неиспользованных открепительных удостоверений	13	0	1	1	1	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	40	3	3	1	1	4	3	3	2	1	1	0	2	2	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	2	0	6	1	1	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																		
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	73	3	6	3	4	1	1	2	2	3	6	5	1	1	0	4	0	1	2	3	1	0	0	1	0	2	1	3	0	0	1	2	0	7	3	2	0	0	0	2									
		0.70%	0.80%	1.28%	0.89%	1.28%	0.33%	0.22%	0.42%	0.46%	0.73%	1.55%	2.04%	0.41%	0.26%	0.00%	2.20%	0.00%	0.85%	1.35%	0.64%	0.36%	0.00%	0.00%	0.34%	0.00%	0.84%	0.29%	1.09%	0.00%	0.00%	0.33%	0.85%	0.00%	2.01%	0.98%	0.52%	0.00%	0.00%	0.00%	1.68%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	201	9	9	7	9	4	8	12	15	4	8	5	3	10	1	3	4	1	4	6	3	2	4	8	2	3	7	4	2	0	5	3	1	8	8	6	3	5	2	3									
		1.93%	2.39%	1.91%	2.07%	2.88%	1.33%	1.80%	2.51%	3.46%	0.98%	2.07%	2.04%	1.22%	2.62%	1.01%	1.65%	2.31%	0.85%	2.70%	1.28%	1.08%	1.90%	3.17%	2.69%	1.50%	1.27%	2.04%	1.45%	1.54%	0.00%	1.63%	1.28%	0.45%	2.29%	2.61%	1.57%	1.83%	2.30%	2.15%	2.52%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	237	17	12	9	2	7	17	22	11	14	9	7	8	5	0	3	1	0	3	5	3	2	5	2	0	3	6	4	1	1	5	0	1	8	8	21	6	5	2	2									
		2.27%	4.52%	2.55%	2.66%	0.64%	2.33%	3.82%	4.60%	2.54%	3.42%	2.33%	2.86%	3.27%	1.31%	0.00%	1.65%	0.58%	0.00%	2.03%	1.06%	1.08%	1.90%	3.97%	0.67%	0.00%	1.27%	1.75%	1.45%	0.77%	1.11%	1.63%	0.00%	0.45%	2.29%	2.61%	5.48%	3.66%	2.30%	2.15%	1.68%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6052	201	229	158	161	149	206	243	242	218	213	123	150	236	74	110	138	79	101	299	153	50	85	172	79	134	203	181	81	55	237	163	167	191	187	191	99	174	45	75									
		58.06%	53.46%	48.72%	46.75%	51.44%	49.50%	46.29%	50.84%	55.89%	53.30%	55.04%	50.20%	61.22%	61.78%	74.75%	60.44%	79.77%	67.52%	68.24%	63.62%	54.84%	47.62%	67.46%	57.91%	59.40%	56.54%	59.18%	65.58%	62.31%	61.11%	77.20%	69.36%	75.23%	54.73%	60.91%	49.87%	60.37%	80.18%	48.39%	63.03%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	45	1	2	5	2	1	3	1	0	1	1	1	1	0	0	1	0	0	0	0	2	0	0	6	0	0	0	0	2	1	1	2	0	2	3	3	1	0	2	0									
		0.43%	0.27%	0.43%	1.48%	0.64%	0.33%	0.67%	0.21%	0.00%	0.24%	0.26%	0.41%	0.41%	0.00%	0.00%	0.55%	0.00%	0.00%	0.00%	0.00%	0.72%	0.00%	0.00%	2.02%	0.00%	0.00%	0.00%	0.00%	1.54%	1.11%	0.33%	0.85%	0.00%	0.57%	0.98%	0.78%	0.61%	0.00%	2.15%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	35	0	2	1	1	4	2	0	3	0	1	0	0	2	1	2	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	2	3	1	3	2	1									
		0.34%	0.00%	0.43%	0.30%	0.32%	1.33%	0.45%	0.00%	0.69%	0.00%	0.26%	0.00%	0.00%	0.52%	1.01%	1.10%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.79%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.65%	0.78%	0.61%	1.38%	2.15%	0.84%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1123	42	46	39	27	44	38	47	47	46	40	23	23	43	8	11	7	22	15	63	30	22	14	46	20	27	32	26	19	7	26	15	9	60	28	61	15	7	11	17									
		10.77%	11.17%	9.79%	11.54%	8.63%	14.62%	8.54%	9.83%	10.85%	11.25%	10.34%	9.39%	9.39%	11.26%	8.08%	6.04%	4.05%	18.80%	10.14%	13.40%	10.75%	20.95%	11.11%	15.49%	15.04%	11.39%	9.33%	9.42%	14.62%	7.78%	8.47%	6.38%	4.05%	17.19%	9.12%	15.93%	9.15%	3.23%	11.83%	14.29%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	43	1	1	2	1	4	3	1	0	4	2	1	0	3	0	1	0	0	0	1	1	1	1	1	1	0	3	2	1	1	1	1	0	0	0	3	0	0	1	0									
		0.41%	0.27%	0.21%	0.59%	0.32%	1.33%	0.67%	0.21%	0.00%	0.98%	0.52%	0.41%	0.00%	0.79%	0.00%	0.55%	0.00%	0.00%	0.00%	0.21%	0.36%	0.95%	0.79%	0.34%	0.75%	0.00%	0.87%	0.72%	0.77%	1.11%	0.33%	0.43%	0.00%	0.00%	0.00%	0.78%	0.00%	0.00%	1.08%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	45	3	2	0	2	1	1	3	2	0	4	2	0	1	0	2	0	0	0	3	0	0	0	2	1	2	1	3	0	0	0	0	0	1	1	3	1	4	0	0									
		0.43%	0.80%	0.43%	0.00%	0.64%	0.33%	0.22%	0.63%	0.46%	0.00%	1.03%	0.82%	0.00%	0.26%	0.00%	1.10%	0.00%	0.00%	0.00%	0.64%	0.00%	0.00%	0.00%	0.67%	0.75%	0.84%	0.29%	1.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.33%	0.78%	0.61%	1.84%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	23	0	1	1	0	0	0	1	0	0	3	0	1	3	1	0	0	1	0	1	0	1	1	0	0	0	1	1	1	0	0	0	0	1	0	3	0	0	0	1									
		0.22%	0.00%	0.21%	0.30%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.78%	0.00%	0.41%	0.79%	1.01%	0.00%	0.00%	0.85%	0.00%	0.21%	0.00%	0.95%	0.79%	0.00%	0.00%	0.00%	0.29%	0.36%	0.77%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.78%	0.00%	0.00%	0.00%	0.84%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	85	3	7	5	2	3	6	4	6	3	14	2	0	1	1	1	0	0	1	4	3	1	2	1	1	0	5	2	0	0	0	0	0	1	2	3	0	0	1	0									
		0.82%	0.80%	1.49%	1.48%	0.64%	0.99%	1.35%	0.84%	1.39%	0.73%	3.62%	0.82%	0.00%	0.26%	1.01%	0.55%	0.00%	0.00%	0.68%	0.85%	1.08%	0.95%	1.59%	0.34%	0.75%	0.00%	1.46%	0.72%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.65%	0.78%	0.00%	0.00%	1.08%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1202	43	82	47	52	29	83	56	55	70	35	39	34	39	7	26	14	6	4	44	44	13	9	21	12	23	38	28	15	12	18	14	19	36	39	47	19	7	11	12									
		11.53%	11.44%	17.45%	13.91%	16.61%	9.63%	18.65%	11.72%	12.70%	17.11%	9.04%	15.92%	13.88%	10.21%	7.07%	14.29%	8.09%	5.13%	2.70%	9.36%	15.77%	12.38%	7.14%	7.07%	9.02%	9.70%	11.08%	10.14%	11.54%	13.33%	5.86%	5.96%	8.56%	10.32%	12.70%	12.27%	11.59%	3.23%	11.83%	10.08%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	28	0	0	0	1	1	1	2	0	1	2	0	0	2	3	0	0	0	0	3	0	0	0	2	0	3	2	0	0	0	1	1	0	1	0	1	0	0	0	1									
		0.27%	0.00%	0.00%	0.00%	0.32%	0.33%	0.22%	0.42%	0.00%	0.24%	0.52%	0.00%	0.00%	0.52%	3.03%	0.00%	0.00%	0.00%	0.00%	0.64%	0.00%	0.00%	0.00%	0.67%	0.00%	1.27%	0.58%	0.00%	0.00%	0.00%	0.33%	0.43%	0.00%	0.29%	0.00%	0.26%	0.00%	0.00%	0.00%	0.84%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	823	39	53	50	40	47	56	68	39	28	35	25	13	19	2	10	5	5	12	21	22	13	3	25	10	21	27	7	4	12	8	27	11	14	16	15	14	0	4	3									
		7.90%	10.37%	11.28%	14.79%	12.78%	15.61%	12.58%	14.23%	9.01%	6.85%	9.04%	10.20%	5.31%	4.97%	2.02%	5.49%	2.89%	4.27%	8.11%	4.47%	7.89%	12.38%	2.38%	8.42%	7.52%	8.86%	7.87%	2.54%	3.08%	13.33%	2.61%	11.49%	4.95%	4.01%	5.21%	3.92%	8.54%	0.00%	4.30%	2.52%									
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
