Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																			
Дата голосования: 18.09.2016																																			
																																			
Наименование Избирательной комиссии:    Кильмезская																																			
																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																			
																																			
		Сумма	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257									
		15.99%	11.23%	8.54%	11.93%	9.63%	11.63%	5.56%	13.08%	14.58%	10.00%	21.71%	11.58%	7.21%	16.69%	41.40%	38.40%	30.77%	8.25%	9.62%	38.89%	14.69%	14.68%	19.26%	27.27%	14.29%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	7	0	0	0	0	1	0	0	0	0	2	1	0	1	1	0	0	0	0	0	1	0	0	0	0									
		0.13%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	1.32%	0.53%	0.00%	0.12%	0.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	178	14	3	5	1	3	1	6	2	5	8	4	7	46	6	2	3	0	8	1	29	9	11	4	0									
		3.43%	3.74%	1.83%	2.29%	0.74%	1.40%	2.78%	2.31%	4.17%	3.13%	5.26%	2.11%	3.37%	5.29%	3.23%	1.60%	3.85%	0.00%	5.13%	1.11%	3.61%	4.13%	4.51%	6.06%	0.00%									
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
