Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																							
Дата голосования: 18.09.2016																																							
																																							
Наименование Избирательной комиссии:    Зуевская																																							
																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																							
																																							
		Сумма	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219									
		0.28%	0.61%	0.00%	0.00%	0.44%	0.00%	0.69%	0.45%	0.25%	0.28%	0.00%	0.36%	0.00%	0.26%	0.00%	0.46%	0.00%	0.75%	0.00%	0.00%	0.00%	0.26%	0.70%	0.70%	0.00%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	18	0	0	1	1	0	1	1	2	3	2	1	0	0	0	2	0	0	0	0	0	2	2	0	0	0	0	0	0									
		0.21%	0.00%	0.00%	0.23%	0.44%	0.00%	0.17%	0.23%	0.50%	0.85%	0.56%	0.36%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1712	102	102	89	58	126	90	106	95	29	83	66	68	67	28	73	12	67	20	26	49	71	107	19	26	13	14	54	52									
		20.24%	31.10%	26.91%	20.23%	25.44%	20.03%	15.57%	23.93%	23.93%	8.24%	23.18%	23.91%	32.23%	17.72%	16.09%	11.08%	15.58%	16.79%	26.67%	15.66%	33.79%	18.68%	25.00%	13.38%	27.96%	13.98%	14.89%	16.27%	25.49%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	29	2	0	5	1	1	4	0	3	0	2	2	0	0	0	2	0	4	0	0	0	1	1	0	0	0	0	1	0									
		0.34%	0.61%	0.00%	1.14%	0.44%	0.16%	0.69%	0.00%	0.76%	0.00%	0.56%	0.72%	0.00%	0.00%	0.00%	0.30%	0.00%	1.00%	0.00%	0.00%	0.00%	0.26%	0.23%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	53	3	0	4	7	4	6	5	1	0	2	2	2	2	1	2	0	1	0	0	2	2	4	1	0	1	0	1	0									
		0.63%	0.91%	0.00%	0.91%	3.07%	0.64%	1.04%	1.13%	0.25%	0.00%	0.56%	0.72%	0.95%	0.53%	0.57%	0.30%	0.00%	0.25%	0.00%	0.00%	1.38%	0.53%	0.93%	0.70%	0.00%	1.08%	0.00%	0.30%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	22	1	0	0	0	0	14	0	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0									
		0.26%	0.30%	0.00%	0.00%	0.00%	0.00%	2.42%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.25%	0.00%	0.60%	0.00%	0.26%	0.00%	0.70%	1.08%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	49	2	0	3	1	3	5	3	2	2	1	0	0	3	0	6	0	4	1	0	1	2	2	1	1	0	2	3	1									
		0.58%	0.61%	0.00%	0.68%	0.44%	0.48%	0.87%	0.68%	0.50%	0.57%	0.28%	0.00%	0.00%	0.79%	0.00%	0.91%	0.00%	1.00%	1.33%	0.00%	0.69%	0.53%	0.47%	0.70%	1.08%	0.00%	2.13%	0.90%	0.49%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1508	45	84	96	37	126	144	73	74	33	58	35	28	69	18	112	20	86	13	22	4	68	79	29	19	18	8	76	34									
		17.83%	13.72%	22.16%	21.82%	16.23%	20.03%	24.91%	16.48%	18.64%	9.38%	16.20%	12.68%	13.27%	18.25%	10.34%	16.99%	25.97%	21.55%	17.33%	13.25%	2.76%	17.89%	18.46%	20.42%	20.43%	19.35%	8.51%	22.89%	16.67%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	23	1	0	1	1	0	2	2	2	0	0	1	0	1	2	1	0	1	0	1	1	5	0	0	0	1	0	0	0									
		0.27%	0.30%	0.00%	0.23%	0.44%	0.00%	0.35%	0.45%	0.50%	0.00%	0.00%	0.36%	0.00%	0.26%	1.15%	0.15%	0.00%	0.25%	0.00%	0.60%	0.69%	1.32%	0.00%	0.00%	0.00%	1.08%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	557	29	30	51	18	42	55	38	39	14	27	14	17	21	9	64	9	13	4	5	1	15	19	2	4	1	3	7	6									
		6.59%	8.84%	7.92%	11.59%	7.89%	6.68%	9.52%	8.58%	9.82%	3.98%	7.54%	5.07%	8.06%	5.56%	5.17%	9.71%	11.69%	3.26%	5.33%	3.01%	0.69%	3.95%	4.44%	1.41%	4.30%	1.08%	3.19%	2.11%	2.94%									
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
