Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																									
Дата голосования: 18.09.2016																																									
																																									
Наименование Избирательной комиссии:    Ульяновская																																									
																																									
Сводная таблица итогов голосования по федеральному избирательному округу																																									
																																									
		Сумма	УИК №2901	УИК №2902	УИК №2903	УИК №2904	УИК №2905	УИК №2906	УИК №2907	УИК №2908	УИК №2909	УИК №2910	УИК №2911	УИК №2912	УИК №2913	УИК №2914	УИК №2915	УИК №2916	УИК №2917	УИК №2918	УИК №2919	УИК №2920	УИК №2921	УИК №2922	УИК №2923	УИК №2924	УИК №2925	УИК №2926	УИК №2927	УИК №2928	УИК №2929	УИК №2930									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	1120	40	20	20	35	15	55	30	35	30	15	25	55	50	30	40	45	70	15	25	50	40	20	60	80	75	10	45	35	10	45									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	301	9	17	12	11	15	11	6	14	6	2	2	2	5	0	3	3	12	3	1	12	3	1	1	1	25	36	76	3	6	3									
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	80	18	14	9	6	3	3	3	3	3	0	0	2	0	0	0	1	2	1	0	1	4	0	1	0	3	0	3	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	134	18	9	6	9	3	5	2	4	4	0	0	2	9	3	6	4	5	0	2	13	1	3	6	2	8	1	3	3	1	2									
		0.76%	1.15%	1.15%	0.61%	0.71%	0.53%	0.38%	0.55%	0.41%	0.60%	0.00%	0.00%	0.39%	0.96%	1.32%	1.41%	1.47%	0.58%	0.00%	1.26%	1.50%	0.20%	0.77%	1.21%	0.34%	0.66%	1.30%	0.64%	1.69%	0.75%	0.65%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	617	52	36	31	35	25	74	19	16	29	4	3	21	39	9	18	16	36	3	6	37	7	16	7	13	28	1	16	6	3	11									
		3.51%	3.33%	4.60%	3.15%	2.75%	4.39%	5.57%	5.23%	1.65%	4.32%	2.17%	1.90%	4.05%	4.18%	3.96%	4.22%	5.88%	4.21%	2.73%	3.77%	4.28%	1.40%	4.12%	1.41%	2.24%	2.30%	1.30%	3.41%	3.37%	2.26%	3.56%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	261	29	19	12	13	7	22	5	18	11	2	1	8	18	0	7	5	12	0	7	12	2	4	5	9	12	1	15	2	2	1									
		1.49%	1.86%	2.43%	1.22%	1.02%	1.23%	1.66%	1.38%	1.86%	1.64%	1.09%	0.63%	1.54%	1.93%	0.00%	1.64%	1.84%	1.40%	0.00%	4.40%	1.39%	0.40%	1.03%	1.01%	1.55%	0.98%	1.30%	3.20%	1.12%	1.50%	0.32%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9592	774	355	480	664	273	772	217	529	363	120	71	325	389	131	228	146	473	88	111	459	327	254	368	370	684	30	209	103	100	179									
		54.60%	49.55%	45.40%	48.83%	52.08%	47.98%	58.09%	59.78%	54.59%	54.02%	65.22%	44.94%	62.74%	41.65%	57.71%	53.40%	53.68%	55.26%	80.00%	69.81%	53.06%	65.27%	65.46%	74.04%	63.68%	56.07%	38.96%	44.56%	57.87%	75.19%	57.93%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	81	7	3	7	3	3	7	0	3	1	0	1	5	5	0	2	3	6	2	3	4	0	0	3	7	5	0	0	0	1	0									
		0.46%	0.45%	0.38%	0.71%	0.24%	0.53%	0.53%	0.00%	0.31%	0.15%	0.00%	0.63%	0.97%	0.54%	0.00%	0.47%	1.10%	0.70%	1.82%	1.89%	0.46%	0.00%	0.00%	0.60%	1.20%	0.41%	0.00%	0.00%	0.00%	0.75%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	37	0	4	5	3	3	7	2	0	1	1	1	0	0	0	2	2	0	0	0	0	0	0	0	0	2	1	0	2	1	0									
		0.21%	0.00%	0.51%	0.51%	0.24%	0.53%	0.53%	0.55%	0.00%	0.15%	0.54%	0.63%	0.00%	0.00%	0.00%	0.47%	0.74%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	1.30%	0.00%	1.12%	0.75%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2664	238	132	135	177	85	154	42	224	133	33	37	71	177	32	85	39	127	7	7	95	70	50	42	76	225	14	75	26	12	44									
		15.16%	15.24%	16.88%	13.73%	13.88%	14.94%	11.59%	11.57%	23.12%	19.79%	17.93%	23.42%	13.71%	18.95%	14.10%	19.91%	14.34%	14.84%	6.36%	4.40%	10.98%	13.97%	12.89%	8.45%	13.08%	18.44%	18.18%	15.99%	14.61%	9.02%	14.24%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	60	5	4	7	5	2	4	2	3	4	0	0	1	4	0	0	1	3	1	0	1	3	0	3	1	1	0	3	0	2	0									
		0.34%	0.32%	0.51%	0.71%	0.39%	0.35%	0.30%	0.55%	0.31%	0.60%	0.00%	0.00%	0.19%	0.43%	0.00%	0.00%	0.37%	0.35%	0.91%	0.00%	0.12%	0.60%	0.00%	0.60%	0.17%	0.08%	0.00%	0.64%	0.00%	1.50%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	195	20	19	10	18	12	14	2	11	9	1	0	5	13	2	5	3	7	0	3	7	1	2	0	3	13	3	7	1	0	4									
		1.11%	1.28%	2.43%	1.02%	1.41%	2.11%	1.05%	0.55%	1.14%	1.34%	0.54%	0.00%	0.97%	1.39%	0.88%	1.17%	1.10%	0.82%	0.00%	1.89%	0.81%	0.20%	0.52%	0.00%	0.52%	1.07%	3.90%	1.49%	0.56%	0.00%	1.29%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	28	0	1	5	0	3	10	0	1	1	0	0	0	0	0	1	1	0	0	0	1	1	0	1	1	1	0	0	0	0	0									
		0.16%	0.00%	0.13%	0.51%	0.00%	0.53%	0.75%	0.00%	0.10%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.37%	0.00%	0.00%	0.00%	0.12%	0.20%	0.00%	0.20%	0.17%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	161	15	11	15	16	6	13	1	10	3	2	0	5	7	1	2	1	5	1	0	10	1	2	3	6	9	2	4	4	4	2									
		0.92%	0.96%	1.41%	1.53%	1.25%	1.05%	0.98%	0.28%	1.03%	0.45%	1.09%	0.00%	0.97%	0.75%	0.44%	0.47%	0.37%	0.58%	0.91%	0.00%	1.16%	0.20%	0.52%	0.60%	1.03%	0.74%	2.60%	0.85%	2.25%	3.01%	0.65%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2826	306	145	205	224	112	179	59	107	84	15	37	60	216	42	46	39	136	6	11	172	65	45	53	85	163	15	116	21	4	58									
		16.09%	19.59%	18.54%	20.85%	17.57%	19.68%	13.47%	16.25%	11.04%	12.50%	8.15%	23.42%	11.58%	23.13%	18.50%	10.77%	14.34%	15.89%	5.45%	6.92%	19.88%	12.97%	11.60%	10.66%	14.63%	13.36%	19.48%	24.73%	11.80%	3.01%	18.77%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	64	5	4	9	2	3	11	2	1	2	0	1	2	2	0	5	1	0	1	1	1	1	1	1	0	4	0	2	1	0	1									
		0.36%	0.32%	0.51%	0.92%	0.16%	0.53%	0.83%	0.55%	0.10%	0.30%	0.00%	0.63%	0.39%	0.21%	0.00%	1.17%	0.37%	0.00%	0.91%	0.63%	0.12%	0.20%	0.26%	0.20%	0.00%	0.33%	0.00%	0.43%	0.56%	0.00%	0.32%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	435	45	28	28	51	17	10	5	24	14	0	5	6	34	6	13	3	28	1	1	29	15	5	4	8	30	6	14	3	1	1									
		2.48%	2.88%	3.58%	2.85%	4.00%	2.99%	0.75%	1.38%	2.48%	2.08%	0.00%	3.16%	1.16%	3.64%	2.64%	3.04%	1.10%	3.27%	0.91%	0.63%	3.35%	2.99%	1.29%	0.80%	1.38%	2.46%	7.79%	2.99%	1.69%	0.75%	0.32%									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
