Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																															
Дата голосования: 18.09.2016																																																															
																																																															
Наименование Избирательной комиссии:    Тобольская городская																																																															
																																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																																															
																																																															
		Сумма	УИК №1801	УИК №1802	УИК №1803	УИК №1804	УИК №1805	УИК №1806	УИК №1807	УИК №1808	УИК №1809	УИК №1810	УИК №1811	УИК №1812	УИК №1813	УИК №1814	УИК №1815	УИК №1816	УИК №1817	УИК №1818	УИК №1819	УИК №1820	УИК №1821	УИК №1822	УИК №1823	УИК №1824	УИК №1825	УИК №1826	УИК №1827	УИК №1828	УИК №1829	УИК №1830	УИК №1831	УИК №1832	УИК №1833	УИК №1834	УИК №1835	УИК №1836	УИК №1837	УИК №1838	УИК №1839	УИК №1840	УИК №1841	УИК №1842	УИК №1843	УИК №1844	УИК №1845	УИК №1846	УИК №1847	УИК №1848	УИК №1849	УИК №1850	УИК №1851	УИК №1852									
		0.15%	0.00%	0.18%	0.16%	0.29%	0.47%	0.15%	0.00%	0.20%	0.07%	0.19%	0.07%	0.24%	0.10%	0.14%	0.16%	0.00%	0.00%	0.28%	0.09%	0.16%	0.05%	0.00%	0.00%	0.34%	0.08%	0.09%	0.23%	0.17%	0.08%	0.09%	0.31%	0.43%	0.05%	0.08%	0.14%	0.21%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.36%	0.00%	0.42%	0.00%	0.00%	0.25%	0.00%	0.65%	0.75%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	9684	159	235	184	268	125	100	289	341	259	209	237	144	186	340	341	300	118	150	248	185	210	176	156	220	226	205	134	284	199	218	309	220	358	214	127	230	134	105	15	64	81	97	119	80	178	115	89	134	210	121	194	44									
		17.69%	14.25%	21.25%	14.76%	26.33%	19.41%	15.22%	23.40%	17.35%	19.09%	13.35%	17.56%	17.16%	17.68%	23.76%	18.67%	16.69%	13.64%	20.72%	22.18%	14.67%	9.89%	17.14%	17.12%	14.78%	18.65%	17.83%	15.42%	23.63%	15.33%	18.74%	23.90%	23.50%	18.85%	16.93%	17.26%	16.20%	15.02%	15.72%	27.78%	13.53%	20.98%	23.43%	13.51%	14.26%	18.98%	12.16%	17.52%	17.96%	26.12%	16.90%	18.13%	8.26%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	223	0	3	1	4	0	4	11	4	6	7	5	2	2	6	4	3	0	3	14	9	7	1	3	6	1	5	3	7	3	6	14	1	15	0	3	13	3	0	0	0	1	2	8	2	0	2	3	0	1	3	10	12									
		0.41%	0.00%	0.27%	0.08%	0.39%	0.00%	0.61%	0.89%	0.20%	0.44%	0.45%	0.37%	0.24%	0.19%	0.42%	0.22%	0.17%	0.00%	0.41%	1.25%	0.71%	0.33%	0.10%	0.33%	0.40%	0.08%	0.43%	0.35%	0.58%	0.23%	0.52%	1.08%	0.11%	0.79%	0.00%	0.41%	0.92%	0.34%	0.00%	0.00%	0.00%	0.26%	0.48%	0.91%	0.36%	0.00%	0.21%	0.59%	0.00%	0.12%	0.42%	0.93%	2.25%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	279	0	5	10	5	0	13	9	5	4	5	7	3	8	14	9	0	4	4	13	10	6	3	4	4	3	6	9	4	5	4	17	9	17	10	5	7	1	1	1	4	1	1	2	2	4	7	4	0	2	2	6	0									
		0.51%	0.00%	0.45%	0.80%	0.49%	0.00%	1.98%	0.73%	0.25%	0.29%	0.32%	0.52%	0.36%	0.76%	0.98%	0.49%	0.00%	0.46%	0.55%	1.16%	0.79%	0.28%	0.29%	0.44%	0.27%	0.25%	0.52%	1.04%	0.33%	0.39%	0.34%	1.31%	0.96%	0.90%	0.79%	0.68%	0.49%	0.11%	0.15%	1.85%	0.85%	0.26%	0.24%	0.23%	0.36%	0.43%	0.74%	0.79%	0.00%	0.25%	0.28%	0.56%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	94	0	1	4	2	0	1	5	3	6	2	1	2	0	0	1	0	0	0	6	1	1	0	0	3	3	3	1	4	0	3	3	6	5	7	1	1	1	0	0	2	0	0	3	1	0	5	1	0	1	1	1	2									
		0.17%	0.00%	0.09%	0.32%	0.20%	0.00%	0.15%	0.40%	0.15%	0.44%	0.13%	0.07%	0.24%	0.00%	0.00%	0.05%	0.00%	0.00%	0.00%	0.54%	0.08%	0.05%	0.00%	0.00%	0.20%	0.25%	0.26%	0.12%	0.33%	0.00%	0.26%	0.23%	0.64%	0.26%	0.55%	0.14%	0.07%	0.11%	0.00%	0.00%	0.42%	0.00%	0.00%	0.34%	0.18%	0.00%	0.53%	0.20%	0.00%	0.12%	0.14%	0.09%	0.38%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	360	3	6	8	2	2	20	9	7	11	11	12	3	9	16	14	8	4	10	14	12	13	0	3	7	7	7	4	12	4	8	15	4	16	9	9	16	10	3	0	2	1	2	6	0	2	5	4	0	0	0	7	3									
		0.66%	0.27%	0.54%	0.64%	0.20%	0.31%	3.04%	0.73%	0.36%	0.81%	0.70%	0.89%	0.36%	0.86%	1.12%	0.77%	0.45%	0.46%	1.38%	1.25%	0.95%	0.61%	0.00%	0.33%	0.47%	0.58%	0.61%	0.46%	0.99%	0.31%	0.69%	1.16%	0.43%	0.84%	0.71%	1.22%	1.13%	1.12%	0.45%	0.00%	0.42%	0.26%	0.48%	0.68%	0.00%	0.21%	0.53%	0.79%	0.00%	0.00%	0.00%	0.65%	0.56%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	5877	79	87	106	116	70	62	119	281	69	182	140	116	89	163	174	284	74	87	127	137	187	86	127	201	124	172	81	146	186	99	141	109	197	164	53	134	77	46	8	47	23	56	72	82	80	77	38	120	64	95	187	36									
		10.73%	7.08%	7.87%	8.50%	11.39%	10.87%	9.44%	9.64%	14.30%	5.08%	11.63%	10.37%	13.83%	8.46%	11.39%	9.53%	15.80%	8.55%	12.02%	11.36%	10.86%	8.80%	8.37%	13.94%	13.50%	10.23%	14.96%	9.32%	12.15%	14.33%	8.51%	10.90%	11.65%	10.37%	12.97%	7.20%	9.44%	8.63%	6.89%	14.81%	9.94%	5.96%	13.53%	8.17%	14.62%	8.53%	8.14%	7.48%	16.09%	7.96%	13.27%	17.48%	6.75%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	214	3	6	4	4	3	4	6	8	3	7	9	6	5	1	17	1	0	4	4	5	6	0	2	4	6	4	2	7	5	11	3	6	6	10	1	7	1	2	0	2	0	2	5	2	2	0	2	2	5	1	6	2									
		0.39%	0.27%	0.54%	0.32%	0.39%	0.47%	0.61%	0.49%	0.41%	0.22%	0.45%	0.67%	0.72%	0.48%	0.07%	0.93%	0.06%	0.00%	0.55%	0.36%	0.40%	0.28%	0.00%	0.22%	0.27%	0.50%	0.35%	0.23%	0.58%	0.39%	0.95%	0.23%	0.64%	0.32%	0.79%	0.14%	0.49%	0.11%	0.30%	0.00%	0.42%	0.00%	0.48%	0.57%	0.36%	0.21%	0.00%	0.39%	0.27%	0.62%	0.14%	0.56%	0.38%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3888	61	62	92	106	23	33	112	232	81	100	116	120	64	126	139	19	44	57	96	89	124	53	75	171	45	65	70	120	86	92	63	60	154	176	44	118	66	32	6	37	20	23	27	49	32	37	37	87	55	11	60	21									
		7.10%	5.47%	5.61%	7.38%	10.41%	3.57%	5.02%	9.07%	11.81%	5.97%	6.39%	8.59%	14.30%	6.08%	8.81%	7.61%	1.06%	5.09%	7.87%	8.59%	7.06%	5.84%	5.16%	8.23%	11.48%	3.71%	5.65%	8.06%	9.98%	6.63%	7.91%	4.87%	6.41%	8.11%	13.92%	5.98%	8.31%	7.40%	4.79%	11.11%	7.82%	5.18%	5.56%	3.06%	8.73%	3.41%	3.91%	7.28%	11.66%	6.84%	1.54%	5.61%	3.94%									
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
