Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																	
Дата голосования: 04.12.2011																																																	
																																																	
Наименование Избирательной комиссии:    Бирская																																																	
																																																	
Сводная таблица результатов выборов																																																	
																																																	
		Сумма	УИК №1422	УИК №1423	УИК №1424	УИК №1425	УИК №1426	УИК №1427	УИК №1428	УИК №1429	УИК №1430	УИК №1431	УИК №1432	УИК №1433	УИК №1434	УИК №1435	УИК №1436	УИК №1437	УИК №1438	УИК №1439	УИК №1440	УИК №1441	УИК №1442	УИК №1443	УИК №1444	УИК №1445	УИК №1446	УИК №1447	УИК №1448	УИК №1449	УИК №1450	УИК №1451	УИК №1452	УИК №1453	УИК №1454	УИК №1455	УИК №1456	УИК №1457	УИК №1458	УИК №1459	УИК №1460	УИК №1461	УИК №1462	УИК №1463					
		66.87%	68.29%	54.09%	67.52%	67.39%	66.95%	68.98%	50.65%	72.54%	69.99%	60.59%	54.99%	76.45%	50.56%	52.28%	68.60%	71.14%	54.11%	66.76%	71.24%	71.48%	62.39%	75.94%	66.19%	67.13%	61.74%	70.10%	71.96%	70.68%	72.33%	73.33%	71.70%	66.16%	82.22%	78.51%	73.01%	74.66%	62.42%	70.65%	71.36%	77.60%	80.35%	80.41%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	83	5	1	5	3	3	4	2	0	7	3	7	3	6	11	0	2	0	0	0	3	0	0	0	1	1	0	0	1	1	1	0	2	1	2	2	1	0	0	3	2	0	0					
		0.26%	0.35%	0.10%	0.27%	0.17%	0.20%	0.36%	0.17%	0.00%	0.58%	0.26%	0.81%	0.18%	0.61%	0.82%	0.00%	0.14%	0.00%	0.00%	0.00%	1.11%	0.00%	0.00%	0.00%	0.20%	0.43%	0.00%	0.00%	0.40%	0.33%	0.67%	0.00%	0.34%	0.74%	0.36%	0.29%	0.17%	0.00%	0.00%	0.72%	0.52%	0.00%	0.00%					
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
