Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																							
Дата голосования: 18.09.2016																																							
																																							
Наименование Избирательной комиссии:    Комсомольская																																							
																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																							
																																							
		Сумма	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1150	70	70	34	35	70	50	70	55	55	40	10	20	55	50	10	10	20	30	20	20	16	70	60	30	100	20	10	50									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	1072	70	70	20	35	70	47	70	55	55	40	9	20	55	50	0	3	18	30	20	20	12	70	60	30	100	5	8	30									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	456	32	0	33	6	12	36	26	1	7	8	6	3	16	15	29	19	5	5	9	13	14	24	29	17	22	8	9	52									
14	Число погашенных неиспользованных открепительных удостоверений	78	0	0	14	0	0	3	0	0	0	0	1	0	0	0	10	7	2	0	0	0	4	0	0	0	0	15	2	20									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	397	32	86	72	5	11	49	2	5	1	1	8	6	2	12	1	3	5	2	14	0	0	15	13	17	8	3	1	23									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																							
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	98	9	10	5	2	1	5	3	4	5	3	0	0	6	3	1	0	1	3	4	0	5	4	4	0	4	2	6	8									
		0.72%	1.11%	1.22%	0.72%	0.66%	0.12%	0.38%	0.31%	1.10%	1.55%	1.13%	0.00%	0.00%	0.76%	0.72%	0.40%	0.00%	0.46%	1.21%	2.68%	0.00%	1.11%	0.56%	0.68%	0.00%	0.46%	0.57%	1.26%	1.06%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	295	22	21	12	6	10	17	4	9	14	6	3	2	30	8	4	1	7	7	1	3	8	24	20	7	20	10	7	12									
		2.16%	2.72%	2.56%	1.73%	1.99%	1.22%	1.29%	0.42%	2.47%	4.33%	2.26%	5.88%	2.27%	3.79%	1.93%	1.58%	0.93%	3.24%	2.83%	0.67%	1.71%	1.78%	3.34%	3.38%	2.38%	2.29%	2.84%	1.47%	1.59%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	285	10	15	15	4	22	12	9	9	23	23	0	1	16	12	1	3	14	0	2	1	9	21	15	1	26	3	5	13									
		2.09%	1.23%	1.83%	2.16%	1.33%	2.69%	0.91%	0.94%	2.47%	7.12%	8.68%	0.00%	1.14%	2.02%	2.89%	0.40%	2.80%	6.48%	0.00%	1.34%	0.57%	2.00%	2.92%	2.53%	0.34%	2.98%	0.85%	1.05%	1.72%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7815	351	446	330	179	480	927	615	179	165	168	29	57	326	216	218	92	140	125	99	138	217	428	316	254	484	156	279	401									
		57.19%	43.33%	54.46%	47.55%	59.47%	58.61%	70.55%	64.53%	49.18%	51.08%	63.40%	56.86%	64.77%	41.16%	52.05%	86.17%	85.98%	64.81%	50.61%	66.44%	78.86%	48.22%	59.53%	53.38%	86.39%	55.50%	44.32%	58.61%	53.18%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	99	2	15	8	4	2	6	4	4	2	3	0	1	3	2	0	0	4	0	1	1	4	5	6	1	7	3	6	5									
		0.72%	0.25%	1.83%	1.15%	1.33%	0.24%	0.46%	0.42%	1.10%	0.62%	1.13%	0.00%	1.14%	0.38%	0.48%	0.00%	0.00%	1.85%	0.00%	0.67%	0.57%	0.89%	0.70%	1.01%	0.34%	0.80%	0.85%	1.26%	0.66%									
24	"6. Политическая партия ""Гражданская Платформа"""	27	0	1	2	1	0	2	5	0	0	0	0	0	1	3	0	1	1	0	0	0	0	3	0	0	0	1	3	3									
		0.20%	0.00%	0.12%	0.29%	0.33%	0.00%	0.15%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.72%	0.00%	0.93%	0.46%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.28%	0.63%	0.40%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2761	221	90	190	49	140	233	153	91	74	47	10	15	218	104	7	6	29	73	26	22	155	133	109	12	190	95	106	163									
		20.21%	27.28%	10.99%	27.38%	16.28%	17.09%	17.73%	16.05%	25.00%	22.91%	17.74%	19.61%	17.05%	27.53%	25.06%	2.77%	5.61%	13.43%	29.55%	17.45%	12.57%	34.44%	18.50%	18.41%	4.08%	21.79%	26.99%	22.27%	21.62%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	81	4	16	4	1	1	2	11	4	0	0	0	2	7	4	0	0	0	1	0	0	1	6	9	0	2	4	0	2									
		0.59%	0.49%	1.95%	0.58%	0.33%	0.12%	0.15%	1.15%	1.10%	0.00%	0.00%	0.00%	2.27%	0.88%	0.96%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.22%	0.83%	1.52%	0.00%	0.23%	1.14%	0.00%	0.27%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	47	0	5	3	1	3	2	7	0	1	2	0	1	4	2	1	0	0	0	0	0	3	1	4	1	1	2	2	1									
		0.34%	0.00%	0.61%	0.43%	0.33%	0.37%	0.15%	0.73%	0.00%	0.31%	0.75%	0.00%	1.14%	0.51%	0.48%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.67%	0.14%	0.68%	0.34%	0.11%	0.57%	0.42%	0.13%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	39	4	3	2	1	0	9	7	1	1	1	0	0	1	1	2	0	0	0	1	0	1	1	0	0	1	1	0	1									
		0.29%	0.49%	0.37%	0.29%	0.33%	0.00%	0.68%	0.73%	0.27%	0.31%	0.38%	0.00%	0.00%	0.13%	0.24%	0.79%	0.00%	0.00%	0.00%	0.67%	0.00%	0.22%	0.14%	0.00%	0.00%	0.11%	0.28%	0.00%	0.13%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	110	8	17	5	1	4	7	16	2	1	1	0	0	6	4	0	1	0	2	2	0	2	2	5	1	1	5	6	11									
		0.81%	0.99%	2.08%	0.72%	0.33%	0.49%	0.53%	1.68%	0.55%	0.31%	0.38%	0.00%	0.00%	0.76%	0.96%	0.00%	0.93%	0.00%	0.81%	1.34%	0.00%	0.44%	0.28%	0.84%	0.34%	0.11%	1.42%	1.26%	1.46%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1178	100	123	48	31	110	47	87	42	16	7	5	5	100	40	0	3	12	24	11	2	20	49	56	10	90	55	30	55									
		8.62%	12.35%	15.02%	6.92%	10.30%	13.43%	3.58%	9.13%	11.54%	4.95%	2.64%	9.80%	5.68%	12.63%	9.64%	0.00%	2.80%	5.56%	9.72%	7.38%	1.14%	4.44%	6.82%	9.46%	3.40%	10.32%	15.63%	6.30%	7.29%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	61	4	6	4	2	0	3	10	1	2	0	1	1	3	2	0	0	2	1	1	0	5	2	1	4	3	0	1	2									
		0.45%	0.49%	0.73%	0.58%	0.66%	0.00%	0.23%	1.05%	0.27%	0.62%	0.00%	1.96%	1.14%	0.38%	0.48%	0.00%	0.00%	0.93%	0.40%	0.67%	0.00%	1.11%	0.28%	0.17%	1.36%	0.34%	0.00%	0.21%	0.27%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	258	13	25	22	5	25	23	12	8	9	3	0	0	18	4	1	0	2	1	0	3	6	18	10	1	18	6	10	15									
		1.89%	1.60%	3.05%	3.17%	1.66%	3.05%	1.75%	1.26%	2.20%	2.79%	1.13%	0.00%	0.00%	2.27%	0.96%	0.40%	0.00%	0.93%	0.40%	0.00%	1.71%	1.33%	2.50%	1.69%	0.34%	2.06%	1.70%	2.10%	1.99%									
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
