Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																											
Дата голосования: 18.09.2016																																											
																																											
Наименование Избирательной комиссии:    Черниговская																																											
																																											
Сводная таблица итогов голосования по федеральному избирательному округу																																											
																																											
		Сумма	УИК №3201	УИК №3202	УИК №3203	УИК №3204	УИК №3205	УИК №3206	УИК №3207	УИК №3208	УИК №3209	УИК №3210	УИК №3211	УИК №3212	УИК №3213	УИК №3214	УИК №3215	УИК №3216	УИК №3217	УИК №3218	УИК №3219	УИК №3220	УИК №3221	УИК №3222	УИК №3223	УИК №3224	УИК №3225	УИК №3226	УИК №3227	УИК №3228	УИК №3229	УИК №3230	УИК №3231	УИК №3280									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	148	5	3	0	14	4	9	4	1	7	1	1	2	0	5	4	0	2	3	0	0	6	1	9	12	1	9	6	18	2	3	15	1									
		1.34%	0.64%	0.62%	0.00%	2.27%	0.67%	1.24%	0.87%	1.89%	1.41%	0.66%	0.44%	1.12%	0.00%	2.12%	0.76%	0.00%	1.18%	1.32%	0.00%	0.00%	1.99%	0.88%	1.17%	1.56%	0.36%	1.91%	1.02%	2.06%	1.11%	4.05%	6.58%	1.72%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	369	20	17	3	15	20	28	17	0	21	2	8	8	3	5	20	3	4	9	4	4	12	3	32	29	10	13	26	8	5	4	14	2									
		3.33%	2.56%	3.53%	2.50%	2.43%	3.37%	3.86%	3.71%	0.00%	4.22%	1.32%	3.54%	4.47%	2.78%	2.12%	3.79%	5.56%	2.35%	3.96%	4.60%	5.41%	3.99%	2.63%	4.15%	3.77%	3.58%	2.77%	4.41%	0.91%	2.78%	5.41%	6.14%	3.45%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	424	16	21	0	21	23	27	12	2	16	6	6	4	5	10	17	1	13	11	2	1	16	3	39	46	9	25	21	21	8	4	10	8									
		3.83%	2.05%	4.37%	0.00%	3.40%	3.88%	3.72%	2.62%	3.77%	3.21%	3.95%	2.65%	2.23%	4.63%	4.24%	3.22%	1.85%	7.65%	4.85%	2.30%	1.35%	5.32%	2.63%	5.05%	5.98%	3.23%	5.32%	3.57%	2.40%	4.44%	5.41%	4.39%	13.79%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4140	281	151	43	195	203	261	182	29	230	68	101	73	57	126	172	25	77	95	41	26	103	27	246	218	99	120	242	463	82	29	56	19									
		37.37%	35.98%	31.39%	35.83%	31.55%	34.23%	35.95%	39.74%	54.72%	46.18%	44.74%	44.69%	40.78%	52.78%	53.39%	32.58%	46.30%	45.29%	41.85%	47.13%	35.14%	34.22%	23.68%	31.87%	28.35%	35.48%	25.53%	41.09%	52.91%	45.56%	39.19%	24.56%	32.76%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	88	8	1	0	5	6	7	1	1	9	2	1	0	0	0	3	1	0	1	0	0	0	1	3	6	3	3	5	12	0	0	7	2									
		0.79%	1.02%	0.21%	0.00%	0.81%	1.01%	0.96%	0.22%	1.89%	1.81%	1.32%	0.44%	0.00%	0.00%	0.00%	0.57%	1.85%	0.00%	0.44%	0.00%	0.00%	0.00%	0.88%	0.39%	0.78%	1.08%	0.64%	0.85%	1.37%	0.00%	0.00%	3.07%	3.45%									
24	"6. Политическая партия ""Гражданская Платформа"""	31	2	0	0	0	4	1	0	0	1	0	0	0	1	3	3	0	0	1	0	1	0	0	1	0	0	0	2	1	2	0	8	0									
		0.28%	0.26%	0.00%	0.00%	0.00%	0.67%	0.14%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.93%	1.27%	0.57%	0.00%	0.00%	0.44%	0.00%	1.35%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.34%	0.11%	1.11%	0.00%	3.51%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3122	287	138	43	194	162	213	120	12	124	46	75	39	22	49	147	15	40	41	27	24	86	49	240	245	73	149	162	196	52	19	22	11									
		28.18%	36.75%	28.69%	35.83%	31.39%	27.32%	29.34%	26.20%	22.64%	24.90%	30.26%	33.19%	21.79%	20.37%	20.76%	27.84%	27.78%	23.53%	18.06%	31.03%	32.43%	28.57%	42.98%	31.09%	31.86%	26.16%	31.70%	27.50%	22.40%	28.89%	25.68%	9.65%	18.97%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	60	0	5	0	3	2	4	0	0	3	0	0	3	1	0	3	0	0	0	0	0	4	1	5	1	1	4	6	6	1	0	4	3									
		0.54%	0.00%	1.04%	0.00%	0.49%	0.34%	0.55%	0.00%	0.00%	0.60%	0.00%	0.00%	1.68%	0.93%	0.00%	0.57%	0.00%	0.00%	0.00%	0.00%	0.00%	1.33%	0.88%	0.65%	0.13%	0.36%	0.85%	1.02%	0.69%	0.56%	0.00%	1.75%	5.17%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	82	6	8	3	8	3	5	3	0	3	0	2	2	1	0	3	0	0	0	0	0	4	1	2	9	4	6	2	3	2	0	1	1									
		0.74%	0.77%	1.66%	2.50%	1.29%	0.51%	0.69%	0.66%	0.00%	0.60%	0.00%	0.88%	1.12%	0.93%	0.00%	0.57%	0.00%	0.00%	0.00%	0.00%	0.00%	1.33%	0.88%	0.26%	1.17%	1.43%	1.28%	0.34%	0.34%	1.11%	0.00%	0.44%	1.72%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	29	4	1	3	0	3	1	0	0	0	1	0	0	0	0	0	0	0	2	1	0	1	0	0	1	0	0	2	2	2	0	5	0									
		0.26%	0.51%	0.21%	2.50%	0.00%	0.51%	0.14%	0.00%	0.00%	0.00%	0.66%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.88%	1.15%	0.00%	0.33%	0.00%	0.00%	0.13%	0.00%	0.00%	0.34%	0.23%	1.11%	0.00%	2.19%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	94	9	4	0	1	2	3	6	0	1	0	0	2	0	2	8	0	4	0	1	3	2	3	6	10	4	8	3	8	0	1	3	0									
		0.85%	1.15%	0.83%	0.00%	0.16%	0.34%	0.41%	1.31%	0.00%	0.20%	0.00%	0.00%	1.12%	0.00%	0.85%	1.52%	0.00%	2.35%	0.00%	1.15%	4.05%	0.66%	2.63%	0.78%	1.30%	1.43%	1.70%	0.51%	0.91%	0.00%	1.35%	1.32%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1597	75	80	15	100	118	111	89	6	50	16	19	30	14	22	106	7	22	54	7	9	44	13	121	141	54	91	67	72	18	7	13	6									
		14.42%	9.60%	16.63%	12.50%	16.18%	19.90%	15.29%	19.43%	11.32%	10.04%	10.53%	8.41%	16.76%	12.96%	9.32%	20.08%	12.96%	12.94%	23.79%	8.05%	12.16%	14.62%	11.40%	15.67%	18.34%	19.35%	19.36%	11.38%	8.23%	10.00%	9.46%	5.70%	10.34%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	54	3	6	0	2	2	2	0	0	4	0	2	0	1	0	6	0	2	0	0	0	1	0	4	1	0	3	3	7	0	0	4	1									
		0.49%	0.38%	1.25%	0.00%	0.32%	0.34%	0.28%	0.00%	0.00%	0.80%	0.00%	0.88%	0.00%	0.93%	0.00%	1.14%	0.00%	1.18%	0.00%	0.00%	0.00%	0.33%	0.00%	0.52%	0.13%	0.00%	0.64%	0.51%	0.80%	0.00%	0.00%	1.75%	1.72%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	367	29	20	6	34	23	37	9	2	9	2	2	4	2	7	20	0	1	8	3	3	10	7	33	20	11	16	10	26	2	2	5	4									
		3.31%	3.71%	4.16%	5.00%	5.50%	3.88%	5.10%	1.97%	3.77%	1.81%	1.32%	0.88%	2.23%	1.85%	2.97%	3.79%	0.00%	0.59%	3.52%	3.45%	4.05%	3.32%	6.14%	4.27%	2.60%	3.94%	3.40%	1.70%	2.97%	1.11%	2.70%	2.19%	6.90%									
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
