Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																	
Дата голосования: 04.12.2011																																																																	
																																																																	
"Наименование Избирательной комиссии:    Нижний Новгород, Московская"																																																																	
																																																																	
Сводная таблица результатов выборов																																																																	
																																																																	
		Сумма	УИК №1554	УИК №1555	УИК №1556	УИК №1557	УИК №1558	УИК №1559	УИК №1560	УИК №1561	УИК №1562	УИК №1563	УИК №1564	УИК №1565	УИК №1566	УИК №1567	УИК №1568	УИК №1569	УИК №1570	УИК №1571	УИК №1572	УИК №1573	УИК №1574	УИК №1575	УИК №1576	УИК №1577	УИК №1578	УИК №1579	УИК №1580	УИК №1581	УИК №1582	УИК №1583	УИК №1584	УИК №1585	УИК №1586	УИК №1587	УИК №1588	УИК №1589	УИК №1590	УИК №1591	УИК №1592	УИК №1593	УИК №1594	УИК №1595	УИК №1596	УИК №1597	УИК №1598	УИК №1599	УИК №1600	УИК №1601	УИК №1602	УИК №1603	УИК №1604	УИК №1605	УИК №1606	УИК №1607	УИК №1608	УИК №1609	УИК №1610	УИК №1611					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1713	25	37	30	20	15	25	20	27	27	37	30	25	22	24	35	35	28	43	10	37	25	31	33	30	33	30	45	25	37	25	30	5	15	35	23	22	30	40	31	25	24	45	15	5	32	35	34	38	35	45	23	35	40	30	25	55	35	40					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1643	18	36	28	20	12	25	20	26	27	36	30	25	17	21	35	32	28	43	8	35	25	31	28	30	28	25	44	25	37	25	30	5	15	35	23	19	29	40	31	21	24	45	15	3	32	35	34	38	34	40	23	35	38	29	25	52	34	39					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	2686	7	42	53	51	52	47	31	71	44	52	11	49	9	29	27	60	41	12	55	48	61	37	15	20	59	67	39	71	44	39	44	10	17	28	25	47	72	35	43	79	52	153	78	13	52	56	22	38	37	51	56	18	61	86	74	49	13	134					
14	Число погашенных неиспользованных открепительных удостоверений	70	7	1	2	0	3	0	0	1	0	1	0	0	5	3	0	3	0	0	2	2	0	0	5	0	5	5	1	0	0	0	0	0	0	0	0	3	1	0	0	4	0	0	0	2	0	0	0	0	1	5	0	0	2	1	0	3	1	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	76	1	1	1	0	1	0	3	0	0	3	3	0	0	0	2	0	1	4	0	2	1	2	0	1	1	0	2	1	3	2	2	0	2	0	2	1	1	1	1	0	0	2	2	1	3	2	2	2	1	3	1	1	0	1	1	6	2	1					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																	
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	7058	64	142	176	157	111	177	135	132	169	145	179	112	64	117	105	145	117	116	48	118	140	85	129	150	136	114	113	156	156	138	133	34	88	131	108	92	111	126	98	98	102	130	58	26	145	135	118	116	95	147	141	149	129	111	120	167	142	162					
		9.57%	6.42%	8.91%	11.02%	17.33%	13.91%	14.21%	14.56%	9.45%	11.28%	10.37%	9.44%	8.07%	8.08%	16.27%	13.16%	15.95%	16.07%	7.76%	8.12%	7.88%	8.76%	10.94%	15.36%	14.79%	9.07%	8.80%	7.55%	12.05%	8.22%	8.63%	7.01%	8.63%	7.34%	7.32%	9.03%	9.26%	9.28%	8.48%	8.20%	12.76%	13.78%	6.21%	10.56%	8.78%	9.09%	9.02%	9.09%	9.42%	7.31%	11.39%	9.42%	9.94%	8.08%	7.03%	8.03%	7.96%	8.89%	8.58%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	5990	59	129	118	95	100	147	108	96	103	110	143	124	54	88	89	102	98	94	57	78	126	110	104	99	89	75	109	124	146	120	140	30	71	102	74	56	106	115	91	95	89	171	85	26	119	120	111	109	94	111	117	116	108	130	103	155	102	150					
		8.12%	5.92%	8.10%	7.39%	10.49%	12.53%	11.80%	11.65%	6.87%	6.88%	7.87%	7.54%	8.94%	6.82%	12.24%	11.15%	11.22%	13.46%	6.29%	9.64%	5.21%	7.88%	14.16%	12.38%	9.76%	5.94%	5.79%	7.28%	9.58%	7.69%	7.50%	7.38%	7.61%	5.92%	5.70%	6.19%	5.63%	8.86%	7.74%	7.62%	12.37%	12.03%	8.17%	15.48%	8.78%	7.46%	8.02%	8.55%	8.85%	7.24%	8.60%	7.82%	7.74%	6.77%	8.23%	6.89%	7.39%	6.39%	7.94%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	533	4	10	9	13	1	21	10	11	11	8	20	16	9	6	8	5	6	8	5	10	12	9	9	11	7	7	17	9	14	9	14	3	5	14	5	8	7	12	9	7	12	10	6	4	5	11	9	7	5	12	7	14	10	11	11	9	3	8					
		0.72%	0.40%	0.63%	0.56%	1.43%	0.13%	1.69%	1.08%	0.79%	0.73%	0.57%	1.05%	1.15%	1.14%	0.83%	1.00%	0.55%	0.82%	0.54%	0.85%	0.67%	0.75%	1.16%	1.07%	1.08%	0.47%	0.54%	1.14%	0.69%	0.74%	0.56%	0.74%	0.76%	0.42%	0.78%	0.42%	0.80%	0.59%	0.81%	0.75%	0.91%	1.62%	0.48%	1.09%	1.35%	0.31%	0.73%	0.69%	0.57%	0.38%	0.93%	0.47%	0.93%	0.63%	0.70%	0.74%	0.43%	0.19%	0.42%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	26514	327	491	542	336	290	460	361	474	499	729	606	435	337	209	301	327	254	545	220	567	490	249	290	422	468	489	602	480	767	540	477	140	513	673	484	380	484	591	453	282	234	1101	137	86	539	364	359	431	352	515	845	473	618	555	423	709	516	673					
		35.96%	32.80%	30.82%	33.94%	37.09%	36.34%	36.92%	38.94%	33.93%	33.31%	52.15%	31.96%	31.36%	42.55%	29.07%	37.72%	35.97%	34.89%	36.48%	37.23%	37.85%	30.64%	32.05%	34.52%	41.62%	31.22%	37.76%	40.21%	37.07%	40.41%	33.77%	25.16%	35.53%	42.79%	37.62%	40.47%	38.23%	40.47%	39.80%	37.91%	36.72%	31.62%	52.58%	24.95%	29.05%	33.79%	24.32%	27.66%	35.01%	27.10%	39.89%	56.45%	31.55%	38.72%	35.13%	28.31%	33.81%	32.31%	35.63%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2345	28	46	43	29	33	62	42	48	51	67	56	48	16	24	30	35	32	41	13	37	34	38	32	43	36	20	70	33	43	38	46	14	34	59	36	31	43	61	31	28	33	61	28	8	33	46	38	39	27	53	49	62	40	46	58	60	56	57					
		3.18%	2.81%	2.89%	2.69%	3.20%	4.14%	4.98%	4.53%	3.44%	3.40%	4.79%	2.95%	3.46%	2.02%	3.34%	3.76%	3.85%	4.40%	2.74%	2.20%	2.47%	2.13%	4.89%	3.81%	4.24%	2.40%	1.54%	4.68%	2.55%	2.27%	2.38%	2.43%	3.55%	2.84%	3.30%	3.01%	3.12%	3.60%	4.11%	2.59%	3.65%	4.46%	2.91%	5.10%	2.70%	2.07%	3.07%	2.93%	3.17%	2.08%	4.11%	3.27%	4.14%	2.51%	2.91%	3.88%	2.86%	3.51%	3.02%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	30666	515	765	700	260	246	346	254	627	657	329	877	637	308	258	250	278	213	679	237	680	782	276	264	275	756	580	578	485	768	745	1077	169	483	801	482	417	433	562	501	242	258	609	196	145	749	814	661	519	722	443	333	675	683	720	772	981	770	824					
		41.59%	51.65%	48.02%	43.83%	28.70%	30.83%	27.77%	27.40%	44.88%	43.86%	23.53%	46.26%	45.93%	38.89%	35.88%	31.33%	30.58%	29.26%	45.45%	40.10%	45.39%	48.91%	35.52%	31.43%	27.12%	50.43%	44.79%	38.61%	37.45%	40.46%	46.59%	56.80%	42.89%	40.28%	44.77%	40.30%	41.95%	36.20%	37.85%	41.92%	31.51%	34.86%	29.08%	35.70%	48.99%	46.96%	54.38%	50.92%	42.16%	55.58%	34.31%	22.24%	45.03%	42.79%	45.57%	51.67%	46.78%	48.22%	43.62%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	335	0	9	8	5	10	17	8	9	6	9	9	3	1	3	5	3	0	7	3	5	12	2	3	4	3	5	6	5	3	8	7	1	4	2	5	5	8	7	8	8	4	11	5	1	4	7	2	7	3	3	4	8	8	6	5	11	6	14					
		0.45%	0.00%	0.56%	0.50%	0.55%	1.25%	1.36%	0.86%	0.64%	0.40%	0.64%	0.47%	0.22%	0.13%	0.42%	0.63%	0.33%	0.00%	0.47%	0.51%	0.33%	0.75%	0.26%	0.36%	0.39%	0.20%	0.39%	0.40%	0.39%	0.16%	0.50%	0.37%	0.25%	0.33%	0.11%	0.42%	0.50%	0.67%	0.47%	0.67%	1.04%	0.54%	0.53%	0.91%	0.34%	0.25%	0.47%	0.15%	0.57%	0.23%	0.23%	0.27%	0.53%	0.50%	0.38%	0.33%	0.52%	0.38%	0.74%					
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
