Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																	
Дата голосования: 02.12.2007																																																																	
																																																																	
"Наименование Избирательной комиссии:    Нижний Новгород, Московская"																																																																	
																																																																	
Сводная таблица результатов выборов																																																																	
																																																																	
		Сумма	УИК №1554	УИК №1555	УИК №1556	УИК №1557	УИК №1558	УИК №1559	УИК №1560	УИК №1561	УИК №1562	УИК №1563	УИК №1564	УИК №1565	УИК №1566	УИК №1567	УИК №1568	УИК №1569	УИК №1570	УИК №1571	УИК №1572	УИК №1573	УИК №1574	УИК №1575	УИК №1576	УИК №1577	УИК №1578	УИК №1579	УИК №1580	УИК №1581	УИК №1582	УИК №1583	УИК №1584	УИК №1585	УИК №1586	УИК №1587	УИК №1588	УИК №1589	УИК №1590	УИК №1591	УИК №1592	УИК №1593	УИК №1594	УИК №1595	УИК №1596	УИК №1597	УИК №1598	УИК №1599	УИК №1600	УИК №1601	УИК №1602	УИК №1603	УИК №1604	УИК №1605	УИК №1606	УИК №1607	УИК №1608	УИК №1609	УИК №1610	УИК №1611					
14	Число погашенных неиспользованных открепительных удостоверений	196	2	0	0	0	2	3	4	3	2	1	3	3	4	10	6	5	4	2	2	9	4	7	1	5	3	7	4	0	2	5	3	7	0	4	3	9	2	2	7	1	5	1	3	2	5	3	6	5	1	0	3	2	7	2	0	5	5	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																	
18	1.Политическая партия «Аграрная партия России»	1167	6	37	30	32	14	21	24	12	22	22	24	25	20	19	22	19	18	28	6	21	24	10	14	21	25	17	24	19	29	15	36	18	8	23	27	19	16	13	24	21	11	32	6	1	26	24	17	20	24	11	22	20	13	26	23	28	22	16					
		2.14%	1.05%	2.97%	2.62%	3.14%	1.59%	1.60%	2.25%	1.27%	2.13%	2.19%	1.75%	2.67%	3.10%	2.32%	2.61%	1.89%	2.03%	2.72%	1.21%	2.16%	2.80%	1.16%	1.50%	1.94%	2.55%	2.01%	1.76%	2.03%	2.44%	1.46%	3.21%	3.20%	1.23%	2.17%	3.29%	2.36%	2.24%	1.61%	2.96%	2.46%	1.31%	2.84%	1.16%	0.48%	2.28%	2.27%	1.84%	2.07%	2.76%	1.10%	2.07%	2.07%	1.39%	2.47%	2.34%	2.35%	2.18%	1.42%					
19	2.Всероссийская политическая партия «Гражданская Сила»	779	4	15	21	12	13	25	14	23	12	19	16	4	6	14	14	9	14	24	2	4	14	15	8	19	19	13	25	11	24	7	12	9	7	13	14	16	8	19	15	11	15	19	4	5	14	16	18	7	5	9	15	21	15	14	14	18	9	17					
		1.43%	0.70%	1.20%	1.83%	1.18%	1.48%	1.91%	1.31%	2.43%	1.16%	1.89%	1.16%	0.43%	0.93%	1.71%	1.66%	0.90%	1.58%	2.33%	0.40%	0.41%	1.64%	1.74%	0.85%	1.76%	1.94%	1.54%	1.83%	1.18%	2.02%	0.68%	1.07%	1.60%	1.07%	1.23%	1.71%	1.99%	1.12%	2.35%	1.85%	1.29%	1.78%	1.69%	0.77%	2.39%	1.23%	1.51%	1.95%	0.73%	0.58%	0.90%	1.41%	2.17%	1.60%	1.33%	1.43%	1.51%	0.89%	1.51%					
20	3.Политическая партия «Демократическая партия России»	70	0	2	1	0	2	1	1	0	0	1	4	1	1	1	1	3	2	2	2	1	0	0	0	0	2	1	3	1	4	1	3	0	0	1	3	4	1	4	0	0	0	0	0	0	2	0	3	1	1	2	0	2	1	1	1	2	0	0					
		0.13%	0.00%	0.16%	0.09%	0.00%	0.23%	0.08%	0.09%	0.00%	0.00%	0.10%	0.29%	0.11%	0.16%	0.12%	0.12%	0.30%	0.23%	0.19%	0.40%	0.10%	0.00%	0.00%	0.00%	0.00%	0.20%	0.12%	0.22%	0.11%	0.34%	0.10%	0.27%	0.00%	0.00%	0.09%	0.37%	0.50%	0.14%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.33%	0.10%	0.12%	0.20%	0.00%	0.21%	0.11%	0.10%	0.10%	0.17%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	8324	72	266	212	194	129	182	194	157	228	140	214	136	98	117	149	150	123	142	103	139	123	101	139	210	151	105	184	120	139	89	182	71	97	176	142	160	104	96	116	135	139	169	72	14	173	166	174	142	107	162	157	129	103	137	185	196	151	163					
		15.28%	12.59%	21.33%	18.52%	19.04%	14.69%	13.88%	18.20%	16.60%	22.05%	13.92%	15.57%	14.51%	15.19%	14.29%	17.65%	14.93%	13.87%	13.81%	20.77%	14.30%	14.37%	11.74%	14.85%	19.44%	15.41%	12.41%	13.49%	12.85%	11.69%	8.66%	16.21%	12.61%	14.85%	16.60%	17.30%	19.90%	14.57%	11.90%	14.29%	15.79%	16.51%	15.01%	13.87%	6.70%	15.20%	15.70%	18.87%	14.72%	12.33%	16.20%	14.78%	13.33%	11.02%	13.04%	18.86%	16.43%	14.99%	14.45%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	884	1	18	24	14	14	11	18	19	25	23	24	15	12	13	12	23	12	15	3	16	11	7	10	16	10	9	34	15	13	14	17	2	7	37	12	10	14	15	11	18	15	16	6	2	14	13	15	22	13	22	11	29	25	13	16	23	16	19					
		1.62%	0.17%	1.44%	2.10%	1.37%	1.59%	0.84%	1.69%	2.01%	2.42%	2.29%	1.75%	1.60%	1.86%	1.59%	1.42%	2.29%	1.35%	1.46%	0.60%	1.65%	1.29%	0.81%	1.07%	1.48%	1.02%	1.06%	2.49%	1.61%	1.09%	1.36%	1.51%	0.36%	1.07%	3.49%	1.46%	1.24%	1.96%	1.86%	1.35%	2.11%	1.78%	1.42%	1.16%	0.96%	1.23%	1.23%	1.63%	2.28%	1.50%	2.20%	1.04%	2.99%	2.67%	1.24%	1.63%	1.93%	1.59%	1.68%					
23	6.Политическая партия «Партия социальной справедливости»	143	1	4	1	3	5	1	4	2	1	8	4	1	3	0	3	1	5	3	1	2	1	1	3	4	2	2	4	3	3	3	2	1	2	2	0	0	0	4	1	0	8	0	1	0	5	2	1	2	2	3	4	5	4	1	6	3	2	3					
		0.26%	0.17%	0.32%	0.09%	0.29%	0.57%	0.08%	0.38%	0.21%	0.10%	0.80%	0.29%	0.11%	0.47%	0.00%	0.36%	0.10%	0.56%	0.29%	0.20%	0.21%	0.12%	0.12%	0.32%	0.37%	0.20%	0.24%	0.29%	0.32%	0.25%	0.29%	0.18%	0.18%	0.31%	0.19%	0.00%	0.00%	0.00%	0.50%	0.12%	0.00%	0.95%	0.00%	0.19%	0.00%	0.44%	0.19%	0.11%	0.21%	0.23%	0.30%	0.38%	0.52%	0.43%	0.10%	0.61%	0.25%	0.20%	0.27%					
24	7.Политическая партия «Либерально-демократическая партия России»	4186	43	97	81	70	66	114	82	68	65	74	94	74	39	51	65	69	74	87	46	64	60	70	77	73	80	42	120	75	115	108	71	48	38	76	60	42	58	57	66	75	58	95	42	14	91	89	69	71	73	81	70	72	106	83	64	106	78	90					
		7.68%	7.52%	7.78%	7.07%	6.87%	7.52%	8.70%	7.69%	7.19%	6.29%	7.36%	6.84%	7.90%	6.05%	6.23%	7.70%	6.87%	8.34%	8.46%	9.27%	6.58%	7.01%	8.14%	8.23%	6.76%	8.16%	4.96%	8.80%	8.03%	9.67%	10.51%	6.32%	8.53%	5.82%	7.17%	7.31%	5.22%	8.12%	7.06%	8.13%	8.77%	6.89%	8.44%	8.09%	6.70%	7.99%	8.42%	7.48%	7.36%	8.41%	8.10%	6.59%	7.44%	11.34%	7.90%	6.52%	8.89%	7.75%	7.98%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	7373	53	159	152	149	121	175	150	151	145	167	222	83	83	116	117	134	97	120	31	145	136	111	126	132	160	139	164	145	170	118	161	63	88	146	122	109	90	117	121	101	104	122	53	19	143	153	124	120	120	163	188	142	125	136	109	168	142	153					
		13.53%	9.27%	12.75%	13.28%	14.62%	13.78%	13.35%	14.07%	15.96%	14.02%	16.60%	16.16%	8.86%	12.87%	14.16%	13.86%	13.33%	10.94%	11.67%	6.25%	14.92%	15.89%	12.91%	13.46%	12.22%	16.33%	16.43%	12.02%	15.52%	14.30%	11.48%	14.34%	11.19%	13.48%	13.77%	14.86%	13.56%	12.61%	14.50%	14.90%	11.81%	12.35%	10.83%	10.21%	9.09%	12.57%	14.47%	13.45%	12.44%	13.82%	16.30%	17.70%	14.67%	13.37%	12.94%	11.11%	14.08%	14.10%	13.56%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	347	5	9	6	5	6	11	7	11	7	6	6	10	4	6	8	7	9	10	3	4	5	6	5	4	5	7	5	6	9	10	6	4	2	8	8	7	6	2	7	7	7	6	1	0	4	5	6	9	3	3	4	2	5	8	10	9	2	4					
		0.64%	0.87%	0.72%	0.52%	0.49%	0.68%	0.84%	0.66%	1.16%	0.68%	0.60%	0.44%	1.07%	0.62%	0.73%	0.95%	0.70%	1.01%	0.97%	0.60%	0.41%	0.58%	0.70%	0.53%	0.37%	0.51%	0.83%	0.37%	0.64%	0.76%	0.97%	0.53%	0.71%	0.31%	0.75%	0.97%	0.87%	0.84%	0.25%	0.86%	0.82%	0.83%	0.53%	0.19%	0.00%	0.35%	0.47%	0.65%	0.93%	0.35%	0.30%	0.38%	0.21%	0.53%	0.76%	1.02%	0.75%	0.20%	0.35%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	29468	373	606	585	512	489	711	541	468	495	507	722	562	358	451	427	553	506	575	287	549	458	511	529	554	502	484	745	512	650	640	603	319	368	546	401	403	390	445	422	456	456	633	318	153	637	549	468	548	503	513	572	494	499	604	512	607	557	630					
		54.08%	65.21%	48.60%	51.09%	50.25%	55.69%	54.23%	50.75%	49.47%	47.87%	50.40%	52.55%	59.98%	55.50%	55.07%	50.59%	55.02%	57.05%	55.93%	57.86%	56.48%	53.50%	59.42%	56.52%	51.30%	51.22%	57.21%	54.62%	54.82%	54.67%	62.26%	53.70%	56.66%	56.36%	51.51%	48.84%	50.12%	54.62%	55.14%	51.97%	53.33%	54.16%	56.22%	61.27%	73.21%	55.98%	51.94%	50.76%	56.79%	57.95%	51.30%	53.86%	51.03%	53.37%	57.47%	52.19%	50.88%	55.31%	55.85%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	1171	9	22	22	18	14	32	20	30	15	23	28	11	15	17	17	28	18	14	5	15	19	16	18	34	14	18	44	15	24	15	17	25	26	20	24	31	23	23	21	26	16	23	8	0	17	30	20	15	11	22	13	38	29	13	33	20	18	19					
		2.15%	1.57%	1.76%	1.92%	1.77%	1.59%	2.44%	1.88%	3.17%	1.45%	2.29%	2.04%	1.17%	2.33%	2.08%	2.01%	2.79%	2.03%	1.36%	1.01%	1.54%	2.22%	1.86%	1.92%	3.15%	1.43%	2.13%	3.23%	1.61%	2.02%	1.46%	1.51%	4.44%	3.98%	1.89%	2.92%	3.86%	3.22%	2.85%	2.59%	3.04%	1.90%	2.04%	1.54%	0.00%	1.49%	2.84%	2.17%	1.55%	1.27%	2.20%	1.22%	3.93%	3.10%	1.24%	3.36%	1.68%	1.79%	1.68%					
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
