Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																							
Дата голосования: 18.09.2016																																							
																																							
Наименование Избирательной комиссии:    Ивановская																																							
																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																							
																																							
		Сумма	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	249	10	10	11	5	8	20	5	15	5	5	45	5	10	5	5	5	10	10	5	5	5	5	5	10	10	5	5	5									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	129	1	4	11	2	8	14	1	15	2	3	42	2	0	0	0	1	1	4	2	1	1	4	0	3	3	1	0	3									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	45	3	5	3	0	1	1	0	3	0	1	3	3	2	1	0	4	2	1	2	2	0	0	0	3	2	0	1	2									
14	Число погашенных неиспользованных открепительных удостоверений	120	9	6	0	3	0	6	4	0	3	2	3	3	10	5	5	4	9	6	3	4	4	1	5	7	7	4	5	2									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																							
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	75	5	5	13	0	1	4	1	1	0	1	1	3	3	1	0	0	7	1	0	6	0	5	1	3	4	7	1	1									
		0.96%	0.68%	0.64%	1.57%	0.00%	1.02%	1.54%	0.88%	0.48%	0.00%	0.91%	0.47%	1.38%	1.24%	0.78%	0.00%	0.00%	1.45%	0.25%	0.00%	2.67%	0.00%	2.23%	0.49%	0.70%	0.91%	2.36%	0.65%	0.41%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	241	25	17	22	2	3	4	4	6	4	3	3	4	11	4	2	8	17	10	4	10	6	4	2	22	14	9	12	9									
		3.08%	3.39%	2.17%	2.65%	3.08%	3.06%	1.54%	3.54%	2.86%	4.55%	2.73%	1.42%	1.84%	4.55%	3.13%	2.78%	2.52%	3.52%	2.52%	6.06%	4.44%	3.43%	1.79%	0.98%	5.12%	3.17%	3.03%	7.84%	3.70%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	199	20	17	24	1	0	10	2	5	2	2	0	4	5	5	0	6	3	20	3	4	2	5	4	16	15	12	3	9									
		2.54%	2.71%	2.17%	2.90%	1.54%	0.00%	3.85%	1.77%	2.38%	2.27%	1.82%	0.00%	1.84%	2.07%	3.91%	0.00%	1.89%	0.62%	5.04%	4.55%	1.78%	1.14%	2.23%	1.95%	3.72%	3.40%	4.04%	1.96%	3.70%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3130	234	251	303	33	46	122	60	102	47	68	112	141	101	50	44	167	168	149	20	91	88	103	96	134	126	123	65	86									
		40.02%	31.75%	32.02%	36.55%	50.77%	46.94%	46.92%	53.10%	48.57%	53.41%	61.82%	52.83%	64.98%	41.74%	39.06%	61.11%	52.68%	34.78%	37.53%	30.30%	40.44%	50.29%	45.98%	46.83%	31.16%	28.57%	41.41%	42.48%	35.39%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	32	9	5	4	0	0	1	0	0	0	1	1	1	1	1	0	0	0	2	0	1	1	0	0	0	1	1	0	2									
		0.41%	1.22%	0.64%	0.48%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.91%	0.47%	0.46%	0.41%	0.78%	0.00%	0.00%	0.00%	0.50%	0.00%	0.44%	0.57%	0.00%	0.00%	0.00%	0.23%	0.34%	0.00%	0.82%									
24	"6. Политическая партия ""Гражданская Платформа"""	10	1	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	1	1	0	1	0	0	0	1	0									
		0.13%	0.14%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.48%	0.00%	0.00%	0.47%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.44%	0.57%	0.00%	0.49%	0.00%	0.00%	0.00%	0.65%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1935	202	207	209	16	21	67	18	42	17	25	54	29	46	24	11	73	158	119	20	74	41	51	51	81	122	64	33	60									
		24.74%	27.41%	26.40%	25.21%	24.62%	21.43%	25.77%	15.93%	20.00%	19.32%	22.73%	25.47%	13.36%	19.01%	18.75%	15.28%	23.03%	32.71%	29.97%	30.30%	32.89%	23.43%	22.77%	24.88%	18.84%	27.66%	21.55%	21.57%	24.69%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	13	0	0	1	0	0	1	0	2	0	0	0	0	0	0	1	1	2	1	1	0	0	0	0	0	2	1	0	0									
		0.17%	0.00%	0.00%	0.12%	0.00%	0.00%	0.38%	0.00%	0.95%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.39%	0.32%	0.41%	0.25%	1.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.34%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	33	1	9	2	0	0	3	0	3	1	1	0	0	0	2	0	0	1	2	1	0	0	1	1	1	2	0	1	1									
		0.42%	0.14%	1.15%	0.24%	0.00%	0.00%	1.15%	0.00%	1.43%	1.14%	0.91%	0.00%	0.00%	0.00%	1.56%	0.00%	0.00%	0.21%	0.50%	1.52%	0.00%	0.00%	0.45%	0.49%	0.23%	0.45%	0.00%	0.65%	0.41%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	10	1	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	2	0	0	0	0	1	0	0	1	0	0									
		0.13%	0.14%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.91%	0.00%	0.92%	0.00%	0.00%	0.00%	0.00%	0.21%	0.50%	0.00%	0.00%	0.00%	0.00%	0.49%	0.00%	0.00%	0.34%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	35	3	5	6	0	0	0	1	1	0	1	0	0	0	1	0	1	3	3	0	0	1	0	0	3	4	1	0	1									
		0.45%	0.41%	0.64%	0.72%	0.00%	0.00%	0.00%	0.88%	0.48%	0.00%	0.91%	0.00%	0.00%	0.00%	0.78%	0.00%	0.32%	0.62%	0.76%	0.00%	0.00%	0.57%	0.00%	0.00%	0.70%	0.91%	0.34%	0.00%	0.41%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1589	145	173	156	8	17	33	23	33	10	6	29	22	62	37	12	42	105	73	15	33	33	47	44	154	120	70	28	59									
		20.32%	19.67%	22.07%	18.82%	12.31%	17.35%	12.69%	20.35%	15.71%	11.36%	5.45%	13.68%	10.14%	25.62%	28.91%	16.67%	13.25%	21.74%	18.39%	22.73%	14.67%	18.86%	20.98%	21.46%	35.81%	27.21%	23.57%	18.30%	24.28%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	26	2	2	4	1	0	1	0	0	1	0	0	0	1	0	0	1	2	1	1	0	0	0	0	0	3	2	1	3									
		0.33%	0.27%	0.26%	0.48%	1.54%	0.00%	0.38%	0.00%	0.00%	1.14%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.32%	0.41%	0.25%	1.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.68%	0.67%	0.65%	1.23%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	335	67	71	64	1	6	13	3	12	5	0	5	3	4	1	0	10	7	6	0	4	0	6	2	12	14	3	8	8									
		4.28%	9.09%	9.06%	7.72%	1.54%	6.12%	5.00%	2.65%	5.71%	5.68%	0.00%	2.36%	1.38%	1.65%	0.78%	0.00%	3.15%	1.45%	1.51%	0.00%	1.78%	0.00%	2.68%	0.98%	2.79%	3.17%	1.01%	5.23%	3.29%									
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
