Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																							
Дата голосования: 07.12.2003 0:00:00																																																																							
																																																																							
Наименование Избирательной комиссии:    Зианчуринская																																																																							
																																																																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																							
																																																																							
		Сумма	УИК №2217	УИК №2218	УИК №2219	УИК №2220	УИК №2221	УИК №2222	УИК №2223	УИК №2224	УИК №2225	УИК №2226	УИК №2227	УИК №2228	УИК №2229	УИК №2230	УИК №2231	УИК №2232	УИК №2233	УИК №2234	УИК №2235	УИК №2236	УИК №2237	УИК №2238	УИК №2239	УИК №2240	УИК №2241	УИК №2242	УИК №2243	УИК №2244	УИК №2245	УИК №2246	УИК №2247	УИК №2248	УИК №2249	УИК №2250	УИК №2251	УИК №2252	УИК №2253	УИК №2254	УИК №2255	УИК №2256	УИК №2257	УИК №2258	УИК №2259	УИК №2260	УИК №2261	УИК №2262	УИК №2263	УИК №2264	УИК №2265	УИК №2266	УИК №2267	УИК №2268	УИК №2269	УИК №2270	УИК №2271	УИК №2272	УИК №2273	УИК №2274	УИК №2275	УИК №2276	УИК №2277	УИК №2278	УИК №2279	УИК №2280					
		5.88%	5.45%	3.41%	2.22%	5.01%	9.81%	6.03%	2.47%	2.24%	5.14%	0.0%	1.42%	11.5%	2.75%	9.17%	18.22%	6.66%	2.77%	6.10%	5.26%	15.43%	6.45%	1.81%	2.32%	12.49%	7.74%	2.73%	0.0%	0.62%	1.83%	3.66%	1.62%	7.43%	1.21%	7.31%	10.98%	5.26%	3.24%	2.83%	4.76%	3.84%	4.04%	2.78%	2.44%	2.5%	3.43%	5.15%	11.89%	12.0%	5.36%	0.69%	5.15%	8.83%	8.16%	15.55%	11.15%	12.07%	6.46%	9.19%	4.36%	6.50%	11.29%	1.11%	1.36%	6.53%					
28	"11. ""Истинные патриоты России"""	90	1	0	0	0	1	0	0	0	2	0	0	4	0	3	0	0	0	0	0	0	0	1	0	3	0	1	0	0	1	2	2	0	0	0	0	1	1	1	0	1	4	4	0	0	4	0	1	0	1	0	0	41	2	0	0	1	2	0	0	0	0	1	0	4					
		0.50%	0.13%	0.0%	0.0%	0.0%	0.36%	0.0%	0.0%	0.0%	0.73%	0.0%	0.0%	2.0%	0.0%	0.36%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.25%	0.0%	0.91%	0.0%	0.34%	0.0%	0.0%	0.26%	1.04%	0.65%	0.0%	0.0%	0.0%	0.0%	0.75%	0.64%	0.94%	0.0%	0.48%	0.37%	0.41%	0.0%	0.0%	0.32%	0.0%	0.22%	0.0%	0.33%	0.0%	0.0%	9.78%	0.36%	0.0%	0.0%	0.21%	0.99%	0.0%	0.0%	0.0%	0.0%	1.11%	0.0%	0.54%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	101	0	0	1	0	2	2	0	1	0	0	0	0	0	8	3	1	0	1	2	0	0	4	0	3	2	1	1	2	0	0	1	2	0	1	2	1	3	2	1	0	5	11	2	0	9	0	1	0	2	1	0	5	0	1	4	6	0	0	1	0	0	0	0	6					
		0.56%	0.0%	0.0%	1.11%	0.0%	0.72%	1.72%	0.0%	1.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.97%	1.40%	0.44%	0.0%	0.46%	0.47%	0.0%	0.0%	1.03%	0.0%	0.91%	1.40%	0.34%	1.23%	1.25%	0.0%	0.0%	0.32%	0.67%	0.0%	0.60%	1.15%	0.75%	1.94%	1.88%	0.79%	0.0%	0.46%	1.13%	0.32%	0.0%	0.73%	0.0%	0.22%	0.0%	0.67%	0.69%	0.0%	1.19%	0.0%	0.74%	0.82%	1.27%	0.0%	0.0%	0.16%	0.0%	0.0%	0.0%	0.0%	0.81%					
30	"13. ""Демократическая партия России"""	60	2	1	0	0	0	0	0	1	2	0	0	1	0	2	0	0	0	1	1	0	0	2	0	1	1	1	0	0	0	0	0	1	0	0	0	1	1	0	1	2	12	3	4	0	8	0	0	0	0	0	0	0	1	2	1	3	0	0	1	0	0	1	0	2					
		0.33%	0.27%	0.85%	0.0%	0.0%	0.0%	0.0%	0.0%	1.12%	0.73%	0.0%	0.0%	0.5%	0.0%	0.24%	0.0%	0.0%	0.0%	0.46%	0.23%	0.0%	0.0%	0.51%	0.0%	0.30%	0.70%	0.34%	0.0%	0.0%	0.0%	0.0%	0.0%	0.33%	0.0%	0.0%	0.0%	0.75%	0.64%	0.0%	0.79%	0.96%	1.12%	0.30%	0.65%	0.0%	0.65%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.18%	1.48%	0.20%	0.63%	0.0%	0.0%	0.16%	0.0%	0.0%	1.11%	0.0%	0.27%					
31	"14. ""Великая Россия - Евразийский Союз"""	47	2	0	0	0	2	0	0	0	3	0	0	0	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	2	0	0	0	2	1	3	0	0	0	0	6	2	0	5	0	1	1	2	0	0	0	3	0	1	1	0	1	1	0	0	0	0	1					
		0.26%	0.27%	0.0%	0.0%	0.0%	0.72%	0.0%	0.0%	0.0%	1.10%	0.0%	0.0%	0.0%	0.68%	0.12%	0.0%	0.0%	0.0%	0.0%	0.23%	0.61%	1.61%	0.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.52%	0.65%	0.0%	0.0%	0.0%	1.15%	0.75%	1.94%	0.0%	0.0%	0.0%	0.0%	0.61%	0.32%	0.0%	0.40%	0.0%	0.22%	4.0%	0.67%	0.0%	0.0%	0.0%	0.54%	0.0%	0.20%	0.21%	0.0%	1.14%	0.16%	0.0%	0.0%	0.0%	0.0%	0.13%					
32	"15. ""Партия СЛОН"""	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	1	0	2	0	1	1	0	0	0	1	0	0	0	0	3	0	0	0	0	0					
		0.10%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.46%	0.0%	0.0%	0.0%	0.23%	0.0%	1.61%	0.0%	0.0%	0.91%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.96%	0.09%	0.0%	0.16%	0.0%	0.08%	0.0%	0.45%	0.0%	0.33%	0.69%	0.0%	0.0%	0.0%	0.74%	0.0%	0.0%	0.0%	0.0%	0.50%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	386	26	1	0	1	0	0	1	0	8	1	3	3	1	13	9	2	0	3	22	2	0	6	0	9	2	1	1	1	0	3	3	6	0	3	1	2	1	3	3	6	39	51	18	3	45	0	3	0	3	2	0	8	8	3	8	4	0	1	11	0	0	2	1	29					
		2.17%	3.63%	0.85%	0.0%	0.35%	0.0%	0.0%	0.82%	0.0%	2.94%	1.17%	2.14%	1.5%	0.68%	1.59%	4.20%	0.88%	0.0%	1.40%	5.26%	1.23%	0.0%	1.55%	0.0%	2.74%	1.40%	0.34%	1.23%	0.62%	0.0%	1.57%	0.97%	2.02%	0.0%	1.82%	0.57%	1.50%	0.64%	2.83%	2.38%	2.88%	3.66%	5.26%	2.93%	2.5%	3.67%	0.0%	0.68%	0.0%	1.00%	1.38%	0.0%	1.90%	1.45%	2.22%	1.65%	0.84%	0.0%	1.14%	1.84%	0.0%	0.0%	2.22%	1.36%	3.95%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	122	3	1	0	2	6	1	0	1	4	0	2	3	0	2	4	2	0	1	4	0	0	3	0	3	4	1	1	0	2	1	1	4	0	0	0	1	1	4	1	1	5	5	2	0	6	1	5	0	5	0	0	4	1	1	1	5	3	0	7	0	0	2	1	4					
		0.68%	0.41%	0.85%	0.0%	0.71%	2.18%	0.86%	0.0%	1.12%	1.47%	0.0%	1.42%	1.5%	0.0%	0.24%	1.86%	0.88%	0.0%	0.46%	0.95%	0.0%	0.0%	0.77%	0.0%	0.91%	2.81%	0.34%	1.23%	0.0%	0.52%	0.52%	0.32%	1.35%	0.0%	0.0%	0.0%	0.75%	0.64%	3.77%	0.79%	0.48%	0.46%	0.51%	0.32%	0.0%	0.49%	1.03%	1.14%	0.0%	1.67%	0.0%	0.0%	0.95%	0.18%	0.74%	0.20%	1.05%	1.49%	0.0%	1.17%	0.0%	0.0%	2.22%	1.36%	0.54%					
35	"18. ""ЛДПР"""	653	18	2	0	1	9	0	1	1	3	0	1	8	0	34	9	2	0	9	69	1	2	5	0	9	5	10	0	2	0	4	1	10	2	3	2	13	1	3	5	19	80	57	38	0	78	2	1	1	3	3	0	24	1	1	15	11	8	2	14	2	1	9	1	37					
		3.67%	2.51%	1.70%	0.0%	0.35%	3.27%	0.0%	0.82%	1.12%	1.10%	0.0%	0.71%	4.0%	0.0%	4.16%	4.20%	0.88%	0.0%	4.22%	16.50%	0.61%	3.22%	1.29%	0.0%	2.74%	3.52%	3.42%	0.0%	1.25%	0.0%	2.09%	0.32%	3.37%	1.21%	1.82%	1.15%	9.77%	0.64%	2.83%	3.96%	9.13%	7.51%	5.88%	6.18%	0.0%	6.37%	2.06%	0.22%	4.0%	1.00%	2.08%	0.0%	5.72%	0.18%	0.74%	3.09%	2.33%	3.98%	2.29%	2.35%	1.62%	1.61%	10.0%	1.36%	5.04%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	185	6	0	0	5	3	1	0	1	1	0	0	1	2	10	9	4	0	1	8	2	0	0	3	0	0	2	1	0	0	1	1	3	0	1	5	1	0	1	2	2	23	14	5	1	20	0	0	2	1	0	0	4	3	0	5	4	0	3	3	0	1	0	2	17					
		1.04%	0.83%	0.0%	0.0%	1.79%	1.09%	0.86%	0.0%	1.12%	0.36%	0.0%	0.0%	0.5%	1.37%	1.22%	4.20%	1.77%	0.0%	0.46%	1.91%	1.23%	0.0%	0.0%	6.97%	0.0%	0.0%	0.68%	1.23%	0.0%	0.0%	0.52%	0.32%	1.01%	0.0%	0.60%	2.89%	0.75%	0.0%	0.94%	1.58%	0.96%	2.16%	1.44%	0.81%	0.83%	1.63%	0.0%	0.0%	8.0%	0.33%	0.0%	0.0%	0.95%	0.54%	0.0%	1.03%	0.84%	0.0%	3.44%	0.50%	0.0%	1.61%	0.0%	2.73%	2.31%					
37	"20. ""Политическая партия ""Единая Россия"""	11343	469	96	80	224	201	79	83	70	190	81	118	126	127	511	87	174	66	146	180	99	47	281	33	173	75	190	62	125	325	156	264	187	150	103	110	66	115	67	75	98	550	545	373	90	680	72	280	15	203	122	83	224	359	79	320	287	117	39	383	97	27	62	48	379					
		63.81%	65.59%	82.05%	88.88%	80.28%	73.09%	68.10%	68.59%	78.65%	69.85%	95.29%	84.28%	63.0%	87.58%	62.54%	40.65%	77.33%	91.66%	68.54%	43.06%	61.11%	75.80%	72.98%	76.74%	52.74%	52.81%	65.06%	76.54%	78.61%	85.30%	81.67%	85.99%	63.17%	90.90%	62.80%	63.58%	49.62%	74.67%	63.20%	59.52%	47.11%	51.69%	56.30%	60.74%	75.0%	55.55%	74.22%	64.07%	60.0%	68.12%	84.72%	85.56%	53.46%	65.15%	58.51%	66.11%	60.80%	58.20%	44.82%	64.36%	78.86%	43.54%	68.88%	65.75%	51.63%					
38	"21. ""Российская Конституционно-демократическая партия"""	44	3	0	0	2	0	1	0	0	3	0	0	1	0	0	0	0	0	2	2	1	0	0	0	2	0	1	1	0	0	2	0	0	0	1	0	0	0	0	0	0	2	1	2	1	3	0	0	0	1	1	0	0	2	0	0	2	2	1	2	0	0	0	0	2					
