Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																		
Дата голосования: 18.09.2016																																		
																																		
Наименование Избирательной комиссии:    Ивнянская																																		
																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																		
																																		
		Сумма	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634									
		0.66%	0.57%	0.18%	1.04%	0.74%	0.00%	0.00%	0.98%	0.69%	1.36%	0.97%	0.00%	1.08%	0.61%	0.34%	0.70%	0.28%	0.56%	0.13%	0.55%	0.63%	1.51%	0.00%	1.12%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	236	3	22	8	3	10	12	19	15	16	33	2	1	24	8	5	10	3	16	5	3	8	2	8									
		1.58%	0.57%	1.96%	1.04%	0.74%	1.53%	3.74%	1.70%	1.47%	1.68%	2.65%	1.53%	0.27%	3.69%	0.90%	0.39%	2.75%	0.83%	2.06%	0.92%	0.94%	2.02%	0.83%	1.79%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	131	4	9	6	3	4	6	9	8	9	30	0	2	5	4	7	5	1	6	3	3	0	2	5									
		0.88%	0.76%	0.80%	0.78%	0.74%	0.61%	1.87%	0.80%	0.79%	0.94%	2.41%	0.00%	0.54%	0.77%	0.45%	0.54%	1.38%	0.28%	0.77%	0.55%	0.94%	0.00%	0.83%	1.12%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	11338	424	830	450	361	558	215	815	717	665	841	106	338	557	738	1091	227	308	551	447	235	332	178	354									
		76.12%	81.07%	73.84%	58.75%	89.58%	85.19%	66.98%	72.77%	70.36%	69.78%	67.66%	80.92%	91.11%	85.56%	83.39%	84.90%	62.53%	85.56%	71.10%	82.47%	73.44%	83.63%	74.17%	79.02%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	47	2	5	1	5	0	2	7	4	3	1	1	0	0	2	5	2	2	1	2	1	0	1	0									
		0.32%	0.38%	0.44%	0.13%	1.24%	0.00%	0.62%	0.63%	0.39%	0.31%	0.08%	0.76%	0.00%	0.00%	0.23%	0.39%	0.55%	0.56%	0.13%	0.37%	0.31%	0.00%	0.42%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	13	0	0	1	0	0	0	2	1	1	4	0	0	0	1	2	0	0	1	0	0	0	0	0									
		0.09%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.18%	0.10%	0.10%	0.32%	0.00%	0.00%	0.00%	0.11%	0.16%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1038	26	36	65	14	38	30	94	96	97	87	6	6	42	44	58	62	16	81	31	34	29	21	25									
		6.97%	4.97%	3.20%	8.49%	3.47%	5.80%	9.35%	8.39%	9.42%	10.18%	6.99%	4.58%	1.62%	6.45%	4.97%	4.51%	17.08%	4.44%	10.45%	5.72%	10.63%	7.30%	8.75%	5.58%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	19	1	1	2	0	0	1	2	2	1	4	1	0	0	0	0	0	0	0	1	1	0	0	2									
		0.13%	0.19%	0.09%	0.26%	0.00%	0.00%	0.31%	0.18%	0.20%	0.10%	0.32%	0.76%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.31%	0.00%	0.00%	0.45%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	46	1	7	5	0	0	1	0	4	2	15	0	0	1	0	0	1	0	4	3	0	1	0	1									
		0.31%	0.19%	0.62%	0.65%	0.00%	0.00%	0.31%	0.00%	0.39%	0.21%	1.21%	0.00%	0.00%	0.15%	0.00%	0.00%	0.28%	0.00%	0.52%	0.55%	0.00%	0.25%	0.00%	0.22%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	16	1	1	2	1	0	3	0	1	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0									
		0.11%	0.19%	0.09%	0.26%	0.25%	0.00%	0.93%	0.00%	0.10%	0.00%	0.00%	0.00%	1.62%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	41	1	1	8	0	0	3	3	2	7	5	2	0	1	0	2	0	0	2	1	2	0	1	0									
		0.28%	0.19%	0.09%	1.04%	0.00%	0.00%	0.93%	0.27%	0.20%	0.73%	0.40%	1.53%	0.00%	0.15%	0.00%	0.16%	0.00%	0.00%	0.26%	0.18%	0.63%	0.00%	0.42%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1134	38	66	72	9	36	34	112	97	97	154	8	4	9	68	75	33	19	94	19	23	18	14	35									
		7.61%	7.27%	5.87%	9.40%	2.23%	5.50%	10.59%	10.00%	9.52%	10.18%	12.39%	6.11%	1.08%	1.38%	7.68%	5.84%	9.09%	5.28%	12.13%	3.51%	7.19%	4.53%	5.83%	7.81%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	13	0	3	1	0	0	0	2	1	0	2	0	0	0	0	1	0	0	1	1	1	0	0	0									
		0.09%	0.00%	0.27%	0.13%	0.00%	0.00%	0.00%	0.18%	0.10%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.08%	0.00%	0.00%	0.13%	0.18%	0.31%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	550	10	136	134	3	6	5	30	50	24	32	4	4	6	16	20	13	4	12	11	13	3	9	5									
		3.69%	1.91%	12.10%	17.49%	0.74%	0.92%	1.56%	2.68%	4.91%	2.52%	2.57%	3.05%	1.08%	0.92%	1.81%	1.56%	3.58%	1.11%	1.55%	2.03%	4.06%	0.76%	3.75%	1.12%									
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
