Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    Надтеречная																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206									
24	"6. Политическая партия ""Гражданская Платформа"""	6	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	1	0	1									
		0.02%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.07%	0.00%	0.00%	0.04%	0.00%	0.00%	0.00%	0.05%	0.00%	0.00%	0.06%	0.00%	0.13%	0.00%	0.08%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0									
		0.01%	0.00%	0.00%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.04%	0.00%	0.00%	0.00%	0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	60	2	3	6	1	2	3	4	2	3	5	4	2	4	2	3	2	4	3	2	1	2									
		0.18%	0.53%	0.32%	0.42%	0.08%	0.11%	0.17%	0.28%	0.14%	0.11%	0.22%	0.20%	0.11%	0.18%	0.11%	0.13%	0.15%	0.25%	0.55%	0.26%	0.04%	0.16%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	27	1	1	1	1	2	2	1	1	1	2	3	1	2	1	3	2	1	0	0	1	0									
		0.08%	0.27%	0.11%	0.07%	0.08%	0.11%	0.11%	0.07%	0.07%	0.04%	0.09%	0.15%	0.05%	0.09%	0.05%	0.13%	0.15%	0.06%	0.00%	0.00%	0.04%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	13	1	0	1	1	1	1	1	0	1	0	0	1	0	0	1	1	1	1	0	1	0									
		0.04%	0.27%	0.00%	0.07%	0.08%	0.05%	0.06%	0.07%	0.00%	0.04%	0.00%	0.00%	0.05%	0.00%	0.00%	0.04%	0.07%	0.06%	0.18%	0.00%	0.04%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0									
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	373	9	16	27	21	23	19	15	19	22	26	23	21	17	15	13	12	13	10	13	21	18									
		1.11%	2.39%	1.70%	1.90%	1.59%	1.21%	1.06%	1.04%	1.35%	0.84%	1.13%	1.17%	1.12%	0.75%	0.79%	0.55%	0.88%	0.81%	1.84%	1.70%	0.90%	1.44%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	551	3	7	9	7	14	10	13	6	47	33	24	45	59	58	60	29	36	8	10	69	4									
		1.63%	0.80%	0.74%	0.63%	0.53%	0.74%	0.56%	0.90%	0.43%	1.80%	1.44%	1.22%	2.40%	2.61%	3.07%	2.53%	2.13%	2.24%	1.47%	1.31%	2.94%	0.32%									
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
