Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																										
Дата голосования: 18.09.2016																																										
																																										
Наименование Избирательной комиссии:    район Текстильщики																																										
																																										
Сводная таблица итогов голосования по федеральному избирательному округу																																										
																																										
		Сумма	УИК №1604	УИК №1605	УИК №1606	УИК №1607	УИК №1608	УИК №1609	УИК №1610	УИК №1611	УИК №1612	УИК №1613	УИК №1614	УИК №1615	УИК №1616	УИК №1617	УИК №1618	УИК №1619	УИК №1620	УИК №1621	УИК №1622	УИК №1623	УИК №1624	УИК №1625	УИК №1626	УИК №1627	УИК №1628	УИК №1629	УИК №1630	УИК №1631	УИК №3710	УИК №3711	УИК №3712									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	671	14	28	23	19	30	34	24	10	15	27	23	36	24	18	41	27	21	16	22	10	26	19	10	27	74	17	14	12	1	1	8									
		3.23%	2.24%	3.39%	3.03%	2.47%	3.65%	3.96%	3.23%	1.28%	1.93%	4.09%	2.75%	4.10%	4.29%	2.99%	4.98%	4.25%	3.75%	2.99%	2.99%	1.79%	3.76%	2.22%	2.13%	2.73%	4.95%	3.85%	5.11%	2.11%	1.54%	0.51%	2.20%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	69	1	2	2	3	0	2	2	1	3	2	3	2	1	3	5	3	3	2	3	4	0	2	0	2	14	2	0	0	0	0	2									
		0.33%	0.16%	0.24%	0.26%	0.39%	0.00%	0.23%	0.27%	0.13%	0.39%	0.30%	0.36%	0.23%	0.18%	0.50%	0.61%	0.47%	0.54%	0.37%	0.41%	0.71%	0.00%	0.23%	0.00%	0.20%	0.94%	0.45%	0.00%	0.00%	0.00%	0.00%	0.55%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1417	35	63	63	69	74	70	42	20	78	53	46	60	37	41	71	43	39	27	50	49	48	63	30	91	49	42	13	34	0	5	12									
		6.83%	5.60%	7.64%	8.31%	8.96%	8.99%	8.16%	5.66%	2.57%	10.05%	8.03%	5.51%	6.84%	6.61%	6.81%	8.63%	6.77%	6.96%	5.05%	6.81%	8.75%	6.94%	7.37%	6.40%	9.20%	3.28%	9.52%	4.74%	5.98%	0.00%	2.55%	3.30%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2828	87	104	89	106	129	128	107	108	108	120	130	122	77	85	110	93	89	79	123	84	106	110	65	126	124	62	33	62	7	16	39									
		13.63%	13.92%	12.61%	11.74%	13.77%	15.67%	14.92%	14.42%	13.86%	13.92%	18.18%	15.57%	13.91%	13.75%	14.12%	13.37%	14.65%	15.89%	14.77%	16.76%	15.00%	15.32%	12.87%	13.86%	12.74%	8.29%	14.06%	12.04%	10.90%	10.77%	8.16%	10.71%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	133	4	3	5	4	5	6	3	3	2	5	3	12	2	4	1	10	6	1	8	3	7	5	4	3	15	2	2	1	0	2	2									
		0.64%	0.64%	0.36%	0.66%	0.52%	0.61%	0.70%	0.40%	0.39%	0.26%	0.76%	0.36%	1.37%	0.36%	0.66%	0.12%	1.57%	1.07%	0.19%	1.09%	0.54%	1.01%	0.58%	0.85%	0.30%	1.00%	0.45%	0.73%	0.18%	0.00%	1.02%	0.55%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1261	44	55	68	56	51	62	33	18	53	45	67	53	40	50	35	23	38	26	47	40	47	65	18	56	86	28	11	22	2	5	17									
		6.08%	7.04%	6.67%	8.97%	7.27%	6.20%	7.23%	4.45%	2.31%	6.83%	6.82%	8.02%	6.04%	7.14%	8.31%	4.25%	3.62%	6.79%	4.86%	6.40%	7.14%	6.79%	7.60%	3.84%	5.66%	5.75%	6.35%	4.01%	3.87%	3.08%	2.55%	4.67%									
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
