Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																												
Дата голосования: 04.12.2011																																																												
																																																												
Наименование Избирательной комиссии:    Марксовская																																																												
																																																												
Сводная таблица результатов выборов																																																												
																																																												
		Сумма	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1141	УИК №1142	УИК №1143	УИК №1144	УИК №1145	УИК №1146	УИК №1147	УИК №1148	УИК №1149	УИК №1150	УИК №1151	УИК №1152	УИК №1153	УИК №1154	УИК №1155	УИК №1156	УИК №1157					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	818	2	7	6	4	3	9	9	6	20	4	3	8	4	6	5	5	12	3	2	0	6	6	4	3	2	7	5	5	5	8	8	5	42	2	5	6	6	6	3	2	21	4	43	21	13	124	9	34	229	18	22	9	17					
14	Число погашенных неиспользованных открепительных удостоверений	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	1	1	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	110	21	1	1	0	4	0	0	0	0	0	1	5	2	4	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	4	2	0	0	2	1	0	0	2	0	5	0	3	5	10	4	9	7	4	3	7					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																												
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2422	2	0	13	0	17	5	0	8	3	24	6	9	51	19	6	8	24	7	13	0	3	8	0	6	27	6	6	45	31	41	6	45	54	37	1	11	39	19	35	5	187	28	94	5	106	55	248	207	49	233	152	180	238					
		5.86%	0.32%	0.00%	2.50%	0.00%	2.18%	0.82%	0.00%	2.08%	4.48%	9.13%	1.23%	0.68%	4.03%	1.44%	4.17%	2.02%	2.97%	3.95%	3.87%	0.00%	0.97%	4.91%	0.00%	2.70%	7.32%	0.99%	2.08%	6.07%	5.00%	5.30%	0.83%	6.67%	4.06%	3.52%	0.48%	8.27%	5.20%	1.76%	4.10%	3.21%	13.81%	27.45%	10.49%	0.82%	7.39%	2.94%	10.84%	9.53%	3.71%	13.04%	7.89%	8.81%	12.01%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	515	0	0	15	2	1	7	11	4	1	16	8	3	12	9	0	0	7	0	2	0	7	0	0	3	0	0	4	10	7	0	8	4	36	10	0	6	3	2	17	0	27	5	37	6	58	30	19	22	12	3	49	30	2					
		1.25%	0.00%	0.00%	2.88%	1.26%	0.13%	1.14%	2.02%	1.04%	1.49%	6.08%	1.64%	0.23%	0.95%	0.68%	0.00%	0.00%	0.87%	0.00%	0.60%	0.00%	2.27%	0.00%	0.00%	1.35%	0.00%	0.00%	1.39%	1.35%	1.13%	0.00%	1.11%	0.59%	2.71%	0.95%	0.00%	4.51%	0.40%	0.19%	1.99%	0.00%	1.99%	4.90%	4.13%	0.99%	4.04%	1.60%	0.83%	1.01%	0.91%	0.17%	2.54%	1.47%	0.10%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	56	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	1	0	2	1	0	0	1	3	0	0	0	3	18	3	0	5	2	6	2	1					
		0.14%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.08%	0.08%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.44%	0.00%	0.10%	0.00%	1.50%	0.13%	0.00%	0.00%	0.64%	0.22%	0.00%	0.00%	0.00%	0.21%	0.96%	0.13%	0.00%	0.38%	0.11%	0.31%	0.10%	0.05%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2749	26	10	22	7	66	10	10	6	3	15	19	93	68	51	7	17	31	1	9	2	20	2	3	6	23	26	8	20	10	48	78	26	30	41	8	43	22	33	129	8	55	12	124	25	253	64	326	260	131	186	49	91	116					
		6.65%	4.13%	5.32%	4.23%	4.40%	8.46%	1.63%	1.84%	1.56%	4.48%	5.70%	3.90%	7.04%	5.38%	3.88%	4.86%	4.28%	3.83%	0.56%	2.68%	4.88%	6.47%	1.23%	4.55%	2.70%	6.23%	4.32%	2.78%	2.70%	1.61%	6.20%	10.80%	3.85%	2.26%	3.90%	3.81%	32.33%	2.93%	3.05%	15.11%	5.13%	4.06%	11.76%	13.84%	4.11%	17.64%	3.42%	14.25%	11.97%	9.92%	10.41%	2.54%	4.45%	5.85%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	90	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	1	6	1	0	1	0	8	1	7	0	15	19	5	0	2	2	8	2	1					
		0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.08%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.15%	0.00%	0.19%	0.48%	4.51%	0.13%	0.00%	0.12%	0.00%	0.59%	0.98%	0.78%	0.00%	1.05%	1.01%	0.22%	0.00%	0.15%	0.11%	0.42%	0.10%	0.05%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	33930	528	170	467	149	695	590	522	301	60	202	440	1195	1122	1227	131	262	738	167	312	39	267	152	63	207	319	570	268	663	571	685	630	593	1209	960	198	64	682	1027	668	141	1057	55	630	314	961	1669	1677	1677	987	1350	1260	1415	1624					
		82.07%	83.81%	90.43%	89.81%	93.71%	89.10%	96.41%	95.96%	78.18%	89.55%	76.81%	90.35%	90.46%	88.70%	93.24%	90.97%	65.99%	91.22%	94.35%	92.86%	95.12%	86.41%	93.25%	95.45%	93.24%	86.45%	94.68%	93.06%	89.47%	92.10%	88.50%	87.26%	87.85%	90.97%	91.34%	94.29%	48.12%	90.93%	95.00%	78.22%	90.38%	78.06%	53.92%	70.31%	51.64%	67.02%	89.16%	73.30%	77.21%	74.72%	75.55%	65.42%	69.26%	81.94%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	44	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	1	0	0	0	1	1	0	0	2	17	2	0	2	2	5	2	0					
		0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.08%	0.08%	0.00%	0.00%	0.50%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.75%	0.13%	0.00%	0.00%	0.00%	0.07%	0.98%	0.00%	0.00%	0.14%	0.91%	0.09%	0.00%	0.15%	0.11%	0.26%	0.10%	0.00%					
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
