Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																					
Дата голосования: 02.12.2007																					
																					
Наименование Избирательной комиссии:    район Ростокино																					
																					
Сводная таблица результатов выборов																					
																					
		Сумма	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №3171	УИК №3172	УИК №3173					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	34	4	2	4	1	3	2	8	1	3	4	2	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																					
18	1.Политическая партия «Аграрная партия России»	344	25	11	48	20	10	36	39	31	30	43	31	6	5	9					
		2.69%	2.74%	1.37%	3.32%	1.68%	1.66%	2.97%	2.72%	3.12%	2.76%	3.48%	2.53%	3.80%	2.54%	3.20%					
19	2.Всероссийская политическая партия «Гражданская Сила»	319	16	27	53	28	14	24	31	34	21	24	39	2	0	6					
		2.50%	1.76%	3.35%	3.67%	2.35%	2.33%	1.98%	2.16%	3.42%	1.93%	1.94%	3.18%	1.27%	0.00%	2.14%					
20	3.Политическая партия «Демократическая партия России»	21	4	3	1	1	2	1	4	1	2	1	0	0	1	0					
		0.16%	0.44%	0.37%	0.07%	0.08%	0.33%	0.08%	0.28%	0.10%	0.18%	0.08%	0.00%	0.00%	0.51%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1969	145	137	222	203	95	205	195	151	155	209	158	18	38	38					
		15.41%	15.92%	17.02%	15.36%	17.03%	15.78%	16.91%	13.58%	15.19%	14.27%	16.92%	12.88%	11.39%	19.29%	13.52%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	415	39	31	44	21	20	55	54	42	29	29	42	4	4	1					
		3.25%	4.28%	3.85%	3.04%	1.76%	3.32%	4.54%	3.76%	4.23%	2.67%	2.35%	3.42%	2.53%	2.03%	0.36%					
23	6.Политическая партия «Партия социальной справедливости»	72	6	4	9	9	1	12	10	10	0	3	6	0	2	0					
		0.56%	0.66%	0.50%	0.62%	0.76%	0.17%	0.99%	0.70%	1.01%	0.00%	0.24%	0.49%	0.00%	1.02%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	962	60	80	119	80	38	52	146	74	81	90	99	9	15	19					
		7.53%	6.59%	9.94%	8.24%	6.71%	6.31%	4.29%	10.17%	7.44%	7.46%	7.29%	8.07%	5.70%	7.61%	6.76%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1038	76	60	111	72	44	93	106	92	104	116	101	12	16	35					
		8.12%	8.34%	7.45%	7.68%	6.04%	7.31%	7.67%	7.38%	9.26%	9.58%	9.39%	8.23%	7.59%	8.12%	12.46%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	168	11	8	21	19	7	20	16	14	13	11	16	3	2	7					
		1.31%	1.21%	0.99%	1.45%	1.59%	1.16%	1.65%	1.11%	1.41%	1.20%	0.89%	1.30%	1.90%	1.02%	2.49%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	6205	426	357	693	593	326	523	754	444	560	579	601	99	102	148					
		48.55%	46.76%	44.35%	47.96%	49.75%	54.15%	43.15%	52.51%	44.67%	51.57%	46.88%	48.98%	62.66%	51.78%	52.67%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	975	90	61	86	94	37	140	65	88	66	112	112	4	9	11					
		7.63%	9.88%	7.58%	5.95%	7.89%	6.15%	11.55%	4.53%	8.85%	6.08%	9.07%	9.13%	2.53%	4.57%	3.91%					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
