Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																		
Дата голосования: 18.09.2016																																		
																																		
Наименование Избирательной комиссии:    Горно-Алтайская городская																																		
																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																		
																																		
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	211	6	16	6	15	12	8	11	14	2	4	17	9	12	6	8	11	10	2	8	8	4	19	3									
		1.24%	0.74%	1.94%	0.84%	1.74%	1.23%	0.87%	1.28%	1.43%	0.32%	0.59%	2.56%	1.08%	1.66%	0.69%	0.95%	2.91%	1.21%	0.42%	1.06%	1.19%	0.49%	3.05%	0.90%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	152	7	4	6	8	7	5	6	8	9	8	7	6	10	7	12	1	10	8	7	1	6	7	2									
		0.89%	0.87%	0.49%	0.84%	0.93%	0.72%	0.54%	0.70%	0.82%	1.43%	1.19%	1.06%	0.72%	1.39%	0.80%	1.42%	0.26%	1.21%	1.67%	0.93%	0.15%	0.74%	1.12%	0.60%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	30	1	0	0	0	5	0	0	0	2	2	0	1	3	1	6	0	1	0	1	2	1	3	1									
		0.18%	0.12%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.32%	0.30%	0.00%	0.12%	0.42%	0.11%	0.71%	0.00%	0.12%	0.00%	0.13%	0.30%	0.12%	0.48%	0.30%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	263	10	6	10	13	9	11	15	14	9	10	14	16	16	15	9	4	21	9	17	8	7	13	7									
		1.54%	1.24%	0.73%	1.40%	1.51%	0.92%	1.19%	1.74%	1.43%	1.43%	1.48%	2.11%	1.92%	2.22%	1.72%	1.07%	1.06%	2.54%	1.88%	2.25%	1.19%	0.87%	2.09%	2.10%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3762	192	200	159	201	193	195	217	225	151	163	154	210	168	172	185	55	164	113	153	126	187	103	76									
		22.05%	23.76%	24.27%	22.33%	23.29%	19.82%	21.13%	25.20%	23.01%	24.01%	24.15%	23.23%	25.21%	23.27%	19.68%	21.89%	14.55%	19.85%	23.64%	20.29%	18.75%	23.11%	16.53%	22.75%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	159	7	6	3	5	15	23	6	8	5	5	6	6	9	4	6	4	7	4	8	10	9	1	2									
		0.93%	0.87%	0.73%	0.42%	0.58%	1.54%	2.49%	0.70%	0.82%	0.79%	0.74%	0.90%	0.72%	1.25%	0.46%	0.71%	1.06%	0.85%	0.84%	1.06%	1.49%	1.11%	0.16%	0.60%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	929	35	61	62	45	55	32	65	74	38	64	49	53	28	42	44	4	40	14	24	24	36	23	17									
		5.45%	4.33%	7.40%	8.71%	5.21%	5.65%	3.47%	7.55%	7.57%	6.04%	9.48%	7.39%	6.36%	3.88%	4.81%	5.21%	1.06%	4.84%	2.93%	3.18%	3.57%	4.45%	3.69%	5.09%									
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
