Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																				
Дата голосования: 18.09.2016																																																				
																																																				
Наименование Избирательной комиссии:    Уйская																																																				
																																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																																				
																																																				
		Сумма	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	7	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																				
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	84	1	1	2	0	1	3	0	2	0	1	1	1	1	0	4	7	0	1	4	5	2	1	0	0	2	0	0	0	2	2	12	11	6	4	1	0	0	0	1	0	5									
		0.84%	0.29%	0.76%	0.81%	0.00%	0.28%	0.66%	0.00%	2.02%	0.00%	0.14%	0.69%	0.89%	0.56%	0.00%	0.96%	1.84%	0.00%	1.04%	1.18%	1.10%	0.91%	0.53%	0.00%	0.00%	1.33%	0.00%	0.00%	0.00%	1.39%	1.27%	1.83%	1.72%	0.95%	1.00%	0.88%	0.00%	0.00%	0.00%	0.51%	0.00%	3.07%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	349	23	5	10	4	11	14	2	4	18	39	2	2	2	6	14	12	6	0	18	12	8	6	5	3	4	3	2	8	4	6	26	15	14	12	2	6	5	1	10	3	2									
		3.51%	6.78%	3.82%	4.05%	7.14%	3.13%	3.08%	1.69%	4.04%	5.73%	5.52%	1.39%	1.79%	1.12%	4.29%	3.37%	3.15%	7.59%	0.00%	5.31%	2.65%	3.64%	3.17%	4.95%	2.65%	2.67%	3.70%	1.12%	5.30%	2.78%	3.82%	3.98%	2.35%	2.22%	3.01%	1.75%	3.35%	4.17%	1.54%	5.05%	2.00%	1.23%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	225	10	2	4	1	5	9	1	2	5	21	6	2	4	3	8	10	1	0	7	7	2	1	3	0	2	2	0	1	4	2	22	30	14	9	3	5	3	0	7	1	6									
		2.26%	2.95%	1.53%	1.62%	1.79%	1.42%	1.98%	0.85%	2.02%	1.59%	2.97%	4.17%	1.79%	2.25%	2.14%	1.92%	2.62%	1.27%	0.00%	2.06%	1.55%	0.91%	0.53%	2.97%	0.00%	1.33%	2.47%	0.00%	0.66%	2.78%	1.27%	3.36%	4.69%	2.22%	2.26%	2.63%	2.79%	2.50%	0.00%	3.54%	0.67%	3.68%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4367	169	52	87	17	137	217	53	37	163	323	45	33	88	38	185	243	50	45	175	167	71	78	27	57	69	40	104	79	100	64	225	255	264	162	53	92	60	34	78	63	68									
		43.89%	49.85%	39.69%	35.22%	30.36%	39.03%	47.80%	44.92%	37.37%	51.91%	45.75%	31.25%	29.46%	49.44%	27.14%	44.47%	63.78%	63.29%	46.88%	51.62%	36.87%	32.27%	41.27%	26.73%	50.44%	46.00%	49.38%	58.10%	52.32%	69.44%	40.76%	34.40%	39.91%	41.90%	40.60%	46.49%	51.40%	50.00%	52.31%	39.39%	42.00%	41.72%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	41	2	1	1	0	0	0	0	0	1	5	0	1	0	1	2	1	0	0	1	1	0	0	0	0	0	1	0	1	0	0	5	7	0	3	1	1	0	0	1	3	1									
		0.41%	0.59%	0.76%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.71%	0.00%	0.89%	0.00%	0.71%	0.48%	0.26%	0.00%	0.00%	0.29%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	1.23%	0.00%	0.66%	0.00%	0.00%	0.76%	1.10%	0.00%	0.75%	0.88%	0.56%	0.00%	0.00%	0.51%	2.00%	0.61%									
24	"6. Политическая партия ""Гражданская Платформа"""	12	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	2	0	1	0	0	2	0	0									
		0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.85%	1.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.27%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.67%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.16%	0.50%	0.00%	0.56%	0.00%	0.00%	1.01%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1691	11	10	42	6	64	85	24	19	48	162	32	32	36	38	73	33	8	15	55	74	36	11	11	9	22	11	25	13	11	40	116	104	146	78	21	34	20	11	35	34	36									
		16.99%	3.24%	7.63%	17.00%	10.71%	18.23%	18.72%	20.34%	19.19%	15.29%	22.95%	22.22%	28.57%	20.22%	27.14%	17.55%	8.66%	10.13%	15.63%	16.22%	16.34%	16.36%	5.82%	10.89%	7.96%	14.67%	13.58%	13.97%	8.61%	7.64%	25.48%	17.74%	16.28%	23.17%	19.55%	18.42%	18.99%	16.67%	16.92%	17.68%	22.67%	22.09%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	31	3	0	1	0	1	0	0	0	3	1	0	1	0	1	0	0	1	0	1	0	0	0	0	5	0	0	0	0	0	0	2	4	6	1	0	0	0	0	0	0	0									
		0.31%	0.88%	0.00%	0.40%	0.00%	0.28%	0.00%	0.00%	0.00%	0.96%	0.14%	0.00%	0.89%	0.00%	0.71%	0.00%	0.00%	1.27%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	4.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.63%	0.95%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	32	1	0	1	0	3	1	0	0	1	1	0	0	0	1	1	2	0	0	1	3	1	0	0	0	0	0	0	0	0	2	2	6	0	1	0	0	1	0	2	0	1									
		0.32%	0.29%	0.00%	0.40%	0.00%	0.85%	0.22%	0.00%	0.00%	0.32%	0.14%	0.00%	0.00%	0.00%	0.71%	0.24%	0.52%	0.00%	0.00%	0.29%	0.66%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.27%	0.31%	0.94%	0.00%	0.25%	0.00%	0.00%	0.83%	0.00%	1.01%	0.00%	0.61%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	8	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0									
		0.08%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.85%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.71%	0.00%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.64%	0.00%	0.16%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	79	4	0	2	0	1	0	0	0	2	6	0	0	0	0	5	3	0	0	3	5	2	3	0	1	0	0	1	1	0	2	12	12	6	3	0	0	1	1	0	0	3									
		0.79%	1.18%	0.00%	0.81%	0.00%	0.28%	0.00%	0.00%	0.00%	0.64%	0.85%	0.00%	0.00%	0.00%	0.00%	1.20%	0.79%	0.00%	0.00%	0.88%	1.10%	0.91%	1.59%	0.00%	0.88%	0.00%	0.00%	0.56%	0.66%	0.00%	1.27%	1.83%	1.88%	0.95%	0.75%	0.00%	0.00%	0.83%	1.54%	0.00%	0.00%	1.84%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1612	83	29	68	12	76	94	26	21	34	100	36	20	34	26	90	17	2	12	47	123	71	34	29	9	37	6	14	19	9	21	83	84	75	67	10	17	6	9	28	13	21									
		16.20%	24.48%	22.14%	27.53%	21.43%	21.65%	20.70%	22.03%	21.21%	10.83%	14.16%	25.00%	17.86%	19.10%	18.57%	21.63%	4.46%	2.53%	12.50%	13.86%	27.15%	32.27%	17.99%	28.71%	7.96%	24.67%	7.41%	7.82%	12.58%	6.25%	13.38%	12.69%	13.15%	11.90%	16.79%	8.77%	9.50%	5.00%	13.85%	14.14%	8.67%	12.88%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	28	1	0	1	0	1	0	0	0	0	1	1	0	0	0	2	2	0	0	0	2	2	1	0	0	0	0	0	1	0	0	3	4	2	1	1	0	0	0	0	1	1									
		0.28%	0.29%	0.00%	0.40%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.14%	0.69%	0.00%	0.00%	0.00%	0.48%	0.52%	0.00%	0.00%	0.00%	0.44%	0.91%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.66%	0.00%	0.00%	0.46%	0.63%	0.32%	0.25%	0.88%	0.00%	0.00%	0.00%	0.00%	0.67%	0.61%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1197	22	31	18	14	45	27	8	12	33	35	18	20	13	25	26	25	9	22	20	52	21	49	24	27	11	18	29	26	14	16	127	95	79	46	17	23	22	6	33	28	11									
		12.03%	6.49%	23.66%	7.29%	25.00%	12.82%	5.95%	6.78%	12.12%	10.51%	4.96%	12.50%	17.86%	7.30%	17.86%	6.25%	6.56%	11.39%	22.92%	5.90%	11.48%	9.55%	25.93%	23.76%	23.89%	7.33%	22.22%	16.20%	17.22%	9.72%	10.19%	19.42%	14.87%	12.54%	11.53%	14.91%	12.85%	18.33%	9.23%	16.67%	18.67%	6.75%									
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
