Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																																
Дата голосования: 18.09.2016																																																																
																																																																
Наименование Избирательной комиссии:    Чишминская																																																																
																																																																
Сводная таблица итогов голосования по федеральному избирательному округу																																																																
																																																																
		Сумма	УИК №3307	УИК №3308	УИК №3309	УИК №3310	УИК №3311	УИК №3312	УИК №3313	УИК №3314	УИК №3315	УИК №3316	УИК №3317	УИК №3318	УИК №3319	УИК №3320	УИК №3321	УИК №3322	УИК №3323	УИК №3324	УИК №3325	УИК №3326	УИК №3327	УИК №3328	УИК №3329	УИК №3330	УИК №3331	УИК №3332	УИК №3333	УИК №3334	УИК №3335	УИК №3336	УИК №3337	УИК №3338	УИК №3339	УИК №3340	УИК №3341	УИК №3342	УИК №3343	УИК №3344	УИК №3345	УИК №3346	УИК №3347	УИК №3349	УИК №3350	УИК №3351	УИК №3352	УИК №3353	УИК №3354	УИК №3355	УИК №3356	УИК №3357	УИК №3358	УИК №3359	УИК №3360									
		61.26%	59.67%	63.57%	65.99%	70.43%	74.53%	51.94%	59.51%	61.42%	61.50%	63.24%	62.99%	67.86%	83.73%	89.31%	92.06%	74.27%	66.67%	50.17%	73.77%	84.39%	66.40%	68.68%	63.48%	74.71%	66.99%	73.05%	66.18%	63.78%	70.51%	66.01%	65.50%	59.94%	60.23%	78.67%	76.72%	59.46%	67.80%	59.76%	60.00%	80.94%	88.54%	65.00%	64.79%	67.79%	60.30%	68.90%	66.01%	52.35%	60.09%	37.53%	57.80%	14.21%	60.12%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	223	4	6	2	0	2	2	6	0	1	2	1	1	0	0	0	3	0	9	1	0	0	1	0	0	4	1	32	26	3	0	0	2	0	8	3	0	0	0	0	7	0	0	0	0	3	27	6	2	4	1	2	51	0									
		0.76%	0.74%	1.07%	1.02%	0.00%	0.63%	0.60%	1.13%	0.00%	0.53%	0.98%	0.65%	0.71%	0.00%	0.00%	0.00%	0.80%	0.00%	2.99%	0.31%	0.00%	0.00%	0.26%	0.00%	0.00%	0.99%	0.30%	2.23%	2.23%	0.69%	0.00%	0.00%	0.31%	0.00%	0.64%	0.52%	0.00%	0.00%	0.00%	0.00%	2.05%	0.00%	0.00%	0.00%	0.00%	0.45%	1.66%	0.98%	0.38%	0.26%	0.07%	0.15%	2.63%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	80	0	1	0	0	4	0	4	0	1	0	1	1	0	0	0	0	0	2	0	0	0	4	0	0	2	0	6	12	0	1	0	3	0	0	2	0	1	0	0	0	0	0	2	0	1	1	1	0	0	0	21	9	0									
		0.27%	0.00%	0.18%	0.00%	0.00%	1.26%	0.00%	0.75%	0.00%	0.53%	0.00%	0.65%	0.71%	0.00%	0.00%	0.00%	0.00%	0.00%	0.66%	0.00%	0.00%	0.00%	1.05%	0.00%	0.00%	0.49%	0.00%	0.42%	1.03%	0.00%	0.49%	0.00%	0.46%	0.00%	0.00%	0.34%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.15%	0.06%	0.16%	0.00%	0.00%	0.00%	1.59%	0.46%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3395	58	47	11	60	24	50	46	90	13	17	17	14	13	2	2	34	48	23	10	2	30	40	39	23	29	25	90	132	42	28	40	78	28	64	45	73	26	46	56	11	14	118	100	26	125	214	59	73	267	175	160	369	169									
		11.55%	10.78%	8.39%	5.58%	15.04%	7.55%	14.93%	8.66%	17.27%	6.95%	8.33%	11.04%	10.00%	3.11%	1.26%	1.06%	9.02%	23.19%	7.64%	3.09%	0.98%	12.00%	10.53%	11.30%	8.81%	7.14%	7.49%	6.26%	11.33%	9.68%	13.79%	12.78%	11.93%	10.81%	5.13%	7.76%	19.73%	11.02%	14.02%	18.98%	3.23%	4.86%	10.00%	11.25%	6.75%	18.66%	13.18%	9.64%	13.70%	17.27%	12.03%	12.12%	19.00%	19.65%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	64	4	0	0	0	2	1	12	3	0	0	0	0	0	1	0	2	0	0	0	1	0	3	0	0	1	0	6	4	0	0	0	0	0	0	2	0	0	0	0	2	0	0	3	0	3	2	3	3	0	3	3	0	0									
		0.22%	0.74%	0.00%	0.00%	0.00%	0.63%	0.30%	2.26%	0.58%	0.00%	0.00%	0.00%	0.00%	0.00%	0.63%	0.00%	0.53%	0.00%	0.00%	0.00%	0.49%	0.00%	0.79%	0.00%	0.00%	0.25%	0.00%	0.42%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.59%	0.00%	0.00%	0.34%	0.00%	0.45%	0.12%	0.49%	0.56%	0.00%	0.21%	0.23%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	121	3	6	0	2	0	3	11	1	0	0	1	0	1	0	0	0	2	0	0	0	1	0	0	0	7	2	3	4	0	0	0	4	0	6	1	0	0	0	0	2	0	0	1	0	0	1	2	6	0	3	24	24	0									
		0.41%	0.56%	1.07%	0.00%	0.50%	0.00%	0.90%	2.07%	0.19%	0.00%	0.00%	0.65%	0.00%	0.24%	0.00%	0.00%	0.00%	0.97%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	1.72%	0.60%	0.21%	0.34%	0.00%	0.00%	0.00%	0.61%	0.00%	0.48%	0.17%	0.00%	0.00%	0.00%	0.00%	0.59%	0.00%	0.00%	0.11%	0.00%	0.00%	0.06%	0.33%	1.13%	0.00%	0.21%	1.82%	1.24%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	42	0	2	0	0	2	1	10	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	4	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	3	5	0									
		0.14%	0.00%	0.36%	0.00%	0.00%	0.63%	0.30%	1.88%	0.38%	0.00%	0.00%	0.65%	0.71%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.25%	0.60%	0.00%	0.34%	0.00%	0.00%	0.00%	0.15%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.16%	0.00%	0.00%	0.00%	0.23%	0.26%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	135	5	4	0	1	2	1	16	1	1	0	0	0	0	0	0	4	1	1	1	1	0	0	1	1	4	1	7	6	1	0	3	1	0	4	1	0	0	0	0	0	0	0	4	0	0	9	1	4	3	2	25	17	1									
		0.46%	0.93%	0.71%	0.00%	0.25%	0.63%	0.30%	3.01%	0.19%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.06%	0.48%	0.33%	0.31%	0.49%	0.00%	0.00%	0.29%	0.38%	0.99%	0.30%	0.49%	0.52%	0.23%	0.00%	0.96%	0.15%	0.00%	0.32%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	0.55%	0.16%	0.75%	0.19%	0.14%	1.89%	0.88%	0.12%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3699	60	69	31	21	16	65	22	65	32	32	20	18	21	7	5	25	10	56	51	14	38	47	42	27	34	28	230	81	52	32	53	117	49	94	44	40	31	56	34	17	11	177	178	60	73	107	89	80	279	247	230	291	91									
		12.58%	11.15%	12.32%	15.74%	5.26%	5.03%	19.40%	4.14%	12.48%	17.11%	15.69%	12.99%	12.86%	5.02%	4.40%	2.65%	6.63%	4.83%	18.60%	15.74%	6.83%	15.20%	12.37%	12.17%	10.34%	8.37%	8.38%	16.01%	6.95%	11.98%	15.76%	16.93%	17.89%	18.92%	7.54%	7.59%	10.81%	13.14%	17.07%	11.53%	4.99%	3.82%	15.00%	20.02%	15.58%	10.90%	6.59%	14.54%	15.01%	18.05%	16.98%	17.42%	14.98%	10.58%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	114	1	4	3	0	0	0	8	1	0	0	0	0	0	2	0	5	1	1	0	0	0	1	0	2	2	1	3	2	5	0	1	1	0	0	4	0	0	0	0	2	0	0	5	0	0	8	0	2	0	1	26	22	0									
		0.39%	0.19%	0.71%	1.52%	0.00%	0.00%	0.00%	1.51%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	1.26%	0.00%	1.33%	0.48%	0.33%	0.00%	0.00%	0.00%	0.26%	0.00%	0.77%	0.49%	0.30%	0.21%	0.17%	1.15%	0.00%	0.32%	0.15%	0.00%	0.00%	0.69%	0.00%	0.00%	0.00%	0.00%	0.59%	0.00%	0.00%	0.56%	0.00%	0.00%	0.49%	0.00%	0.38%	0.00%	0.07%	1.97%	1.13%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2073	20	7	4	13	4	10	8	4	0	3	0	1	7	0	0	5	4	9	1	0	5	1	30	0	9	10	0	44	0	0	1	52	0	13	2	34	3	27	28	0	2	106	10	36	18	96	13	13	31	469	45	797	78									
		7.05%	3.72%	1.25%	2.03%	3.26%	1.26%	2.99%	1.51%	0.77%	0.00%	1.47%	0.00%	0.71%	1.67%	0.00%	0.00%	1.33%	1.93%	2.99%	0.31%	0.00%	2.00%	0.26%	8.70%	0.00%	2.22%	2.99%	0.00%	3.78%	0.00%	0.00%	0.32%	7.95%	0.00%	1.04%	0.34%	9.19%	1.27%	8.23%	9.49%	0.00%	0.69%	8.98%	1.12%	9.35%	2.69%	5.91%	2.12%	2.44%	2.01%	32.23%	3.41%	41.04%	9.07%									
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
