Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																							
Дата голосования: 04.12.2011																																																							
																																																							
Наименование Избирательной комиссии:    Динская																																																							
																																																							
Сводная таблица результатов выборов																																																							
																																																							
		Сумма	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №1212	УИК №1213	УИК №1214	УИК №1215	УИК №1216	УИК №1217	УИК №1218	УИК №1219	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226	УИК №1227	УИК №1228	УИК №1229	УИК №1230	УИК №1231	УИК №1232	УИК №1233	УИК №1234	УИК №1235	УИК №1236	УИК №1237	УИК №1238	УИК №1239	УИК №1240	УИК №1241	УИК №1242	УИК №1243	УИК №1244	УИК №1245	УИК №1246	УИК №1247	УИК №1248					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	2045	40	47	40	70	33	40	70	48	27	37	30	35	40	21	80	30	20	55	60	39	60	50	40	40	40	50	42	50	60	50	20	50	53	50	40	60	60	10	10	40	50	40	40	30	20	40	50	38					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	2045	40	47	40	70	33	40	70	48	27	37	30	35	40	21	80	30	20	55	60	39	60	50	40	40	40	50	42	50	60	50	20	50	53	50	40	60	60	10	10	40	50	40	40	30	20	40	50	38					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	865	25	23	10	7	14	14	25	14	31	0	14	15	14	12	25	6	5	9	23	13	10	17	8	25	38	13	20	13	16	12	14	25	33	25	27	33	25	18	13	26	27	10	31	25	14	16	15	17					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	255	19	10	13	18	16	8	15	17	7	6	7	5	8	5	4	3	0	1	6	2	5	3	2	3	5	4	12	2	3	6	1	2	6	0	4	3	11	0	0	4	0	1	0	3	3	0	1	1					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																							
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	6335	219	130	168	128	235	120	219	117	200	42	146	113	174	105	402	79	68	150	161	167	162	144	114	122	105	122	161	145	128	2	77	119	166	176	51	146	201	27	34	122	160	112	95	39	85	68	183	126					
		9.69%	10.21%	10.13%	11.16%	11.60%	13.86%	10.90%	10.66%	5.14%	13.40%	2.53%	14.40%	8.98%	11.34%	13.94%	20.26%	8.28%	12.57%	8.47%	8.92%	10.87%	11.27%	11.95%	10.95%	11.89%	10.52%	10.44%	10.72%	6.75%	5.45%	0.09%	14.37%	8.64%	9.33%	11.80%	4.43%	9.39%	9.73%	13.24%	7.01%	7.04%	8.45%	12.81%	11.05%	4.88%	12.46%	13.36%	12.45%	10.00%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	7928	276	173	228	181	111	192	296	146	211	72	151	183	217	86	280	101	58	209	203	194	180	188	146	169	125	182	247	219	205	4	99	194	230	260	23	254	281	10	44	180	254	118	132	65	118	97	196	140					
		12.13%	12.86%	13.48%	15.14%	16.41%	6.54%	17.44%	14.40%	6.41%	14.13%	4.34%	14.89%	14.54%	14.15%	11.42%	14.11%	10.59%	10.72%	11.80%	11.25%	12.62%	12.52%	15.60%	14.02%	16.47%	12.53%	15.57%	16.44%	10.19%	8.73%	0.17%	18.47%	14.09%	12.92%	17.44%	2.00%	16.33%	13.61%	4.90%	9.07%	10.39%	13.41%	13.50%	15.35%	8.13%	17.30%	19.06%	13.33%	11.11%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	698	21	18	25	20	2	24	26	4	15	14	16	16	21	8	22	6	9	17	18	19	20	28	8	19	10	15	17	5	35	0	9	17	24	18	9	26	13	5	1	19	23	9	8	4	2	5	12	16					
		1.07%	0.98%	1.40%	1.66%	1.81%	0.12%	2.18%	1.27%	0.18%	1.00%	0.84%	1.58%	1.27%	1.37%	1.06%	1.11%	0.63%	1.66%	0.96%	0.99%	1.24%	1.39%	2.32%	0.77%	1.85%	1.00%	1.28%	1.13%	0.23%	1.49%	0.00%	1.68%	1.23%	1.35%	1.21%	0.78%	1.67%	0.63%	2.45%	0.21%	1.10%	1.21%	1.03%	0.93%	0.50%	0.29%	0.98%	0.82%	1.27%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	11964	332	315	375	245	261	260	422	387	270	260	193	253	275	143	332	159	65	242	266	375	334	261	238	208	243	247	323	253	204	12	117	314	370	366	225	416	460	67	67	274	328	221	162	64	109	84	341	226					
		18.30%	15.47%	24.55%	24.90%	22.21%	15.39%	23.61%	20.54%	17.00%	18.08%	15.66%	19.03%	20.10%	17.93%	18.99%	16.73%	16.67%	12.01%	13.66%	14.74%	24.40%	23.23%	21.66%	22.86%	20.27%	24.35%	21.13%	21.50%	11.77%	8.69%	0.52%	21.83%	22.80%	20.79%	24.55%	19.57%	26.75%	22.28%	32.84%	13.81%	15.82%	17.32%	25.29%	18.84%	8.00%	15.98%	16.50%	23.20%	17.94%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1198	35	42	37	26	3	38	26	8	11	24	12	31	45	2	49	21	8	20	19	27	40	19	23	18	27	18	31	19	89	0	18	45	50	36	20	37	31	2	2	26	51	20	13	4	7	13	21	34					
		1.83%	1.63%	3.27%	2.46%	2.36%	0.18%	3.45%	1.27%	0.35%	0.74%	1.45%	1.18%	2.46%	2.93%	0.27%	2.47%	2.20%	1.48%	1.13%	1.05%	1.76%	2.78%	1.58%	2.21%	1.75%	2.71%	1.54%	2.06%	0.88%	3.79%	0.00%	3.36%	3.27%	2.81%	2.41%	1.74%	2.38%	1.50%	0.98%	0.41%	1.50%	2.69%	2.29%	1.51%	0.50%	1.03%	2.55%	1.43%	2.70%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	35687	1221	585	664	484	1049	441	958	1602	765	1226	482	639	764	393	848	568	326	1070	1106	720	663	526	495	463	432	554	697	1470	1627	2282	208	662	906	595	812	634	1050	90	334	1092	976	374	436	610	349	227	691	521					
		54.59%	56.90%	45.60%	44.09%	43.88%	61.85%	40.05%	46.62%	70.39%	51.24%	73.86%	47.53%	50.75%	49.80%	52.19%	42.74%	59.54%	60.26%	60.42%	61.27%	46.84%	46.11%	43.65%	47.55%	45.13%	43.29%	47.39%	46.40%	68.40%	69.29%	99.22%	38.81%	48.08%	50.90%	39.91%	70.61%	40.77%	50.85%	44.12%	68.87%	63.05%	51.53%	42.79%	50.70%	76.25%	51.17%	44.60%	47.01%	41.35%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	275	9	5	3	7	10	6	5	2	5	7	2	2	4	2	9	3	1	9	5	7	13	8	3	5	5	8	8	6	33	0	1	5	6	14	3	7	4	2	1	7	8	5	5	3	2	1	6	3					
		0.42%	0.42%	0.39%	0.20%	0.63%	0.59%	0.54%	0.24%	0.09%	0.33%	0.42%	0.20%	0.16%	0.26%	0.27%	0.45%	0.31%	0.18%	0.51%	0.28%	0.46%	0.90%	0.66%	0.29%	0.49%	0.50%	0.68%	0.53%	0.28%	1.41%	0.00%	0.19%	0.36%	0.34%	0.94%	0.26%	0.45%	0.19%	0.98%	0.21%	0.40%	0.42%	0.57%	0.58%	0.38%	0.29%	0.20%	0.41%	0.24%					
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
