Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																															
Дата голосования: 02.12.2007																																															
																																															
Наименование Избирательной комиссии:    Cараевская																																															
																																															
Сводная таблица результатов выборов																																															
																																															
		Сумма	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748									
15	Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2									
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																															
18	1.Политическая партия «Аграрная партия России»	294	7	1	11	6	3	6	3	6	0	2	5	1	9	14	12	10	15	10	5	9	8	6	3	7	2	20	18	4	9	3	9	4	10	27	16	13									
		3.02%	3.21%	0.81%	5.79%	1.95%	1.53%	3.14%	2.61%	4.96%	0.00%	1.69%	4.55%	0.93%	7.63%	4.02%	4.88%	1.69%	3.47%	2.48%	2.84%	2.15%	3.45%	1.90%	3.00%	2.41%	1.35%	4.26%	7.41%	1.46%	4.50%	2.50%	4.50%	2.78%	2.36%	2.94%	2.53%	2.88%									
19	2.Всероссийская политическая партия «Гражданская Сила»	34	0	1	0	0	0	2	4	0	0	0	1	0	0	1	0	2	1	2	0	0	0	1	0	1	0	0	0	1	1	1	0	0	2	9	3	1									
		0.35%	0.00%	0.81%	0.00%	0.00%	0.00%	1.05%	3.48%	0.00%	0.00%	0.00%	0.91%	0.00%	0.00%	0.29%	0.00%	0.34%	0.23%	0.50%	0.00%	0.00%	0.00%	0.32%	0.00%	0.34%	0.00%	0.00%	0.00%	0.36%	0.50%	0.83%	0.00%	0.00%	0.47%	0.98%	0.47%	0.22%									
20	3.Политическая партия «Демократическая партия России»	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0									
		0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%	0.23%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%									
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1293	23	6	15	45	42	15	6	8	16	29	17	20	35	37	22	80	59	65	32	38	24	42	17	27	6	47	25	25	20	19	23	13	50	156	125	64									
		13.26%	10.55%	4.88%	7.89%	14.66%	21.43%	7.85%	5.22%	6.61%	27.59%	24.58%	15.45%	18.69%	29.66%	10.63%	8.94%	13.56%	13.66%	16.09%	18.18%	9.07%	10.34%	13.29%	17.00%	9.28%	4.05%	10.00%	10.29%	9.12%	10.00%	15.83%	11.50%	9.03%	11.82%	17.01%	19.75%	14.19%									
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	24	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	2	0	2	0	1	0	0	0	0	0	2	0	0	0	0	4	7	2	0									
		0.25%	0.46%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.41%	0.17%	0.00%	0.50%	0.00%	0.48%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.73%	0.00%	0.00%	0.00%	0.00%	0.95%	0.76%	0.32%	0.00%									
23	6.Политическая партия «Партия социальной справедливости»	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	4	4	0									
		0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.46%	0.25%	0.00%	0.24%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.44%	0.63%	0.00%									
24	7.Политическая партия «Либерально-демократическая партия России»	796	17	6	13	18	18	12	22	10	1	6	14	9	10	41	39	61	22	16	3	29	16	34	11	18	6	35	29	9	15	8	13	14	46	73	55	47									
		8.16%	7.80%	4.88%	6.84%	5.86%	9.18%	6.28%	19.13%	8.26%	1.72%	5.08%	12.73%	8.41%	8.47%	11.78%	15.85%	10.34%	5.09%	3.96%	1.70%	6.92%	6.90%	10.76%	11.00%	6.19%	4.05%	7.45%	11.93%	3.28%	7.50%	6.67%	6.50%	9.72%	10.87%	7.96%	8.69%	10.42%									
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	863	15	13	14	11	20	44	7	14	7	6	8	20	13	25	14	34	68	54	25	30	13	8	12	28	7	49	24	21	12	12	21	13	43	75	52	31									
		8.85%	6.88%	10.57%	7.37%	3.58%	10.20%	23.04%	6.09%	11.57%	12.07%	5.08%	7.27%	18.69%	11.02%	7.18%	5.69%	5.76%	15.74%	13.37%	14.20%	7.16%	5.60%	2.53%	12.00%	9.62%	4.73%	10.43%	9.88%	7.66%	6.00%	10.00%	10.50%	9.03%	10.17%	8.18%	8.21%	6.87%									
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	69	1	0	0	3	5	2	0	1	2	2	1	0	1	2	0	3	3	5	1	3	2	2	2	2	5	4	1	1	1	1	1	1	1	8	2	0									
		0.71%	0.46%	0.00%	0.00%	0.98%	2.55%	1.05%	0.00%	0.83%	3.45%	1.69%	0.91%	0.00%	0.85%	0.57%	0.00%	0.51%	0.69%	1.24%	0.57%	0.72%	0.86%	0.63%	2.00%	0.69%	3.38%	0.85%	0.41%	0.36%	0.50%	0.83%	0.50%	0.69%	0.24%	0.87%	0.32%	0.00%									
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	6235	151	96	135	218	107	110	73	82	32	70	62	55	49	225	154	391	253	247	109	301	165	215	55	203	122	310	144	210	131	75	129	97	262	541	366	290									
		63.96%	69.27%	78.05%	71.05%	71.01%	54.59%	57.59%	63.48%	67.77%	55.17%	59.32%	56.36%	51.40%	41.53%	64.66%	62.60%	66.27%	58.56%	61.14%	61.93%	71.84%	71.12%	68.04%	55.00%	69.76%	82.43%	65.96%	59.26%	76.64%	65.50%	62.50%	64.50%	67.36%	61.94%	58.99%	57.82%	64.30%									
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	35	2	0	1	1	1	0	0	0	0	3	1	2	0	1	0	2	1	0	0	0	2	1	0	0	0	1	1	0	5	0	2	0	2	4	1	1									
		0.36%	0.92%	0.00%	0.53%	0.33%	0.51%	0.00%	0.00%	0.00%	0.00%	2.54%	0.91%	1.87%	0.00%	0.29%	0.00%	0.34%	0.23%	0.00%	0.00%	0.00%	0.86%	0.32%	0.00%	0.00%	0.00%	0.21%	0.41%	0.00%	2.50%	0.00%	1.00%	0.00%	0.47%	0.44%	0.16%	0.22%									
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
