Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																															
Дата голосования: 04.12.2011																																															
																																															
Наименование Избирательной комиссии:    Cараевская																																															
																																															
Сводная таблица итогов голосования																																															
																																															
		Сумма	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540									
11	Число открепительных удостоверений, полученных участковой избирательной комиссией	296	5	4	5	6	5	5	4	4	3	5	4	4	4	10	7	10	7	10	5	10	5	10	4	5	4	10	5	8	5	4	5	4	20	50	25	15									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	180	3	1	0	1	3	0	2	3	0	5	1	0	0	5	4	9	2	10	2	9	0	4	0	2	3	6	2	4	1	1	3	1	14	45	25	9									
13	Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке	161	5	1	0	3	3	7	3	4	3	5	3	4	2	2	1	6	2	4	2	3	4	3	3	5	4	2	3	4	4	2	3	3	21	23	9	5									
14	Число погашенных неиспользованных открепительных удостоверений	116	2	3	5	5	2	5	2	1	3	0	3	4	4	5	3	1	5	0	3	1	5	6	4	3	1	4	3	4	4	3	2	3	6	5	0	6									
15	Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																															
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1200	25	8	10	53	25	24	7	14	6	14	15	15	8	30	25	56	43	57	25	44	29	35	19	26	9	43	35	19	13	14	23	18	81	160	116	56									
		13.69%	12.63%	6.96%	5.95%	21.72%	14.20%	15.79%	7.14%	14.00%	10.34%	11.57%	15.46%	14.71%	8.60%	9.20%	12.38%	10.81%	15.09%	11.75%	10.92%	13.06%	15.26%	11.86%	21.11%	9.74%	6.04%	11.56%	17.68%	7.60%	8.39%	13.59%	13.61%	15.13%	19.06%	17.70%	18.59%	15.86%									
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1317	23	11	17	26	24	22	28	20	2	12	19	19	7	67	45	94	37	69	33	69	26	46	20	42	19	39	24	31	26	15	23	14	64	135	82	67									
		15.02%	11.62%	9.57%	10.12%	10.66%	13.64%	14.47%	28.57%	20.00%	3.45%	9.92%	19.59%	18.63%	7.53%	20.55%	22.28%	18.15%	12.98%	14.23%	14.41%	20.47%	13.68%	15.59%	22.22%	15.73%	12.75%	10.48%	12.12%	12.40%	16.77%	14.56%	13.61%	11.76%	15.06%	14.93%	13.14%	18.98%									
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	79	1	2	1	1	2	3	1	0	0	0	1	3	1	2	2	3	1	3	5	4	5	2	0	0	3	2	4	2	2	1	3	2	5	4	6	2									
		0.90%	0.51%	1.74%	0.60%	0.41%	1.14%	1.97%	1.02%	0.00%	0.00%	0.00%	1.03%	2.94%	1.08%	0.61%	0.99%	0.58%	0.35%	0.62%	2.18%	1.19%	2.63%	0.68%	0.00%	0.00%	2.01%	0.54%	2.02%	0.80%	1.29%	0.97%	1.78%	1.68%	1.18%	0.44%	0.96%	0.57%									
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1788	36	9	23	55	47	22	17	20	25	34	13	16	44	45	28	106	59	123	58	67	35	58	9	37	8	62	34	38	17	23	40	14	84	238	165	79									
		20.39%	18.18%	7.83%	13.69%	22.54%	26.70%	14.47%	17.35%	20.00%	43.10%	28.10%	13.40%	15.69%	47.31%	13.80%	13.86%	20.46%	20.70%	25.36%	25.33%	19.88%	18.42%	19.66%	10.00%	13.86%	5.37%	16.67%	17.17%	15.20%	10.97%	22.33%	23.67%	11.76%	19.76%	26.33%	26.44%	22.38%									
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	124	0	1	0	3	4	0	0	2	2	4	0	4	3	3	2	9	3	13	0	0	3	5	1	0	1	4	2	1	8	1	1	0	10	17	10	7									
		1.41%	0.00%	0.87%	0.00%	1.23%	2.27%	0.00%	0.00%	2.00%	3.45%	3.31%	0.00%	3.92%	3.23%	0.92%	0.99%	1.74%	1.05%	2.68%	0.00%	0.00%	1.58%	1.69%	1.11%	0.00%	0.67%	1.08%	1.01%	0.40%	5.16%	0.97%	0.59%	0.00%	2.35%	1.88%	1.60%	1.98%									
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4102	110	83	111	101	69	78	43	43	21	56	49	44	28	174	98	238	137	214	101	147	89	145	41	157	109	215	93	157	86	49	78	69	175	327	228	139									
		46.79%	55.56%	72.17%	66.07%	41.39%	39.20%	51.32%	43.88%	43.00%	36.21%	46.28%	50.52%	43.14%	30.11%	53.37%	48.51%	45.95%	48.07%	44.12%	44.10%	43.62%	46.84%	49.15%	45.56%	58.80%	73.15%	57.80%	46.97%	62.80%	55.48%	47.57%	46.15%	57.98%	41.18%	36.17%	36.54%	39.38%									
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	57	0	0	3	1	1	1	1	1	1	0	0	0	1	2	2	1	1	4	2	2	3	0	0	1	0	4	1	1	0	0	1	1	3	12	3	3									
		0.65%	0.00%	0.00%	1.79%	0.41%	0.57%	0.66%	1.02%	1.00%	1.72%	0.00%	0.00%	0.00%	1.08%	0.61%	0.99%	0.19%	0.35%	0.82%	0.87%	0.59%	1.58%	0.00%	0.00%	0.37%	0.00%	1.08%	0.51%	0.40%	0.00%	0.00%	0.59%	0.84%	0.71%	1.33%	0.48%	0.85%									
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
