Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																															
Дата голосования: 02.12.2007																																																															
																																																															
Наименование Избирательной комиссии:    Тимашевская																																																															
																																																															
Сводная таблица результатов выборов																																																															
																																																															
		Сумма	УИК №5001	УИК №5002	УИК №5003	УИК №5004	УИК №5005	УИК №5006	УИК №5007	УИК №5008	УИК №5009	УИК №5010	УИК №5011	УИК №5012	УИК №5013	УИК №5014	УИК №5015	УИК №5016	УИК №5017	УИК №5018	УИК №5019	УИК №5020	УИК №5021	УИК №5022	УИК №5023	УИК №5024	УИК №5025	УИК №5026	УИК №5027	УИК №5028	УИК №5029	УИК №5030	УИК №5031	УИК №5032	УИК №5033	УИК №5034	УИК №5035	УИК №5036	УИК №5037	УИК №5038	УИК №5039	УИК №5040	УИК №5041	УИК №5042	УИК №5043	УИК №5044	УИК №5045	УИК №5046	УИК №5047	УИК №5048	УИК №5049	УИК №5050	УИК №5051	УИК №5052	УИК №5053	УИК №5054	УИК №5055	УИК №5056					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	976	12	16	20	18	22	14	18	22	12	16	14	24	12	24	18	22	20	12	14	14	23	16	20	17	17	15	6	23	28	28	12	18	27	5	7	20	22	34	13	28	12	10	22	12	20	7	21	27	18	16	8	33	14	7	14	12					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	560	11	8	5	5	8	6	15	9	10	7	2	21	1	20	2	15	8	3	11	9	14	12	13	8	11	5	2	7	10	14	4	2	11	0	2	11	12	34	7	28	12	1	20	11	11	2	11	27	13	16	8	33	6	0	3	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	259	3	6	7	3	3	8	5	6	8	11	0	6	2	2	7	4	3	0	4	2	6	6	5	3	10	4	3	3	7	9	1	2	6	2	3	5	11	3	1	13	5	3	7	2	2	2	3	8	1	9	2	8	7	0	0	7					
14	Число погашенных неиспользованных открепительных удостоверений	416	1	8	15	13	14	8	3	13	2	9	12	3	11	4	16	7	12	9	3	5	9	4	7	9	6	10	4	16	18	14	8	16	16	5	5	9	10	0	6	0	0	9	2	1	9	5	10	0	5	0	0	0	8	7	11	9					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	22	0	0	2	0	1	0	0	0	1	0	0	1	0	2	0	1	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	2	1	0	0	0	0	0	0	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																															
18	1.Политическая партия «Аграрная партия России»	805	13	9	6	8	4	8	9	5	15	10	13	21	4	11	15	18	12	2	7	6	14	8	12	9	11	12	6	22	34	19	8	18	29	4	8	23	23	33	5	29	10	3	27	15	41	3	14	54	29	21	12	27	8	1	6	11					
		1.74%	1.74%	1.44%	0.80%	1.03%	0.46%	1.63%	1.05%	0.51%	1.89%	1.32%	2.04%	1.47%	1.20%	0.90%	1.66%	1.82%	1.41%	0.57%	1.11%	0.87%	1.22%	1.03%	1.22%	1.22%	1.32%	1.69%	2.13%	1.82%	2.13%	1.27%	1.26%	2.15%	2.24%	2.19%	2.76%	2.04%	2.14%	2.35%	2.16%	2.13%	1.55%	0.83%	2.23%	2.75%	4.00%	1.12%	1.39%	3.74%	3.17%	2.01%	3.04%	1.89%	1.17%	0.41%	0.99%	1.98%					
19	2.Всероссийская политическая партия «Гражданская Сила»	275	7	9	5	4	7	3	8	6	5	6	3	14	4	11	0	6	7	3	2	5	10	8	2	4	1	1	3	6	11	17	2	6	7	0	4	7	4	4	0	2	1	0	2	0	0	1	8	6	9	0	2	10	9	0	5	8					
		0.59%	0.93%	1.44%	0.67%	0.52%	0.81%	0.61%	0.94%	0.61%	0.63%	0.79%	0.47%	0.98%	1.20%	0.90%	0.00%	0.61%	0.82%	0.86%	0.32%	0.73%	0.87%	1.03%	0.20%	0.54%	0.12%	0.14%	1.06%	0.50%	0.69%	1.13%	0.32%	0.72%	0.54%	0.00%	1.38%	0.62%	0.37%	0.28%	0.00%	0.15%	0.16%	0.00%	0.17%	0.00%	0.00%	0.37%	0.79%	0.42%	0.98%	0.00%	0.51%	0.70%	1.31%	0.00%	0.83%	1.44%					
20	3.Политическая партия «Демократическая партия России»	88	0	0	3	2	0	0	0	1	4	2	0	2	0	3	6	0	5	1	0	0	4	4	3	2	1	3	0	0	3	4	1	1	2	0	1	2	0	4	3	1	0	0	1	0	3	0	5	0	2	3	1	1	0	2	2	0					
		0.19%	0.00%	0.00%	0.40%	0.26%	0.00%	0.00%	0.00%	0.10%	0.50%	0.26%	0.00%	0.14%	0.00%	0.24%	0.66%	0.00%	0.59%	0.29%	0.00%	0.00%	0.35%	0.51%	0.31%	0.27%	0.12%	0.42%	0.00%	0.00%	0.19%	0.27%	0.16%	0.12%	0.15%	0.00%	0.34%	0.18%	0.00%	0.28%	1.30%	0.07%	0.00%	0.00%	0.08%	0.00%	0.29%	0.00%	0.50%	0.00%	0.22%	0.29%	0.25%	0.07%	0.00%	0.82%	0.33%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	6779	71	121	118	125	136	74	143	161	126	96	104	192	53	197	137	154	145	55	89	162	200	125	175	112	100	98	43	117	250	216	72	106	175	14	37	149	167	327	18	106	54	40	162	68	91	22	131	200	133	169	45	262	108	34	98	96					
		14.66%	9.48%	19.39%	15.82%	16.17%	15.80%	15.10%	16.73%	16.43%	15.87%	12.72%	16.33%	13.42%	15.87%	16.04%	15.12%	15.59%	16.99%	15.71%	14.15%	23.58%	17.48%	16.03%	17.84%	15.16%	12.00%	13.84%	15.25%	9.69%	15.63%	14.41%	11.36%	12.68%	13.53%	7.65%	12.76%	13.22%	15.53%	23.24%	7.79%	7.80%	8.39%	11.02%	13.38%	12.45%	8.89%	8.21%	13.01%	13.84%	14.55%	16.20%	11.39%	18.39%	15.77%	13.93%	16.31%	17.27%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	104	5	1	2	1	1	2	3	2	3	2	2	7	0	2	5	5	2	0	1	0	4	0	2	0	2	0	0	6	4	0	2	1	3	1	0	3	2	4	0	5	2	1	1	0	4	0	4	0	3	1	0	2	0	0	1	0					
		0.22%	0.67%	0.16%	0.27%	0.13%	0.12%	0.41%	0.35%	0.20%	0.38%	0.26%	0.31%	0.49%	0.00%	0.16%	0.55%	0.51%	0.23%	0.00%	0.16%	0.00%	0.35%	0.00%	0.20%	0.00%	0.24%	0.00%	0.00%	0.50%	0.25%	0.00%	0.32%	0.12%	0.23%	0.55%	0.00%	0.27%	0.19%	0.28%	0.00%	0.37%	0.31%	0.28%	0.08%	0.00%	0.39%	0.00%	0.40%	0.00%	0.33%	0.10%	0.00%	0.14%	0.00%	0.00%	0.17%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	102	1	1	1	2	0	2	0	0	3	2	0	5	0	1	3	2	4	0	0	1	5	2	4	2	20	2	2	1	0	1	0	2	1	0	0	1	1	2	1	2	1	2	1	2	4	0	0	2	0	6	2	0	1	2	2	0					
		0.22%	0.13%	0.16%	0.13%	0.26%	0.00%	0.41%	0.00%	0.00%	0.38%	0.26%	0.00%	0.35%	0.00%	0.08%	0.33%	0.20%	0.47%	0.00%	0.00%	0.15%	0.44%	0.26%	0.41%	0.27%	2.40%	0.28%	0.71%	0.08%	0.00%	0.07%	0.00%	0.24%	0.08%	0.00%	0.00%	0.09%	0.09%	0.14%	0.43%	0.15%	0.16%	0.55%	0.08%	0.37%	0.39%	0.00%	0.00%	0.14%	0.00%	0.58%	0.51%	0.00%	0.15%	0.82%	0.33%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	3731	107	53	53	72	55	48	72	70	66	75	47	132	25	91	74	94	96	28	47	48	116	63	68	66	51	51	16	69	112	99	47	58	94	16	18	85	101	106	8	108	54	39	78	40	74	27	103	146	83	68	37	115	54	7	55	46					
		8.07%	14.29%	8.49%	7.10%	9.31%	6.39%	9.80%	8.42%	7.14%	8.31%	9.93%	7.38%	9.22%	7.49%	7.41%	8.17%	9.51%	11.25%	8.00%	7.47%	6.99%	10.14%	8.08%	6.93%	8.93%	6.12%	7.20%	5.67%	5.72%	7.00%	6.60%	7.41%	6.94%	7.27%	8.74%	6.21%	7.54%	9.40%	7.53%	3.46%	7.95%	8.39%	10.74%	6.44%	7.33%	7.23%	10.07%	10.23%	10.10%	9.08%	6.52%	9.37%	8.07%	7.88%	2.87%	9.15%	8.27%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	5533	63	82	119	86	120	65	124	101	107	94	74	211	56	156	107	115	86	42	90	68	175	117	132	88	106	94	42	122	140	185	83	73	119	26	38	100	106	99	8	107	38	37	164	48	158	36	196	210	136	118	40	154	79	33	69	91					
		11.96%	8.41%	13.14%	15.95%	11.13%	13.94%	13.27%	14.50%	10.31%	13.48%	12.45%	11.62%	14.74%	16.77%	12.70%	11.81%	11.64%	10.08%	12.00%	14.31%	9.90%	15.30%	15.00%	13.46%	11.91%	12.73%	13.28%	14.89%	10.11%	8.76%	12.34%	13.09%	8.73%	9.20%	14.21%	13.10%	8.87%	9.86%	7.04%	3.46%	7.87%	5.90%	10.19%	13.54%	8.79%	15.43%	13.43%	19.46%	14.53%	14.88%	11.31%	10.13%	10.81%	11.53%	13.52%	11.48%	16.37%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	373	6	2	4	10	13	6	7	13	4	10	2	17	2	10	7	4	3	2	8	9	11	4	15	4	10	6	1	3	10	11	3	9	5	1	3	8	18	11	3	12	5	1	16	2	5	0	8	8	10	4	1	11	6	1	3	5					
		0.81%	0.80%	0.32%	0.54%	1.29%	1.51%	1.22%	0.82%	1.33%	0.50%	1.32%	0.31%	1.19%	0.60%	0.81%	0.77%	0.40%	0.35%	0.57%	1.27%	1.31%	0.96%	0.51%	1.53%	0.54%	1.20%	0.85%	0.35%	0.25%	0.63%	0.73%	0.47%	1.08%	0.39%	0.55%	1.03%	0.71%	1.67%	0.78%	1.30%	0.88%	0.78%	0.28%	1.32%	0.37%	0.49%	0.00%	0.79%	0.55%	1.09%	0.38%	0.25%	0.77%	0.88%	0.41%	0.50%	0.90%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	27255	450	326	422	439	497	266	449	481	448	428	373	808	182	709	514	572	460	209	365	362	582	424	544	436	517	427	164	852	1025	928	398	541	836	118	171	728	620	782	181	980	462	230	730	355	616	171	515	788	497	634	242	832	402	145	335	287					
		58.93%	60.08%	52.24%	56.57%	56.79%	57.72%	54.29%	52.51%	49.08%	56.42%	56.69%	58.56%	56.46%	54.49%	57.74%	56.73%	57.89%	53.93%	59.71%	58.03%	52.69%	50.87%	54.36%	55.45%	58.99%	62.06%	60.31%	58.16%	70.59%	64.10%	61.91%	62.78%	64.71%	64.66%	64.48%	58.97%	64.60%	57.67%	55.58%	78.35%	72.11%	71.74%	63.36%	60.28%	65.02%	60.16%	63.81%	51.14%	54.53%	54.38%	60.79%	61.27%	58.39%	58.69%	59.43%	55.74%	51.62%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	310	1	5	3	5	7	8	17	9	3	9	7	11	3	21	13	6	8	3	7	9	14	9	12	7	4	3	3	3	10	5	1	6	4	0	1	7	5	5	4	5	3	1	3	1	2	0	7	7	2	3	1	1	5	4	5	2					
		0.67%	0.13%	0.80%	0.40%	0.65%	0.81%	1.63%	1.99%	0.92%	0.38%	1.19%	1.10%	0.77%	0.90%	1.71%	1.43%	0.61%	0.94%	0.86%	1.11%	1.31%	1.22%	1.15%	1.22%	0.95%	0.48%	0.42%	1.06%	0.25%	0.63%	0.33%	0.16%	0.72%	0.31%	0.00%	0.34%	0.62%	0.47%	0.36%	1.73%	0.37%	0.47%	0.28%	0.25%	0.18%	0.20%	0.00%	0.70%	0.48%	0.22%	0.29%	0.25%	0.07%	0.73%	1.64%	0.83%	0.36%					
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
