Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																													
Дата голосования: 18.09.2016																													
																													
Наименование Избирательной комиссии:    Шимская																													
																													
Сводная таблица итогов голосования по федеральному избирательному округу																													
																													
		Сумма	УИК №2201	УИК №2202	УИК №2203	УИК №2204	УИК №2205	УИК №2206	УИК №2207	УИК №2208	УИК №2209	УИК №2210	УИК №2211	УИК №2212	УИК №2213	УИК №2214	УИК №2215	УИК №2216	УИК №2217	УИК №2218									
		0.54%	0.25%	0.89%	1.34%	0.00%	1.78%	0.00%	0.38%	0.74%	1.01%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.63%	0.00%	0.37%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	36	3	2	0	0	4	0	5	0	0	3	1	2	0	2	0	2	0	12									
		0.88%	0.74%	1.79%	0.00%	0.00%	0.89%	0.00%	1.92%	0.00%	0.00%	0.62%	0.93%	2.17%	0.00%	1.10%	0.00%	1.25%	0.00%	1.49%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	10	2	0	0	0	3	0	0	0	1	2	0	0	0	0	0	0	0	2									
		0.24%	0.49%	0.00%	0.00%	0.00%	0.67%	0.00%	0.00%	0.00%	0.51%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	37	3	0	3	1	5	0	3	0	2	0	0	0	0	0	1	5	0	14									
		0.90%	0.74%	0.00%	2.01%	0.69%	1.11%	0.00%	1.15%	0.00%	1.01%	0.00%	0.00%	0.00%	0.00%	0.00%	1.41%	3.13%	0.00%	1.73%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	463	34	7	23	12	58	11	26	15	11	35	20	14	7	47	7	14	8	114									
		11.31%	8.33%	6.25%	15.44%	8.33%	12.92%	12.94%	10.00%	11.03%	5.56%	7.20%	18.52%	15.22%	5.69%	25.82%	9.86%	8.75%	6.61%	14.11%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	13	0	0	0	1	2	0	1	0	0	4	0	0	0	0	0	0	0	5									
		0.32%	0.00%	0.00%	0.00%	0.69%	0.45%	0.00%	0.38%	0.00%	0.00%	0.82%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.62%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	321	38	4	17	4	44	3	20	8	22	24	4	4	2	15	9	15	14	74									
		7.84%	9.31%	3.57%	11.41%	2.78%	9.80%	3.53%	7.69%	5.88%	11.11%	4.94%	3.70%	4.35%	1.63%	8.24%	12.68%	9.38%	11.57%	9.16%									
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
