Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																
Дата голосования: 18.09.2016																																																
																																																
Наименование Избирательной комиссии:    Краснокамская																																																
																																																
Сводная таблица итогов голосования по федеральному избирательному округу																																																
																																																
		Сумма	УИК №2348	УИК №2349	УИК №2350	УИК №2351	УИК №2352	УИК №2353	УИК №2354	УИК №2355	УИК №2356	УИК №2357	УИК №2358	УИК №2359	УИК №2360	УИК №2361	УИК №2362	УИК №2363	УИК №2364	УИК №2365	УИК №2366	УИК №2367	УИК №2368	УИК №2369	УИК №2370	УИК №2371	УИК №2372	УИК №2373	УИК №2374	УИК №2375	УИК №2376	УИК №2377	УИК №2378	УИК №2379	УИК №2380	УИК №2381	УИК №2382	УИК №2383	УИК №2384									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1459	73	35	65	30	15	40	15	128	115	35	25	30	20	17	5	10	60	20	85	71	30	30	10	5	200	20	25	5	29	62	6	25	20	22	30	30	16									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	1459	73	35	65	30	15	40	15	128	115	35	25	30	20	17	5	10	60	20	85	71	30	30	10	5	200	20	25	5	29	62	6	25	20	22	30	30	16									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	177	6	3	3	3	1	3	5	22	1	2	4	3	3	3	3	2	9	3	5	13	7	1	2	1	7	3	3	2	1	3	13	5	5	3	15	7	2									
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	41	0	1	2	0	0	0	2	0	0	0	0	1	1	0	0	0	4	0	1	1	2	1	0	0	1	1	1	0	0	1	0	2	0	4	6	7	2									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	127	5	4	6	2	2	4	2	6	4	0	3	3	1	0	0	2	7	2	0	8	5	1	0	1	6	5	2	0	3	0	0	2	1	11	17	9	3									
		0.89%	0.68%	2.61%	1.85%	0.80%	2.33%	1.16%	1.28%	0.81%	0.76%	0.00%	1.94%	1.06%	0.74%	0.00%	0.00%	1.03%	1.24%	0.87%	0.00%	0.89%	1.37%	0.49%	0.00%	0.66%	1.22%	1.25%	0.70%	0.00%	1.71%	0.00%	0.00%	0.51%	0.34%	1.65%	1.95%	1.20%	0.97%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	674	15	4	11	7	12	19	5	22	14	22	15	21	16	17	16	12	19	32	26	53	32	13	12	14	47	27	15	13	6	0	0	8	10	24	48	34	13									
		4.72%	2.04%	2.61%	3.40%	2.80%	13.95%	5.51%	3.21%	2.96%	2.65%	4.58%	9.68%	7.42%	11.76%	3.56%	8.51%	6.15%	3.37%	13.85%	3.46%	5.90%	8.74%	6.40%	6.12%	9.27%	9.57%	6.75%	5.23%	5.91%	3.43%	0.00%	0.00%	2.03%	3.36%	3.60%	5.49%	4.55%	4.22%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	211	6	0	2	5	1	9	2	7	0	7	2	11	1	3	3	2	7	5	0	13	7	2	0	3	6	7	0	3	5	0	0	5	4	25	25	24	9									
		1.48%	0.81%	0.00%	0.62%	2.00%	1.16%	2.61%	1.28%	0.94%	0.00%	1.46%	1.29%	3.89%	0.74%	0.63%	1.60%	1.03%	1.24%	2.16%	0.00%	1.45%	1.91%	0.99%	0.00%	1.99%	1.22%	1.75%	0.00%	1.36%	2.86%	0.00%	0.00%	1.27%	1.34%	3.75%	2.86%	3.21%	2.92%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9033	500	94	225	128	50	168	85	558	407	371	68	182	78	409	132	117	294	121	553	457	185	108	119	69	232	278	199	158	117	578	158	336	253	304	422	390	130									
		63.27%	67.84%	61.44%	69.44%	51.20%	58.14%	48.70%	54.49%	75.20%	76.94%	77.29%	43.87%	64.31%	57.35%	85.56%	70.21%	60.00%	52.13%	52.38%	73.54%	50.89%	50.55%	53.20%	60.71%	45.70%	47.25%	69.50%	69.34%	71.82%	66.86%	89.89%	91.33%	85.28%	84.90%	45.58%	48.28%	52.14%	42.21%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	64	2	2	2	1	2	1	0	2	0	3	1	1	1	0	0	1	2	0	0	8	3	1	0	0	0	2	0	0	0	0	0	2	0	5	8	9	5									
		0.45%	0.27%	1.31%	0.62%	0.40%	2.33%	0.29%	0.00%	0.27%	0.00%	0.63%	0.65%	0.35%	0.74%	0.00%	0.00%	0.51%	0.35%	0.00%	0.00%	0.89%	0.82%	0.49%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	0.75%	0.92%	1.20%	1.62%									
24	"6. Политическая партия ""Гражданская Платформа"""	134	2	2	4	2	0	2	2	3	0	0	3	3	1	0	1	2	6	6	0	25	12	1	1	1	7	3	4	0	3	0	0	2	0	6	18	6	6									
		0.94%	0.27%	1.31%	1.23%	0.80%	0.00%	0.58%	1.28%	0.40%	0.00%	0.00%	1.94%	1.06%	0.74%	0.00%	0.53%	1.03%	1.06%	2.60%	0.00%	2.78%	3.28%	0.49%	0.51%	0.66%	1.43%	0.75%	1.39%	0.00%	1.71%	0.00%	0.00%	0.51%	0.00%	0.90%	2.06%	0.80%	1.95%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1133	70	16	24	26	10	57	23	67	36	20	12	11	7	4	6	15	67	14	20	67	24	14	32	12	28	30	16	12	15	2	2	3	13	106	116	97	39									
		7.94%	9.50%	10.46%	7.41%	10.40%	11.63%	16.52%	14.74%	9.03%	6.81%	4.17%	7.74%	3.89%	5.15%	0.84%	3.19%	7.69%	11.88%	6.06%	2.66%	7.46%	6.56%	6.90%	16.33%	7.95%	5.70%	7.50%	5.57%	5.45%	8.57%	0.31%	1.16%	0.76%	4.36%	15.89%	13.27%	12.97%	12.66%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	35	5	0	0	1	0	1	3	0	0	0	0	1	2	0	0	0	0	0	0	1	1	2	0	1	3	0	3	0	0	1	0	0	0	0	8	1	1									
		0.25%	0.68%	0.00%	0.00%	0.40%	0.00%	0.29%	1.92%	0.00%	0.00%	0.00%	0.00%	0.35%	1.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.27%	0.99%	0.00%	0.66%	0.61%	0.00%	1.05%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.92%	0.13%	0.32%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	58	5	1	0	2	0	0	0	2	0	1	1	1	0	0	0	1	4	0	0	8	2	0	2	0	4	13	2	0	2	1	0	0	0	3	0	1	2									
		0.41%	0.68%	0.65%	0.00%	0.80%	0.00%	0.00%	0.00%	0.27%	0.00%	0.21%	0.65%	0.35%	0.00%	0.00%	0.00%	0.51%	0.71%	0.00%	0.00%	0.89%	0.55%	0.00%	1.02%	0.00%	0.81%	3.25%	0.70%	0.00%	1.14%	0.16%	0.00%	0.00%	0.00%	0.45%	0.00%	0.13%	0.65%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	25	0	0	0	1	0	0	0	0	0	2	1	1	1	0	0	2	1	0	0	1	2	1	0	0	1	2	0	0	0	0	0	0	0	2	0	6	1									
		0.18%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.65%	0.35%	0.74%	0.00%	0.00%	1.03%	0.18%	0.00%	0.00%	0.11%	0.55%	0.49%	0.00%	0.00%	0.20%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.80%	0.32%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	66	2	0	0	0	0	1	0	2	0	1	0	1	1	1	0	0	2	0	0	3	2	2	3	0	1	1	1	0	1	1	0	0	1	6	16	9	8									
		0.46%	0.27%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.27%	0.00%	0.21%	0.00%	0.35%	0.74%	0.21%	0.00%	0.00%	0.35%	0.00%	0.00%	0.33%	0.55%	0.99%	1.53%	0.00%	0.20%	0.25%	0.35%	0.00%	0.57%	0.16%	0.00%	0.00%	0.34%	0.90%	1.83%	1.20%	2.60%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1891	56	22	23	54	7	58	19	38	55	39	41	36	21	27	21	27	116	41	115	189	69	40	26	45	111	25	32	27	12	58	13	22	14	111	134	90	57									
		13.25%	7.60%	14.38%	7.10%	21.60%	8.14%	16.81%	12.18%	5.12%	10.40%	8.13%	26.45%	12.72%	15.44%	5.65%	11.17%	13.85%	20.57%	17.75%	15.29%	21.05%	18.85%	19.70%	13.27%	29.80%	22.61%	6.25%	11.15%	12.27%	6.86%	9.02%	7.51%	5.58%	4.70%	16.64%	15.33%	12.03%	18.51%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	41	1	0	1	0	0	1	1	5	0	3	0	0	0	1	0	0	4	0	0	3	1	0	0	0	0	0	1	0	2	0	0	0	0	5	4	6	2									
		0.29%	0.14%	0.00%	0.31%	0.00%	0.00%	0.29%	0.64%	0.67%	0.00%	0.63%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.71%	0.00%	0.00%	0.33%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	1.14%	0.00%	0.00%	0.00%	0.00%	0.75%	0.46%	0.80%	0.65%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	407	13	2	14	11	1	17	5	22	13	5	0	6	2	11	2	5	25	4	38	34	8	1	1	1	6	6	8	0	1	2	0	5	2	40	43	39	14									
		2.85%	1.76%	1.31%	4.32%	4.40%	1.16%	4.93%	3.21%	2.96%	2.46%	1.04%	0.00%	2.12%	1.47%	2.30%	1.06%	2.56%	4.43%	1.73%	5.05%	3.79%	2.19%	0.49%	0.51%	0.66%	1.22%	1.50%	2.79%	0.00%	0.57%	0.31%	0.00%	1.27%	0.67%	5.99%	4.92%	5.21%	4.55%									
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
