Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																									
Дата голосования: 18.09.2016																																									
																																									
Наименование Избирательной комиссии:    Сокольская																																									
																																									
Сводная таблица итогов голосования по федеральному избирательному округу																																									
																																									
		Сумма	УИК №1841	УИК №1842	УИК №1843	УИК №1844	УИК №1845	УИК №1846	УИК №1847	УИК №1848	УИК №1849	УИК №1850	УИК №1851	УИК №1852	УИК №1853	УИК №1854	УИК №1855	УИК №1856	УИК №1857	УИК №1858	УИК №1859	УИК №1860	УИК №1861	УИК №1862	УИК №1863	УИК №1864	УИК №1865	УИК №1866	УИК №1867	УИК №1868	УИК №1869	УИК №1870									
		76.58%	84.65%	76.90%	80.06%	84.78%	71.93%	80.81%	82.74%	78.77%	88.00%	78.86%	84.65%	72.15%	77.78%	80.86%	59.90%	79.86%	80.15%	83.03%	54.76%	66.33%	79.68%	58.06%	67.55%	72.37%	56.79%	75.32%	50.55%	66.18%	60.49%	78.13%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	14	0	3	0	2	3	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1									
		0.16%	0.00%	0.32%	0.00%	0.31%	0.28%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.39%	0.00%	0.00%	0.00%	0.00%	0.00%	1.19%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%									
24	"6. Политическая партия ""Гражданская Платформа"""	12	0	2	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	1	0	0	1	0	0	1	0									
		0.13%	0.00%	0.21%	0.00%	0.16%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.48%	0.00%	0.00%	0.00%	0.60%	0.00%	0.00%	1.29%	0.53%	0.00%	0.00%	1.30%	0.00%	0.00%	0.62%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1096	35	109	157	37	151	64	15	24	22	16	22	10	11	12	40	17	28	9	30	45	20	28	35	29	19	13	25	8	32	33									
		12.32%	7.46%	11.50%	14.91%	5.75%	14.03%	10.32%	8.93%	13.41%	6.77%	13.01%	10.89%	12.66%	15.28%	5.74%	19.32%	11.81%	10.69%	5.45%	17.86%	22.96%	7.97%	18.06%	18.62%	12.72%	23.46%	16.88%	27.47%	11.76%	19.75%	11.46%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	16	0	3	0	1	5	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0									
		0.18%	0.00%	0.32%	0.00%	0.16%	0.46%	0.32%	0.60%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.06%	0.00%	0.00%	0.00%	1.10%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	30	0	4	0	3	6	2	0	0	0	0	0	0	0	2	5	0	0	0	0	0	2	0	1	3	1	0	0	0	0	1									
		0.34%	0.00%	0.42%	0.00%	0.47%	0.56%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.96%	2.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.80%	0.00%	0.53%	1.32%	1.23%	0.00%	0.00%	0.00%	0.00%	0.35%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	4	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1									
		0.04%	0.00%	0.00%	0.00%	0.16%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	28	0	8	0	2	2	4	0	0	0	0	0	0	0	0	3	0	0	1	2	2	1	1	0	1	0	0	0	0	0	1									
		0.31%	0.00%	0.84%	0.00%	0.31%	0.19%	0.65%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.45%	0.00%	0.00%	0.61%	1.19%	1.02%	0.40%	0.65%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	434	12	39	32	19	49	28	4	4	16	8	6	8	3	12	18	4	17	11	29	13	11	9	14	14	7	4	8	12	15	8									
		4.88%	2.56%	4.11%	3.04%	2.95%	4.55%	4.52%	2.38%	2.23%	4.92%	6.50%	2.97%	10.13%	4.17%	5.74%	8.70%	2.78%	6.49%	6.67%	17.26%	6.63%	4.38%	5.81%	7.45%	6.14%	8.64%	5.19%	8.79%	17.65%	9.26%	2.78%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	16	0	1	0	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	3	1	0	0	1	0	1	0	0	1									
		0.18%	0.00%	0.11%	0.00%	0.16%	0.28%	0.16%	0.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.19%	0.00%	1.20%	0.65%	0.00%	0.00%	1.23%	0.00%	1.10%	0.00%	0.00%	0.35%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	149	23	14	16	7	30	6	4	3	0	2	2	0	0	4	3	0	1	4	3	2	3	3	4	2	2	1	0	1	5	4									
		1.67%	4.90%	1.48%	1.52%	1.09%	2.79%	0.97%	2.38%	1.68%	0.00%	1.63%	0.99%	0.00%	0.00%	1.91%	1.45%	0.00%	0.38%	2.42%	1.79%	1.02%	1.20%	1.94%	2.13%	0.88%	2.47%	1.30%	0.00%	1.47%	3.09%	1.39%									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
