Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																														
Дата голосования: 18.09.2016																														
																														
Наименование Избирательной комиссии:    Подосиновская																														
																														
Сводная таблица итогов голосования по федеральному избирательному округу																														
																														
		Сумма	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883									
		4.15%	3.55%	5.48%	4.10%	3.66%	5.65%	7.50%	2.22%	2.97%	2.49%	3.92%	2.45%	3.63%	4.27%	2.99%	10.00%	6.59%	5.94%	3.80%	2.47%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	115	13	23	4	1	6	1	7	7	17	19	2	0	1	1	2	4	4	2	1									
		2.02%	2.43%	2.29%	3.28%	0.52%	4.84%	1.25%	1.72%	2.31%	2.65%	2.66%	1.23%	0.00%	0.43%	0.75%	1.67%	1.47%	1.98%	1.27%	1.23%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2338	175	375	48	94	53	44	172	137	235	261	81	89	107	93	48	133	70	79	44									
		41.16%	32.71%	37.35%	39.34%	49.21%	42.74%	55.00%	42.36%	45.21%	36.60%	36.50%	49.69%	46.11%	45.73%	69.40%	40.00%	48.72%	34.65%	50.00%	54.32%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	34	3	6	0	2	0	1	2	2	6	5	1	1	0	0	1	0	4	0	0									
		0.60%	0.56%	0.60%	0.00%	1.05%	0.00%	1.25%	0.49%	0.66%	0.93%	0.70%	0.61%	0.52%	0.00%	0.00%	0.83%	0.00%	1.98%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	14	1	2	0	1	0	0	1	0	2	1	1	1	2	0	0	1	0	1	0									
		0.25%	0.19%	0.20%	0.00%	0.52%	0.00%	0.00%	0.25%	0.00%	0.31%	0.14%	0.61%	0.52%	0.85%	0.00%	0.00%	0.37%	0.00%	0.63%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1418	182	282	35	60	37	10	90	73	144	164	46	53	46	20	28	61	46	24	17									
		24.96%	34.02%	28.09%	28.69%	31.41%	29.84%	12.50%	22.17%	24.09%	22.43%	22.94%	28.22%	27.46%	19.66%	14.93%	23.33%	22.34%	22.77%	15.19%	20.99%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	12	0	1	0	1	0	0	2	1	1	3	0	1	0	0	0	1	0	1	0									
		0.21%	0.00%	0.10%	0.00%	0.52%	0.00%	0.00%	0.49%	0.33%	0.16%	0.42%	0.00%	0.52%	0.00%	0.00%	0.00%	0.37%	0.00%	0.63%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	29	1	5	1	2	0	0	1	0	7	6	1	2	1	0	0	1	0	1	0									
		0.51%	0.19%	0.50%	0.82%	1.05%	0.00%	0.00%	0.25%	0.00%	1.09%	0.84%	0.61%	1.04%	0.43%	0.00%	0.00%	0.37%	0.00%	0.63%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	10	1	0	0	0	0	0	0	0	1	2	0	0	2	1	1	1	0	1	0									
		0.18%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.28%	0.00%	0.00%	0.85%	0.75%	0.83%	0.37%	0.00%	0.63%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	46	4	8	1	0	1	0	1	4	8	6	0	1	2	2	0	3	3	1	1									
		0.81%	0.75%	0.80%	0.82%	0.00%	0.81%	0.00%	0.25%	1.32%	1.25%	0.84%	0.00%	0.52%	0.85%	1.49%	0.00%	1.10%	1.49%	0.63%	1.23%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	873	78	164	17	15	15	12	85	60	116	117	13	19	38	7	19	28	28	31	11									
		15.37%	14.58%	16.33%	13.93%	7.85%	12.10%	15.00%	20.94%	19.80%	18.07%	16.36%	7.98%	9.84%	16.24%	5.22%	15.83%	10.26%	13.86%	19.62%	13.58%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	21	0	5	1	0	0	0	2	1	3	2	1	2	3	0	0	0	1	0	0									
		0.37%	0.00%	0.50%	0.82%	0.00%	0.00%	0.00%	0.49%	0.33%	0.47%	0.28%	0.61%	1.04%	1.28%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	365	38	51	6	2	2	3	21	5	57	86	6	12	14	2	5	16	27	9	3									
		6.43%	7.10%	5.08%	4.92%	1.05%	1.61%	3.75%	5.17%	1.65%	8.88%	12.03%	3.68%	6.22%	5.98%	1.49%	4.17%	5.86%	13.37%	5.70%	3.70%									
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
