Выборы Президента Российской Федерации																																		
																																		
Наименование Избирательной комиссии:    Алатырская																																		
																																		
Итоги голосования 																																		
																																		
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27					
23	. Харитонов Николай Михайлович	2142	123	37	35	103	21	55	160	61	154	107	55	76	101	75	98	120	83	135	146	7	132	12	23	52	109	19	43					
		16.34%	18.25%	8.43%	7.51%	16.64%	5.75%	10.96%	22.79%	20.13%	22.29%	21.84%	22.36%	15.80%	23.60%	12.16%	17.25%	13.44%	16.47%	25.38%	25.39%	21.21%	12.44%	24.00%	15.86%	13.83%	14.12%	9.22%	11.59%					
																																		
24	Против всех	124	14	1	6	5	2	4	9	2	4	2	2	4	3	4	6	14	4	2	5	1	11	0	1	1	8	1	8					
		0.95%	2.08%	0.23%	1.29%	0.81%	0.55%	0.80%	1.28%	0.66%	0.58%	0.41%	0.81%	0.83%	0.70%	0.65%	1.06%	1.57%	0.79%	0.38%	0.87%	3.03%	1.04%	0.00%	0.69%	0.27%	1.04%	0.49%	2.16%					
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
