Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																		
Дата голосования: 18.09.2016																																																		
																																																		
"Наименование Избирательной комиссии:    Ульяновск, Заволжская N1"																																																		
																																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																																		
																																																		
		Сумма	УИК №3501	УИК №3502	УИК №3503	УИК №3504	УИК №3505	УИК №3506	УИК №3507	УИК №3508	УИК №3509	УИК №3510	УИК №3511	УИК №3512	УИК №3513	УИК №3514	УИК №3515	УИК №3516	УИК №3517	УИК №3518	УИК №3519	УИК №3520	УИК №3521	УИК №3522	УИК №3523	УИК №3524	УИК №3525	УИК №3526	УИК №3527	УИК №3528	УИК №3529	УИК №3530	УИК №3531	УИК №3532	УИК №3533	УИК №3534	УИК №3535	УИК №3536	УИК №3537	УИК №3538	УИК №8049									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1345	50	50	30	40	50	30	40	40	40	30	40	30	30	40	40	30	50	30	40	40	40	40	50	10	40	20	30	30	30	30	30	30	30	30	40	40	40	0	15									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	933	36	23	30	31	45	9	30	36	33	21	32	25	19	18	27	13	37	17	30	31	28	34	44	0	36	6	6	18	21	30	26	23	24	14	29	27	24	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	929	21	31	13	19	10	2	13	11	17	16	35	11	11	11	11	4	11	11	9	9	29	52	10	0	11	6	27	12	12	16	6	7	7	15	10	14	9	399	11									
14	Число погашенных неиспользованных открепительных удостоверений	412	14	27	0	9	5	21	10	4	7	9	8	5	11	22	13	17	13	13	10	9	12	6	6	10	4	14	24	12	9	0	4	7	6	16	11	13	16	0	15									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	90	3	0	3	3	3	2	1	2	1	2	4	2	1	3	2	0	3	1	1	1	0	5	3	0	2	12	4	5	5	3	1	1	7	1	1	1	1	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																		
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	557	22	13	13	12	5	4	30	16	18	9	20	10	15	7	18	11	16	13	16	14	20	27	9	3	8	5	6	15	11	8	24	24	20	17	22	20	18	10	8									
		1.46%	1.73%	1.01%	1.36%	1.18%	0.47%	0.94%	2.69%	1.37%	1.52%	0.87%	1.45%	1.07%	2.06%	0.76%	1.86%	1.83%	1.46%	1.46%	1.64%	1.29%	1.91%	2.09%	0.90%	0.63%	0.88%	0.63%	0.96%	1.52%	1.03%	0.82%	2.27%	2.05%	2.21%	1.83%	1.81%	1.55%	1.43%	1.36%	2.56%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	1245	40	51	25	36	39	11	34	31	41	33	35	31	33	28	33	18	51	37	30	46	23	35	31	6	33	14	17	35	38	39	28	45	29	37	41	43	25	31	12									
		3.26%	3.15%	3.95%	2.62%	3.53%	3.63%	2.58%	3.05%	2.66%	3.46%	3.21%	2.54%	3.32%	4.53%	3.03%	3.41%	3.00%	4.64%	4.16%	3.08%	4.24%	2.19%	2.71%	3.10%	1.27%	3.64%	1.75%	2.73%	3.54%	3.56%	3.99%	2.65%	3.84%	3.20%	3.97%	3.37%	3.33%	1.98%	4.23%	3.85%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	959	28	33	37	30	25	14	42	24	17	37	35	25	20	32	18	14	26	20	22	22	31	32	23	2	29	4	20	30	31	25	24	31	15	19	32	36	28	15	11									
		2.51%	2.21%	2.56%	3.88%	2.94%	2.33%	3.28%	3.77%	2.06%	1.43%	3.60%	2.54%	2.68%	2.74%	3.47%	1.86%	2.33%	2.37%	2.25%	2.26%	2.03%	2.96%	2.48%	2.30%	0.42%	3.20%	0.50%	3.21%	3.03%	2.91%	2.56%	2.27%	2.65%	1.65%	2.04%	2.63%	2.79%	2.22%	2.05%	3.53%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	15332	456	538	375	427	484	194	457	503	527	417	542	342	303	350	353	230	383	300	383	437	404	529	373	404	337	525	236	345	393	371	382	432	351	335	431	491	503	346	143									
		40.18%	35.93%	41.71%	39.31%	41.86%	45.11%	45.43%	41.02%	43.10%	44.47%	40.52%	39.36%	36.66%	41.56%	37.92%	36.47%	38.33%	34.85%	33.71%	39.32%	40.24%	38.55%	41.01%	37.26%	85.41%	37.20%	65.71%	37.88%	34.85%	36.83%	38.01%	36.14%	36.86%	38.70%	35.98%	35.47%	38.06%	39.89%	47.20%	45.83%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	283	6	10	8	9	10	3	8	10	6	15	17	4	6	6	5	5	10	1	4	6	6	13	5	1	9	1	4	7	13	6	6	10	9	5	11	10	11	7	0									
		0.74%	0.47%	0.78%	0.84%	0.88%	0.93%	0.70%	0.72%	0.86%	0.51%	1.46%	1.23%	0.43%	0.82%	0.65%	0.52%	0.83%	0.91%	0.11%	0.41%	0.55%	0.57%	1.01%	0.50%	0.21%	0.99%	0.13%	0.64%	0.71%	1.22%	0.61%	0.57%	0.85%	0.99%	0.54%	0.91%	0.78%	0.87%	0.95%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	94	3	3	1	0	3	0	2	4	3	3	2	1	4	3	4	3	3	5	2	2	4	4	2	1	4	2	1	3	4	0	2	0	2	4	2	1	5	2	0									
		0.25%	0.24%	0.23%	0.10%	0.00%	0.28%	0.00%	0.18%	0.34%	0.25%	0.29%	0.15%	0.11%	0.55%	0.33%	0.41%	0.50%	0.27%	0.56%	0.21%	0.18%	0.38%	0.31%	0.20%	0.21%	0.44%	0.25%	0.16%	0.30%	0.37%	0.00%	0.19%	0.00%	0.22%	0.43%	0.16%	0.08%	0.40%	0.27%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	6999	280	247	157	165	192	93	186	227	235	204	227	150	134	182	186	133	191	187	197	226	203	216	177	13	191	154	127	183	194	162	180	214	158	149	229	247	251	117	35									
		18.34%	22.06%	19.15%	16.46%	16.18%	17.89%	21.78%	16.70%	19.45%	19.83%	19.83%	16.49%	16.08%	18.38%	19.72%	19.21%	22.17%	17.38%	21.01%	20.23%	20.81%	19.37%	16.74%	17.68%	2.75%	21.08%	19.27%	20.39%	18.48%	18.18%	16.60%	17.03%	18.26%	17.42%	16.00%	18.85%	19.15%	19.90%	15.96%	11.22%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	318	14	8	6	12	4	0	0	6	5	6	6	9	5	2	2	7	12	8	11	11	6	4	10	0	7	0	1	11	15	9	15	11	23	11	12	10	26	4	9									
		0.83%	1.10%	0.62%	0.63%	1.18%	0.37%	0.00%	0.00%	0.51%	0.42%	0.58%	0.44%	0.96%	0.69%	0.22%	0.21%	1.17%	1.09%	0.90%	1.13%	1.01%	0.57%	0.31%	0.99%	0.00%	0.77%	0.00%	0.16%	1.11%	1.41%	0.92%	1.42%	0.94%	2.54%	1.18%	0.99%	0.78%	2.06%	0.55%	2.88%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	1156	38	38	17	23	30	10	24	41	30	63	36	28	14	28	29	21	32	25	35	9	29	43	45	2	29	10	12	32	36	28	48	34	25	42	43	46	61	13	7									
		3.03%	2.99%	2.95%	1.78%	2.25%	2.80%	2.34%	2.15%	3.51%	2.53%	6.12%	2.61%	3.00%	1.92%	3.03%	2.99%	3.50%	2.91%	2.81%	3.59%	0.83%	2.77%	3.33%	4.50%	0.42%	3.20%	1.25%	1.93%	3.23%	3.37%	2.87%	4.54%	2.90%	2.76%	4.51%	3.54%	3.57%	4.84%	1.77%	2.24%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	57	1	3	0	1	0	0	4	0	1	1	0	1	0	1	3	0	2	0	1	1	2	3	1	0	3	2	0	2	2	0	5	2	1	2	4	2	2	3	1									
		0.15%	0.08%	0.23%	0.00%	0.10%	0.00%	0.00%	0.36%	0.00%	0.08%	0.10%	0.00%	0.11%	0.00%	0.11%	0.31%	0.00%	0.18%	0.00%	0.10%	0.09%	0.19%	0.23%	0.10%	0.00%	0.33%	0.25%	0.00%	0.20%	0.19%	0.00%	0.47%	0.17%	0.11%	0.21%	0.33%	0.16%	0.16%	0.41%	0.32%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	616	25	20	14	19	11	10	15	19	17	10	23	17	7	13	26	3	15	17	1	14	13	26	22	5	12	10	14	14	20	18	19	22	19	13	24	17	34	8	10									
		1.61%	1.97%	1.55%	1.47%	1.86%	1.03%	2.34%	1.35%	1.63%	1.43%	0.97%	1.67%	1.82%	0.96%	1.41%	2.69%	0.50%	1.36%	1.91%	0.10%	1.29%	1.24%	2.02%	2.20%	1.06%	1.32%	1.25%	2.25%	1.41%	1.87%	1.84%	1.80%	1.88%	2.09%	1.40%	1.98%	1.32%	2.70%	1.09%	3.21%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	7449	255	244	222	213	184	60	213	216	196	174	305	205	137	202	216	126	270	212	198	228	215	246	212	31	181	47	118	215	203	220	201	231	181	207	239	245	203	126	52									
		19.52%	20.09%	18.91%	23.27%	20.88%	17.15%	14.05%	19.12%	18.51%	16.54%	16.91%	22.15%	21.97%	18.79%	21.89%	22.31%	21.00%	24.57%	23.82%	20.33%	20.99%	20.52%	19.07%	21.18%	6.55%	19.98%	5.88%	18.94%	21.72%	19.03%	22.54%	19.02%	19.71%	19.96%	22.23%	19.67%	18.99%	16.10%	17.19%	16.67%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	187	8	7	4	7	3	2	7	7	2	8	12	4	3	4	1	2	8	8	1	4	7	3	3	0	3	3	8	2	7	5	3	1	2	3	6	8	13	2	6									
		0.49%	0.63%	0.54%	0.42%	0.69%	0.28%	0.47%	0.63%	0.60%	0.17%	0.78%	0.87%	0.43%	0.41%	0.43%	0.10%	0.33%	0.73%	0.90%	0.10%	0.37%	0.67%	0.23%	0.30%	0.00%	0.33%	0.38%	1.28%	0.20%	0.66%	0.51%	0.28%	0.09%	0.22%	0.32%	0.49%	0.62%	1.03%	0.27%	1.92%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2104	66	49	57	38	44	12	43	37	44	24	88	84	35	39	52	20	60	41	52	41	58	77	69	4	47	22	49	79	81	67	100	94	57	69	97	91	69	33	15									
		5.51%	5.20%	3.80%	5.97%	3.73%	4.10%	2.81%	3.86%	3.17%	3.71%	2.33%	6.39%	9.00%	4.80%	4.23%	5.37%	3.33%	5.46%	4.61%	5.34%	3.78%	5.53%	5.97%	6.89%	0.85%	5.19%	2.75%	7.87%	7.98%	7.59%	6.86%	9.46%	8.02%	6.28%	7.41%	7.98%	7.05%	5.47%	4.50%	4.81%									
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
