Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																											
Дата голосования: 18.09.2016																											
																											
Наименование Избирательной комиссии:    Свирская																											
																											
Сводная таблица итогов голосования по федеральному избирательному округу																											
																											
		Сумма	УИК №1269	УИК №1270	УИК №1271	УИК №1272	УИК №1273	УИК №1274	УИК №1275	УИК №1276	УИК №1277	УИК №1278	УИК №1279	УИК №1280	УИК №1281	УИК №1282	УИК №1283	УИК №1284									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1138	63	69	51	66	73	73	83	77	87	71	50	95	69	93	68	50									
		21.44%	16.58%	18.80%	13.21%	19.53%	19.41%	19.57%	22.74%	22.51%	23.84%	20.88%	18.73%	27.78%	26.14%	30.90%	24.46%	22.32%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	18	4	2	1	0	0	3	0	1	0	0	1	2	3	0	1	0									
		0.34%	1.05%	0.54%	0.26%	0.00%	0.00%	0.80%	0.00%	0.29%	0.00%	0.00%	0.37%	0.58%	1.14%	0.00%	0.36%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	31	1	2	3	1	3	5	5	2	3	3	0	0	1	1	1	0									
		0.58%	0.26%	0.54%	0.78%	0.30%	0.80%	1.34%	1.37%	0.58%	0.82%	0.88%	0.00%	0.00%	0.38%	0.33%	0.36%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	7	0	0	1	0	2	0	0	1	0	0	0	0	2	1	0	0									
		0.13%	0.00%	0.00%	0.26%	0.00%	0.53%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.76%	0.33%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	35	4	5	2	3	1	2	2	1	3	1	2	1	4	0	3	1									
		0.66%	1.05%	1.36%	0.52%	0.89%	0.27%	0.54%	0.55%	0.29%	0.82%	0.29%	0.75%	0.29%	1.52%	0.00%	1.08%	0.45%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	708	59	43	68	38	43	75	55	56	37	50	43	30	36	30	32	13									
		13.34%	15.53%	11.72%	17.62%	11.24%	11.44%	20.11%	15.07%	16.37%	10.14%	14.71%	16.10%	8.77%	13.64%	9.97%	11.51%	5.80%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	19	0	2	0	2	3	1	1	1	0	1	1	0	2	3	1	1									
		0.36%	0.00%	0.54%	0.00%	0.59%	0.80%	0.27%	0.27%	0.29%	0.00%	0.29%	0.37%	0.00%	0.76%	0.99%	0.36%	0.45%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	156	13	13	13	13	13	9	11	7	16	10	13	10	7	5	2	1									
		2.94%	3.42%	3.54%	3.37%	3.85%	3.46%	2.41%	3.01%	2.05%	4.38%	2.94%	4.87%	2.92%	2.65%	1.66%	0.72%	0.45%									
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
