Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																			
Дата голосования: 18.09.2016																																			
																																			
Наименование Избирательной комиссии:    Хлевенская																																			
																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																			
																																			
		Сумма	УИК №1901	УИК №1902	УИК №1903	УИК №1904	УИК №1905	УИК №1906	УИК №1907	УИК №1908	УИК №1909	УИК №1910	УИК №1911	УИК №1912	УИК №1913	УИК №1914	УИК №1915	УИК №1916	УИК №1917	УИК №1918	УИК №1919	УИК №1920	УИК №1921	УИК №1922	УИК №1923	УИК №1924									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	20	0	2	2	1	5	0	0	3	0	0	3	2	0	0	0	0	0	0	0	0	1	0	0	1									
		0.15%	0.00%	0.15%	0.27%	0.07%	1.14%	0.00%	0.00%	0.80%	0.00%	0.00%	0.70%	1.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.29%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	5	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0									
		0.04%	0.00%	0.08%	0.00%	0.00%	0.46%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	25	0	8	1	5	1	1	0	0	0	0	3	1	1	2	0	2	0	0	0	0	0	0	0	0									
		0.19%	0.00%	0.60%	0.13%	0.37%	0.23%	0.20%	0.00%	0.00%	0.00%	0.00%	0.70%	0.56%	0.26%	1.98%	0.00%	0.90%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1742	150	215	76	154	98	62	19	58	86	46	102	30	27	18	14	13	4	120	131	162	28	36	72	21									
		13.05%	6.76%	16.21%	10.16%	11.41%	22.43%	12.16%	8.84%	15.47%	14.70%	22.33%	23.89%	16.67%	6.94%	17.82%	4.65%	5.86%	2.82%	15.50%	26.63%	21.77%	11.07%	7.19%	14.23%	6.12%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	12	1	1	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	3	0	1	1									
		0.09%	0.05%	0.08%	0.13%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	1.19%	0.00%	0.20%	0.29%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	143	12	32	3	10	0	3	0	9	12	14	14	4	0	5	0	0	0	2	9	0	1	0	6	7									
		1.07%	0.54%	2.41%	0.40%	0.74%	0.00%	0.59%	0.00%	2.40%	2.05%	6.80%	3.28%	2.22%	0.00%	4.95%	0.00%	0.00%	0.00%	0.26%	1.83%	0.00%	0.40%	0.00%	1.19%	2.04%									
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
